userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,37.616119384765625) (3501,36.560279846191406) (1713,36.529048919677734) (51,36.38982009887695)* (1394,36.22301483154297) (1073,36.05965042114258) (3992,35.97774124145508) (187,35.951805114746094) (238,35.78331756591797) (1795,35.70658874511719) (70,35.46988296508789)* (1156,35.42298889160156) (1014,35.41370391845703) (155,35.14481735229492) (59,35.10986328125)* (1072,34.834983825683594) (993,34.81550979614258) (511,34.80923843383789) (3109,34.69107437133789) (1836,34.674076080322266)
101: (209,33.45476150512695)* (486,33.163448333740234) (1185,32.952880859375) (230,32.80828857421875) (816,32.798091888427734)* (1044,32.60599136352539) (1678,32.165245056152344) (412,32.10343933105469)* (190,31.749479293823242) (198,31.679807662963867) (7,31.55853271484375) (1188,31.539806365966797)* (492,31.519330978393555) (808,31.399951934814453) (475,31.202165603637695) (2959,31.198549270629883) (333,31.159698486328125) (378,31.139455795288086) (1043,31.092185974121094) (1195,31.069801330566406)
102: (572,48.54599380493164) (567,47.515960693359375) (212,47.00910949707031)* (565,46.93388366699219) (2893,46.846214294433594) (366,46.59759521484375) (1976,46.57973861694336) (735,46.57421112060547) (734,46.4192008972168) (6836,46.328147888183594) (7056,46.291107177734375) (2855,46.26847839355469) (222,46.212284088134766) (211,46.0511589050293) (250,45.982887268066406) (562,45.91579055786133) (1958,45.88941192626953) (206,45.88529586791992) (2842,45.862823486328125) (1239,45.83857727050781)
103: (1791,38.7024040222168) (511,38.62922668457031) (1705,38.58812713623047) (1244,38.488609313964844) (180,38.34807586669922) (518,38.30906295776367) (172,38.302337646484375) (173,38.30097961425781) (157,38.298770904541016) (187,38.29142379760742) (1104,38.21491622924805)* (70,38.16775131225586) (1098,38.1674690246582) (163,38.13075637817383) (1109,38.08555603027344)* (77,37.88468551635742) (77,37.88468551635742) (7,37.77745819091797) (378,37.76685333251953) (910,37.75693893432617)
104: (1672,34.62212371826172) (209,33.61117172241211) (706,33.232887268066406) (1246,33.21344757080078) (1045,33.16497802734375)* (932,33.101097106933594) (190,33.08363342285156) (1545,32.967674255371094) (1866,32.936187744140625) (412,32.9116096496582) (198,32.87749099731445) (377,32.831302642822266) (1513,32.82442855834961) (486,32.81710433959961) (481,32.761417388916016) (2346,32.69852828979492) (917,32.69795227050781) (982,32.6859245300293) (707,32.59941482543945) (924,32.58304214477539)
105: (2667,46.703346252441406)* (1222,45.89811325073242)* (767,45.47519302368164) (2668,45.374755859375)* (2605,45.05318832397461) (4865,44.83100128173828) (2831,44.59994125366211) (756,44.342002868652344)* (749,44.10670852661133) (2671,43.957855224609375)* (1700,43.93806457519531) (107,43.758827209472656) (3703,43.73664474487305) (4863,43.6424674987793) (1709,43.545806884765625) (238,43.50971984863281) (774,43.39487838745117) (1965,43.3944091796875) (6160,43.304420471191406) (12114,43.230838775634766)
106: (17197,43.710445404052734) (17193,43.69218826293945) (17201,43.42161178588867) (17192,43.33382797241211) (17199,43.32767868041992) (16527,43.32596969604492) (17200,43.23196029663086) (17195,43.12116622924805) (17203,43.071292877197266) (17198,42.867427825927734) (17202,42.841773986816406) (13827,42.67204666137695) (1978,42.581912994384766) (17204,42.510135650634766) (5716,42.28734588623047) (13902,41.593223571777344) (7040,41.54945373535156) (12838,41.31025314331055) (2818,41.100929260253906) (13011,40.97323226928711)
107: (1104,42.76844787597656) (489,42.73493957519531) (707,42.29799270629883)* (7,42.05015563964844) (2347,41.53697967529297) (6257,41.509918212890625) (1406,41.27775955200195)* (377,41.22165298461914) (176,41.15768814086914) (843,41.1340217590332)* (5485,41.13118362426758) (2835,41.07590103149414) (1249,41.07221221923828) (3239,41.0405158996582) (245,41.02384948730469) (1099,40.800010681152344)* (4917,40.79893493652344) (959,40.7342529296875) (2738,40.640621185302734)* (475,40.599273681640625)
108: (4271,44.199302673339844) (3417,42.737308502197266) (5299,42.36259078979492) (370,42.3608512878418) (4970,41.862918853759766) (6258,41.38660430908203) (1134,41.247066497802734) (12,41.095237731933594)* (9783,41.02931594848633) (23,41.012176513671875) (4605,40.91909408569336) (4669,40.895530700683594) (3528,40.85036087036133) (6658,40.62892150878906) (10092,40.576446533203125) (2966,40.540992736816406) (1411,40.51814651489258) (3798,40.47441864013672) (4965,40.43716049194336) (25,40.43538284301758)
109: (3083,30.87038230895996) (952,30.636669158935547)* (1810,30.6329288482666)* (2858,30.59002113342285) (4165,30.563447952270508) (4180,30.463584899902344) (706,30.33688735961914) (2346,30.218856811523438)* (1513,30.10087776184082) (13995,30.086009979248047) (1814,30.056419372558594) (7117,29.96885871887207) (4460,29.740928649902344) (6722,29.669235229492188) (3091,29.649946212768555) (3096,29.470293045043945) (2859,29.44419288635254) (5550,29.333389282226562) (1817,29.259489059448242) (10851,29.20775032043457)
110: (388,33.4370231628418)* (9199,31.542076110839844) (375,31.340112686157227) (5568,31.33395004272461) (1918,31.305713653564453)* (2102,30.962322235107422)* (3324,30.485599517822266) (4558,30.366056442260742) (466,30.33788299560547) (5571,30.24247932434082) (2086,30.22481346130371) (374,30.220924377441406) (5574,30.190807342529297) (5573,30.109952926635742) (544,30.007946014404297) (2098,30.003881454467773)* (306,29.89516258239746) (399,29.80514144897461) (410,29.779895782470703) (5561,29.698863983154297)
111: (3767,41.13206100463867) (1210,41.00396728515625) (757,40.872562408447266) (56,40.85969161987305) (56,40.85969161987305) (2158,40.79637908935547) (154,40.60363006591797) (4247,40.603431701660156) (1398,40.501487731933594) (748,40.11880874633789) (1986,40.058223724365234) (441,40.01506042480469)* (4896,39.96059799194336) (1222,39.68928909301758) (70,39.58638381958008) (238,39.56892013549805)* (101,39.5614013671875) (512,39.53508377075195) (420,39.34257507324219) (72,39.33251190185547)
113: (1672,38.82168960571289) (2352,38.5815315246582) (707,38.46440505981445)* (1351,38.41062545776367) (198,38.35508728027344)* (472,38.136959075927734) (503,38.05126953125) (966,37.998199462890625) (924,37.9071159362793) (978,37.81681442260742) (1274,37.791259765625) (920,37.702728271484375)* (918,37.617958068847656) (808,37.51008224487305) (1044,37.48524856567383) (846,37.44720458984375) (843,37.43655776977539) (1145,37.38191223144531) (932,37.37441635131836) (706,37.269065856933594)
114: (1412,38.376258850097656)* (1244,38.03877258300781) (1249,38.023860931396484)* (234,37.59060287475586) (562,37.481605529785156)* (951,37.37385940551758)* (732,37.30453872680664) (1415,37.179237365722656) (1369,37.164894104003906)* (1513,37.09657287597656) (220,36.89878463745117) (1416,36.835208892822266) (1414,36.609283447265625) (511,36.554386138916016) (2899,36.47084426879883) (707,36.437015533447266) (2786,36.31855392456055) (2183,36.3178596496582) (718,36.24711227416992) (917,36.201107025146484)
115: (2834,38.47228240966797) (737,38.39445877075195) (583,38.39411163330078) (8123,38.38317108154297) (581,37.8913459777832) (1901,37.778133392333984) (8126,37.70979690551758) (565,37.51226806640625) (13066,37.306983947753906) (1654,37.262454986572266) (8111,37.25519561767578) (8812,37.20518493652344) (3024,37.20224380493164) (1415,37.16741943359375) (582,37.084354400634766) (11923,37.06618118286133) (7056,36.95722198486328) (2864,36.936588287353516)* (3482,36.89182662963867) (728,36.86257553100586)*
116: (267,41.38486099243164)* (240,41.296913146972656) (271,41.26417922973633) (3708,41.14499282836914) (1537,41.11791229248047) (1839,40.91960144042969) (1613,40.91948318481445)* (278,40.6515998840332) (5119,40.42238998413086) (1641,40.38319396972656) (250,40.16823959350586) (4586,40.11146926879883) (1979,40.02788162231445) (3357,39.99105453491211) (331,39.9531364440918) (1636,39.89697265625) (3227,39.60799026489258) (6631,39.20395278930664) (2247,39.09880828857422) (16995,39.089630126953125)
117: (187,39.181949615478516)* (959,38.585655212402344) (993,38.248008728027344) (192,38.18392562866211)* (1464,38.1702880859375) (511,38.12423324584961) (77,38.11068344116211) (77,38.11068344116211) (2783,37.96565246582031) (1079,37.892669677734375) (1244,37.85652542114258) (1013,37.81935501098633) (3921,37.78731155395508) (3302,37.773075103759766) (877,37.75540542602539) (2444,37.607059478759766) (599,37.305145263671875) (2029,37.303916931152344)* (992,37.2738037109375) (945,37.21541213989258)
118: (930,32.859012603759766) (726,32.72761535644531) (497,32.51576232910156) (1104,32.46067810058594) (1854,32.40163040161133) (3563,32.39406967163086) (3240,32.32743453979492) (5972,32.32736587524414) (806,32.32022476196289) (1339,32.12866973876953) (2843,32.096614837646484) (198,32.08549880981445) (1672,32.00621032714844)* (968,31.95693588256836) (500,31.92348289489746) (808,31.737808227539062) (1044,31.68400764465332) (917,31.661054611206055) (488,31.659120559692383)* (1874,31.644956588745117)
119: (812,39.26579666137695)* (824,38.6248779296875)* (506,38.59626770019531) (15,38.518089294433594) (815,38.41910934448242) (1710,38.355682373046875) (25,38.329158782958984) (846,38.23533630371094) (1131,38.155513763427734) (707,37.98988723754883) (949,37.983768463134766) (11936,37.94774627685547) (2744,37.931556701660156) (4611,37.85096740722656) (978,37.47054672241211) (5605,37.44891357421875) (4971,37.32495880126953) (4271,37.29191207885742) (6289,37.27419662475586) (918,37.24477005004883)*
120: (191,39.23943328857422)* (466,39.160606384277344) (89,39.12211990356445) (464,38.72632598876953) (324,38.702510833740234) (302,38.2309684753418) (306,38.03530502319336) (679,37.97657012939453) (680,37.87589645385742) (293,37.70986557006836)* (691,37.67298126220703) (325,37.668601989746094) (5746,37.64274978637695) (681,37.596824645996094) (544,37.588932037353516) (686,37.48381042480469) (471,37.45810317993164) (318,37.28596878051758) (458,37.280723571777344) (538,37.20372772216797)
121: (4474,33.76029968261719) (646,33.50292205810547)* (333,33.324462890625)* (344,33.187904357910156) (498,33.087738037109375) (378,33.08061218261719)* (3377,32.92131042480469) (679,32.773277282714844) (1681,32.70322799682617) (466,32.633811950683594) (464,32.572574615478516) (355,32.504051208496094) (802,32.46642303466797)* (4716,32.389469146728516) (256,32.352455139160156) (1241,32.24647903442383) (257,32.2021598815918)* (544,32.18608474731445) (2545,32.14607620239258) (3393,32.11835479736328)
122: (4520,40.69841384887695) (8121,40.449459075927734) (1889,40.30556869506836) (2902,40.07695388793945) (1639,39.60152053833008) (570,39.600711822509766) (8127,39.053428649902344) (3778,38.97642517089844) (7148,38.868507385253906) (1426,38.84293746948242) (7056,38.760292053222656) (4062,38.7489128112793) (8126,38.740394592285156) (10394,38.73958969116211) (1427,38.626243591308594) (12243,38.5926513671875) (8110,38.5816535949707) (8130,38.55815505981445) (3444,38.557464599609375) (718,38.39387130737305)
123: (2829,38.782196044921875) (217,38.19654083251953) (412,38.04193878173828) (5966,37.87357711791992) (1162,37.87163543701172) (4118,37.76130294799805) (3621,37.735328674316406) (207,37.56403732299805) (154,37.5516471862793) (9767,37.492042541503906) (56,37.472267150878906)* (56,37.472267150878906)* (3616,37.44780731201172) (757,37.37745666503906) (1941,37.17564010620117) (1191,37.120018005371094) (425,37.05404281616211) (1195,37.040061950683594)* (65,37.01496124267578) (65,37.01496124267578)
124: (3827,37.82439422607422) (1714,37.603057861328125) (1789,37.57150650024414) (1786,37.39517593383789) (2735,37.240169525146484) (4295,37.11808776855469) (39,36.97687911987305) (2738,36.927406311035156) (1797,36.686920166015625) (405,36.67792892456055) (198,36.65717697143555)* (517,36.64226150512695) (2526,36.55338668823242) (5018,36.41947937011719) (1055,36.19186782836914) (1091,36.09635543823242) (234,35.99951934814453) (6439,35.9007568359375) (153,35.86753463745117) (487,35.82440948486328)
125: (2176,43.2603645324707) (511,43.09008026123047) (227,42.97931671142578)* (683,42.973114013671875) (1244,42.90519714355469) (1415,42.58891677856445) (735,42.476478576660156) (355,42.47043228149414) (65,42.23619842529297)* (65,42.23619842529297)* (868,42.10694122314453) (562,42.067344665527344) (3464,41.966636657714844) (157,41.944984436035156) (192,41.88093185424805) (184,41.877323150634766) (2783,41.86168670654297) (316,41.85007095336914) (220,41.765052795410156) (717,41.7398567199707)
126: (679,32.27591323852539) (291,31.887325286865234) (701,31.852487564086914) (302,31.81622314453125) (55,31.773284912109375)* (680,31.750776290893555)* (293,31.55560874938965) (306,31.406822204589844) (344,31.3551025390625) (378,31.279794692993164) (2546,31.256633758544922) (704,31.252849578857422) (461,31.219125747680664) (324,31.16755485534668) (1934,31.15868377685547) (65,31.115854263305664) (65,31.115854263305664) (538,31.087263107299805) (1047,31.06911849975586) (689,31.03117561340332)
127: (4156,30.656475067138672) (732,30.654844284057617) (707,30.54135513305664) (176,30.516077041625977) (1817,30.225427627563477) (917,30.211013793945312) (2789,30.17799186706543) (4165,30.126819610595703) (198,30.093957901000977) (706,29.997676849365234) (1513,29.915437698364258) (230,29.888248443603516) (1913,29.881744384765625) (724,29.86681365966797) (726,29.857738494873047) (2835,29.6728458404541) (1650,29.617624282836914) (1104,29.610654830932617) (2038,29.593570709228516) (1814,29.524324417114258)
128: (171,47.332969665527344) (3676,46.98854446411133) (1375,46.90937042236328) (8479,46.68037796020508) (3681,46.46297836303711) (604,46.36374282836914) (2612,45.91520690917969) (221,45.886234283447266) (697,45.57843780517578) (8047,45.5416145324707) (9470,45.51005935668945) (214,45.474098205566406) (5925,45.4489631652832) (3466,45.427364349365234) (204,45.38135528564453) (2614,45.31624984741211) (6390,45.308963775634766) (962,45.218223571777344)* (65,45.21695327758789) (65,45.21695327758789)
129: (292,40.760982513427734)* (289,40.70077896118164)* (288,40.614356994628906)* (701,40.56697082519531) (291,40.163326263427734) (300,40.12166213989258)* (1934,40.1118049621582) (301,39.62189483642578) (679,39.61003494262695) (311,39.546878814697266) (333,39.54612350463867)* (257,39.50566482543945)* (906,39.39814376831055)* (298,39.241390228271484) (349,39.22091293334961) (306,39.14634323120117) (97,38.88157272338867) (1243,38.82067108154297) (299,38.76311492919922)* (362,38.704341888427734)*
130: (295,36.810302734375)* (302,36.42000961303711) (291,36.20481491088867) (679,35.84986114501953) (306,35.80678939819336) (301,35.62830352783203) (466,35.621768951416016) (310,35.43272018432617) (1934,35.31151580810547) (97,35.181488037109375) (1243,35.1351318359375) (294,35.10948944091797)* (906,35.069034576416016)* (544,34.95062255859375) (316,34.942138671875) (523,34.92152404785156)* (344,34.90677261352539)* (318,34.73447036743164) (352,34.66535949707031) (296,34.63041687011719)
131: (4597,38.06601333618164) (2459,37.9947624206543) (592,37.58698654174805) (4734,37.05152130126953) (5891,36.71483612060547) (748,36.675514221191406) (7148,36.57912826538086) (3877,36.56456756591797) (1220,36.51333236694336) (4586,36.432594299316406) (4723,36.269412994384766) (6764,36.225093841552734) (14343,36.12909698486328) (2668,36.121665954589844) (1112,36.11489486694336) (750,35.95528030395508) (605,35.927486419677734) (1130,35.90568542480469) (10394,35.86800765991211) (11204,35.72022247314453)
132: (288,36.00830078125)* (300,35.9704475402832)* (289,35.95579147338867)* (292,35.5587043762207) (291,34.950138092041016) (679,34.66060256958008) (386,34.19618606567383) (349,34.05691146850586)* (257,34.005348205566406)* (543,33.985260009765625)* (458,33.947906494140625) (328,33.92572784423828) (1042,33.88666915893555) (67,33.79754638671875) (67,33.79754638671875) (290,33.73896789550781) (161,33.711483001708984) (704,33.59318542480469) (680,33.5831184387207) (2020,33.56907272338867)
133: (466,32.4180793762207)* (679,31.91193199157715)* (544,31.87783432006836)* (306,31.849071502685547)* (55,31.664255142211914) (299,31.63739013671875) (344,31.621919631958008) (802,31.575193405151367)* (646,31.462284088134766)* (686,31.398195266723633) (318,31.20184898376465) (790,31.08960723876953) (525,30.779891967773438) (543,30.778820037841797)* (680,30.64440155029297) (2020,30.620065689086914) (293,30.619569778442383) (458,30.60448455810547) (321,30.46192741394043) (1034,30.347166061401367)
134: (2548,28.794519424438477)* (295,28.70329475402832) (1453,28.421571731567383) (89,28.255260467529297)* (802,28.228363037109375) (461,28.21966552734375) (4814,28.201107025146484) (669,28.16699981689453) (646,28.156692504882812) (300,28.05879783630371) (7864,28.00773048400879) (701,27.962034225463867)* (2091,27.932506561279297) (466,27.84939193725586)* (797,27.848215103149414) (4561,27.81467056274414) (686,27.785654067993164)* (9231,27.710247039794922) (1037,27.60308837890625) (318,27.5004825592041)
135: (5079,30.59484100341797) (1114,30.027667999267578) (3367,29.999526977539062) (378,29.995670318603516) (486,29.900428771972656) (1797,29.80951690673828) (1104,29.78966522216797) (377,29.62061309814453) (39,29.573484420776367) (1379,29.438194274902344) (532,29.231006622314453) (6525,29.229446411132812) (3087,29.210126876831055) (504,29.19693374633789) (7,29.181135177612305) (190,29.04191780090332) (300,29.005361557006836)* (16,28.95323944091797) (4136,28.929758071899414) (333,28.905376434326172)
136: (295,38.8200798034668)* (288,38.5582389831543)* (302,38.11565017700195)* (300,37.919219970703125) (294,37.74214553833008)* (311,37.690582275390625) (913,37.59492874145508)* (55,37.59044647216797)* (465,37.54997634887695)* (461,37.24435806274414) (525,37.146324157714844) (325,37.05537414550781)* (466,37.05280303955078) (523,36.77436447143555)* (285,36.68830490112305) (908,36.57979202270508) (1602,36.50957489013672) (161,36.439125061035156) (290,36.3879508972168)* (157,36.37441635131836)
137: (903,33.60637283325195) (1243,32.68668746948242)* (689,32.483619689941406) (89,32.47207260131836) (2083,32.45730972290039) (65,32.38771438598633)* (65,32.38771438598633)* (423,32.34498977661133) (437,32.318782806396484) (97,32.17319869995117) (2277,32.154605865478516) (526,32.07744216918945) (2521,31.971675872802734) (316,31.89546775817871)* (157,31.889629364013672) (1767,31.610912322998047) (1109,31.504804611206055) (81,31.502212524414062) (5150,31.501333236694336) (430,31.475696563720703)
139: (1104,34.869911193847656) (7,34.57926559448242)* (198,34.53886795043945) (1672,34.31379318237305)* (978,34.15790557861328)* (517,34.15428924560547) (504,34.10935592651367) (497,34.098819732666016) (488,33.68915939331055) (209,33.606956481933594) (808,33.5948371887207) (1179,33.55058288574219) (1714,33.26997756958008) (2835,33.10308074951172) (779,33.09318542480469) (514,33.08146667480469) (768,33.03450393676758) (1099,32.99253463745117) (230,32.99043655395508) (378,32.99006271362305)*
140: (632,42.81797409057617) (621,41.44373321533203) (1163,41.338905334472656) (2572,41.24711608886719) (222,41.13525390625) (1735,40.90869903564453) (2398,40.82688522338867) (3902,40.77748107910156) (231,40.6422004699707) (4230,40.62648010253906) (444,40.62427520751953) (6756,40.5260124206543) (615,40.406917572021484) (604,40.2778205871582) (1747,40.146446228027344) (1159,40.12892532348633) (1390,40.074771881103516) (606,40.06623840332031) (454,40.0374755859375) (2425,40.0350227355957)
141: (72,38.2142448425293)* (72,38.2142448425293)* (187,37.150970458984375) (193,37.051429748535156) (1001,36.88996505737305) (99,36.254798889160156) (599,36.23194122314453)* (3674,36.20681381225586) (712,36.070411682128906) (936,36.02538299560547) (157,35.990726470947266) (1464,35.984458923339844) (993,35.91934585571289) (59,35.83442306518555) (190,35.75105285644531)* (868,35.72149658203125) (227,35.677825927734375)* (155,35.66666793823242) (77,35.60205078125) (77,35.60205078125)
142: (59,37.726871490478516)* (1083,36.565433502197266)* (1886,36.29785919189453) (1888,35.88249206542969) (1062,35.694332122802734) (5833,35.60386276245117) (84,35.497093200683594) (4308,35.35792541503906) (5913,35.26417541503906) (3768,35.26224136352539) (1890,34.9227409362793) (1878,34.91393280029297) (8583,34.894309997558594) (5917,34.8154411315918) (1073,34.80683898925781) (875,34.80154800415039) (1707,34.798648834228516) (441,34.721458435058594)* (6883,34.65752410888672) (852,34.57943344116211)
143: (69,41.690792083740234) (69,41.690792083740234) (1464,41.07558822631836) (601,40.564453125) (1844,40.56147003173828) (575,40.5042610168457) (67,40.0313835144043) (67,40.0313835144043) (180,39.9946174621582) (5787,39.863155364990234) (86,39.55949020385742) (959,39.50607681274414)* (1772,39.457122802734375) (360,39.45303726196289) (2044,39.414730072021484) (4126,39.29296112060547) (511,39.24497604370117)* (285,39.198326110839844) (1081,39.1259880065918) (10468,39.07286834716797)
144: (306,39.58240509033203)* (314,39.3759880065918)* (310,39.220184326171875) (288,39.091495513916016)* (349,39.073604583740234)* (4566,38.91585159301758) (468,38.883548736572266) (701,38.701866149902344)* (484,38.66615676879883) (257,38.643680572509766)* (329,38.419857025146484) (301,38.368839263916016)* (320,38.362422943115234) (331,38.22236633300781) (330,38.20545959472656) (1613,38.078330993652344) (485,38.064491271972656) (6376,37.993099212646484) (312,37.99258804321289)* (1935,37.95246505737305)
145: (300,40.2688102722168)* (691,40.13751220703125) (289,40.04183578491211) (679,39.95565414428711) (288,39.738525390625)* (292,39.580875396728516)* (302,39.55215835571289)* (5746,39.38761520385742) (298,39.34971618652344) (342,39.29745864868164)* (1459,39.27674102783203) (461,39.24597930908203) (295,39.073707580566406) (1052,38.94481658935547) (307,38.896217346191406) (301,38.795013427734375)* (67,38.754947662353516) (67,38.754947662353516) (2176,38.730003356933594)* (324,38.67029571533203)*
146: (292,37.481414794921875)* (300,37.20047378540039)* (299,36.92001724243164) (468,36.743839263916016) (67,36.7066764831543)* (67,36.7066764831543)* (907,36.66932678222656) (328,36.45732879638672) (317,36.424442291259766) (55,36.358516693115234) (291,36.28282928466797)* (913,36.09372329711914) (1037,36.012386322021484) (310,36.00069046020508) (475,35.95063018798828) (461,35.930091857910156)* (327,35.846046447753906) (544,35.82737731933594) (329,35.77427291870117) (525,35.7632942199707)
147: (300,34.42499542236328) (89,34.405399322509766) (292,34.1281852722168)* (288,34.12055587768555)* (298,33.93464279174805) (701,33.76605224609375)* (2546,33.71509552001953) (306,33.57150650024414)* (903,33.55970764160156) (455,33.505157470703125) (466,33.4482536315918) (157,33.40522384643555) (523,33.07313537597656)* (2801,33.069236755371094) (1934,32.99958038330078) (461,32.91063690185547) (344,32.81675720214844) (525,32.81242370605469)* (1047,32.76252365112305) (544,32.72183609008789)
148: (11204,39.6498908996582) (1946,39.509765625) (3227,39.46687698364258) (749,39.38297653198242) (1963,39.26042938232422) (605,39.188724517822266) (9672,39.145145416259766) (6997,38.887203216552734) (10656,38.765594482421875) (2832,38.747161865234375) (1237,38.7291259765625) (748,38.69470977783203) (88,38.652244567871094) (11033,38.57167053222656) (3737,38.38587951660156) (527,38.363975524902344) (3043,38.344398498535156) (2699,38.323326110839844) (2158,38.26144027709961) (2923,38.25782775878906)
149: (65,40.89789962768555) (65,40.89789962768555) (190,40.811885833740234) (1375,40.03736114501953) (377,39.77687072753906) (227,39.69247055053711) (683,39.64342498779297) (229,39.64263153076172) (209,39.641353607177734) (1377,39.54254913330078) (538,39.4704704284668) (499,39.462425231933594) (184,39.456363677978516) (228,39.429752349853516) (316,39.38701629638672) (89,39.34645462036133)* (182,39.336143493652344) (333,39.250423431396484) (355,39.249977111816406) (966,39.186058044433594)*
150: (300,36.771888732910156) (292,36.58917236328125) (295,36.541481018066406)* (679,36.32065200805664) (67,36.12523651123047) (67,36.12523651123047) (291,35.91584777832031)* (461,35.789794921875) (466,35.771156311035156) (360,35.5690803527832) (538,35.4638557434082) (342,35.45123291015625) (498,35.44649124145508) (355,35.44356918334961) (349,35.436649322509766)* (544,35.43383026123047) (55,35.38011169433594) (2176,35.03096008300781)* (299,34.87329864501953)* (304,34.80522918701172)
151: (708,33.29740905761719) (283,32.889625549316406)* (5772,32.82835006713867) (6123,32.75825500488281) (8728,32.49293518066406) (1775,32.47810745239258) (1241,31.974206924438477) (2082,31.97092628479004) (9282,31.935606002807617) (4709,31.921175003051758) (4819,31.897390365600586) (3741,31.773820877075195) (8724,31.74483871459961) (11473,31.612098693847656) (8729,31.604734420776367) (1760,31.600276947021484)* (12072,31.588109970092773) (256,31.558225631713867) (8725,31.527870178222656) (8707,31.300045013427734)
152: (1047,31.345989227294922) (470,31.182525634765625) (89,30.84442710876465)* (3200,30.797134399414062) (464,30.74110984802246) (230,30.73787498474121) (679,30.644227981567383) (1043,30.548736572265625) (903,30.410783767700195)* (324,30.35755729675293)* (424,30.26493263244629) (190,30.257986068725586) (209,30.157514572143555) (461,29.943790435791016)* (228,29.938419342041016) (227,29.930097579956055)* (229,29.81183624267578) (344,29.788490295410156)* (687,29.73867416381836) (486,29.667871475219727)
153: (162,42.196895599365234)* (152,41.91819381713867) (1118,41.911216735839844) (1131,41.88524627685547) (233,41.818904876708984) (1109,41.78402328491211) (186,41.5410041809082) (81,41.50984573364258) (418,41.341651916503906) (1098,41.2663688659668) (238,41.152713775634766) (188,40.89546203613281)* (4045,40.8221435546875) (1418,40.467681884765625) (173,40.31208419799805) (3405,40.265403747558594)* (450,40.20327377319336) (156,40.088417053222656) (10381,40.067317962646484) (961,40.01896286010742)
154: (377,34.133323669433594) (726,34.01362609863281) (1044,33.62809753417969) (1672,33.478580474853516)* (504,32.903526306152344) (1854,32.77851104736328) (978,32.76510238647461) (488,32.712982177734375) (230,32.690826416015625) (7,32.5230598449707) (1114,32.47074508666992)* (498,32.465843200683594) (957,32.43680191040039) (1249,32.43065643310547) (1145,32.40291976928711) (497,32.358097076416016) (371,32.05539321899414) (503,32.0432243347168) (176,31.94505500793457) (1180,31.936866760253906)
155: (875,43.40666961669922)* (631,42.30595397949219) (867,41.83686828613281) (1203,41.558326721191406) (2026,41.48112106323242) (1083,41.152259826660156)* (2471,40.45759963989258) (3431,40.42481994628906)* (8910,40.06208801269531) (3531,39.83332443237305) (1426,39.8123664855957) (10403,39.80345916748047) (3809,39.73906326293945) (863,39.72860336303711) (2475,39.696163177490234) (852,39.6418571472168) (868,39.534080505371094) (7047,39.53153991699219) (1639,39.51383972167969) (1369,39.465248107910156)
156: (683,40.181793212890625) (65,39.68629837036133)* (65,39.68629837036133)* (217,39.060794830322266) (533,38.81600570678711)* (2176,38.80839157104492) (1239,38.80699157714844) (1375,38.80170822143555) (1519,38.75968551635742) (204,38.66181564331055) (1242,38.592105865478516) (316,38.58134460449219) (228,38.539127349853516) (733,38.52091979980469) (562,38.408729553222656) (437,38.32371520996094) (429,38.320369720458984) (599,38.31193923950195) (229,38.30198287963867) (3110,38.284950256347656)
157: (1358,38.684478759765625)* (724,37.449249267578125) (959,37.44108200073242)* (1249,37.31578826904297) (732,37.03001022338867) (1366,36.813514709472656)* (2569,36.604896545410156) (9334,36.51675033569336) (1803,36.4039306640625) (5157,36.3306770324707) (951,36.31659698486328) (841,36.26475524902344) (1343,36.23413848876953) (2346,36.21135711669922) (4124,36.20417785644531) (707,36.18113708496094) (1415,36.139041900634766) (2834,35.828556060791016)* (3774,35.64055633544922) (735,35.61014938354492)
158: (289,33.57909393310547) (288,33.51213455200195) (292,33.23582458496094) (786,33.2354621887207) (89,33.12173843383789) (2094,33.10324478149414) (296,32.964630126953125) (295,32.822391510009766) (323,32.71577835083008) (701,32.67222213745117) (300,32.65740203857422) (55,32.592594146728516) (257,32.55207061767578) (906,32.471073150634766) (352,32.436275482177734) (265,32.407745361328125) (349,32.39240646362305) (67,32.38669204711914) (67,32.38669204711914) (674,32.31224822998047)
159: (71,40.37561798095703) (71,40.37561798095703) (89,39.690574645996094) (310,39.58567428588867)* (722,39.48822021484375) (55,39.344505310058594) (157,39.304664611816406) (295,39.14361572265625) (289,39.0533561706543) (184,39.0203742980957) (535,38.88715744018555) (97,38.84312057495117) (161,38.83797836303711) (1375,38.80402374267578) (1379,38.69894790649414)* (697,38.66720962524414) (3466,38.62409973144531) (265,38.60626220703125)* (1795,38.57526397705078) (2018,38.54140853881836)
161: (2944,36.543434143066406) (968,35.52949523925781) (930,35.34774398803711) (45,35.149681091308594) (2,34.84486389160156) (1263,34.793846130371094) (2940,34.56101989746094) (377,34.48320388793945) (2835,34.47275161743164) (978,34.46088409423828)* (835,34.4307975769043) (518,34.34000015258789) (3244,34.330142974853516)* (1270,34.11327362060547) (198,34.01091003417969) (2961,33.900169372558594) (5972,33.880550384521484) (25,33.874515533447266) (834,33.87057113647461) (726,33.867637634277344)
