userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,66.15043640136719) (51,65.4227294921875)* (3768,65.3507080078125) (1394,64.4457015991211) (1713,64.39132690429688) (993,64.32386016845703) (1073,64.26799774169922) (187,64.22413635253906) (1836,64.13740539550781) (238,64.06130981445312) (1013,64.01664733886719) (880,63.98378372192383) (70,63.80134963989258)* (1014,63.77664566040039) (1098,63.73700714111328) (6930,63.67742919921875) (157,63.67721176147461) (1379,63.67655563354492) (997,63.663516998291016) (59,63.57740783691406)*
152: (89,64.3521957397461)* (3200,64.1113510131836) (679,63.89982986450195) (470,63.849876403808594) (542,63.44755554199219) (209,63.277435302734375) (903,63.22975158691406)* (1047,63.21715545654297) (424,63.214778900146484) (1045,63.12523651123047) (439,63.08872985839844) (324,63.04670715332031)* (344,63.032649993896484)* (714,62.99917984008789) (292,62.85044479370117) (228,62.84526062011719) (412,62.84296417236328)* (288,62.81493377685547) (227,62.769920349121094)* (65,62.764198303222656)
153: (162,68.9360122680664)* (152,68.6343994140625) (233,68.51154327392578) (1131,67.69496154785156) (188,67.58423614501953)* (1118,67.57156372070312) (418,67.30397033691406) (186,67.0013198852539) (173,66.95191955566406) (238,66.73004150390625) (81,66.68936920166016) (1418,66.67073822021484) (1700,66.5580825805664) (156,66.29635620117188) (72,66.27359771728516) (72,66.27359771728516) (10740,66.22349548339844) (920,66.20188903808594) (964,66.1220932006836) (2369,66.06089782714844)
154: (377,72.45475006103516) (1672,72.12482452392578)* (497,72.06632232666016) (1044,72.04672241210938) (488,71.6427001953125) (1854,71.62423706054688) (504,71.59939575195312) (230,71.58495330810547) (498,71.25064849853516) (2664,70.88754272460938) (1249,70.67462921142578) (536,70.66620635986328) (2941,70.5849609375) (493,70.49391174316406) (405,70.48590087890625) (7,70.48563385009766) (726,70.40312957763672) (978,70.3770751953125) (190,70.30038452148438) (1145,70.10729217529297)
155: (875,65.30464172363281)* (3431,65.19307708740234)* (1083,63.978736877441406)* (867,63.70584487915039) (855,63.565155029296875) (599,63.444679260253906)* (163,62.964027404785156) (8555,62.909881591796875) (1369,62.8930778503418) (2531,62.86063766479492) (863,62.81916809082031) (2938,62.74631881713867) (1804,62.73463821411133) (871,62.640377044677734) (3781,62.63063049316406) (854,62.57727813720703) (1531,62.52603530883789) (872,62.50966262817383) (857,62.50838088989258) (8668,62.474796295166016)
156: (65,65.00798034667969)* (65,65.00798034667969)* (217,65.00405883789062) (228,64.449462890625) (1239,64.33637237548828) (229,64.30172729492188) (199,64.299072265625) (424,64.23697662353516) (366,64.21022033691406) (204,64.20964813232422) (533,64.19828033447266)* (683,64.18502807617188) (439,64.04938507080078) (1375,64.04129791259766) (1242,63.976585388183594) (2277,63.903926849365234) (1755,63.87943649291992) (1244,63.77988052368164) (316,63.71169662475586) (225,63.65207290649414)
157: (724,66.92893981933594) (732,66.7529525756836) (1249,66.65607452392578) (1358,66.49873352050781)* (1803,66.47547149658203) (959,65.88961791992188)* (2346,65.81932067871094) (951,65.7253646850586) (707,65.5087890625) (4180,65.2638931274414) (2784,65.09076690673828)* (2834,64.96697235107422)* (2797,64.86131286621094) (1366,64.75328826904297)* (2861,64.32666015625) (2790,64.3182601928711) (2183,64.099365234375) (4165,64.06698608398438) (234,64.06635284423828) (1415,63.95586013793945)
158: (288,72.62542724609375) (3324,72.12956237792969) (289,71.95036315917969) (89,71.77122497558594) (2094,71.23748016357422) (681,71.02656555175781)* (375,71.00569915771484) (400,70.95811462402344) (461,70.91461181640625) (295,70.58329772949219) (292,70.58207702636719) (701,70.54634094238281) (786,70.50607299804688) (344,70.31965637207031) (2092,70.31705474853516) (2086,70.22246551513672) (1934,70.20197296142578) (1021,70.15049743652344) (4260,70.09784698486328) (300,69.98944854736328)
159: (89,65.9648208618164) (157,65.8272476196289) (71,65.80819702148438) (71,65.80819702148438) (289,65.14159393310547) (310,65.08067321777344)* (722,65.01472473144531) (294,64.94750213623047)* (1009,64.7912826538086) (295,64.51638793945312) (1379,64.49784088134766)* (55,64.42559051513672) (535,64.39434814453125) (1463,64.32061767578125) (972,64.283203125) (525,64.26338195800781) (378,64.19025421142578) (329,64.1174545288086) (349,64.10338592529297) (161,64.02568817138672)
161: (9576,76.07130432128906) (1919,76.01751708984375) (8,75.75210571289062) (930,75.66832733154297) (16425,74.99639892578125) (2100,74.93620300292969) (3244,74.93011474609375)* (1292,74.92166137695312) (2014,74.85839080810547) (3197,74.8516616821289) (2944,74.83072662353516) (1263,74.72154235839844) (811,74.62669372558594) (1910,74.55399322509766) (16424,74.44709014892578) (1114,74.44258880615234) (45,74.21399688720703) (2096,74.19254302978516) (3901,74.12529754638672) (835,74.06073760986328)
162: (288,79.75187683105469) (300,79.16340637207031) (461,78.95582580566406) (157,78.93978118896484) (701,78.91912078857422) (292,78.9075927734375) (378,78.61641693115234)* (466,78.5180435180664) (498,78.34711456298828) (55,78.30210876464844) (679,78.27581787109375) (344,78.20189666748047) (972,78.20109558105469) (802,78.13239288330078) (291,78.05880737304688) (3557,78.05232238769531) (523,78.00502014160156) (161,77.89290618896484) (680,77.75091552734375) (349,77.70169067382812)
163: (3761,72.3801498413086) (2443,71.76864624023438) (3766,70.9291000366211) (8100,70.75416564941406) (8106,70.47219848632812) (3585,69.765625)* (8099,69.6834487915039) (8105,69.65692901611328) (8357,69.00040435791016) (5267,68.9419174194336) (3762,68.600341796875) (8370,68.386962890625) (364,68.10246276855469) (5649,67.96014404296875) (8373,67.86093139648438) (8375,67.85529327392578) (4879,67.69730377197266) (7704,67.61776733398438) (3073,67.61563873291016) (3953,67.25668334960938)
164: (227,64.36858367919922) (418,64.25235748291016) (204,64.14848327636719)* (190,64.1113052368164)* (4432,64.00840759277344) (632,63.92518997192383) (162,63.901187896728516) (65,63.8828010559082) (65,63.8828010559082) (1643,63.76941680908203)* (163,63.71160888671875) (1239,63.701107025146484) (3754,63.655662536621094) (506,63.381778717041016) (6298,63.34532928466797) (683,63.3368034362793)* (223,63.24242401123047) (920,63.22578811645508)* (1105,63.15464401245117) (234,63.120567321777344)
166: (1412,68.43052673339844) (163,68.02008819580078) (1613,67.51370239257812) (157,67.41631317138672) (959,67.28595733642578) (1415,67.00471496582031) (735,66.96453857421875) (1244,66.77664947509766) (718,66.758544921875) (190,66.59026336669922) (475,66.55066680908203) (868,66.40725708007812) (1426,66.38562774658203) (562,66.29175567626953) (599,66.21781158447266) (975,66.12738800048828) (228,66.06995391845703) (511,66.05560302734375) (614,65.960205078125) (154,65.93818664550781)
168: (1944,66.64637756347656) (3707,66.3677749633789) (4053,66.05697631835938) (757,65.9842758178711)* (440,65.95358276367188)* (1969,65.88579559326172) (418,65.67919158935547) (444,65.57698059082031) (2139,65.44902801513672) (1970,65.31207275390625) (1745,65.30286407470703) (445,65.24186706542969) (616,65.19151306152344) (1950,65.19139099121094) (1954,65.14524841308594) (2672,65.10274505615234) (603,65.0845718383789) (231,65.04757690429688) (6910,65.04178619384766) (11204,65.01007080078125)
170: (785,71.0733642578125) (953,70.94002532958984) (2172,70.31062316894531) (809,70.20896911621094) (2381,70.15343475341797) (3028,70.15335083007812) (1861,70.12499237060547) (846,70.028076171875) (813,70.02778625488281) (1206,69.93927764892578) (978,69.75848388671875) (826,69.72002410888672) (45,69.64492797851562) (198,69.59986114501953) (2576,69.58356475830078) (370,69.50389862060547) (2970,69.49650573730469) (1216,69.24065399169922) (9260,69.1424331665039) (2835,69.1111831665039)
171: (757,62.301780700683594)* (56,61.750587463378906) (56,61.750587463378906) (432,61.57036590576172) (425,61.38446044921875) (154,61.16357421875)* (1400,61.13943099975586)* (1398,61.133541107177734) (210,61.094139099121094) (527,61.092838287353516) (1155,61.03474426269531) (424,60.99789810180664) (199,60.982383728027344) (89,60.968318939208984) (430,60.887420654296875) (703,60.82337188720703)* (217,60.80964660644531) (1106,60.79660415649414) (227,60.79262161254883) (1390,60.73476028442383)
172: (159,62.62314224243164) (234,62.47074508666992) (1090,62.28551483154297) (420,62.15769958496094) (450,62.143856048583984) (72,62.140289306640625) (72,62.140289306640625) (203,61.96245574951172) (229,61.85848617553711) (233,61.847591400146484) (1376,61.72927474975586) (225,61.69977569580078) (65,61.66493225097656) (65,61.66493225097656) (429,61.61952590942383) (227,61.580047607421875) (2821,61.556434631347656)* (425,61.52555847167969) (220,61.48821258544922) (709,61.47334289550781)
173: (439,63.79460144042969)* (1513,63.7135009765625) (227,63.318443298339844)* (982,63.076717376708984) (533,63.06666946411133) (234,63.056087493896484) (220,62.98858642578125) (1048,62.700950622558594) (65,62.560123443603516) (65,62.560123443603516) (1090,62.52768325805664) (228,62.45900344848633) (230,62.37425994873047) (159,62.295509338378906)* (229,62.25277328491211) (3333,62.23847961425781) (209,62.13475036621094) (154,62.12431716918945)* (706,62.098297119140625) (8710,62.04143142700195)
174: (1772,62.77886199951172) (366,62.099609375) (967,62.0975456237793) (316,61.99300765991211) (966,61.95058059692383) (227,61.92649841308594) (5249,61.87078094482422) (2176,61.794708251953125) (3063,61.69656753540039) (10677,61.68806838989258) (190,61.612464904785156) (1470,61.592384338378906) (355,61.58818817138672) (730,61.3880615234375) (727,61.332828521728516) (182,61.19257354736328) (5099,61.19054412841797) (253,61.18295669555664) (4616,61.05284118652344) (3859,61.02781295776367)
175: (5267,69.3196029663086) (1447,69.08635711669922)* (3584,68.78353881835938) (8100,68.72504425048828) (8106,68.40057373046875) (3073,68.20442199707031) (793,68.06768798828125) (5649,68.0196304321289) (3589,67.92662048339844) (8099,67.81016540527344) (3611,67.79907989501953) (8105,67.75344848632812) (1054,67.62886810302734) (9849,67.4614486694336) (1459,67.43263244628906)* (2437,67.36478424072266)* (3060,67.30656433105469) (89,67.21124267578125) (2456,67.1204833984375) (479,67.10061645507812)
176: (159,68.59613800048828) (599,67.77153015136719) (190,67.63261413574219) (1504,67.34064483642578) (4069,67.2567138671875) (436,67.21272277832031) (199,67.17515563964844) (615,67.15784454345703) (450,67.13059997558594)* (1098,67.1243896484375) (2531,67.09735107421875) (226,67.06251525878906) (858,67.06028747558594) (229,67.00843811035156) (418,66.9575424194336) (172,66.8123779296875) (225,66.79704284667969)* (163,66.7655258178711) (234,66.7504653930664) (959,66.68000793457031)
177: (163,67.23883056640625)* (1412,66.1646728515625)* (607,65.82138061523438)* (1131,65.5582275390625) (152,65.52256774902344)* (920,65.43061065673828) (4675,65.21125030517578) (1358,65.16519927978516) (4787,65.10844421386719) (707,65.0329360961914) (3481,64.98382568359375) (186,64.962158203125) (1119,64.87837219238281) (949,64.8721923828125) (1372,64.5956039428711) (3940,64.50226593017578) (562,64.43604278564453) (918,64.38207244873047) (1413,64.20104217529297) (614,64.11027526855469)
178: (1369,67.9250259399414) (841,67.45283508300781) (843,67.05265808105469) (1411,66.76206970214844) (920,66.57632446289062) (2375,66.44063568115234) (949,66.42269897460938)* (1274,66.36886596679688) (4675,66.35978698730469) (163,66.33760833740234) (947,66.16645812988281) (707,66.15148162841797) (1261,66.08282470703125) (918,65.92450714111328) (1358,65.89925384521484) (1412,65.88585662841797) (1360,65.88506317138672) (7047,65.79840850830078) (1119,65.79296875) (1131,65.70408630371094)
179: (230,66.69133758544922)* (89,66.1248550415039)* (306,65.5497817993164) (209,65.5337905883789) (333,65.38819885253906)* (190,65.29859924316406) (1246,64.94882202148438) (903,64.75906372070312) (328,64.51336669921875) (701,64.46786499023438) (329,64.4604721069336) (1455,64.413818359375) (538,64.3914566040039) (295,64.38147735595703) (537,64.27726745605469) (56,64.20478057861328) (56,64.20478057861328) (1037,64.18219757080078) (540,64.14424896240234) (302,64.13374328613281)
180: (45,75.516357421875) (768,75.26652526855469) (3720,75.17800903320312) (2429,74.97164916992188) (512,74.85635375976562) (845,74.84041595458984) (785,74.6053695678711) (3411,74.50711059570312) (780,74.42575073242188) (779,74.03338623046875) (3997,74.03298950195312) (1191,73.93773651123047) (1131,73.89627838134766) (370,73.88790130615234) (1541,73.81002807617188) (10831,73.75560760498047) (2586,73.74140930175781) (2830,73.71147918701172) (815,73.68647766113281) (953,73.6482925415039)
181: (2154,72.0365219116211) (9961,72.01868438720703) (11170,71.91120147705078) (6245,71.66461181640625) (3056,71.46739959716797) (6200,71.11882781982422) (390,70.87102508544922) (2040,70.7609634399414) (18380,70.74847412109375) (10435,70.71874237060547) (10491,70.68858337402344) (2738,70.68621063232422) (1913,70.65677642822266) (4906,70.62957763671875) (4901,70.62598419189453) (3053,70.58960723876953) (1704,70.53380584716797) (4887,70.50006103515625) (14128,70.47713470458984) (4155,70.44139862060547)
182: (266,68.82194519042969) (2923,68.80155944824219) (329,68.60894775390625) (65,68.5999526977539) (65,68.5999526977539) (157,68.24908447265625) (4616,67.95442199707031) (71,67.83839416503906) (71,67.83839416503906) (63,67.83338928222656) (63,67.83338928222656) (4548,67.80274200439453) (355,67.77018737792969) (1972,67.75775909423828) (683,67.74569702148438) (227,67.65117645263672) (306,67.57875061035156) (610,67.5547866821289) (89,67.50376892089844) (987,67.43455505371094)
183: (599,60.81203842163086) (51,60.02720642089844) (59,60.010868072509766)* (959,59.48596954345703) (163,59.355224609375)* (441,59.16128158569336) (1001,59.118858337402344) (227,59.044578552246094) (715,59.027286529541016) (868,58.98554229736328) (1089,58.965171813964844) (993,58.86063003540039) (997,58.858192443847656) (2938,58.84446334838867) (1013,58.704322814941406) (998,58.66909408569336) (1884,58.61346435546875) (851,58.57169723510742) (187,58.552284240722656) (203,58.512977600097656)
184: (81,64.55069732666016)* (238,64.4293212890625)* (418,64.40995025634766)* (54,64.22161865234375) (54,64.22161865234375) (697,63.976070404052734) (1824,63.970855712890625) (1781,63.907745361328125) (58,63.86368942260742) (58,63.86368942260742) (1375,63.736690521240234) (1383,63.51143264770508) (65,63.45152282714844) (65,63.45152282714844) (5480,63.27665710449219) (159,63.129695892333984) (204,62.87531280517578) (1062,62.78001403808594) (1075,62.74063491821289) (511,62.714111328125)
185: (187,73.575439453125)* (1464,72.36295318603516) (1479,72.02359008789062) (3966,71.88883972167969) (2031,71.8752670288086) (10076,71.64198303222656) (99,71.61319732666016) (75,71.48678588867188) (75,71.48678588867188) (1079,71.46868133544922) (511,71.45621490478516) (67,71.41234588623047) (67,71.41234588623047) (157,71.40320587158203) (6736,71.35037994384766) (1713,71.29877471923828) (1892,71.2689208984375) (6064,71.24234771728516) (959,71.23960876464844) (7429,71.02984619140625)
186: (1246,66.91725158691406) (209,66.84205627441406) (486,66.63623809814453) (89,66.39395141601562)* (536,66.36258697509766) (300,66.33504486083984)* (540,66.30168151855469) (1041,65.99945068359375) (344,65.95520782470703)* (1180,65.8282699584961) (537,65.80693817138672) (1045,65.7458724975586) (1047,65.65438842773438) (542,65.5621109008789) (461,65.5116958618164) (1673,65.49087524414062) (544,65.46685028076172) (324,65.4441146850586) (1186,65.37507629394531)* (538,65.27519989013672)
187: (72,64.27523803710938)* (72,64.27523803710938)* (1001,63.449378967285156) (511,63.41352081298828) (193,63.3653678894043)* (93,63.33094787597656) (95,63.14414978027344) (1013,63.103118896484375)* (163,63.06393814086914)* (99,62.960357666015625) (3302,62.84821701049805) (61,62.40671157836914) (1014,62.320350646972656) (997,62.27958679199219)* (1892,62.27458953857422) (1122,62.255985260009766) (159,62.252098083496094)* (1464,62.118675231933594) (1019,62.08100128173828) (59,62.04102325439453)
189: (1104,59.616050720214844) (854,59.38874053955078) (234,59.16189956665039)* (188,58.93351364135742) (1672,58.91490936279297) (1974,58.912872314453125) (843,58.87167739868164) (6257,58.746124267578125) (1116,58.710296630859375)* (1091,58.69478988647461) (7639,58.66498947143555) (806,58.62627029418945) (1179,58.481571197509766) (486,58.405887603759766)* (1870,58.40165328979492) (830,58.397953033447266) (504,58.360595703125) (503,58.34703826904297) (497,58.33005142211914) (500,58.28363037109375)
190: (6866,59.03413772583008) (657,58.842491149902344) (478,58.70237731933594) (2054,58.24617385864258) (640,58.11910629272461) (660,58.10638427734375) (5094,57.957923889160156) (8002,57.944549560546875) (669,57.860069274902344) (15665,57.77821350097656) (4880,57.735713958740234) (9021,57.53228759765625) (2076,57.40699005126953) (257,57.40007019042969) (265,57.27093505859375) (295,57.21349334716797) (55,57.01002883911133) (6232,56.99126434326172) (9745,56.92646026611328) (677,56.88604736328125)
191: (163,72.94999694824219) (190,72.52955627441406)* (1394,72.50183868408203) (227,72.49801635742188) (63,72.48273468017578) (63,72.48273468017578) (407,72.4221420288086) (1099,72.14169311523438) (959,72.1057357788086) (4316,72.09321594238281) (81,72.07716369628906) (70,72.04048156738281) (174,71.95532989501953) (3046,71.94168090820312) (245,71.74302673339844) (1797,71.65333557128906) (194,71.64169311523438) (173,71.61939239501953) (930,71.59333801269531) (1713,71.58187103271484)*
192: (5135,71.92141723632812) (3999,68.62281036376953)* (1551,68.2557144165039) (4003,68.14947509765625)* (839,67.98307800292969) (4898,67.98139953613281) (6816,67.78384399414062) (18540,67.5685806274414) (13679,67.53413391113281) (9540,67.49706268310547) (10650,67.49639892578125) (5126,67.41016387939453) (5130,67.24214935302734) (11612,67.212158203125) (1100,67.15803527832031) (4004,67.12017822265625)* (4182,66.97650909423828) (8261,66.95428466796875) (13674,66.89535522460938) (5227,66.87821960449219)
193: (331,63.80723571777344)* (88,63.45147705078125) (475,63.296669006347656) (278,63.17576217651367) (1613,63.02124786376953) (3317,62.88545227050781) (5988,62.63976287841797) (547,62.57683563232422) (377,62.55252456665039) (1401,62.37488555908203) (65,62.34590530395508) (65,62.34590530395508) (1099,62.33946990966797) (70,62.17631530761719) (1410,62.048583984375) (969,61.993927001953125) (229,61.91071319580078) (527,61.90966033935547) (907,61.82933044433594) (230,61.793148040771484)
194: (2605,65.70378875732422) (748,65.40669250488281) (603,64.55399322509766) (4113,64.32967376708984) (237,64.05705261230469) (81,63.9979248046875)* (1965,63.848846435546875) (2668,63.775264739990234) (616,63.568382263183594) (632,63.550777435302734) (621,63.48517990112305) (744,63.454097747802734) (1824,63.33566665649414) (6187,63.32645797729492) (1418,63.168907165527344) (6756,63.16142272949219) (4316,63.12538528442383) (1731,63.11182403564453) (4734,63.08345031738281) (3411,63.00762939453125)
195: (599,58.539859771728516) (863,58.47806930541992)* (441,58.34684753417969) (429,58.339786529541016) (1412,58.325382232666016)* (851,58.23381805419922) (203,58.22749710083008) (858,58.17448043823242) (859,57.9460563659668)* (159,57.746238708496094) (206,57.67912292480469) (612,57.57585906982422) (1504,57.56483840942383) (715,57.56147384643555) (615,57.46540069580078) (1639,57.38373565673828) (197,57.34050369262695) (59,57.313079833984375) (2531,57.303436279296875) (857,57.30055236816406)
196: (234,62.255638122558594)* (533,62.01854705810547) (207,61.96998977661133)* (159,61.86937713623047) (190,61.79031753540039)* (203,61.60748291015625) (65,61.518184661865234)* (65,61.518184661865234)* (228,61.47700119018555) (1513,61.1998405456543) (88,61.168670654296875) (959,61.14332580566406) (173,61.12481689453125) (163,61.06911087036133) (429,61.02349853515625) (230,60.92339324951172) (441,60.91996383666992) (614,60.82284927368164) (735,60.77264404296875) (436,60.71954345703125)*
198: (805,74.12213134765625) (1192,73.79763793945312) (823,73.25873565673828)* (1547,73.1352767944336) (2847,72.87850952148438) (815,72.8362808227539) (809,72.82347106933594) (1196,72.47453308105469) (1188,72.31524658203125) (412,72.30587768554688) (198,71.87567901611328) (3028,71.81840515136719) (4099,71.58753967285156)* (1100,71.53319549560547) (4166,71.49234771728516) (3032,71.44216918945312) (500,71.43143463134766) (1046,71.42024230957031) (768,71.3087158203125) (4550,71.26646423339844)
200: (163,68.70328521728516)* (1415,67.43699645996094)* (868,67.27770233154297) (157,67.23924255371094) (1369,67.16336822509766) (1244,67.10913848876953) (1372,66.81816101074219) (706,66.56563568115234)* (975,66.5038833618164) (3302,66.33364868164062) (2347,66.28131103515625)* (735,66.27022552490234) (707,66.2612075805664) (192,66.25023651123047) (601,66.15319061279297) (1249,66.14653015136719) (2901,66.14445495605469) (728,66.14070129394531) (96,66.0903549194336) (1426,66.04657745361328)
201: (1114,75.27863311767578) (518,75.11447143554688)* (930,75.00862884521484) (2044,74.34880065917969) (2441,74.14265441894531) (2059,74.0379867553711) (316,73.732666015625) (1375,73.626953125) (3919,73.48958587646484) (5079,73.39532470703125) (5459,73.36466979980469) (955,73.30524444580078) (378,73.27985382080078)* (5437,73.11813354492188) (357,73.06840515136719) (2075,73.04312896728516) (189,72.9189682006836) (1300,72.77413177490234) (362,72.50745391845703) (65,72.50523376464844)
202: (917,73.58111572265625)* (1339,73.44712829589844) (928,73.15800476074219)* (957,73.06614685058594) (2838,72.52062225341797) (707,72.3221664428711)* (946,72.3206558227539) (920,72.3041763305664) (1338,72.27055358886719) (955,72.26307678222656) (1350,72.2623062133789) (841,72.17184448242188) (2961,72.14768981933594) (930,72.09361267089844) (1358,72.08747100830078) (726,72.07306671142578) (1347,72.07063293457031) (937,72.05182647705078) (1360,72.0160903930664) (922,71.89057159423828)
203: (823,67.43071746826172) (779,67.40023803710938) (830,67.32710266113281) (1044,67.18376159667969) (1541,66.93470764160156)* (1672,66.75199127197266) (4166,66.64210510253906)* (1185,66.5649185180664) (377,66.46805572509766) (2210,66.44149017333984) (1853,66.42390441894531) (978,66.39292907714844) (2204,66.38661193847656) (808,66.30857849121094) (498,66.20840454101562) (834,66.1468276977539) (953,66.06707763671875) (810,66.02213287353516)* (818,65.99560546875) (1195,65.96656799316406)
204: (15429,62.88840103149414) (13515,62.7097282409668) (10955,62.706275939941406) (4898,62.570411682128906) (11553,62.55331802368164) (6293,62.258827209472656) (6773,62.25623321533203) (3616,62.25094223022461) (5645,62.23562240600586) (15433,62.191566467285156) (15432,62.1273193359375) (11236,62.12565612792969) (9799,62.093936920166016) (13523,62.08694839477539) (15431,62.05782699584961) (6906,62.00904846191406) (3737,61.962093353271484)* (4201,61.91572952270508)* (15438,61.881919860839844) (15439,61.8603515625)
205: (779,73.96265411376953)* (377,73.93083953857422) (968,73.87348937988281) (1099,73.69124603271484) (1044,73.6145248413086) (2196,73.46836853027344) (407,73.17800903320312) (8,73.11884307861328) (1191,73.0307388305664) (1401,73.0066146850586) (45,72.9052963256836) (56,72.7573471069336) (56,72.7573471069336) (754,72.75074005126953) (460,72.67837524414062)* (4181,72.65943145751953) (4502,72.63636779785156) (1104,72.5899658203125) (512,72.51410675048828) (514,72.41051483154297)
206: (72,69.16729736328125) (72,69.16729736328125) (3046,68.47418975830078)* (159,68.33180236816406) (88,68.26073455810547) (3053,68.25846862792969) (1090,68.23297119140625) (203,68.22960662841797) (424,68.11560821533203) (2133,68.07356262207031) (190,68.03312683105469) (56,67.93229675292969) (56,67.93229675292969) (1514,67.8490219116211) (228,67.84293365478516) (432,67.7160873413086) (539,67.52716064453125) (220,67.52510070800781) (1713,67.51971435546875) (59,67.50537109375)
207: (3193,69.15135955810547) (548,68.6120834350586) (5746,67.86412811279297) (423,67.6863021850586) (4923,67.44698333740234) (691,67.40805053710938) (1590,67.29303741455078) (288,66.97271728515625) (1383,66.94647216796875) (3404,66.90882110595703) (498,66.81492614746094) (300,66.80169677734375) (289,66.76136016845703) (1485,66.69805145263672) (8589,66.69419860839844) (374,66.67692565917969) (6594,66.64569854736328) (689,66.56468963623047) (324,66.46395874023438) (757,66.40957641601562)
208: (4273,75.4954605102539)* (954,75.40276336669922) (1214,74.3548355102539) (3509,74.2581787109375) (2970,73.81688690185547) (1530,73.7196044921875) (1257,73.69125366210938) (1344,73.53352355957031) (1528,73.51016998291016) (1353,73.42738342285156) (7918,73.24873352050781) (1275,73.07991027832031) (23,73.03598022460938) (3806,72.94050598144531) (923,72.91046142578125) (1261,72.81915283203125) (7924,72.68325805664062) (821,72.66744232177734) (1254,72.63785552978516)* (1206,72.6043701171875)
209: (89,67.67342376708984) (466,67.34554290771484) (333,67.29132080078125)* (344,67.15770721435547) (701,66.97714233398438) (292,66.88428497314453)* (291,66.44560241699219)* (681,66.43562316894531) (544,66.36115264892578) (498,66.24185943603516)* (802,66.21728515625) (679,66.1408920288086) (680,65.71778106689453) (686,65.69581604003906) (455,65.56397247314453) (646,65.54402923583984)* (542,65.50028991699219) (4350,65.43560028076172) (464,65.39227294921875) (790,65.3835220336914)
210: (529,72.9986343383789) (7,72.19926452636719) (1104,72.16805267333984) (75,72.00076293945312) (75,72.00076293945312) (64,71.72000885009766) (64,71.72000885009766) (89,71.53422546386719)* (377,71.5037841796875) (1797,71.38427734375) (70,71.35733795166016) (486,71.32266235351562) (4043,71.2284927368164) (1793,71.2150650024414) (877,71.19267272949219) (1055,71.06043243408203) (153,71.04766082763672) (229,71.04015350341797) (56,70.9747543334961) (56,70.9747543334961)
211: (190,71.93065643310547)* (70,71.83226776123047) (1075,71.38247680664062) (1072,71.2634048461914)* (1099,70.99061584472656) (1787,70.90583038330078) (7,70.85018157958984) (64,70.83429718017578) (64,70.83429718017578) (159,70.69274139404297) (377,70.66549682617188) (1104,70.55216217041016) (2824,70.40785217285156) (3501,70.34488677978516) (66,70.33123779296875) (66,70.33123779296875) (1055,70.31331634521484) (56,70.25196075439453) (56,70.25196075439453) (3046,70.13238525390625)
212: (958,68.75361633300781) (12661,68.55538940429688) (9013,68.53389739990234) (956,68.4771499633789) (960,68.46144104003906) (950,68.41637420654297) (934,68.25318908691406) (933,68.24908447265625) (948,68.0211181640625) (935,68.00151062011719) (927,67.98186492919922) (938,67.97941589355469) (841,67.70250701904297) (1276,67.64899444580078) (2341,67.63050842285156) (12,67.6274185180664) (1363,67.5263900756836)* (925,67.4806900024414) (6368,67.47711944580078) (1354,67.45298767089844)
213: (808,69.17871856689453) (7639,68.47516632080078) (230,68.35164642333984) (517,68.25127410888672)* (1613,68.19351959228516) (815,67.96089935302734) (377,67.89908599853516)* (917,67.64442443847656) (918,67.55542755126953) (1104,67.51482391357422) (14692,67.4379653930664) (519,67.3993148803711) (1547,67.35423278808594) (1145,67.22474670410156) (503,67.22016143798828) (1406,67.15836334228516) (1873,67.1502685546875) (2379,67.13998413085938) (831,67.13819122314453) (226,67.11608123779297)
214: (289,67.1630630493164)* (257,66.41793823242188) (2523,66.3277359008789) (349,66.10779571533203)* (333,66.01111602783203) (475,65.90779113769531) (55,65.81609344482422)* (301,65.60469055175781) (180,65.54615020751953) (378,65.50312042236328) (951,65.48248291015625)* (455,65.4438705444336) (291,65.44035339355469) (299,65.38224029541016) (1464,65.25975036621094) (466,65.24934387207031)* (525,65.2292251586914) (913,65.21044921875) (251,65.16796112060547) (161,65.15940856933594)
215: (227,62.0826301574707) (220,62.02584457397461) (1412,61.75728988647461) (6724,61.53333282470703) (163,61.39859390258789) (1122,61.36088180541992) (234,61.28073501586914) (959,61.01177978515625) (511,60.984832763671875) (1778,60.894657135009766) (6678,60.82514572143555) (1975,60.658103942871094) (447,60.63780212402344) (190,60.51167297363281) (982,60.50724792480469) (562,60.50664138793945) (2346,60.4908332824707) (1249,60.33454513549805) (230,60.1989860534668)* (706,60.192867279052734)
216: (173,66.70791625976562) (757,66.66633605957031) (72,66.4932632446289)* (72,66.4932632446289)* (432,66.28508758544922) (532,65.9871826171875) (84,65.94493865966797) (526,65.93826293945312) (450,65.77191162109375) (7324,65.72339630126953) (190,65.671142578125) (1409,65.665283203125) (1376,65.6012954711914) (4725,65.57723236083984) (2521,65.51947021484375) (233,65.35504150390625) (1405,65.3523178100586) (5149,65.35099029541016) (7,65.21908569335938) (539,65.2068099975586)
