userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,11.09520149230957)* (1001,9.295970916748047) (1098,8.181228637695312) (238,8.147696495056152) (1073,8.05726146697998) (59,7.995640754699707)* (1013,7.671652793884277) (997,7.544815540313721) (4308,7.404715061187744) (173,7.377686500549316) (998,7.356198310852051) (157,6.83020544052124) (993,6.710125923156738) (1014,6.702834606170654) (159,6.542559623718262) (3281,6.453182220458984) (599,6.35756254196167) (1062,6.344254493713379) (511,6.320759296417236) (187,6.319375038146973)
143: (67,13.217348098754883) (67,13.217348098754883) (1464,12.960330963134766) (959,12.560136795043945)* (2044,12.053844451904297) (163,11.886956214904785) (599,10.956177711486816)* (511,10.569498062133789)* (718,10.368538856506348) (212,10.344371795654297) (1772,10.12069320678711) (2054,9.500080108642578) (2183,9.475371360778809) (5787,9.36477279663086) (735,9.319643020629883) (3063,9.217926025390625) (4920,9.186748504638672) (3065,8.981330871582031) (2265,8.969706535339355) (889,8.956154823303223)
144: (288,18.447702407836914)* (701,12.456742286682129)* (306,11.057222366333008)* (468,10.655317306518555) (257,10.44499397277832)* (2094,10.261634826660156)* (349,10.213310241699219)* (1613,10.087270736694336) (331,10.023292541503906) (375,9.964163780212402) (290,9.728597640991211) (543,9.715301513671875) (279,9.62359619140625) (330,9.48361587524414) (326,9.405757904052734) (310,9.17177963256836) (461,9.161718368530273) (291,9.025528907775879) (320,9.001655578613281) (484,8.993734359741211)
145: (289,19.334335327148438) (300,17.32002830505371)* (288,15.727617263793945)* (67,14.786357879638672) (67,14.786357879638672) (292,13.666976928710938)* (498,13.64175796508789) (679,13.612287521362305) (295,13.37455940246582) (302,12.333266258239746)* (461,12.316574096679688) (548,12.083650588989258)* (680,12.04084587097168) (65,11.729548454284668) (65,11.729548454284668) (324,11.267017364501953)* (55,11.032203674316406) (298,11.000360488891602) (526,10.917304039001465) (362,10.5221586227417)
146: (300,15.539796829223633)* (292,15.304668426513672)* (327,12.387472152709961) (461,11.753703117370605)* (468,11.20665454864502) (2094,11.09937572479248)* (299,10.64780330657959) (908,10.358427047729492) (375,10.259330749511719) (456,10.037163734436035) (1451,10.016995429992676) (326,10.01339340209961) (291,9.89966106414795)* (4814,9.69119930267334) (1453,9.662053108215332) (484,9.621243476867676)* (913,9.606644630432129) (915,9.56564712524414) (1037,9.501714706420898) (55,9.468223571777344)
147: (288,15.26063346862793)* (89,15.24103832244873) (300,14.67334270477295) (292,12.810701370239258)* (701,12.141510009765625)* (461,11.195350646972656) (466,11.194337844848633) (306,9.840566635131836)* (325,9.549633979797363)* (344,9.141460418701172) (523,8.657118797302246)* (544,8.428911209106445) (298,8.428637504577637) (680,8.428548812866211) (525,8.269966125488281)* (802,8.14913272857666) (318,8.130610466003418)* (908,8.09402084350586) (464,8.057622909545898) (704,8.037910461425781)
148: (2415,9.495492935180664) (622,9.091436386108398) (217,8.68846607208252) (154,8.096193313598633) (629,7.766604900360107) (1131,7.461556911468506) (1947,7.340554237365723) (964,7.338963985443115) (977,7.319157600402832) (2574,7.253296375274658) (4194,7.205010890960693) (1957,7.166719436645508) (278,7.072902679443359) (605,7.065545082092285) (4079,6.821779727935791) (440,6.814101696014404) (211,6.781917572021484) (615,6.700749397277832) (2289,6.699593544006348) (1963,6.688230514526367)
149: (190,14.247234344482422) (89,13.929511070251465)* (65,13.347764015197754) (65,13.347764015197754) (377,13.020905494689941) (333,12.818901062011719) (229,12.196270942687988) (289,11.064693450927734) (227,10.834904670715332) (228,10.402698516845703) (207,10.280611038208008) (220,10.032916069030762) (466,9.604248046875) (209,9.506424903869629) (540,9.455368041992188) (533,9.431772232055664) (412,9.27396011352539) (1246,9.226800918579102) (234,9.163805961608887) (198,8.934408187866211)*
150: (300,17.87036895751953) (295,17.86489486694336)* (67,15.885950088500977) (67,15.885950088500977) (292,15.594672203063965) (475,13.876233100891113) (466,13.323583602905273) (679,12.701674461364746) (461,12.340940475463867) (498,11.964062690734863) (291,11.894472122192383)* (959,11.846855163574219) (55,11.753654479980469) (230,11.559859275817871) (349,11.09455394744873)* (310,10.549529075622559) (903,10.526493072509766) (331,10.308272361755371)* (377,10.262327194213867) (525,10.161089897155762)
151: (498,18.652469635009766)* (1045,17.569049835205078) (3078,16.768985748291016) (1470,16.6660099029541) (1201,16.399913787841797) (4828,16.262142181396484) (333,16.238807678222656) (1866,15.908770561218262) (1198,15.685596466064453) (1047,15.650040626525879) (316,15.49835205078125) (1775,15.399564743041992) (691,15.394207954406738) (679,15.383538246154785) (344,15.221481323242188) (321,15.141443252563477) (5950,15.05357551574707) (481,15.045454025268555) (8728,14.990236282348633) (1043,14.968820571899414)
152: (89,15.62619686126709)* (65,12.670504570007324) (65,12.670504570007324) (288,11.631756782531738) (227,11.284631729125977)* (229,11.220136642456055) (292,11.16297721862793) (230,11.129623413085938) (701,11.102828025817871) (190,10.716863632202148) (679,10.670637130737305) (295,10.589554786682129) (228,10.542993545532227) (302,10.240072250366211) (461,9.984602928161621)* (306,9.664061546325684) (324,9.600086212158203)* (344,9.385111808776855)* (1047,9.337255477905273) (982,9.291740417480469)
153: (233,10.592891693115234) (1131,10.352006912231445) (173,10.272781372070312) (234,9.138745307922363) (72,8.934233665466309) (72,8.934233665466309) (429,8.896649360656738) (418,8.842952728271484) (227,8.394222259521484) (441,8.316808700561523) (152,8.059398651123047) (188,7.963559150695801)* (163,7.354977607727051) (229,7.348123550415039) (1118,7.094235897064209) (614,7.005987167358398) (226,6.959537506103516) (88,6.915191173553467) (1116,6.877157688140869) (964,6.860294342041016)
154: (377,26.79559326171875) (498,24.780378341674805) (190,22.82595443725586) (230,19.75432777404785) (1672,18.686725616455078)* (706,18.043991088867188)* (488,18.007247924804688) (234,17.958789825439453) (7,17.523910522460938) (1044,17.45525550842285) (1249,17.082275390625) (497,17.00339698791504) (1854,16.966785430908203) (808,16.71239471435547) (978,16.609975814819336) (841,16.429637908935547) (1180,16.357011795043945) (333,16.29358673095703) (959,16.123214721679688) (504,15.840789794921875)
155: (163,12.531116485595703) (154,11.522193908691406) (227,11.029844284057617) (1131,10.8008394241333) (917,10.632696151733398) (707,10.285215377807617) (152,9.161113739013672) (188,9.087472915649414) (233,8.551166534423828) (599,8.186668395996094)* (234,8.105931282043457) (1412,8.050668716430664) (429,7.958930492401123) (854,7.576817989349365) (1369,7.563867568969727) (614,7.400535583496094) (370,7.222125053405762) (1119,6.9017839431762695) (843,6.8912506103515625) (197,6.667515754699707)
156: (65,14.071372985839844)* (65,14.071372985839844)* (228,11.234745979309082) (533,10.918205261230469)* (229,10.484888076782227) (599,10.459305763244629) (316,10.383146286010742) (424,9.641408920288086) (163,9.361492156982422)* (1090,9.23903751373291) (868,9.101085662841797) (903,9.044332504272461) (1412,8.858620643615723) (230,8.71804428100586) (1512,8.618356704711914)* (234,8.617887496948242) (1244,8.578463554382324) (982,8.564699172973633) (298,8.552943229675293) (715,8.303689956665039)
157: (707,24.976877212524414) (959,21.865562438964844)* (1358,20.84540557861328)* (227,20.20272445678711) (841,19.27500343322754) (1249,18.230854034423828) (562,13.516700744628906) (157,13.242437362670898) (2346,13.221755027770996) (735,13.146900177001953) (920,12.969882011413574) (1415,12.960404396057129) (1244,12.903348922729492) (724,12.843957901000977) (951,12.748452186584473) (234,12.58444881439209) (732,12.532527923583984) (2901,12.192708969116211) (718,12.162296295166016) (230,12.140327453613281)
158: (289,18.016206741333008) (89,17.61740493774414) (288,16.49864959716797) (701,15.270315170288086) (300,15.248970985412598) (333,14.64166259765625) (2094,14.364278793334961) (295,13.91529369354248) (468,13.329219818115234) (461,13.04649543762207) (375,13.028016090393066) (257,13.008795738220215) (360,12.900091171264648) (679,12.670183181762695)* (292,12.612295150756836) (279,12.346707344055176) (674,12.292930603027344) (67,12.11865520477295) (67,12.11865520477295) (344,11.912870407104492)
159: (89,15.049284934997559) (289,12.8154296875) (295,10.300272941589355) (300,10.113700866699219) (55,9.003002166748047) (157,8.944025039672852) (333,8.762489318847656) (526,7.8713178634643555) (306,7.488738059997559) (190,7.446130752563477) (903,7.224133014678955) (1098,7.086641311645508) (466,6.985929489135742) (229,6.959100246429443) (679,6.9513983726501465) (532,6.795729160308838) (291,6.782176971435547) (298,6.625583648681641) (1379,6.480971336364746)* (689,6.475710868835449)
161: (2747,15.375165939331055) (377,14.245412826538086) (1295,13.688139915466309) (758,13.603694915771484) (45,13.436854362487793) (1788,13.133529663085938) (1300,12.971219062805176) (1292,12.788902282714844) (486,12.669418334960938) (1277,12.621768951416016) (517,12.311150550842285) (1796,12.035940170288086) (3833,11.907731056213379) (968,11.900617599487305) (3244,11.89236831665039)* (9,11.852546691894531) (72,11.72916030883789) (72,11.72916030883789) (3827,11.712215423583984) (7,11.688169479370117)
162: (288,16.076732635498047) (300,14.461219787597656) (292,12.916854858398438) (157,12.809864044189453) (701,12.275569915771484) (378,11.028752326965332)* (466,10.879924774169922) (377,10.53024673461914) (461,10.477005004882812) (55,10.294267654418945) (291,10.27603816986084) (306,10.126352310180664) (498,10.034491539001465) (257,9.921019554138184) (679,9.771967887878418) (161,9.624896049499512) (344,9.17654037475586) (641,9.147089004516602) (349,8.938631057739258) (680,8.891321182250977)
163: (375,16.87195587158203) (374,15.907551765441895) (2179,15.70531177520752) (2226,15.526097297668457) (330,15.336272239685059) (1613,14.169233322143555) (279,14.09689712524414) (468,14.0580415725708) (2094,13.844865798950195) (367,13.417484283447266) (2467,13.393619537353516)* (1857,13.331779479980469) (6626,13.251789093017578) (2102,12.520692825317383) (527,12.423896789550781) (241,12.011670112609863) (6621,11.891840934753418) (2092,11.887271881103516) (262,11.783246040344238) (3317,11.7683687210083)
164: (227,17.73894500732422) (234,12.73871898651123) (207,11.256647109985352) (190,10.962989807128906)* (220,10.896896362304688) (982,10.272516250610352) (229,10.174306869506836) (163,10.011041641235352) (533,9.891305923461914) (65,9.810356140136719) (65,9.810356140136719) (436,9.742783546447754) (424,9.642918586730957) (228,9.42127799987793) (230,9.418272018432617) (226,9.383818626403809)* (854,9.276878356933594) (233,9.252355575561523) (707,9.164104461669922) (429,9.14498519897461)
166: (163,8.652303695678711) (599,8.418001174926758) (154,8.392963409423828) (511,7.022306442260742) (868,6.343860149383545) (159,6.1672163009643555)* (735,6.11128568649292) (857,5.823633193969727) (203,5.716838359832764) (1412,5.550111770629883) (718,5.518360137939453) (863,5.314643859863281) (436,5.283466815948486) (220,5.27620792388916) (715,5.198910236358643) (554,5.0579986572265625) (959,4.992335796356201) (441,4.954136848449707) (1244,4.926113128662109) (4620,4.91826057434082)
168: (440,16.25912857055664)* (757,15.146965026855469)* (1745,14.976572036743164) (1969,14.929731369018555) (418,14.82094955444336) (603,14.693573951721191) (217,14.397231101989746) (444,13.70407485961914) (604,13.686724662780762) (3411,13.366302490234375) (703,13.343191146850586)* (1950,13.335426330566406) (1747,13.333937644958496) (84,13.245111465454102) (7665,13.16568660736084) (616,13.090316772460938) (1947,12.990652084350586) (1155,12.941483497619629) (433,12.7495698928833) (744,12.6021146774292)
170: (707,14.74936294555664)* (198,13.141399383544922) (152,12.884217262268066) (233,12.813896179199219) (917,12.084498405456543)* (188,12.026018142700195) (813,11.531587600708008) (370,11.480058670043945) (1044,11.209287643432617)* (808,11.136430740356445) (500,11.130350112915039) (978,10.968412399291992) (1104,10.615972518920898) (816,10.52639102935791) (162,10.47037124633789) (1672,10.379708290100098) (377,10.318452835083008) (1206,10.312567710876465) (234,10.2749605178833)* (953,10.1762056350708)
171: (154,18.9515438079834)* (227,18.40467071533203) (217,13.270736694335938) (220,11.78568172454834)* (1090,11.489217758178711) (424,11.291556358337402) (1400,11.23893928527832)* (89,11.099164962768555) (230,11.021315574645996) (173,10.861392974853516) (225,10.854636192321777) (333,10.799671173095703) (533,10.693483352661133) (1048,10.527292251586914) (540,10.241434097290039) (210,9.851578712463379) (418,9.813035011291504) (298,9.564916610717773) (300,9.513921737670898) (425,9.504866600036621)
172: (227,16.91061019897461) (72,15.700288772583008) (72,15.700288772583008) (229,14.565425872802734) (65,14.555964469909668) (65,14.555964469909668) (159,11.79588508605957) (89,10.391020774841309) (533,10.221128463745117) (418,9.982184410095215) (234,9.556142807006836) (1090,9.508277893066406) (429,9.334004402160645) (220,9.321556091308594) (81,9.315016746520996) (498,9.274636268615723) (56,9.178783416748047) (56,9.178783416748047) (377,8.829050064086914) (225,8.782798767089844)
173: (227,23.63100242614746)* (65,16.427845001220703) (65,16.427845001220703) (154,16.263282775878906)* (229,14.695446014404297) (228,14.28126335144043) (230,14.08523941040039) (220,13.928183555603027) (533,13.791136741638184) (234,13.30075454711914) (982,12.952728271484375) (1090,12.076406478881836) (217,10.927309036254883) (706,10.76231575012207) (159,10.405878067016602)* (198,10.248377799987793) (1048,10.057798385620117) (868,10.055983543395996)* (1512,9.825906753540039) (1249,9.685046195983887)
174: (227,22.0361385345459) (366,11.641119003295898) (316,11.440301895141602) (1464,10.826726913452148) (714,10.787553787231445) (1772,10.540526390075684) (230,10.513236045837402) (439,10.49135684967041) (1244,10.171187400817871) (715,10.024778366088867) (3057,9.970211029052734) (2176,9.928144454956055) (2346,9.927478790283203) (220,9.915020942687988)* (533,9.804823875427246) (718,9.67770004272461) (3749,9.455266952514648)* (1740,9.42916202545166) (207,9.330022811889648) (641,9.315559387207031)
175: (375,17.307140350341797) (2179,16.321258544921875) (374,16.196226119995117) (1613,16.181325912475586) (330,15.866506576538086) (2226,15.428291320800781) (468,15.282015800476074) (2094,14.791054725646973) (279,14.673687934875488) (1459,13.40804672241211)* (641,13.268877029418945) (6626,13.049809455871582) (527,13.027331352233887) (2102,12.868680953979492) (241,12.794816017150879) (1857,12.764240264892578) (295,12.708285331726074) (327,12.615835189819336) (3317,12.586085319519043) (701,12.559679985046387)
176: (190,14.60714340209961) (159,14.381651878356934) (229,13.302148818969727) (65,12.93934440612793) (65,12.93934440612793) (599,11.676370620727539) (207,11.321572303771973) (418,11.007079124450684) (533,9.815629959106445) (234,9.51522445678711) (203,9.229514122009277) (511,8.867582321166992) (225,8.80202579498291)* (1098,8.752573013305664) (424,8.527608871459961)* (199,8.320307731628418) (81,8.31173038482666) (715,8.302413940429688) (182,8.232871055603027) (163,8.171270370483398)
177: (163,16.37980842590332)* (707,14.145833969116211) (1412,11.011003494262695)* (1358,10.41198444366455) (706,9.80916690826416) (1131,9.476053237915039) (234,9.214365005493164) (152,9.114471435546875)* (72,9.01584243774414) (72,9.01584243774414) (599,8.850534439086914)* (868,8.781145095825195) (841,8.469795227050781) (614,7.885308742523193) (1372,7.804027557373047) (154,7.752130508422852)* (920,7.572000026702881) (1249,7.456076622009277) (2787,7.248112201690674) (562,7.133544921875)
178: (841,18.830913543701172) (707,18.797330856323242) (3364,17.0057315826416) (163,15.675776481628418) (1131,15.303910255432129) (1358,15.021066665649414) (1369,14.271604537963867) (3792,13.760287284851074)* (152,13.344955444335938) (1206,13.099163055419922) (843,12.899714469909668) (3417,12.529876708984375) (706,12.298630714416504) (4271,12.26132583618164) (918,12.257198333740234) (1360,12.181575775146484) (1412,11.38109016418457) (2763,11.357463836669922) (920,11.319537162780762) (154,10.971275329589844)
179: (89,15.335371971130371)* (190,14.386964797973633) (333,13.40017318725586)* (295,11.06631851196289) (229,10.932161331176758) (230,10.60068130493164)* (209,10.263463020324707) (306,10.23648738861084) (198,10.178772926330566) (518,9.90379524230957) (488,9.899868965148926) (331,9.663619995117188) (1104,9.58932113647461) (302,9.508971214294434) (65,9.32763385772705) (65,9.32763385772705) (972,9.269290924072266) (1044,9.225215911865234) (1246,9.221412658691406) (930,8.94481372833252)
180: (154,11.760099411010742) (1131,8.937920570373535) (152,8.506628036499023) (418,8.505409240722656) (841,8.477752685546875) (503,8.136075019836426) (383,7.967014789581299) (512,7.903712272644043) (845,7.689878463745117) (198,7.67329216003418) (4271,7.517791271209717) (163,7.501710891723633) (843,7.481766700744629) (1206,7.352880954742432) (964,7.348037242889404) (808,7.210610389709473) (707,7.16523551940918) (779,7.062525749206543) (1099,7.052797794342041) (3364,7.036643028259277)
181: (72,27.459423065185547) (72,27.459423065185547) (377,18.27004051208496) (487,17.979589462280273) (1104,16.480960845947266)* (89,15.182031631469727) (7,15.01934814453125) (67,14.977522850036621) (67,14.977522850036621) (198,14.892960548400879) (9,14.877952575683594) (1292,14.424392700195312) (13,14.393806457519531) (3046,14.380731582641602) (486,14.199369430541992) (378,13.824420928955078) (1295,13.816242218017578) (2154,13.656891822814941) (1300,13.506684303283691) (707,13.36190414428711)
182: (227,19.81102752685547) (3466,17.526222229003906) (727,14.793916702270508) (1740,14.759312629699707) (65,12.787744522094727) (65,12.787744522094727) (2044,12.640608787536621) (4361,11.924699783325195) (67,11.569215774536133) (67,11.569215774536133) (9718,11.553516387939453) (56,11.36909294128418) (56,11.36909294128418) (475,11.294389724731445) (3749,11.11825180053711) (2051,11.089882850646973) (190,10.900569915771484) (366,10.568239212036133) (1383,10.408551216125488) (683,10.391508102416992)
183: (227,15.955286026000977) (599,12.465930938720703) (163,11.493054389953613)* (51,9.989410400390625) (59,8.38565444946289)* (441,8.081966400146484) (868,7.611567974090576) (959,7.429132461547852) (203,7.019028663635254) (1001,7.005101203918457) (173,6.56541633605957) (238,6.543124198913574) (2938,6.436591148376465) (993,6.420328140258789) (1073,6.297537326812744) (997,6.182320594787598) (874,5.965464115142822) (735,5.940237522125244) (53,5.924583435058594) (53,5.924583435058594)
184: (227,14.715494155883789) (159,13.572977066040039) (229,13.041329383850098) (51,12.70340347290039) (65,11.531391143798828) (65,11.531391143798828) (238,11.436788558959961)* (599,10.644994735717773) (511,9.947402954101562) (59,9.90582275390625) (429,9.609634399414062) (1001,9.433747291564941) (441,9.292174339294434) (81,8.847541809082031)* (56,8.69758415222168) (56,8.69758415222168) (163,8.691062927246094)* (418,8.682779312133789)* (233,8.641949653625488) (1075,8.218742370605469)
185: (67,18.293838500976562) (67,18.293838500976562) (157,15.430489540100098) (190,14.038641929626465) (187,13.622690200805664)* (2044,13.355998039245605) (959,12.707660675048828) (89,11.410637855529785) (518,10.859330177307129) (1464,10.782659530639648) (3966,10.768831253051758) (378,10.747795104980469) (289,10.630053520202637) (1104,10.541196823120117) (511,10.273831367492676) (180,10.221783638000488) (1892,10.201818466186523) (7096,10.153518676757812) (77,10.107966423034668) (77,10.107966423034668)
186: (300,18.488365173339844)* (89,18.41278648376465)* (486,16.983654022216797) (1180,14.41459846496582) (488,14.40815544128418) (461,14.13107681274414) (209,13.8422212600708) (536,13.716142654418945) (295,13.57744026184082) (500,13.360835075378418) (816,13.254201889038086) (808,13.231743812561035) (475,13.221519470214844) (540,13.090375900268555) (1246,12.963181495666504) (1044,12.958642959594727) (1186,12.764006614685059)* (1854,12.71890640258789) (497,12.389583587646484) (306,12.37863540649414)*
187: (72,23.00048828125)* (72,23.00048828125)* (163,12.779481887817383)* (159,10.280220985412598)* (67,9.955392837524414) (67,9.955392837524414) (157,9.61172103881836) (511,9.415851593017578) (3280,9.360715866088867) (59,9.084196090698242) (154,9.051210403442383) (1001,8.632221221923828) (1013,8.380097389221191)* (429,8.333847045898438) (238,8.003467559814453) (190,7.882415294647217) (868,7.7167463302612305) (1083,7.641502857208252) (874,7.547621726989746) (3281,7.532268524169922)
189: (486,14.088818550109863)* (1672,13.621306419372559) (488,13.013875007629395) (1104,12.32746410369873) (234,12.153005599975586)* (500,11.784805297851562) (497,11.679399490356445) (209,11.544966697692871) (1116,11.39461898803711)* (1180,11.246621131896973) (504,11.149978637695312) (830,10.929725646972656) (982,10.686738014221191)* (1186,10.623468399047852) (229,10.622182846069336) (2379,10.314648628234863) (537,10.287896156311035) (1406,10.276562690734863) (487,10.182924270629883) (815,10.175928115844727)
190: (375,16.237083435058594) (360,15.45138168334961) (330,14.83497428894043) (374,14.605609893798828) (468,14.55483627319336) (279,14.461130142211914) (641,14.144784927368164) (2455,14.057092666625977) (2094,13.978592872619629) (2226,13.9607515335083) (356,13.772772789001465) (2179,13.707680702209473) (1613,13.650276184082031) (89,13.61917495727539) (2449,13.071183204650879) (2439,12.891603469848633) (295,12.83183479309082) (265,12.774199485778809) (2454,12.687616348266602) (157,12.58382797241211)
191: (190,18.636449813842773)* (173,15.396064758300781) (67,15.368426322937012) (67,15.368426322937012) (89,14.161107063293457) (377,12.770792007446289) (487,12.37530517578125) (157,11.54836654663086)* (159,11.068187713623047) (289,10.949809074401855) (154,10.313846588134766) (1295,10.197381973266602) (486,10.128007888793945) (1001,9.863372802734375) (65,9.804190635681152) (65,9.804190635681152) (56,9.66221809387207) (56,9.66221809387207) (229,9.511914253234863) (81,9.446455955505371)
192: (3028,14.593771934509277) (3792,13.2340087890625) (11859,12.514358520507812) (3043,12.211024284362793) (4271,11.430074691772461) (10449,11.398542404174805) (3364,11.228694915771484) (1521,11.198196411132812) (9794,11.098677635192871) (3729,10.694574356079102) (4218,10.547303199768066) (9212,10.277033805847168) (4081,10.189595222473145) (3826,10.189115524291992) (4197,10.100386619567871) (6997,9.97501277923584) (9796,9.867378234863281) (13616,9.82707405090332) (4194,9.823513984680176) (2756,9.817841529846191)
193: (227,13.808648109436035) (173,12.71762466430664) (154,12.682754516601562) (229,11.519388198852539) (65,11.014620780944824) (65,11.014620780944824) (67,10.091215133666992) (67,10.091215133666992) (51,9.80058765411377) (159,9.3532133102417) (511,9.011800765991211)* (377,8.619622230529785) (486,8.517330169677734) (238,7.626070976257324) (70,7.595681667327881) (599,7.531961441040039) (533,7.457972526550293) (234,7.195039749145508) (7,7.183235168457031) (207,7.120353698730469)
194: (1098,7.600248336791992)* (757,7.060502052307129) (441,6.969304084777832) (81,6.845441818237305)* (429,6.779169082641602) (225,6.61623477935791) (703,6.258976459503174) (748,6.132594585418701) (64,6.111851692199707) (64,6.111851692199707) (84,6.077651500701904) (2535,6.070152282714844) (229,5.914030075073242) (206,5.900697708129883) (203,5.8120269775390625) (1106,5.789995193481445) (6756,5.6973371505737305) (159,5.690443992614746) (1983,5.642130374908447) (227,5.6228928565979)
195: (599,12.834253311157227) (1412,10.82230281829834)* (429,9.701322555541992) (159,9.699808120727539) (511,9.480266571044922) (441,8.95258903503418) (206,8.356236457824707) (203,8.078889846801758) (1639,7.891880035400391) (857,7.777161121368408) (863,7.680546760559082)* (4620,7.368393898010254) (436,7.34883451461792) (1504,7.193071365356445) (715,7.136571884155273) (959,7.067201614379883) (612,7.007633209228516) (207,6.98787784576416) (1167,6.856385707855225) (2616,6.832911491394043)
196: (190,15.195556640625)* (65,13.390058517456055)* (65,13.390058517456055)* (207,13.10763931274414)* (234,12.691411972045898)* (533,12.464042663574219) (173,12.13794231414795) (228,11.972521781921387) (159,11.815051078796387) (163,11.131431579589844) (203,9.683341026306152) (230,9.616199493408203) (511,9.401111602783203) (436,9.275106430053711)* (429,9.256675720214844) (1512,9.029464721679688) (225,8.969226837158203) (706,8.644887924194336) (441,8.32875919342041) (614,8.294866561889648)
198: (498,18.96881103515625)* (500,18.047388076782227) (412,17.844758987426758) (1185,16.54724884033203) (198,16.539569854736328) (1180,16.428319931030273) (377,16.035133361816406) (217,16.014799118041992) (1188,15.854307174682617) (1192,15.457395553588867) (823,15.443796157836914)* (507,15.153998374938965) (4262,15.044883728027344) (805,15.042709350585938) (815,14.997063636779785) (4821,14.885366439819336) (488,14.834144592285156) (2661,14.74570369720459) (1853,14.662138938903809)* (6120,14.559947967529297)
200: (163,17.269969940185547)* (707,11.728861808776855) (706,11.402223587036133)* (868,11.27585220336914) (1369,11.078315734863281) (599,10.40025806427002) (1249,10.18350601196289) (157,9.84669017791748) (735,9.643830299377441) (72,9.469644546508789) (72,9.469644546508789) (718,9.30817985534668) (1244,9.286508560180664) (212,8.572310447692871) (234,8.411870956420898) (220,8.12811279296875) (2347,8.044182777404785)* (51,7.929612159729004) (1639,7.762218952178955) (1415,7.730724334716797)*
201: (72,19.469240188598633)* (72,19.469240188598633)* (67,11.213943481445312) (67,11.213943481445312) (51,10.335028648376465) (173,9.153907775878906) (289,8.406557083129883) (157,8.048903465270996) (487,7.909367561340332) (377,7.78552770614624) (486,7.5882792472839355) (187,7.567201614379883) (7,7.557771682739258) (1001,7.332313537597656) (518,6.920177936553955)* (1379,6.860101222991943) (172,6.858789443969727) (378,6.692043304443359)* (1075,6.412343502044678) (930,6.382790565490723)
202: (917,20.3201847076416)* (707,19.96734619140625)* (841,15.406963348388672) (1131,14.029242515563965) (188,13.759319305419922) (1369,13.090153694152832) (1358,13.006046295166016) (163,12.498824119567871) (918,12.441385269165039)* (152,12.149182319641113) (198,12.067802429199219) (234,11.784261703491211) (370,11.780838012695312) (1274,11.658926963806152) (920,11.235729217529297) (614,10.812891960144043) (854,10.80980110168457) (1360,10.730527877807617) (1104,10.671030044555664)* (1412,10.66765022277832)
203: (498,16.84854507446289) (377,15.009607315063477) (808,14.475780487060547) (1672,14.192102432250977) (779,14.174203872680664) (830,13.507133483886719) (198,13.170455932617188) (1541,12.998374938964844)* (1044,12.791807174682617) (978,12.641752243041992) (823,12.4136323928833) (2379,12.372075080871582) (497,12.276689529418945) (1186,12.250110626220703) (2661,12.192317962646484) (517,12.109251022338867) (1192,12.095161437988281) (507,12.046822547912598) (412,11.96249771118164) (371,11.818694114685059)
204: (622,23.18433380126953) (2415,21.861003875732422) (217,20.415203094482422) (4821,19.551166534423828) (4826,19.25006103515625) (1645,19.039426803588867) (3364,18.936046600341797) (1947,18.8392333984375) (3028,18.703189849853516) (412,18.599029541015625) (2574,18.129228591918945) (3040,18.09990692138672) (4504,18.023845672607422) (6773,17.955394744873047) (6294,17.910917282104492) (3616,17.822370529174805) (1192,17.605392456054688) (440,17.59600067138672) (3043,17.579986572265625) (3335,17.568254470825195)
205: (45,16.716405868530273) (377,16.225921630859375) (487,15.378482818603516) (779,15.152739524841309)* (2747,14.394865036010742) (3046,13.903200149536133) (198,13.685288429260254) (460,13.394915580749512)* (1116,12.910268783569336) (512,12.900851249694824) (1044,12.876794815063477) (1541,12.833195686340332) (174,12.660080909729004) (808,12.485608100891113) (517,12.462318420410156) (2850,12.443946838378906) (173,12.427074432373047)* (1672,12.40765380859375) (488,12.388331413269043) (813,12.34817123413086)
206: (154,11.549251556396484)* (190,9.370939254760742) (65,7.89640998840332) (65,7.89640998840332) (228,7.381237030029297) (220,7.287361145019531) (1090,7.243090629577637) (424,6.695777893066406) (203,6.6084794998168945) (225,6.409746170043945) (159,6.253202438354492) (72,6.1764116287231445) (72,6.1764116287231445) (234,6.07895565032959) (163,5.897422790527344) (1400,5.869590759277344) (511,5.846114635467529) (88,5.7091546058654785) (425,5.557067394256592) (1048,5.530826568603516)
207: (498,16.494327545166016) (289,16.040992736816406) (300,15.745384216308594) (288,13.964237213134766) (548,13.428924560546875) (701,12.56554126739502) (324,12.244872093200684) (680,11.987519264221191) (292,11.938455581665039) (526,11.836579322814941) (532,11.690469741821289) (691,11.677637100219727) (461,11.627264022827148) (65,11.565686225891113) (65,11.565686225891113) (471,11.294002532958984) (704,11.262258529663086) (362,11.218615531921387) (679,11.186910629272461) (229,11.097475051879883)
208: (188,17.2082576751709) (1358,16.46857452392578)* (1369,16.304967880249023)* (1131,15.713364601135254) (1214,15.306640625) (918,15.250652313232422) (954,14.858039855957031) (821,14.741086959838867) (2765,14.229665756225586) (949,14.186107635498047) (3788,14.053741455078125) (152,13.929837226867676) (163,13.632889747619629) (1992,13.541461944580078) (824,13.480674743652344) (503,13.47803783416748) (1274,13.37403678894043)* (944,13.357040405273438) (2341,13.089557647705078) (812,13.060684204101562)
