userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,31.058900833129883) (187,30.51532745361328) (70,30.423603057861328)* (1073,30.28750991821289) (877,30.20207977294922) (51,30.081222534179688)* (1824,29.81863784790039) (1014,29.79776954650879) (3992,29.765390396118164) (3768,29.68317222595215) (1394,29.66649627685547) (1098,29.633920669555664) (1081,29.5301513671875) (155,29.459640502929688) (1833,29.424196243286133) (183,29.397998809814453) (993,29.36525535583496) (238,29.35159683227539) (511,29.294784545898438) (1713,29.289453506469727)
111: (1398,27.864994049072266) (3767,27.521512985229492) (56,26.98624038696289) (56,26.98624038696289) (2747,26.959850311279297) (4028,26.834976196289062) (1789,26.681142807006836) (2582,26.663373947143555) (190,26.590858459472656) (1405,26.521324157714844) (1155,26.4965877532959) (3707,26.478546142578125) (768,26.40544891357422) (1106,26.34019660949707) (154,26.332763671875) (4025,26.33222770690918) (84,26.318235397338867) (1986,26.175716400146484) (1400,26.16521644592285) (3686,26.144393920898438)
113: (707,30.73877716064453)* (918,30.318138122558594) (198,30.094446182250977)* (843,29.919973373413086) (724,29.584598541259766) (978,29.426143646240234) (1044,29.106536865234375) (2595,29.016645431518555) (2344,28.99677085876465) (920,28.806917190551758)* (517,28.797119140625) (1358,28.7205810546875) (614,28.691062927246094)* (1672,28.671096801757812) (706,28.6290340423584) (1406,28.56216812133789) (1873,28.541534423828125) (2346,28.280847549438477) (1248,28.216901779174805) (1360,28.199068069458008)
114: (1412,31.24456214904785)* (1249,30.541921615600586)* (732,30.273439407348633) (1244,30.269380569458008) (1415,29.921791076660156) (712,29.902799606323242) (1416,29.767148971557617) (951,29.724559783935547)* (562,29.41752052307129)* (2786,29.291505813598633) (4369,29.282686233520508) (1414,29.216886520385742) (1369,29.132631301879883)* (4251,29.05594253540039) (857,29.032453536987305)* (212,28.99351692199707)* (8794,28.951904296875) (724,28.82056427001953) (220,28.793590545654297) (96,28.792999267578125)*
115: (2631,29.350507736206055) (11927,28.653432846069336) (580,28.390544891357422) (2626,28.326339721679688) (2864,28.294677734375)* (2629,28.199710845947266) (730,27.965900421142578) (2633,27.908344268798828) (2639,27.888872146606445) (2630,27.874631881713867) (7056,27.84844207763672) (728,27.76662826538086)* (2265,27.720949172973633) (9433,27.598037719726562) (2641,27.414417266845703) (13267,27.35650634765625) (13268,27.312543869018555) (9347,27.18600845336914) (8122,27.169109344482422) (11919,27.121728897094727)
116: (6901,29.29314613342285) (1610,29.07417869567871) (278,28.944293975830078) (1636,28.796438217163086) (2227,28.69235610961914) (4586,28.68060302734375) (2247,28.367055892944336) (11004,28.276397705078125) (605,28.142263412475586) (3227,28.106449127197266) (267,28.101198196411133)* (2915,28.0139217376709)* (1979,27.991647720336914) (11042,27.94755744934082) (4603,27.89227294921875) (9384,27.755023956298828) (6619,27.5853328704834) (11037,27.415870666503906) (4585,27.404664993286133) (11035,27.321779251098633)
117: (187,31.175403594970703)* (993,30.463912963867188) (877,30.442777633666992) (3302,29.795089721679688) (1081,29.754201889038086) (68,29.592140197753906) (68,29.592140197753906) (1013,29.57664680480957) (77,29.479576110839844) (77,29.479576110839844) (1079,29.230436325073242) (2937,29.126127243041992)* (1000,29.11917495727539) (511,29.02325439453125) (3920,29.000991821289062) (1464,28.917551040649414) (1019,28.91211700439453)* (100,28.89466094970703)* (91,28.74687957763672)* (1076,28.671621322631836)
118: (519,29.05745506286621) (5202,27.482624053955078) (3240,27.215438842773438) (4171,27.12189483642578) (834,26.996994018554688)* (6257,26.942811965942383) (6253,26.75836181640625) (3563,26.681184768676758) (490,26.420530319213867) (785,26.267024993896484) (497,26.23290252685547) (514,26.220657348632812) (815,26.089614868164062) (818,26.079936981201172) (930,26.053428649902344) (3561,25.833784103393555) (2851,25.810964584350586) (1044,25.76706314086914) (198,25.685550689697266) (45,25.672040939331055)
119: (25,29.385046005249023) (949,29.376680374145508) (15,29.07637596130371) (4971,29.05022621154785) (812,28.83428382873535)* (2961,28.7278995513916) (824,28.69605827331543)* (918,28.263870239257812)* (707,27.85232925415039) (506,27.723630905151367) (1992,27.70513916015625) (4608,27.629661560058594) (9410,27.618793487548828) (815,27.602632522583008) (1131,27.55537986755371) (2835,27.554019927978516) (6289,27.48783302307129) (4605,27.449573516845703) (3940,27.43429183959961) (3416,27.31255531311035)
120: (466,29.796703338623047) (89,29.361690521240234) (324,28.75675392150879) (464,28.53693962097168) (191,28.520477294921875)* (681,28.512773513793945) (680,28.477100372314453) (306,28.47513771057129) (458,28.463573455810547) (302,28.438343048095703) (325,28.31645393371582) (1934,28.170202255249023)* (686,28.16562843322754) (294,28.152462005615234)* (679,27.99091911315918) (257,27.91500473022461)* (544,27.877866744995117) (293,27.860260009765625)* (2020,27.765663146972656) (349,27.685028076171875)
121: (4474,28.591482162475586) (455,27.94880485534668) (802,27.904314041137695)* (646,27.789949417114258)* (333,27.596147537231445)* (355,27.485078811645508) (679,27.412246704101562) (469,27.405786514282227) (3393,27.392772674560547) (3332,27.32911491394043) (304,27.304187774658203) (3378,27.218015670776367) (498,27.200523376464844) (378,27.15618324279785)* (1045,27.019289016723633) (464,27.008678436279297) (1241,26.95516586303711) (481,26.88161277770996) (1659,26.821592330932617) (714,26.80446434020996)
122: (11919,30.315074920654297) (2630,30.259796142578125) (580,30.224517822265625) (7056,29.959333419799805) (2899,29.847047805786133) (565,29.756425857543945) (11927,29.493873596191406) (583,29.24243927001953) (2855,28.994129180908203) (4251,28.853696823120117) (13267,28.720125198364258) (2894,28.692819595336914) (2864,28.656658172607422) (13268,28.646455764770508) (2265,28.617673873901367) (2901,28.431474685668945) (8111,28.402652740478516) (728,28.220117568969727) (1639,28.180984497070312) (2893,28.12339210510254)
123: (56,30.437904357910156)* (56,30.437904357910156)* (1195,30.29054069519043)* (1401,30.110591888427734) (2829,29.645360946655273) (779,29.390213012695312)* (1541,28.947397232055664) (2847,28.83430290222168) (757,28.787105560302734) (2850,28.72703742980957) (770,28.54899024963379) (412,28.480484008789062) (814,28.308320999145508) (190,28.287460327148438) (1196,28.262765884399414) (65,28.090532302856445) (65,28.090532302856445) (154,28.07094955444336) (1100,28.065580368041992) (1398,28.03791046142578)
124: (3827,31.327674865722656) (1786,31.12322425842285) (1410,30.147550582885742) (1789,29.759765625) (517,29.510215759277344) (1055,29.30663299560547) (198,29.272048950195312)* (726,29.2158145904541) (2835,29.19572639465332) (4226,29.14207649230957) (3833,29.10401725769043) (4912,29.0060977935791) (2154,28.98432159423828) (174,28.9643497467041) (1791,28.735687255859375) (1379,28.622936248779297) (64,28.542034149169922) (64,28.542034149169922) (758,28.463605880737305) (1705,28.45566177368164)
125: (1244,30.893085479736328) (1464,30.812761306762695) (717,30.37967872619629) (917,30.136016845703125) (227,29.791534423828125)* (2044,29.74285316467285) (975,29.714372634887695) (1249,29.694433212280273)* (378,29.55047035217285) (220,29.509868621826172) (157,29.504940032958984) (712,29.481412887573242) (1415,29.424673080444336) (707,29.303781509399414) (163,29.266937255859375) (718,29.207622528076172) (192,29.16421890258789) (920,29.160364151000977) (3308,29.101825714111328) (706,29.07467269897461)*
126: (679,30.756420135498047) (680,30.383228302001953)* (302,30.314258575439453) (542,30.163707733154297) (701,29.88155746459961) (291,29.65287208557129) (689,29.609264373779297) (972,29.577852249145508) (704,29.516422271728516) (55,29.511730194091797)* (3200,29.462440490722656) (538,29.44837760925293) (523,29.42679786682129) (1934,29.409099578857422) (97,29.303449630737305) (362,29.260292053222656) (344,29.251279830932617) (378,29.232885360717773) (293,29.205049514770508) (318,29.20064353942871)
127: (488,28.910327911376953) (1091,28.89884376525879) (230,28.896989822387695) (724,28.738819122314453) (707,28.59635353088379) (706,28.569686889648438) (1814,28.479087829589844) (176,28.35807228088379) (209,28.329713821411133) (497,28.287353515625)* (1810,28.278526306152344)* (377,28.27846336364746) (982,28.11748504638672) (1406,27.936908721923828) (720,27.909942626953125) (1513,27.784822463989258) (4155,27.66515350341797) (732,27.6431941986084) (2352,27.639127731323242) (405,27.611038208007812)
128: (1375,28.098480224609375) (362,28.02564239501953) (316,27.947038650512695) (697,27.60631561279297) (9470,27.275638580322266) (3892,27.24174690246582) (429,27.152267456054688) (961,27.148639678955078) (3119,27.051044464111328)* (511,27.032669067382812) (898,26.997787475585938) (989,26.93004608154297) (166,26.860855102539062) (5790,26.84716796875) (65,26.832380294799805) (65,26.832380294799805) (359,26.79661750793457) (3255,26.776798248291016) (171,26.759723663330078) (3109,26.661949157714844)*
129: (289,30.448383331298828)* (292,30.421728134155273)* (291,30.220890045166016) (298,30.140552520751953) (1934,30.070627212524414) (1243,30.014101028442383) (288,29.995603561401367)* (300,29.976747512817383)* (701,29.951175689697266) (972,29.91766929626465)* (333,29.77587127685547)* (535,29.711597442626953) (679,29.65755271911621) (349,29.533172607421875) (906,29.53282356262207)* (97,29.461824417114258) (257,29.420122146606445)* (680,29.39228057861328) (311,29.27867317199707) (2521,29.182065963745117)
130: (302,31.167654037475586) (295,30.92345428466797)* (291,30.677106857299805) (310,30.505868911743164) (523,30.26752471923828)* (906,30.14165496826172)* (2523,29.9193058013916) (294,29.832155227661133)* (679,29.76847267150879) (318,29.683483123779297) (326,29.626171112060547)* (1243,29.609127044677734) (466,29.47564697265625) (306,29.450946807861328) (465,29.39539337158203)* (97,29.326536178588867) (301,29.321636199951172) (1934,29.113492965698242) (455,29.04774284362793) (296,29.0338191986084)
131: (1841,26.107593536376953) (11080,25.221837997436523) (1801,25.213176727294922) (9852,24.95859146118164) (9901,24.85370445251465) (9905,24.5921573638916) (9904,24.581626892089844) (981,24.572986602783203) (266,24.47081184387207) (1833,24.386585235595703) (57,24.38430404663086) (7700,24.25132942199707) (1839,24.227476119995117) (1620,24.194440841674805) (567,24.1623592376709) (1824,24.03719711303711) (249,24.031326293945312) (13515,23.92159652709961) (271,23.913530349731445) (2605,23.908910751342773)
132: (288,31.1883487701416)* (300,31.14979362487793)* (289,31.08493423461914)* (292,30.628067016601562) (679,30.03397560119629) (291,29.605762481689453) (349,29.575620651245117)* (458,29.523292541503906) (161,29.349201202392578) (328,29.10064125061035) (257,29.0480899810791)* (704,29.010263442993164) (680,28.960477828979492) (67,28.884458541870117) (67,28.884458541870117) (475,28.807388305664062) (378,28.80084800720215) (455,28.800365447998047) (1037,28.789987564086914) (1934,28.569496154785156)
133: (466,28.57736587524414)* (306,28.14250946044922)* (344,28.126197814941406) (458,27.972919464111328) (299,27.91016960144043) (2020,27.724567413330078) (686,27.630130767822266) (544,27.53013801574707)* (679,27.529191970825195)* (1032,27.44970703125) (681,27.404314041137695)* (293,27.347700119018555) (543,27.262466430664062)* (908,26.972700119018555) (352,26.924686431884766) (298,26.821638107299805) (525,26.66425323486328) (318,26.652637481689453) (1934,26.64495277404785) (314,26.617368698120117)
134: (318,28.634939193725586) (1453,28.14727783203125) (352,28.051191329956055) (295,27.870399475097656) (523,27.763652801513672) (2548,27.741474151611328)* (802,27.684772491455078) (646,27.594173431396484) (701,27.561120986938477)* (794,27.4612979888916) (89,27.26125717163086)* (1601,27.21441650390625) (466,27.149017333984375)* (686,27.145410537719727)* (3194,27.134511947631836) (302,27.104572296142578) (461,27.06489372253418) (541,27.061138153076172) (908,26.993581771850586) (797,26.973947525024414)
135: (5079,29.921464920043945) (6527,29.835105895996094) (1062,29.733928680419922) (7,28.90326499938965) (3367,28.6701602935791) (172,28.614187240600586) (532,28.540794372558594) (1797,28.53611183166504) (3184,28.531890869140625)* (1114,28.491817474365234) (378,28.463388442993164) (522,28.458818435668945) (526,28.315425872802734) (674,28.254730224609375) (524,28.240657806396484) (1104,28.210464477539062) (16361,28.15526008605957) (504,28.12385368347168) (539,28.069324493408203) (704,27.957748413085938)
136: (295,30.694734573364258)* (302,30.523929595947266)* (288,30.27043914794922)* (913,29.993356704711914)* (525,29.70452308654785) (300,29.65583610534668) (55,29.56303596496582)* (294,29.442428588867188)* (311,29.03827667236328) (465,28.947891235351562)* (285,28.86758041381836) (523,28.790725708007812)* (290,28.776493072509766)* (908,28.763273239135742) (265,28.71342658996582) (461,28.693378448486328) (466,28.628215789794922) (325,28.56796646118164)* (157,28.50918960571289) (907,28.474321365356445)*
137: (903,34.321556091308594) (689,32.9317512512207) (526,32.20162582397461) (89,32.1884765625) (2521,31.95567512512207) (546,31.816272735595703) (97,31.77411460876465) (65,31.750408172607422)* (65,31.750408172607422)* (889,31.654624938964844) (1243,31.37422752380371)* (316,30.973045349121094)* (423,30.942001342773438) (2083,30.92401123046875) (157,30.86444091796875) (302,30.85029411315918) (532,30.832317352294922) (1121,30.759567260742188) (538,30.713712692260742) (985,30.709300994873047)
139: (1104,30.721027374267578) (497,30.557952880859375) (504,30.47469711303711) (517,30.463272094726562) (978,30.444177627563477)* (198,30.39099884033203) (1145,30.293758392333984) (488,29.952255249023438) (7,29.437236785888672)* (1179,29.3641414642334) (503,28.934425354003906) (514,28.85063934326172) (1672,28.694128036499023)* (378,28.650909423828125)* (2956,28.628541946411133) (3946,28.600303649902344) (3367,28.427343368530273) (2941,28.376853942871094) (516,28.34925651550293) (209,28.347585678100586)
140: (615,29.97386932373047) (225,29.915498733520508)* (1163,29.71526527404785) (170,29.495803833007812)* (210,29.356290817260742) (222,29.355905532836914) (632,29.350400924682617) (3411,29.19856834411621) (618,29.144094467163086) (6217,29.01218032836914) (429,28.993242263793945) (440,28.872713088989258) (444,28.806964874267578) (430,28.628408432006836) (2542,28.545629501342773) (757,28.495054244995117) (703,28.392311096191406) (1504,28.290746688842773) (433,28.19596290588379) (604,28.092195510864258)
141: (1092,27.584672927856445) (156,27.231027603149414) (72,27.1574649810791)* (72,27.1574649810791)* (166,27.13442611694336) (1119,26.71889877319336) (234,26.624855041503906) (856,26.585325241088867) (2469,26.532302856445312) (972,26.5300350189209) (396,26.492717742919922) (187,26.41192626953125) (920,26.39767837524414) (171,26.387981414794922) (5212,26.31705665588379) (4649,26.26548957824707) (854,26.255531311035156) (1094,26.253711700439453) (1343,26.243976593017578) (930,26.154142379760742)
142: (1083,32.29246520996094)* (3281,32.18903350830078)* (1062,31.32256507873535) (59,31.293184280395508)* (861,30.689592361450195) (1878,30.580747604370117) (1886,30.571928024291992) (875,30.50938606262207) (441,30.38477897644043)* (1098,30.36554527282715) (159,30.28430938720703)* (1073,30.198686599731445) (3781,30.170663833618164) (58,30.134912490844727) (58,30.134912490844727) (172,29.994596481323242) (985,29.920129776000977) (76,29.826351165771484) (76,29.826351165771484) (2470,29.746355056762695)
143: (1464,31.314083099365234) (340,30.53106689453125) (67,29.804407119750977) (67,29.804407119750977) (601,29.78668975830078) (959,29.750608444213867)* (1802,29.678226470947266) (69,29.66789436340332) (69,29.66789436340332) (1475,29.58137321472168) (1122,29.483068466186523) (2044,29.479602813720703) (1694,29.339561462402344) (3313,29.265575408935547) (8372,29.21425437927246) (717,29.156864166259766)* (180,29.051280975341797) (285,29.000123977661133) (889,28.96351432800293) (592,28.92508888244629)
144: (306,31.00861930847168)* (314,30.834117889404297)* (329,30.77458953857422) (301,30.66236114501953)* (485,30.58847427368164) (468,30.52166175842285) (310,30.511247634887695) (701,30.320852279663086)* (331,30.318931579589844) (288,30.073955535888672)* (1613,30.054935455322266) (349,29.962587356567383)* (257,29.617664337158203)* (308,29.59761619567871) (2179,29.586650848388672) (484,29.465953826904297) (330,29.34344482421875) (320,29.147884368896484) (4566,28.837587356567383) (279,28.83112907409668)
145: (679,29.104816436767578) (300,28.790721893310547)* (1556,28.565471649169922) (342,28.47275733947754)* (298,28.411991119384766) (1243,28.328784942626953) (302,28.299867630004883)* (292,28.2482967376709)* (289,28.236732482910156) (288,28.205232620239258)* (301,28.19695472717285)* (295,27.851688385009766) (461,27.793014526367188) (324,27.71622657775879)* (691,27.593935012817383) (349,27.568828582763672) (548,27.538188934326172)* (355,27.477754592895508) (325,27.441654205322266) (689,27.339874267578125)*
146: (292,28.621732711791992)* (300,28.310659408569336)* (679,28.15312385559082) (461,27.883853912353516)* (299,27.870317459106445) (291,27.807859420776367)* (544,27.754749298095703) (352,27.644350051879883) (2094,27.613697052001953)* (2089,27.495052337646484) (55,27.480953216552734) (310,27.441242218017578) (326,27.40743637084961) (1934,27.36756134033203) (455,27.341693878173828) (528,27.333541870117188)* (293,27.225576400756836) (525,27.221548080444336) (328,27.140457153320312) (907,27.042865753173828)
147: (298,30.20858383178711) (523,30.149614334106445)* (300,29.665050506591797) (89,29.634624481201172) (903,29.572534561157227) (701,29.477962493896484)* (292,29.380870819091797)* (525,29.36770248413086)* (680,29.067062377929688) (288,29.00771713256836)* (378,28.939796447753906)* (97,28.933807373046875) (360,28.89579963684082) (908,28.89394187927246) (311,28.868738174438477) (344,28.77295684814453) (318,28.70299530029297)* (972,28.64999771118164)* (534,28.64541244506836) (326,28.62517738342285)*
148: (3707,27.63037872314453) (748,27.548288345336914) (2572,27.45568084716797) (3673,27.162063598632812) (3685,27.032915115356445) (107,26.968894958496094) (3686,26.863035202026367) (88,26.418724060058594) (1401,26.417194366455078) (3621,26.401920318603516) (2605,26.356130599975586) (1236,26.301645278930664) (7152,26.073747634887695) (746,26.064128875732422) (10616,26.009403228759766) (56,25.98940658569336) (56,25.98940658569336) (603,25.977420806884766) (12114,25.900928497314453) (1226,25.84848403930664)
149: (538,31.462064743041992) (65,31.27681541442871) (65,31.27681541442871) (190,31.270490646362305) (333,31.205947875976562) (89,30.870878219604492)* (377,30.850671768188477) (481,30.7786865234375) (220,30.616737365722656) (1246,30.615495681762695) (966,30.55967903137207)* (227,30.513267517089844) (903,30.387723922729492) (228,30.12833595275879) (1047,30.104827880859375) (298,30.08614730834961) (229,30.080110549926758) (324,30.073627471923828) (209,30.033830642700195) (475,30.000389099121094)
150: (300,30.159231185913086) (295,29.946990966796875)* (461,29.501142501831055) (292,29.472185134887695) (67,29.35024642944336) (67,29.35024642944336) (291,29.34595489501953)* (349,29.055673599243164)* (679,28.986581802368164) (466,28.8648681640625) (538,28.713350296020508) (304,28.672910690307617) (2176,28.59965705871582)* (498,28.530475616455078) (456,28.462196350097656) (299,28.377347946166992)* (458,28.364395141601562) (342,28.321556091308594) (265,28.317241668701172)* (913,28.28456687927246)
151: (1241,29.059673309326172) (1775,28.741500854492188) (708,28.634654998779297) (283,28.059389114379883)* (5772,27.96824073791504) (3384,27.940288543701172)* (6472,27.913339614868164) (4818,27.77260971069336) (6123,27.698524475097656) (2176,27.623353958129883) (1768,27.540584564208984) (4087,27.45843505859375) (3332,27.35881805419922) (2989,27.329355239868164) (246,27.32535743713379) (2985,27.293611526489258) (3741,27.078582763671875) (5425,27.072898864746094) (7857,26.932052612304688) (4941,26.84553337097168)
152: (1047,27.99226188659668) (464,27.95726203918457) (344,27.206249237060547)* (470,27.18876075744629) (230,27.13979148864746) (1043,27.129364013671875) (324,27.03863525390625)* (681,26.989791870117188) (461,26.82715606689453)* (687,26.7718505859375) (679,26.647319793701172) (321,26.597082138061523) (693,26.385591506958008) (89,26.286348342895508)* (209,26.256187438964844) (1186,26.02346420288086) (424,26.00138282775879) (524,25.985584259033203) (1198,25.95987892150879) (475,25.930849075317383)
153: (162,29.168066024780273)* (156,28.387527465820312) (152,28.297941207885742) (173,28.07225799560547) (418,28.05534553527832) (81,28.052330017089844) (3405,27.796537399291992)* (238,27.722301483154297) (1109,27.718896865844727) (233,27.4993839263916) (1700,27.396808624267578) (186,27.298768997192383) (1118,27.232675552368164) (72,27.220415115356445) (72,27.220415115356445) (1075,27.05526351928711) (166,27.016464233398438) (1131,26.999277114868164) (3940,26.942811965942383) (964,26.934425354003906)
154: (1044,31.475975036621094) (504,31.197843551635742) (7,31.09394645690918) (726,30.996444702148438) (1114,30.894855499267578)* (1672,30.727291107177734)* (377,30.65325927734375) (1914,30.617351531982422)* (978,30.550777435302734) (936,30.354917526245117) (497,30.291452407836914) (957,30.289749145507812) (1145,30.1875) (230,30.06160545349121) (3367,30.042882919311523) (946,30.022554397583008) (1249,29.921720504760742) (1714,29.88140869140625) (488,29.644485473632812) (536,29.587177276611328)
155: (875,30.401945114135742)* (1083,28.676036834716797)* (3431,28.519521713256836)* (852,28.448366165161133) (867,27.8716983795166) (2488,27.77995491027832) (857,27.505081176757812) (5785,27.400840759277344) (2471,27.198259353637695) (631,27.17448616027832) (1202,27.054237365722656) (599,27.01654052734375)* (2531,26.84749984741211) (1814,26.811920166015625) (859,26.753643035888672) (5913,26.738969802856445) (3281,26.710689544677734) (2493,26.70342254638672) (429,26.57236099243164) (874,26.53770637512207)
156: (1242,29.75783348083496) (65,29.408823013305664)* (65,29.408823013305664)* (618,29.178998947143555) (683,29.158618927001953) (437,29.078197479248047) (868,29.068328857421875) (533,29.049108505249023)* (718,28.98338508605957) (366,28.89119529724121) (228,28.879188537597656) (163,28.843984603881836)* (4616,28.569581985473633) (203,28.56450843811035) (1556,28.532304763793945) (1424,28.5297794342041) (1772,28.492460250854492) (2632,28.346271514892578) (1244,28.340221405029297) (217,28.294954299926758)
157: (732,29.659832000732422) (724,29.352815628051758) (1803,29.09018325805664) (959,29.052162170410156)* (1358,29.033422470092773)* (1366,28.953617095947266)* (1249,28.821603775024414) (2784,28.029394149780273)* (951,28.020103454589844) (707,27.482912063598633) (2797,27.437034606933594) (2346,27.389415740966797) (4165,27.30965805053711) (2013,27.101774215698242) (4180,27.095478057861328) (4460,26.930030822753906) (5157,26.83640480041504) (841,26.803646087646484) (8794,26.75602149963379) (735,26.69286346435547)
158: (2094,27.58839988708496) (674,27.10919761657715) (679,26.81322479248047)* (323,26.753158569335938) (786,26.70488739013672) (344,26.66358184814453) (375,26.59820556640625) (1392,26.542409896850586) (288,26.539562225341797) (349,26.522268295288086) (289,26.517057418823242) (292,26.49285316467285) (6856,26.457237243652344) (523,26.39073371887207) (9567,26.37460708618164) (908,26.367963790893555) (461,26.33228874206543) (296,26.32573127746582) (906,26.318803787231445) (680,26.299041748046875)
159: (71,30.446413040161133) (71,30.446413040161133) (722,29.882368087768555) (294,29.494224548339844)* (86,29.415401458740234) (1009,29.37926483154297) (2018,29.367721557617188) (1463,29.307371139526367) (157,29.24408531188965) (69,29.188194274902344) (69,29.188194274902344) (89,29.029857635498047) (265,28.839509963989258)* (535,28.824094772338867) (310,28.817890167236328)* (521,28.739906311035156) (697,28.6777400970459) (1081,28.676761627197266) (328,28.653032302856445) (6429,28.578638076782227)
161: (1706,26.359115600585938) (1797,26.266399383544922) (517,25.766767501831055) (504,25.705814361572266) (2744,25.66387176513672) (811,25.63356590270996) (519,25.40337371826172)* (826,25.397968292236328) (3722,25.384349822998047) (2379,25.296630859375) (8043,25.254667282104492) (6544,25.18098258972168) (846,25.17011070251465) (3244,25.12484359741211)* (2014,25.066917419433594) (3236,25.062511444091797)* (5079,25.05996322631836) (8462,25.041046142578125) (813,24.99026107788086) (9635,24.922115325927734)
162: (157,31.290252685546875) (378,31.267080307006836)* (701,30.88640594482422) (292,30.844806671142578) (55,30.65020751953125) (288,30.574289321899414) (306,30.374706268310547) (300,30.32632827758789) (972,30.26568603515625) (641,30.155155181884766) (161,30.0089054107666) (349,29.99294090270996) (518,29.945789337158203) (329,29.740171432495117) (1464,29.624897003173828) (525,29.62307357788086) (889,29.549543380737305) (679,29.407493591308594) (310,29.38805389404297) (340,29.37624740600586)
163: (3585,30.091171264648438)* (2442,29.952457427978516)* (2445,29.835163116455078) (2437,29.52273941040039) (364,29.416309356689453) (2443,29.254066467285156) (1489,29.172691345214844) (5267,28.761234283447266) (5767,28.486339569091797) (8106,28.373136520385742) (2467,28.215831756591797)* (8099,28.189912796020508) (8105,28.104541778564453) (8100,28.07147789001465) (3766,27.74617576599121) (3761,27.659042358398438) (2447,27.270788192749023)* (5649,27.095645904541016) (1696,26.90681266784668) (12687,26.766986846923828)
164: (1643,29.507266998291016)* (215,28.401424407958984)* (1873,28.13823699951172) (3670,28.054540634155273) (220,27.93679428100586) (366,27.917015075683594) (436,27.890647888183594) (6724,27.848262786865234) (222,27.84090805053711) (7147,27.82674789428711) (3754,27.743995666503906) (4432,27.742263793945312) (226,27.708450317382812)* (533,27.70180892944336) (227,27.6468505859375) (223,27.577756881713867) (854,27.4370174407959) (200,27.328657150268555) (7260,27.324674606323242) (235,27.30251121520996)
166: (511,30.796363830566406) (1122,30.694826126098633) (614,30.22318458557129) (715,29.968721389770508) (562,29.8892822265625) (220,29.84288787841797) (234,29.124958038330078) (203,28.965930938720703) (163,28.886171340942383) (982,28.838411331176758) (735,28.814743041992188) (65,28.74057960510254) (65,28.74057960510254) (1412,28.73233413696289) (154,28.71396255493164) (630,28.624162673950195) (1643,28.590662002563477) (206,28.549224853515625) (868,28.545976638793945) (235,28.530134201049805)
168: (1950,29.944543838500977) (7665,29.906879425048828) (616,29.84626579284668) (1961,29.69944190979004) (440,29.555248260498047)* (1963,29.124780654907227) (2593,28.833457946777344) (2281,28.793439865112305) (1948,28.752023696899414) (1117,28.73980712890625) (2289,28.5787410736084) (1967,28.516006469726562) (1941,28.428701400756836) (11204,28.34050941467285) (1969,28.312862396240234) (2716,28.3048038482666) (14303,28.294708251953125) (445,28.28006362915039) (1962,28.25450325012207) (6151,28.249061584472656)
170: (370,29.361167907714844) (2379,28.96588897705078) (846,28.759593963623047) (1216,28.63818359375) (1861,28.45833969116211) (2143,28.29636573791504) (826,28.18012046813965) (809,28.148906707763672) (7639,28.08890724182129) (2576,28.083642959594727) (2211,27.997827529907227) (162,27.927120208740234) (953,27.925582885742188) (769,27.816509246826172) (812,27.62645721435547) (198,27.598278045654297) (1547,27.566925048828125) (2378,27.522829055786133) (842,27.499338150024414)* (188,27.425716400146484)
171: (210,30.448013305664062) (1048,30.27170753479004) (1106,30.263092041015625) (1090,30.224233627319336) (432,30.107711791992188) (969,30.031944274902344) (223,29.9073429107666) (154,29.838062286376953)* (1400,29.830141067504883)* (56,29.643817901611328) (56,29.643817901611328) (217,29.57986068725586) (1390,29.576244354248047) (475,29.516916275024414) (425,29.410425186157227) (757,29.3960018157959)* (5439,29.314071655273438) (716,29.295799255371094) (1398,29.223058700561523) (1988,29.17390251159668)
172: (159,30.78795051574707) (234,29.945390701293945) (420,29.726898193359375) (1090,29.57026481628418) (425,29.542896270751953) (229,29.44465446472168) (227,29.22761344909668) (2821,29.20326805114746)* (203,29.179683685302734) (1376,29.15790557861328) (56,29.091266632080078) (56,29.091266632080078) (868,29.042821884155273) (208,28.958866119384766) (436,28.947179794311523) (4025,28.774892807006836) (4028,28.713029861450195) (72,28.689043045043945) (72,28.689043045043945) (206,28.662532806396484)
173: (227,30.942663192749023)* (220,30.748910903930664) (439,30.50383949279785)* (234,30.44034767150879) (533,30.163827896118164) (1513,30.06989860534668) (159,29.816661834716797)* (230,29.646162033081055) (166,29.41509246826172) (982,29.36830711364746) (1807,29.121309280395508) (706,28.988506317138672) (65,28.83493995666504) (65,28.83493995666504) (1249,28.737659454345703) (1768,28.671772003173828) (3747,28.658212661743164)* (932,28.643905639648438) (718,28.59355926513672) (154,28.556900024414062)*
174: (5099,30.267086029052734) (1470,29.76658821105957) (4432,29.514089584350586) (366,29.095640182495117) (4747,29.059429168701172) (966,29.055879592895508) (355,29.048738479614258) (3859,28.86861228942871) (7183,28.792098999023438) (1772,28.483585357666016) (2893,28.46151351928711) (1382,28.413002014160156) (730,28.399295806884766) (10042,28.38298225402832) (472,28.36197853088379) (227,28.30070686340332) (356,28.296314239501953) (538,28.293025970458984) (1378,28.286531448364258) (3763,28.258378982543945)
