userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,11.299883842468262) (187,10.988337516784668) (51,10.601839065551758)* (998,10.272648811340332) (1713,9.991779327392578) (997,9.944375038146973) (59,9.461076736450195)* (3992,9.446571350097656) (511,9.292078018188477) (1824,9.277674674987793) (959,9.24586009979248) (601,9.110419273376465) (183,8.929637908935547) (1076,8.850385665893555) (1464,8.759982109069824) (1800,8.704476356506348) (1892,8.653404235839844) (1836,8.644257545471191) (57,8.568218231201172)* (993,8.531414985656738)
115: (583,13.02707290649414) (212,11.677621841430664) (5660,10.420466423034668) (227,10.205190658569336) (3230,9.604253768920898) (580,9.446046829223633) (8123,8.934497833251953) (6959,8.834187507629395) (986,8.813892364501953) (7056,8.76513671875) (585,8.744675636291504) (8111,8.730063438415527) (10412,8.688898086547852) (2864,8.578901290893555)* (12628,8.560809135437012) (6958,8.550114631652832) (11920,8.445695877075195) (96,8.361886978149414)* (11918,8.31899642944336) (8121,8.316357612609863)
116: (1613,11.400647163391113)* (4588,11.316595077514648) (3227,10.956282615661621) (1641,10.944463729858398) (278,10.528946876525879) (4586,10.263639450073242) (1614,10.040899276733398) (6226,9.986913681030273) (3357,9.811986923217773) (1979,9.651598930358887) (331,9.622981071472168) (2247,9.18262004852295) (271,9.173145294189453) (250,9.15804672241211) (1621,9.144333839416504) (1636,9.05923080444336) (11758,9.009514808654785) (1402,8.968610763549805) (15113,8.939535140991211) (10398,8.799256324768066)
117: (1076,11.969583511352539) (187,11.889561653137207)* (1464,11.735654830932617) (192,11.711966514587402)* (3466,11.252764701843262) (77,10.790237426757812) (77,10.790237426757812) (69,10.716446876525879) (69,10.716446876525879) (993,10.706197738647461) (1713,10.641571044921875) (959,10.56367015838623) (3302,10.467547416687012) (75,10.442390441894531) (75,10.442390441894531) (1000,10.438192367553711) (999,10.363515853881836)* (59,10.238367080688477)* (3920,10.198044776916504) (601,10.040933609008789)
118: (198,12.3970308303833) (7,11.535417556762695) (707,11.367470741271973) (726,11.16126537322998) (966,10.836153030395508) (1104,10.713521003723145) (472,10.667716026306152) (504,10.033315658569336)* (930,9.93439769744873) (497,9.915033340454102) (493,9.584112167358398) (808,9.583633422851562) (1145,9.534841537475586)* (1339,9.498739242553711) (490,9.447615623474121) (3197,9.397369384765625) (1186,9.34809398651123) (8254,9.241655349731445) (1044,9.132525444030762) (488,9.0430908203125)*
119: (944,11.496580123901367) (812,11.309478759765625)* (707,10.84065055847168) (506,10.51551342010498) (846,10.111635208129883) (25,10.106000900268555) (1113,9.963592529296875)* (842,9.869029998779297) (4610,9.809649467468262) (710,9.794069290161133) (815,9.718563079833984) (928,9.630990028381348) (726,9.592543601989746) (824,9.578250885009766)* (930,9.561192512512207)* (837,9.524385452270508) (949,9.505940437316895) (3940,9.494344711303711) (2746,9.396599769592285) (12,9.392303466796875)
120: (294,10.64871597290039)* (691,10.614986419677734) (306,9.971062660217285) (464,9.74827766418457) (349,9.51636028289795) (325,9.479511260986328) (455,9.292855262756348) (466,9.258329391479492) (320,9.18008041381836) (468,9.11113166809082) (680,9.061422348022461) (681,8.991026878356934) (89,8.946172714233398) (302,8.816287994384766) (293,8.791875839233398)* (456,8.774178504943848) (324,8.72579574584961) (544,8.629514694213867) (191,8.616165161132812)* (692,8.615592002868652)
121: (297,11.698436737060547) (349,10.582049369812012) (320,10.312137603759766) (294,10.013106346130371) (4708,9.783807754516602) (646,9.600275993347168)* (344,9.483413696289062) (456,9.436095237731934) (1045,9.416936874389648) (3462,9.272603988647461) (355,9.228243827819824) (1241,9.180387496948242) (325,9.169598579406738) (304,9.16930866241455) (464,9.075849533081055) (681,9.015337944030762) (1470,8.928089141845703)* (2986,8.905847549438477)* (908,8.786096572875977)* (2801,8.782439231872559)
122: (583,12.936917304992676) (5660,11.22973918914795) (227,10.82335376739502) (12057,10.081146240234375) (580,9.910989761352539) (582,9.556109428405762) (8123,9.548693656921387) (7056,9.51043701171875) (11885,9.42496395111084) (2864,9.395455360412598) (565,9.120235443115234) (12123,9.09974479675293) (12054,9.034379959106445) (2896,8.92726993560791) (8116,8.903541564941406) (13274,8.859549522399902) (8126,8.857507705688477) (11918,8.84024715423584) (585,8.831239700317383) (6958,8.817374229431152)
123: (1195,8.045947074890137)* (1541,7.736315727233887) (228,7.663425922393799) (3621,7.4343414306640625) (779,7.428377628326416)* (217,7.411454200744629) (512,7.404181003570557) (190,7.349161624908447) (703,7.161555767059326)* (2829,7.088379859924316) (223,7.073239326477051) (2850,7.028908729553223) (2923,6.888094902038574) (4103,6.819195747375488) (199,6.8041582107543945) (195,6.786259174346924) (1378,6.779767990112305) (1116,6.765937805175781) (964,6.765019416809082) (1398,6.7074432373046875)
124: (198,14.207486152648926)* (1786,11.350503921508789) (959,11.349441528320312) (517,11.212628364562988) (488,11.114290237426758) (726,10.598318099975586) (156,10.432393074035645) (854,10.087230682373047) (1179,9.868362426757812) (405,9.737689018249512) (1789,9.672750473022461) (11170,9.610427856445312) (63,9.595407485961914)* (63,9.595407485961914)* (475,9.592154502868652) (166,9.476410865783691) (497,9.377239227294922) (234,9.373857498168945) (4609,9.282753944396973) (2835,9.277118682861328)
125: (227,11.41510009765625)* (192,9.968305587768555) (1415,9.711917877197266) (1464,9.47800350189209) (157,9.11402702331543) (230,8.850391387939453) (1426,8.694855690002441) (212,8.659489631652832) (1244,8.517884254455566) (190,8.441065788269043) (2176,8.270718574523926) (868,8.263461112976074) (3302,8.234417915344238) (289,8.126713752746582) (310,8.027680397033691) (735,8.019882202148438) (3460,7.8762078285217285) (1813,7.769509792327881) (511,7.7296905517578125) (228,7.608471393585205)
126: (689,10.706390380859375) (228,10.564778327941895) (424,10.307580947875977) (306,10.156999588012695) (1934,10.099607467651367) (294,10.032482147216797) (3171,10.009481430053711) (523,9.964943885803223) (3200,9.963425636291504) (538,9.945613861083984) (679,9.935007095336914) (701,9.92855167388916) (542,9.88635540008545) (691,9.861699104309082) (680,9.84095287322998)* (690,9.735109329223633) (464,9.617162704467773) (190,9.40760612487793) (291,9.389955520629883) (704,9.385065078735352)
127: (190,10.760086059570312) (959,10.748254776000977) (918,10.297178268432617)* (917,10.286666870117188) (198,10.283427238464355) (707,9.987966537475586) (472,9.611078262329102) (176,9.337135314941406) (3427,9.145955085754395) (228,9.07479190826416) (724,8.832818031311035) (1810,8.705225944519043)* (966,8.578241348266602) (1186,8.537635803222656) (808,8.531515121459961) (706,8.47813892364502) (2350,8.472697257995605) (1713,8.46113109588623) (230,8.40899658203125) (2347,8.382014274597168)
128: (3466,9.842113494873047) (227,8.803041458129883)* (511,8.525321006774902) (3676,8.214237213134766) (3681,8.167628288269043) (3302,8.167024612426758) (3460,8.090550422668457) (601,8.04245662689209) (1375,7.968002796173096) (192,7.920774459838867) (4435,7.920470714569092) (2277,7.8483781814575195) (187,7.83450174331665) (1464,7.817884922027588) (199,7.523190021514893) (3119,7.5067057609558105)* (7430,7.489828586578369) (5810,7.462337970733643) (180,7.403997421264648) (3110,7.344833850860596)*
129: (289,13.608880996704102)* (288,11.137968063354492)* (97,10.459368705749512) (701,10.240815162658691) (1934,9.931890487670898) (1243,9.926149368286133) (306,9.588077545166016) (906,9.142227172851562)* (674,9.083584785461426) (680,8.87833309173584) (349,8.867012023925781) (291,8.789962768554688) (301,8.715269088745117) (2521,8.631792068481445) (292,8.572032928466797)* (535,8.542625427246094) (532,8.484274864196777) (455,8.475937843322754) (461,8.36178207397461)* (157,8.323225021362305)
130: (294,15.48115062713623)* (1243,12.418911933898926) (906,11.607565879821777)* (2523,11.41253662109375) (306,11.3995943069458) (97,11.213705062866211) (455,11.026613235473633) (251,10.908681869506836)* (310,10.824944496154785) (1464,10.689759254455566) (296,10.58606243133545) (320,10.490638732910156) (302,10.480469703674316) (340,10.365974426269531) (523,10.318735122680664)* (291,10.167262077331543) (295,10.14262580871582)* (689,10.140379905700684) (2024,10.136675834655762) (690,10.017081260681152)
131: (7375,10.751643180847168) (7377,10.550071716308594) (7378,10.530377388000488) (10374,10.47153091430664) (7683,10.449060440063477) (7382,9.829333305358887) (3884,9.729552268981934) (7540,9.666187286376953) (7529,9.622532844543457) (1737,9.534322738647461) (18575,9.4242525100708) (10394,9.402422904968262) (18576,9.358146667480469) (18577,9.327995300292969) (4213,9.268582344055176) (1726,9.228849411010742) (10372,9.22128963470459) (7385,9.205096244812012) (4217,9.173479080200195) (7530,9.134040832519531)
132: (289,13.588743209838867)* (288,10.036351203918457)* (1037,9.804441452026367) (458,9.618168830871582) (2020,9.489667892456055) (1032,9.391714096069336) (1934,9.139657020568848) (802,9.122007369995117) (161,9.1092529296875) (680,8.950074195861816) (475,8.906766891479492) (1034,8.744804382324219) (1452,8.579178810119629) (1042,8.516987800598145) (691,8.494256973266602) (546,8.388521194458008) (2025,8.309577941894531) (692,8.195793151855469) (679,8.185830116271973) (349,8.14198112487793)*
133: (294,11.464795112609863) (306,10.879385948181152)* (1037,9.613146781921387) (1032,9.462645530700684) (344,9.39324951171875) (466,9.145975112915039)* (802,9.099844932556152)* (525,9.02440071105957) (686,8.959819793701172) (646,8.899381637573242)* (318,8.895841598510742) (320,8.890470504760742) (1447,8.854435920715332) (544,8.795906066894531)* (2082,8.762860298156738) (790,8.670720100402832) (681,8.615723609924316)* (908,8.614063262939453) (679,8.609334945678711)* (542,8.552324295043945)
134: (461,9.845012664794922) (294,9.559965133666992) (306,9.335470199584961) (352,9.13045883178711) (1037,9.093534469604492) (906,8.972636222839355) (2025,8.923334121704102) (323,8.480167388916016) (161,8.392477035522461) (2081,8.362136840820312) (701,8.31756591796875)* (1456,8.254495620727539) (524,8.216705322265625) (455,8.181458473205566) (296,8.13521957397461) (3193,8.047290802001953) (531,8.045658111572266) (320,8.00320053100586) (157,7.963324546813965) (525,7.937102794647217)
135: (36,10.959980010986328) (172,10.052671432495117) (1001,9.893780708312988) (3501,9.665955543518066) (2521,9.590628623962402) (1062,9.313693046569824) (532,9.19019603729248) (5079,9.170781135559082) (64,9.092482566833496) (64,9.092482566833496) (1713,8.893634796142578) (7,8.855549812316895) (535,8.773520469665527) (1298,8.61974048614502) (306,8.609758377075195) (6527,8.595462799072266) (690,8.520505905151367) (58,8.40336799621582) (58,8.40336799621582) (6544,8.380786895751953)
136: (294,13.768070220947266)* (288,12.161125183105469)* (157,11.024572372436523) (325,10.397602081298828)* (251,10.26008129119873) (913,10.259744644165039)* (285,10.252677917480469) (295,10.14442253112793)* (915,10.049127578735352) (525,9.85604476928711) (1580,9.807974815368652) (340,9.650307655334473) (1613,9.60693073272705) (302,9.60501480102539)* (265,9.589554786682129) (55,9.587149620056152)* (465,9.519391059875488)* (906,9.445256233215332) (1601,9.437230110168457) (308,9.375818252563477)
137: (689,12.360268592834473) (1243,11.975672721862793)* (903,11.228926658630371) (532,10.840234756469727) (690,10.72166919708252) (97,10.572554588317871) (3502,10.549897193908691) (228,10.251707077026367) (703,10.183805465698242) (2521,10.076397895812988) (546,9.920345306396484) (985,9.895598411560059) (190,9.828755378723145) (172,9.768424987792969) (229,9.725748062133789) (2083,9.671931266784668) (288,9.599092483520508) (697,9.54205322265625) (1106,9.250444412231445) (961,9.18447494506836)
139: (198,14.523008346557617) (1104,12.888562202453613) (7,11.909704208374023)* (504,10.941576957702637) (1406,10.875919342041016) (190,10.835232734680176)* (517,10.666659355163574) (230,10.643776893615723) (497,10.497413635253906) (808,10.487868309020996) (978,10.162126541137695)* (1179,10.040102005004883) (966,9.749214172363281) (472,9.746286392211914) (854,9.731579780578613) (503,9.69755744934082) (488,9.68588924407959) (181,9.650741577148438) (494,9.532129287719727) (856,9.410874366760254)
140: (440,9.473569869995117) (629,9.346895217895508) (1389,9.207169532775879) (3411,9.065935134887695) (615,8.930023193359375) (444,8.907127380371094) (222,8.834397315979004) (6217,8.829373359680176) (433,8.815361976623535) (4532,8.71062183380127) (618,8.682560920715332) (219,8.653116226196289) (1159,8.579492568969727) (210,8.576702117919922) (3685,8.483183860778809) (604,8.436505317687988) (2407,8.404029846191406) (3902,8.353883743286133) (231,8.350981712341309) (3057,8.324433326721191)
141: (1464,10.59121322631836) (157,9.500348091125488) (227,9.442713737487793)* (599,8.926796913146973)* (72,8.531486511230469)* (72,8.531486511230469)* (1244,7.981337070465088) (289,7.863431453704834) (985,7.7875518798828125) (868,7.767509937286377) (192,7.742465019226074) (601,7.7286248207092285) (187,7.686730861663818) (1001,7.628101348876953) (389,7.591538906097412) (1694,7.561440467834473) (190,7.553525924682617)* (707,7.479109764099121) (166,7.476526737213135) (7,7.225939750671387)
142: (59,10.048741340637207)* (1707,9.553019523620605) (1888,9.420509338378906) (1073,9.369219779968262) (1083,9.34304141998291)* (1394,9.301782608032227) (1886,9.155448913574219) (2029,9.069869995117188) (3291,8.831305503845215)* (159,8.759231567382812)* (1713,8.696880340576172) (1062,8.671425819396973) (3441,8.445545196533203) (3893,8.423850059509277) (986,8.396883010864258) (1878,8.376483917236328) (1295,8.371633529663086) (3289,8.363648414611816)* (862,8.332777976989746) (1001,8.284441947937012)
143: (1464,12.361993789672852) (601,12.160103797912598) (69,9.96203327178955) (69,9.96203327178955) (192,9.239356994628906)* (294,9.188211441040039) (180,8.719098091125488) (285,8.687525749206543) (959,8.672680854797363)* (289,8.589946746826172) (2183,8.573041915893555) (575,8.541337966918945) (97,8.52621078491211) (1844,8.517430305480957) (77,8.35960578918457) (77,8.35960578918457) (2419,8.29796314239502) (511,8.260846138000488)* (310,8.201175689697266) (3466,8.048656463623047)
144: (306,12.191667556762695)* (1613,11.443782806396484) (330,10.47109317779541) (484,10.464686393737793) (288,10.286124229431152)* (314,10.190491676330566)* (310,10.176976203918457) (320,9.900014877319336) (468,9.894647598266602) (331,9.874476432800293) (308,9.82199478149414) (329,9.709524154663086) (349,9.628536224365234)* (1942,9.604864120483398) (257,9.579160690307617)* (301,9.546016693115234)* (1456,9.493459701538086) (309,9.407647132873535) (1444,9.37258529663086)* (312,9.312080383300781)*
145: (289,15.169319152832031) (288,12.293832778930664)* (691,11.497981071472168) (1243,11.432056427001953) (689,11.278548240661621)* (525,10.88281536102295) (523,10.789545059204102) (690,10.779216766357422) (307,10.634170532226562) (679,10.281189918518066) (298,10.20202350616455) (464,10.133537292480469) (2546,10.114487648010254) (498,10.093481063842773) (342,10.06423568725586)* (461,10.014021873474121) (1459,9.984254837036133) (680,9.981901168823242) (324,9.912100791931152)* (1246,9.912029266357422)
146: (1934,10.573326110839844) (308,10.396907806396484) (797,9.8062105178833) (461,9.253704071044922)* (1032,9.223478317260742) (523,9.13525104522705) (908,9.027427673339844) (456,9.024431228637695) (342,8.84437370300293) (299,8.789227485656738) (291,8.751717567443848)* (528,8.5930814743042)* (681,8.588563919067383) (544,8.554864883422852) (458,8.524271011352539) (310,8.498857498168945) (525,8.47398853302002) (292,8.470352172851562)* (321,8.433310508728027) (786,8.408899307250977)
147: (294,12.09439754486084) (288,11.289617538452148)* (455,10.611947059631348) (701,10.1785306930542)* (523,9.863821029663086)* (1246,9.675226211547852) (306,9.67021369934082)* (525,9.522701263427734)* (360,9.50800895690918) (340,9.457343101501465) (265,9.365694046020508) (4350,9.181180000305176) (157,9.1749906539917) (1464,9.101142883300781) (461,9.065942764282227) (329,9.065248489379883)* (1459,8.880451202392578) (292,8.783985137939453)* (89,8.778337478637695) (326,8.771374702453613)*
148: (605,9.585613250732422) (3673,8.981754302978516) (3346,8.876577377319336)* (3823,8.564291954040527) (2823,8.475318908691406) (2698,8.314277648925781) (8159,8.298808097839355) (3043,8.084877014160156) (6828,7.86976957321167) (1610,7.868396759033203) (2473,7.750919342041016) (17091,7.743310928344727) (977,7.64286994934082) (4212,7.638131141662598) (8945,7.6052422523498535) (2923,7.5853590965271) (1228,7.557496547698975) (1142,7.495279788970947) (3705,7.485169410705566) (1979,7.425055027008057)
149: (190,13.664548873901367) (227,13.48314094543457) (289,12.887859344482422) (228,12.082147598266602) (377,11.991562843322754) (966,10.70347785949707)* (499,10.686237335205078) (1246,10.620725631713867) (1470,10.594738006591797)* (689,10.264816284179688) (166,10.262680053710938) (65,10.249734878540039) (65,10.249734878540039) (316,10.231335639953613) (157,10.114663124084473) (703,10.039122581481934) (533,9.991948127746582) (472,9.926603317260742) (538,9.829803466796875) (229,9.824307441711426)
150: (294,12.361095428466797)* (349,10.749198913574219)* (1464,9.701000213623047) (461,9.343599319458008) (291,9.198309898376465)* (1243,9.110769271850586) (295,8.847088813781738)* (959,8.831330299377441) (681,8.828971862792969) (292,8.808183670043945) (464,8.79996109008789) (297,8.790165901184082) (544,8.770828247070312) (300,8.700984954833984) (299,8.684460639953613)* (908,8.650242805480957) (67,8.632150650024414) (67,8.632150650024414) (310,8.59364128112793) (790,8.59101390838623)
151: (297,10.436868667602539) (3462,10.367006301879883) (1241,10.362086296081543) (4709,9.548725128173828) (4708,9.338440895080566) (932,9.154132843017578) (4087,9.106377601623535) (4850,8.727968215942383) (6120,8.71826171875) (4828,8.645264625549316) (4716,8.570425987243652) (9185,8.47802448272705) (1045,8.46000862121582) (6123,8.2247953414917) (439,8.211446762084961) (3074,8.17733383178711) (8732,8.126222610473633) (9187,8.124303817749023) (1766,8.083817481994629) (2987,8.075000762939453)
152: (227,13.627538681030273)* (228,11.08198356628418) (190,10.546486854553223) (523,10.052621841430664) (464,9.914063453674316) (324,9.823806762695312)* (230,9.823192596435547) (424,9.725645065307617) (691,9.550734519958496) (470,9.430553436279297) (538,9.286725997924805) (1043,9.172292709350586) (2546,9.143875122070312) (288,9.126144409179688) (537,9.0936918258667) (1047,9.081246376037598) (683,8.940572738647461) (344,8.838979721069336)* (1460,8.821857452392578) (679,8.756996154785156)
153: (1118,9.405890464782715) (1131,9.354573249816895) (1790,9.00224781036377) (152,8.885685920715332) (703,8.827138900756836) (229,8.726401329040527) (7,8.674415588378906) (81,8.644156455993652) (188,8.61338996887207)* (707,8.49233341217041) (233,8.321375846862793) (163,8.317615509033203) (1116,8.307291984558105) (198,8.137354850769043) (418,8.043598175048828) (183,8.035486221313477) (1125,8.026545524597168) (962,7.981076240539551) (162,7.977906227111816)* (1109,7.9252753257751465)
154: (7,10.026836395263672) (726,9.602221488952637) (1186,9.591946601867676) (959,9.446016311645508) (190,9.431145668029785) (808,9.03838062286377) (918,8.877462387084961) (1672,8.84552001953125)* (497,8.74991512298584) (504,8.681119918823242) (230,8.638751029968262) (377,8.624617576599121) (475,8.569273948669434) (1249,8.508476257324219) (1044,8.413674354553223) (488,8.272871971130371) (3427,8.237383842468262)* (481,8.233728408813477) (464,8.227932929992676) (1179,8.2027006149292)
155: (875,9.146678924560547)* (631,8.457430839538574) (874,8.412569046020508) (2470,8.116081237792969) (3431,8.098787307739258)* (2488,7.973765850067139) (852,7.861600399017334) (1888,7.839924335479736) (867,7.7818098068237305) (3289,7.668025493621826) (1083,7.566222667694092)* (3941,7.566133975982666) (9321,7.489456653594971) (857,7.477921009063721) (2531,7.384575843811035) (59,7.346813678741455) (2480,7.316927909851074) (853,7.278636932373047) (2471,7.24022102355957) (2938,7.237874984741211)
156: (228,11.4567232131958) (2277,11.162193298339844) (424,10.574087142944336) (533,9.963115692138672)* (229,9.789650917053223) (215,9.434144020080566) (1519,9.406038284301758) (3676,9.370671272277832) (65,9.209732055664062)* (65,9.209732055664062)* (182,9.119461059570312) (703,8.92932415008545) (199,8.909759521484375) (689,8.902889251708984) (1400,8.89096450805664) (683,8.77432918548584) (962,8.763165473937988) (3110,8.70845890045166) (429,8.663363456726074) (903,8.635310173034668)
157: (959,10.128517150878906)* (227,9.34524917602539) (732,8.862872123718262) (2834,8.751548767089844)* (724,8.639301300048828) (956,8.505976676940918) (707,8.446992874145508) (1415,8.369733810424805) (1358,8.315681457519531)* (735,8.20685863494873) (1803,8.187371253967285) (562,8.097190856933594) (4251,7.934844017028809) (5157,7.914357662200928) (2784,7.859196186065674)* (922,7.809584140777588) (1757,7.757669448852539) (4458,7.74463415145874) (2901,7.716935157775879) (3774,7.648537635803223)
158: (3491,10.379510879516602)* (289,10.37282943725586) (5032,9.738822937011719) (288,9.499641418457031) (674,9.378206253051758) (1021,9.166756629943848) (3324,8.833258628845215) (461,8.81268310546875) (2977,8.811664581298828) (786,8.678215980529785) (3375,8.41871166229248) (308,8.28571605682373) (1059,8.234858512878418) (297,8.232806205749512) (330,8.187352180480957) (349,8.17972183227539) (2094,8.168246269226074) (344,8.15975284576416) (375,7.9942755699157715) (1459,7.927501678466797)
159: (289,11.999704360961914) (157,10.651022911071777) (294,10.367873191833496)* (306,10.186062812805176) (97,10.071362495422363) (1464,9.865933418273926) (71,9.620782852172852) (71,9.620782852172852) (180,9.255961418151855) (310,9.041597366333008)* (1463,8.902144432067871) (190,8.541625022888184) (285,8.428665161132812) (538,8.378835678100586) (1243,8.288378715515137) (689,8.248141288757324) (55,8.208735466003418) (535,7.97433614730835) (903,7.926020622253418) (1009,7.893948554992676)
161: (198,10.245572090148926) (7,9.335020065307617) (2014,8.655344009399414) (707,8.643142700195312) (490,8.570717811584473) (488,8.546767234802246) (504,8.479169845581055) (1145,8.428861618041992) (497,8.301949501037598) (4136,7.982430934906006) (978,7.961279392242432)* (930,7.937832832336426) (846,7.896816253662109) (156,7.894690036773682) (3197,7.882812976837158) (726,7.804203987121582) (1797,7.75110387802124) (5972,7.749917507171631) (489,7.694969654083252) (1295,7.64397668838501)
162: (294,11.698018074035645) (157,10.333061218261719) (349,10.135359764099121) (288,9.909208297729492) (461,9.718189239501953) (161,9.42274284362793) (320,9.307283401489258) (915,9.290121078491211) (523,9.075069427490234) (701,8.976953506469727) (377,8.953736305236816) (966,8.902273178100586) (972,8.723021507263184) (378,8.541476249694824)* (306,8.484845161437988) (518,8.394881248474121) (906,8.244243621826172) (55,8.037944793701172) (481,8.022713661193848) (1243,7.953920841217041)
163: (2438,12.570292472839355) (676,11.472461700439453) (2442,11.414058685302734)* (5267,10.820789337158203) (2467,10.631904602050781)* (2447,10.286230087280273)* (2465,10.18623161315918) (648,9.731995582580566) (2437,9.701167106628418) (3761,9.534314155578613) (3962,9.517857551574707) (3960,9.447135925292969) (3964,9.31470012664795) (364,9.182112693786621) (2445,9.143033981323242) (1489,9.090229988098145) (2443,9.028963088989258) (12690,8.956741333007812) (3585,8.956635475158691)* (12681,8.877863883972168)
164: (190,9.23206615447998)* (418,8.703657150268555) (3057,8.69688606262207) (703,8.40563678741455) (228,8.340903282165527) (227,8.331475257873535) (229,8.09924030303955) (88,8.066871643066406) (858,8.032676696777344) (163,7.853277206420898) (81,7.8338093757629395) (1424,7.792517185211182) (237,7.7318220138549805) (204,7.642629146575928)* (429,7.623918533325195) (210,7.599305629730225) (215,7.371757984161377)* (226,7.360140323638916)* (223,7.325430393218994) (533,7.288500785827637)
166: (424,11.18073844909668) (511,10.512969017028809) (157,9.887011528015137) (190,9.789627075195312) (228,9.78564167022705) (599,9.650630950927734) (1412,9.60966968536377) (601,9.049182891845703) (159,8.850218772888184)* (56,8.822571754455566) (56,8.822571754455566) (868,8.805549621582031) (1122,8.70528793334961) (614,8.416460990905762) (250,8.324374198913574) (220,8.230506896972656) (65,8.149845123291016) (65,8.149845123291016) (206,8.147195816040039) (163,8.12722110748291)
168: (3707,10.304852485656738) (3411,9.804964065551758) (608,9.273333549499512) (2716,9.217400550842285) (12000,9.154956817626953) (603,9.044578552246094) (440,9.038742065429688)* (1155,8.918092727661133) (205,8.876785278320312) (56,8.710454940795898) (56,8.710454940795898) (2542,8.520343780517578)* (616,8.4959716796875) (2415,8.46675968170166) (2921,8.447648048400879) (2667,8.373268127441406) (6187,8.367791175842285) (6409,8.357945442199707) (1969,8.337725639343262) (3673,8.334480285644531)
170: (198,9.664054870605469) (785,9.553336143493652) (846,8.98254680633545) (812,8.868303298950195) (1547,8.8151273727417) (806,8.682415008544922) (810,8.601090431213379) (1118,8.487187385559082) (813,8.280172348022461) (2379,8.253572463989258) (1861,8.154447555541992) (949,8.062263488769531) (707,8.056254386901855)* (12,8.022477149963379) (6289,7.945119380950928) (1274,7.924860000610352) (820,7.881501197814941) (832,7.844703197479248) (2970,7.806579113006592) (377,7.759159088134766)
171: (424,10.297266960144043) (217,8.884946823120117) (703,8.525489807128906)* (430,8.518556594848633) (716,8.375965118408203) (1090,8.288488388061523) (210,8.21741008758545) (1048,8.186084747314453) (1400,8.093399047851562)* (1390,8.012382507324219) (1106,7.96541690826416) (757,7.864349842071533)* (425,7.836288928985596) (533,7.833269119262695) (199,7.797506332397461) (3255,7.774515628814697) (2277,7.75713586807251) (428,7.711958408355713) (1378,7.663315773010254) (604,7.662504196166992)
172: (229,10.274433135986328) (227,9.935510635375977) (159,9.765276908874512) (172,9.730108261108398) (1106,9.634750366210938) (533,9.520288467407227) (857,9.434895515441895)* (429,9.305678367614746) (72,9.24470043182373) (72,9.24470043182373) (2821,8.958597183227539)* (208,8.90440559387207) (1379,8.883633613586426) (425,8.69629192352295) (203,8.668976783752441) (709,8.657364845275879) (420,8.648112297058105) (1090,8.638696670532227) (859,8.625699043273926) (2083,8.555852890014648)
173: (227,11.408515930175781)* (533,11.294578552246094) (439,10.650724411010742)* (1545,10.531377792358398) (226,10.129287719726562) (1515,9.957540512084961) (932,9.801589012145996) (421,9.69120979309082) (8710,9.608784675598145) (196,9.568573951721191) (228,9.458663940429688) (982,9.396471977233887) (1651,9.211520195007324) (4793,8.951337814331055) (5441,8.878057479858398) (1239,8.870976448059082) (11177,8.83405876159668) (3747,8.526229858398438)* (3462,8.518594741821289) (438,8.516935348510742)
174: (228,10.97801399230957) (190,10.480169296264648) (227,9.459562301635742) (3255,8.925811767578125) (437,8.802499771118164) (289,8.751343727111816) (1243,8.413374900817871) (192,8.411796569824219) (472,8.3497896194458) (2176,8.207566261291504) (471,8.053126335144043) (951,8.047908782958984) (157,7.954135894775391) (538,7.938931465148926) (424,7.919447422027588) (3460,7.894989013671875) (230,7.8779168128967285) (959,7.8389482498168945) (2031,7.819117069244385) (689,7.7763824462890625)
175: (2438,11.101250648498535) (676,10.061881065368652) (294,9.46131706237793) (2447,9.04088020324707) (5267,8.995412826538086) (2465,8.884469032287598) (3962,8.596076011657715) (3960,8.548848152160645) (3584,8.386672019958496) (3964,8.363996505737305) (3966,8.212066650390625) (2437,8.123303413391113)* (3583,8.10551643371582)* (5767,8.07202434539795) (1445,7.852675437927246) (1459,7.753264427185059)* (2445,7.704705715179443) (1694,7.65177059173584) (8103,7.480353355407715) (2461,7.462482452392578)
176: (190,11.826136589050293) (159,11.661951065063477) (56,10.505694389343262) (56,10.505694389343262) (2531,10.459752082824707) (229,10.369422912597656) (599,10.362915992736816) (859,10.342820167541504) (199,10.29991340637207) (718,9.602920532226562) (1400,9.550385475158691) (539,9.529075622558594) (3732,9.315949440002441)* (420,9.300042152404785) (1504,9.28502082824707) (424,9.214288711547852)* (3186,9.183146476745605) (3767,9.176552772521973)* (425,9.174083709716797) (1239,9.136669158935547)
177: (163,14.206963539123535)* (707,10.896547317504883) (1412,10.489164352416992)* (599,10.428802490234375)* (1119,10.395337104797363) (152,10.31170654296875)* (1343,10.245057106018066) (226,10.22273063659668) (4127,10.148029327392578) (918,10.105758666992188) (156,10.098223686218262) (920,9.977178573608398) (868,9.925758361816406) (607,9.908337593078613)* (1425,9.660399436950684) (4675,9.57742977142334) (718,9.523415565490723) (910,9.411917686462402) (1131,9.36610221862793) (956,9.327369689941406)
