userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,64.08512878417969) (187,63.5308723449707) (51,63.48228454589844)* (1073,63.38427734375) (3992,63.11385726928711) (1824,62.50410461425781) (59,62.428619384765625)* (1098,62.28968811035156) (1167,62.03181838989258) (1892,61.94208908081055) (1713,61.92414855957031) (61,61.74566650390625)* (1109,61.70138931274414) (175,61.68661880493164) (1464,61.62046813964844) (1848,61.41236114501953) (157,61.393287658691406) (4308,61.30300521850586) (1072,61.292381286621094) (3201,61.256954193115234)
140: (2572,62.64316940307617) (632,62.28384780883789) (162,61.82706069946289) (8461,61.45851516723633) (225,61.376983642578125)* (5423,61.30359649658203) (170,61.295188903808594)* (604,61.032474517822266) (229,60.97936248779297) (5205,60.91843795776367) (2582,60.91661071777344) (621,60.838069915771484) (3030,60.761722564697266) (2580,60.659149169921875) (210,60.61133575439453) (2775,60.607601165771484) (615,60.5600471496582) (228,60.4525260925293) (533,60.43781280517578) (12716,60.42691421508789)
141: (1412,67.25348663330078) (72,67.10270690917969)* (72,67.10270690917969)* (868,66.85501861572266) (599,66.81473541259766)* (227,66.52325439453125)* (234,66.37235260009766) (193,66.26168823242188) (707,66.23676300048828) (187,66.1357192993164) (712,65.98951721191406) (706,65.95315551757812) (348,65.92781829833984) (65,65.87505340576172) (65,65.87505340576172) (1104,65.72023010253906) (1244,65.69452667236328) (2783,65.67765808105469) (735,65.6408462524414)* (176,65.57418060302734)
142: (59,61.556209564208984)* (1073,60.22955322265625) (56,59.72697067260742) (56,59.72697067260742) (84,59.50639343261719) (1083,59.39162063598633)* (1878,59.24275207519531) (1886,58.93221664428711) (159,58.90457534790039)* (1888,58.693695068359375) (1001,58.560760498046875) (875,58.53668212890625) (441,58.49961471557617)* (1013,58.41108703613281) (8583,58.30266189575195) (757,58.21461486816406) (1019,58.2095832824707) (64,58.123191833496094) (64,58.123191833496094) (5152,58.09495544433594)
143: (1464,65.09208679199219) (69,64.98148345947266) (69,64.98148345947266) (575,64.88822937011719) (67,64.54410552978516) (67,64.54410552978516) (5787,64.32839965820312) (576,64.32271575927734) (2047,64.0983657836914) (3313,64.09107971191406) (572,64.07748413085938) (192,63.801597595214844)* (360,63.651676177978516) (2394,63.597496032714844) (285,63.55510330200195) (3306,63.54816818237305)* (96,63.51518249511719) (241,63.5036735534668) (511,63.49020004272461)* (717,63.48072814941406)*
144: (288,62.61662673950195)* (306,61.70462417602539)* (257,61.58853530883789)* (314,61.3266716003418)* (349,61.32493209838867)* (701,61.20710372924805)* (312,61.105953216552734)* (468,60.91958999633789) (331,60.915287017822266) (352,60.860572814941406) (310,60.80584716796875) (1613,60.73410415649414) (279,60.53184127807617) (330,60.4227294921875) (301,60.421424865722656)* (484,60.28435516357422) (329,60.26051330566406) (1601,59.94552993774414) (1596,59.918094635009766)* (4566,59.822513580322266)
145: (300,62.206417083740234)* (288,61.776405334472656)* (292,61.36890411376953)* (342,61.24562454223633)* (679,61.13205337524414) (461,61.091739654541016) (302,61.074222564697266)* (289,61.05852127075195) (324,60.750450134277344)* (691,60.68304443359375) (1459,60.62393569946289) (307,60.58262634277344) (295,60.442081451416016) (498,60.379112243652344) (298,60.31242752075195) (680,60.20252227783203) (362,60.08032989501953) (1052,60.06181716918945) (1470,60.02943420410156) (5746,59.932777404785156)
146: (292,65.89923858642578)* (461,65.84645080566406)* (300,65.78118896484375)* (458,65.59973907470703) (291,65.54280853271484)* (681,65.3895263671875) (4562,65.25122833251953) (468,64.95596313476562) (686,64.76087188720703) (498,64.7402114868164)* (544,64.67072296142578) (531,64.52735137939453) (299,64.51008605957031) (2094,64.5065689086914)* (523,64.4871826171875) (317,64.4668197631836) (464,64.40106964111328) (913,64.38593292236328) (310,64.35993194580078) (907,64.24378204345703)
147: (288,66.96953582763672)* (344,66.30950164794922) (523,66.18917083740234)* (455,66.12126922607422) (461,66.07444763183594) (300,65.72712707519531) (157,65.56462860107422) (325,65.46607971191406)* (681,65.39845275878906) (89,65.39132690429688) (306,65.33203887939453)* (544,65.31591033935547) (908,65.13594055175781) (701,65.12836456298828)* (466,65.10411071777344) (646,65.09072875976562) (966,64.9470443725586) (680,64.86537170410156) (292,64.83755493164062)* (464,64.63630676269531)
148: (1187,58.25288009643555) (3227,57.763671875) (1732,57.71666717529297) (779,57.641666412353516) (418,57.507057189941406) (1100,57.361083984375) (13902,57.0810661315918) (154,57.0077018737793) (749,56.91822814941406) (199,56.8868522644043) (9260,56.83585739135742) (757,56.83308792114258) (3317,56.779476165771484) (3411,56.77238082885742) (3028,56.76557922363281) (3685,56.726802825927734) (12051,56.599021911621094) (1541,56.517539978027344) (5066,56.49744415283203) (4096,56.45166778564453)
149: (65,63.19364547729492) (65,63.19364547729492) (333,62.587947845458984) (316,62.52052688598633) (89,62.394012451171875)* (190,62.2859001159668) (540,62.263641357421875) (229,62.25925827026367) (1377,62.24968338012695) (227,62.18960189819336) (234,62.08145523071289) (209,62.006954193115234) (538,61.97523498535156) (1246,61.975181579589844) (228,61.95732498168945) (207,61.866065979003906) (220,61.86561965942383) (182,61.778114318847656) (1375,61.75818634033203) (298,61.744285583496094)
150: (300,60.89029312133789) (349,60.8675422668457)* (461,60.60798263549805) (291,60.543601989746094)* (295,60.4862060546875)* (292,60.458309173583984) (498,60.42991638183594) (67,60.324127197265625) (67,60.324127197265625) (294,60.20756912231445)* (360,60.19520568847656) (679,60.095333099365234) (475,60.026187896728516) (951,60.005611419677734) (913,59.972530364990234) (523,59.883174896240234) (908,59.868900299072266) (3332,59.83673858642578) (2523,59.831634521484375) (299,59.7516975402832)*
151: (283,56.021854400634766)* (6120,55.18706130981445) (6483,55.12413787841797) (6480,55.11268997192383) (4709,54.97383499145508) (1775,54.9203987121582) (708,54.88623809814453) (7091,54.8187255859375) (6123,54.79109573364258) (4463,54.71399688720703) (4087,54.68820571899414) (4828,54.67235565185547) (8371,54.26646423339844) (5772,54.25349044799805) (1045,54.23503494262695) (3384,54.19931411743164)* (1241,54.191680908203125) (3741,53.978851318359375) (8728,53.974063873291016) (4850,53.907901763916016)
152: (89,63.4961051940918)* (679,63.17809295654297) (324,62.98308563232422)* (344,62.90418243408203)* (288,62.633941650390625) (464,62.5410270690918) (230,62.52858352661133) (461,62.45575714111328)* (302,62.350685119628906) (1047,62.345298767089844) (209,62.31770324707031) (1043,62.314659118652344) (681,62.147064208984375) (321,62.04943084716797) (470,61.856712341308594) (67,61.81372833251953) (67,61.81372833251953) (412,61.745948791503906)* (292,61.67080307006836) (227,61.633338928222656)*
153: (1118,62.77481460571289) (162,62.710426330566406)* (1131,62.69840621948242) (233,62.66498565673828) (72,62.596553802490234) (72,62.596553802490234) (512,62.587005615234375) (1418,62.57771682739258) (1116,62.494384765625) (81,62.375953674316406) (174,62.26569366455078)* (181,62.25031280517578) (1104,61.815223693847656) (1109,61.76201248168945) (238,61.647029876708984) (173,61.6102180480957) (1098,61.3653450012207) (503,61.355506896972656) (806,61.280616760253906) (188,61.21931838989258)*
154: (377,64.7059555053711) (497,63.46941375732422) (1854,63.042476654052734) (488,62.783016204833984) (7,62.73772048950195) (1672,62.68378448486328)* (498,62.58821105957031) (1044,62.46541976928711) (503,62.22264862060547) (230,62.1339225769043) (190,62.04765319824219) (405,61.9696044921875) (978,61.89710998535156) (3240,61.81848907470703) (489,61.81231689453125) (504,61.782806396484375) (519,61.7496337890625) (1249,61.6479606628418) (371,61.617401123046875) (2941,61.47830581665039)
155: (875,58.59806823730469)* (1513,57.973175048828125) (3431,57.73952102661133)* (1083,57.38777160644531)* (1203,56.84858703613281) (1804,56.69345474243164) (1369,56.68471145629883) (2343,56.600799560546875) (1205,56.10696029663086) (1358,56.08770751953125) (1531,56.06503677368164) (1814,56.039554595947266) (8668,55.926124572753906) (868,55.85205078125) (917,55.851593017578125) (852,55.83290481567383) (4278,55.792236328125) (5785,55.77362823486328) (857,55.76948547363281) (1412,55.75949478149414)
156: (228,65.66957092285156) (424,65.6424331665039) (1242,65.62257385253906) (65,65.48180389404297)* (65,65.48180389404297)* (217,65.46785736083984) (533,65.37796020507812)* (429,65.1579360961914) (733,65.12134552001953) (2277,64.97926330566406) (1239,64.95761108398438) (366,64.93138122558594) (229,64.87483215332031) (1244,64.84648132324219) (316,64.78267669677734) (683,64.74701690673828) (709,64.70977783203125) (618,64.70287322998047) (1412,64.62822723388672) (163,64.60649108886719)*
157: (1358,62.841800689697266)* (724,62.51457977294922) (1249,62.12624740600586) (959,61.977115631103516)* (1803,61.839298248291016) (707,61.758514404296875) (2834,61.635257720947266)* (2569,61.60982894897461) (951,61.602359771728516) (732,61.508087158203125) (2346,61.11772537231445) (922,60.92349624633789) (1244,60.504974365234375) (227,60.49430465698242) (1415,60.44687271118164) (2784,60.359867095947266)* (2838,60.24734115600586) (2351,60.2359619140625) (7792,60.20379638671875) (157,60.14178466796875)
158: (3324,62.49037551879883) (2094,62.48259735107422) (786,62.07288360595703) (375,61.82432556152344) (5767,61.56795120239258) (288,61.560176849365234) (289,61.210479736328125) (344,60.95037841796875) (2392,60.913673400878906) (89,60.89564895629883) (4515,60.83544921875) (1918,60.82814407348633) (296,60.77144241333008) (379,60.768428802490234) (55,60.72867965698242) (5574,60.686580657958984) (67,60.66982650756836) (67,60.66982650756836) (1459,60.632667541503906) (300,60.57749938964844)
159: (722,65.2284927368164) (727,64.76426696777344) (71,64.66942596435547) (71,64.66942596435547) (63,64.66458892822266) (63,64.66458892822266) (157,64.62248992919922) (89,64.60181427001953) (310,64.50004577636719)* (289,64.42767333984375) (55,64.3665771484375) (1098,63.99034881591797) (306,63.91314697265625) (294,63.88386154174805)* (1009,63.862953186035156) (295,63.82305908203125) (913,63.6138916015625) (697,63.56983184814453) (300,63.47039794921875) (1109,63.438941955566406)
161: (2967,59.99980163574219) (1914,57.68703079223633) (6542,57.65388870239258) (3034,57.51917266845703) (2100,57.50579071044922) (3244,57.41762161254883)* (835,57.385162353515625) (4162,57.19865417480469) (1277,57.18101501464844) (3239,57.145328521728516) (1919,57.12210464477539) (2940,57.08974838256836) (5670,57.085269927978516) (15290,57.0355224609375) (1295,57.01313018798828) (1270,57.006195068359375) (45,56.93056106567383) (930,56.90411376953125) (1263,56.8414306640625) (6257,56.70135498046875)
162: (288,70.1983642578125) (461,69.38522338867188) (377,69.36270141601562) (157,69.04061889648438) (523,68.63465881347656) (701,68.6205062866211) (161,68.58393096923828) (378,68.45427703857422)* (306,68.41458129882812) (349,68.35920715332031) (802,68.30146789550781) (300,68.25993347167969) (498,68.2581787109375) (292,68.01658630371094) (294,67.92230224609375) (329,67.82046508789062) (180,67.77347564697266) (1057,67.68838500976562) (466,67.63107299804688) (2067,67.4820556640625)
163: (2467,59.14469528198242)* (5267,58.77489471435547) (3585,58.743675231933594)* (2442,58.44425964355469)* (2466,57.6843147277832) (2443,57.47182846069336) (1462,57.38570022583008) (8105,57.26677322387695) (2445,57.01060104370117) (8373,56.853397369384766) (2437,56.65956115722656) (8100,56.48252487182617) (8375,56.454978942871094) (321,56.41488265991211) (8106,56.38058090209961) (7398,56.37001037597656) (3766,56.360137939453125) (364,56.358768463134766) (8370,56.237213134765625) (1489,56.199161529541016)
164: (227,66.22586822509766) (533,65.58389282226562) (715,65.27202606201172) (511,65.17262268066406) (88,65.15284729003906) (65,65.08268737792969) (65,65.08268737792969) (190,65.00403594970703)* (229,64.89851379394531) (163,64.81732177734375) (982,64.57524108886719) (206,64.51214599609375) (1643,64.45556640625)* (234,64.39604187011719) (6390,64.36895751953125) (220,64.30999755859375) (2612,64.2558822631836) (228,64.20175170898438) (4179,64.18647003173828) (212,64.1220474243164)
166: (154,67.14522552490234) (163,67.06143951416016) (511,66.9976806640625) (1412,66.89946746826172) (735,66.79557037353516) (599,66.58673095703125) (157,66.36161804199219) (1244,66.24154663085938) (159,66.17781829833984)* (206,66.10465240478516) (718,66.0406723022461) (65,66.02938842773438) (65,66.02938842773438) (562,66.01420593261719) (203,65.77423095703125) (715,65.66959381103516) (959,65.60282897949219) (366,65.58878326416016)* (986,65.54314422607422) (234,65.48333740234375)
168: (7665,59.26668167114258) (3411,59.19203186035156) (418,58.77016830444336) (619,58.67565155029297) (1155,58.145782470703125) (444,58.13298034667969) (757,57.89302444458008)* (603,57.83340835571289) (1950,57.81109619140625) (6409,57.66620635986328) (3707,57.62887191772461) (1963,57.53891372680664) (1745,57.51004409790039) (3685,57.503517150878906)* (11204,57.46592712402344) (440,57.449005126953125)* (2139,57.445709228515625) (445,57.44472122192383) (621,57.262977600097656) (1969,57.18306350708008)
170: (785,63.3801155090332) (813,62.85790252685547) (1861,62.798301696777344) (198,62.38737869262695) (978,62.29583740234375) (2379,62.238792419433594) (953,61.87640380859375) (370,61.80746078491211) (707,61.56897735595703)* (489,61.52986145019531) (25,61.447303771972656) (846,61.38276672363281) (1547,61.37841796875) (2576,61.197940826416016) (233,61.17192840576172) (2381,61.16629409790039) (830,61.15180969238281) (1044,61.11048889160156)* (3028,61.064979553222656) (826,61.03235626220703)
171: (199,64.8371810913086) (56,64.47272491455078) (56,64.47272491455078) (154,64.24115753173828)* (418,64.21807861328125) (1400,64.20199584960938)* (425,63.756919860839844) (227,63.69999313354492) (217,63.61040115356445) (703,63.561553955078125)* (1106,63.51875686645508) (173,63.506221771240234) (430,63.378746032714844) (1090,63.29667282104492) (1390,63.09135818481445) (210,63.055824279785156) (159,63.053977966308594) (424,63.01824188232422) (689,63.00322341918945) (757,63.00291061401367)*
172: (56,67.36894989013672) (56,67.36894989013672) (229,67.07616424560547) (233,66.96875762939453) (159,66.9096908569336) (72,66.73214721679688) (72,66.73214721679688) (234,66.4775161743164) (227,66.01937866210938) (199,65.88227844238281) (533,65.87376403808594) (1090,65.74325561523438) (198,65.71806335449219) (1116,65.6154556274414) (450,65.6015396118164) (436,65.50457000732422) (429,65.44326782226562) (851,65.43267822265625) (203,65.42891693115234) (88,65.40470886230469)
173: (227,65.72064971923828)* (982,65.54740142822266) (533,65.35476684570312) (439,65.30982971191406)* (234,65.26874542236328) (1249,65.18556213378906) (706,65.1070785522461) (65,64.7809066772461) (65,64.7809066772461) (707,64.6506118774414)* (220,64.58717346191406) (1545,64.40440368652344) (228,64.38894653320312) (229,64.2773666381836) (230,64.1882553100586) (917,64.0943374633789) (1513,64.0802001953125) (226,63.978858947753906) (159,63.929893493652344)* (614,63.90334701538086)
174: (227,64.77660369873047) (3749,64.68330383300781)* (366,64.44511413574219) (356,63.837711334228516) (533,63.71756362915039) (3078,63.697776794433594) (4616,63.662879943847656) (1470,63.59705352783203) (1105,63.5738410949707) (3859,63.53495788574219) (730,63.4821662902832) (4432,63.39387893676758) (190,63.261993408203125) (10677,63.06709289550781) (892,63.0252685546875) (734,63.008514404296875) (472,63.005741119384766) (538,62.97432327270508) (355,62.9295539855957) (2176,62.90892791748047)
175: (5267,60.022090911865234) (2450,58.59020233154297) (3611,58.575801849365234) (5375,58.44082260131836) (2437,58.437416076660156)* (1459,58.32369613647461)* (892,58.1698112487793) (333,58.14094161987305) (2448,58.1373291015625) (1462,58.13660430908203) (2466,58.095149993896484) (321,58.078758239746094) (2456,58.046630859375) (157,58.044857025146484) (1447,58.01584243774414)* (291,57.98741149902344) (1686,57.97938919067383) (786,57.955467224121094) (12573,57.92489242553711) (945,57.854095458984375)
176: (56,66.6485595703125) (56,66.6485595703125) (199,65.93115234375) (859,65.89913940429688) (159,65.85502624511719) (4384,65.21632385253906) (450,65.21337890625)* (229,65.05677032470703) (851,65.01084899902344) (2531,64.94668579101562) (4025,64.83070373535156) (875,64.74515533447266) (1513,64.7442855834961) (1206,64.64417266845703) (425,64.63859558105469) (4732,64.6208724975586) (599,64.5890884399414) (203,64.56591796875) (230,64.54083251953125) (857,64.50541687011719)
177: (1412,69.00562286376953)* (841,68.54281616210938) (163,68.48756408691406)* (707,67.40039825439453) (152,67.23988342285156)* (599,66.82404327392578)* (868,66.75628662109375) (3481,66.57698059082031) (1639,66.56495666503906)* (607,66.46296691894531)* (920,66.39087677001953) (1119,66.3465805053711) (1358,66.29517364501953) (4675,66.24134826660156) (1131,66.23257446289062) (212,66.12019348144531) (562,66.05960083007812) (186,66.02581787109375) (234,66.00312042236328) (1425,65.91886901855469)
178: (163,62.30332946777344) (1119,62.17762756347656) (1412,62.15451431274414) (707,62.035743713378906) (920,61.76315689086914) (3481,61.38249206542969) (1369,61.353572845458984) (918,61.256649017333984) (1131,61.22184753417969) (3417,61.18037033081055) (2493,61.11861038208008) (1411,61.09403610229492) (841,61.004974365234375) (9440,61.001468658447266) (2763,60.981170654296875) (152,60.86155319213867) (1358,60.70587921142578) (843,60.691917419433594) (5040,60.6768798828125) (2006,60.63357925415039)
179: (89,66.56671142578125)* (333,65.64358520507812)* (67,65.12895965576172)* (67,65.12895965576172)* (306,65.10990142822266) (230,65.08573150634766)* (302,65.01610565185547) (209,64.98405456542969) (298,64.71031951904297) (190,64.43389129638672) (1246,64.41363525390625) (55,64.3351821899414) (679,64.33256530761719) (295,64.26637268066406) (324,64.15347290039062) (701,64.01493072509766) (328,63.80653762817383) (1044,63.72857666015625) (538,63.72289276123047) (972,63.6673583984375)
180: (845,61.22276306152344) (785,60.56925582885742) (8910,60.252567291259766) (1204,59.79508590698242) (1203,59.69606018066406) (768,59.5152473449707) (1099,59.469207763671875) (779,59.386749267578125) (2970,59.155494689941406) (1131,58.98247528076172) (3528,58.93663024902344) (370,58.93224334716797) (751,58.8222770690918) (2771,58.73000717163086) (1547,58.70859909057617) (2473,58.610328674316406) (2151,58.60320281982422) (1191,58.53752136230469) (512,58.504150390625) (12,58.49763870239258)
181: (3056,61.55508804321289) (6394,61.4742317199707) (1704,61.20349884033203) (4244,61.171348571777344) (10435,61.13526916503906) (2028,61.056827545166016) (4155,61.0006103515625) (1103,60.968021392822266) (1295,60.950557708740234) (45,60.921512603759766) (3053,60.76967239379883) (8258,60.75143051147461) (1104,60.71335983276367)* (13882,60.6749382019043) (10430,60.64649963378906) (14693,60.600303649902344) (1303,60.58292007446289) (4161,60.50603103637695) (10859,60.482460021972656) (6245,60.37726593017578)
182: (2051,61.24098205566406) (6397,60.14319610595703) (3466,59.76057434082031) (389,59.69235610961914) (406,59.48188400268555) (1147,59.26023864746094) (1121,59.075035095214844) (4616,58.98448181152344) (7157,58.98288345336914) (4928,58.939903259277344) (7175,58.87710189819336) (2465,58.803077697753906) (5806,58.695552825927734) (722,58.57459259033203) (7137,58.568687438964844) (374,58.42767333984375) (1463,58.27523422241211) (63,58.26225662231445) (63,58.26225662231445) (12569,58.25973129272461)
183: (599,64.14917755126953) (59,62.950069427490234)* (227,62.66505813598633) (51,62.45222473144531) (163,62.418338775634766)* (1089,61.99787521362305) (203,61.96979904174805) (959,61.9207878112793) (715,61.80487060546875) (868,61.78765869140625) (1001,61.781494140625) (441,61.678009033203125) (53,61.5150146484375) (53,61.5150146484375) (187,61.503414154052734) (81,61.468048095703125) (436,61.44575119018555) (52,61.376338958740234) (52,61.376338958740234) (851,61.33744812011719)
184: (65,65.52989196777344) (65,65.52989196777344) (238,65.41584777832031)* (81,65.18737030029297)* (1781,64.22218322753906) (54,64.12378692626953) (54,64.12378692626953) (418,64.09740447998047)* (1790,64.0887680053711) (229,63.99393844604492) (3992,63.82472229003906) (174,63.6961784362793) (66,63.54597854614258) (66,63.54597854614258) (1713,63.513450622558594) (183,63.463623046875) (506,63.40709686279297)* (88,63.390132904052734) (187,63.37722396850586) (1072,63.3127555847168)
185: (5260,61.23017883300781) (1013,60.96833801269531)* (91,60.66196823120117) (3896,60.623619079589844) (30,60.55855941772461) (98,60.54097366333008) (999,60.364288330078125) (1079,60.30287170410156) (1004,60.09344482421875) (2938,59.91073226928711) (1083,59.78657531738281) (1017,59.78476333618164) (1895,59.75135040283203) (187,59.725616455078125)* (3768,59.71926498413086) (3281,59.60868835449219) (5254,59.430728912353516) (1019,59.40166091918945) (99,59.3561897277832) (5258,59.25126647949219)
186: (486,65.88761138916016) (1186,65.58080291748047)* (488,65.36685180664062) (209,65.36450958251953) (1246,65.31266784667969) (536,65.3011474609375) (300,65.26848602294922)* (472,65.13156127929688) (403,64.94615936279297) (497,64.82011413574219) (89,64.77571868896484)* (951,64.4969253540039) (1673,64.416015625) (537,64.38780975341797) (542,64.3858413696289) (344,64.37432098388672)* (461,64.37333679199219) (540,64.362548828125) (1180,64.23451232910156) (371,64.16351318359375)
187: (1893,63.96439743041992) (72,63.119991302490234)* (72,63.119991302490234)* (93,62.690956115722656) (1412,62.580169677734375) (193,62.536075592041016)* (868,62.344913482666016) (163,62.3082275390625)* (4123,62.147216796875) (511,62.07659912109375) (1001,61.9806022644043) (3280,61.75) (77,61.73310470581055) (77,61.73310470581055) (99,61.73073196411133) (1892,61.714439392089844) (95,61.68869400024414) (1413,61.5561637878418) (61,61.535667419433594) (1013,61.51935958862305)*
189: (1179,61.348838806152344) (1116,61.28340148925781)* (497,61.052330017089844) (486,60.82514953613281)* (234,60.804012298583984)* (488,60.74064254760742) (503,60.736690521240234) (1672,60.644622802734375) (1104,60.61469268798828) (1974,60.59004592895508) (504,60.57093811035156) (768,60.541324615478516) (1099,60.4442253112793) (7639,60.404441833496094) (982,60.39376449584961)* (1180,60.1771354675293) (1870,60.11116409301758) (209,60.05525588989258) (45,60.040740966796875) (1410,59.94602584838867)
190: (334,53.0750846862793) (3570,52.68296432495117) (3572,52.6531867980957) (676,52.04902267456055) (669,51.77348327636719) (8557,51.73079299926758) (6697,51.68166732788086) (157,51.602638244628906) (288,51.41387939453125) (16806,51.263919830322266) (16807,51.227840423583984) (479,51.207244873046875) (4333,51.198387145996094) (4350,51.1961555480957) (2796,51.171173095703125) (16564,51.0615119934082) (2054,50.94453048706055) (3178,50.85042953491211) (16808,50.838253021240234) (5468,50.74273681640625)
191: (348,64.10499572753906) (1295,64.08250427246094) (1707,63.98969650268555) (63,63.17258834838867) (63,63.17258834838867) (175,62.79117965698242) (1705,62.742279052734375) (6760,62.686920166015625) (1800,62.67864227294922) (877,62.60907745361328) (93,62.56599044799805) (959,62.48039627075195) (4316,62.46855163574219) (2469,62.41889953613281)* (930,62.31503677368164) (506,62.23598098754883) (910,62.18266296386719) (1,62.17143249511719) (30,62.07755661010742) (1099,62.045249938964844)
192: (1548,51.34951400756836) (3028,49.69118118286133) (842,49.34455108642578) (751,49.011070251464844) (13478,49.00580978393555) (6759,48.89496994018555) (3043,48.85934066772461) (16645,48.74639129638672) (106,48.735084533691406) (16437,48.68543243408203) (5135,48.63540267944336) (11604,48.53874206542969) (4003,48.38945388793945)* (15046,48.24260330200195) (147,48.16090774536133) (16643,48.15331268310547) (805,48.12363815307617) (831,48.121578216552734) (4335,48.10319137573242) (4508,48.09413528442383)
193: (5180,63.96906661987305) (7530,63.884281158447266) (1405,63.70719528198242) (1394,63.52977752685547) (475,63.3012580871582) (59,63.23563003540039) (80,63.2252082824707) (3193,63.19610595703125) (159,62.970550537109375) (84,62.87383270263672)* (2101,62.716064453125) (8600,62.503841400146484) (4028,62.39133071899414)* (1941,62.346397399902344) (429,62.331817626953125) (1098,62.304351806640625) (229,62.28126907348633) (154,62.261878967285156) (4181,62.18347930908203) (174,62.016395568847656)
194: (2616,55.63750076293945) (2605,55.56355667114258) (237,55.46933364868164) (748,55.274147033691406) (81,55.06727981567383)* (1098,55.00145721435547)* (1731,54.69660949707031) (103,54.6917610168457) (4316,54.685585021972656) (1095,54.39295959472656) (603,54.38032913208008) (52,54.290863037109375) (52,54.290863037109375) (6151,54.2560920715332) (1736,54.15327835083008) (7026,54.143798828125) (3411,54.06989669799805) (6730,54.039703369140625) (755,53.98351287841797) (162,53.92567443847656)
195: (599,62.88199234008789) (203,61.733394622802734) (197,61.50981903076172) (618,61.37946319580078) (2265,61.26521301269531) (441,61.18562698364258) (863,61.153778076171875)* (206,61.129573822021484) (615,61.12375259399414) (1504,61.03350830078125) (511,60.98539733886719) (159,60.952728271484375) (715,60.88555145263672) (429,60.78871536254883) (620,60.751617431640625) (1089,60.73651123046875) (436,60.72089767456055) (609,60.71636962890625) (858,60.701473236083984) (225,60.629295349121094)
196: (234,67.12618255615234)* (533,66.69774627685547) (65,66.62516021728516)* (65,66.62516021728516)* (207,66.59928131103516)* (159,66.59212493896484) (190,66.51436614990234)* (436,66.2451400756836)* (228,66.17843627929688) (203,66.15017700195312) (173,66.14090728759766) (511,66.12393188476562) (959,66.11376953125) (735,65.91899871826172) (706,65.66681671142578) (163,65.62532806396484) (614,65.41047668457031) (199,65.35254669189453) (429,65.32608032226562) (1400,65.24925231933594)
198: (815,63.57256317138672) (412,63.40567398071289) (1181,63.323299407958984) (198,63.18257522583008) (500,63.13425827026367) (4821,63.10210418701172) (1197,63.085899353027344) (1861,63.05171585083008) (507,62.81193542480469) (805,62.79082107543945) (768,62.758358001708984) (4262,62.755279541015625) (978,62.75353240966797) (3721,62.44772720336914) (489,62.3936767578125) (6773,62.39253234863281) (537,62.36101150512695) (1180,62.35953903198242) (2430,62.321537017822266) (2959,62.26640319824219)
200: (163,65.27735137939453)* (868,64.34950256347656) (1249,63.697654724121094) (706,63.68851089477539)* (1244,63.47184371948242) (735,63.46257400512695) (707,63.45119094848633) (1415,63.31990432739258)* (234,63.29944610595703) (599,63.089717864990234) (1639,63.01314926147461) (1413,62.96360778808594) (601,62.89567184448242) (220,62.89238739013672) (3264,62.86201095581055) (1372,62.85382080078125) (728,62.84397506713867) (245,62.68300247192383) (157,62.6753044128418) (2901,62.58875274658203)
201: (72,60.586029052734375)* (72,60.586029052734375)* (955,60.11663818359375) (930,60.00033187866211) (1098,59.95223617553711) (187,59.8847770690918) (7261,59.844581604003906) (936,59.73080062866211) (65,59.65425491333008) (65,59.65425491333008) (5180,59.58274459838867) (4143,59.543304443359375)* (5532,59.47527313232422) (7429,59.4470100402832) (518,59.35338592529297)* (95,59.30366134643555) (1114,59.24528503417969) (189,59.15184020996094) (179,59.1319694519043) (174,59.06948471069336)
202: (707,61.507720947265625)* (917,61.20114517211914)* (2038,60.550506591796875) (2838,60.37321090698242) (1913,60.23701095581055) (2835,60.19868469238281) (918,60.0512580871582)* (1360,60.042484283447266) (1358,59.797607421875) (841,59.79238510131836) (1132,59.70989990234375) (1369,59.64961624145508) (2359,59.4824104309082) (1104,59.420997619628906)* (517,59.3846321105957) (2787,59.369503021240234) (198,59.352718353271484) (726,59.30906677246094) (2343,59.17647933959961) (1535,59.15937042236328)
203: (830,58.537471771240234) (808,57.7523193359375) (507,57.689971923828125) (1672,57.49102020263672) (978,57.273990631103516) (818,57.1974983215332) (497,57.164527893066406) (1181,57.15109634399414) (1541,56.9118537902832)* (1200,56.786529541015625) (1868,56.63632583618164) (514,56.610626220703125) (1195,56.55361557006836) (1185,56.41318130493164) (2940,56.36979293823242)* (377,56.332862854003906) (537,56.285823822021484) (834,56.22643280029297) (810,56.20370864868164)* (3027,56.190223693847656)
204: (1645,56.77409362792969) (5628,55.91969299316406) (12491,55.753761291503906) (11553,55.432395935058594) (17170,55.3594856262207) (8270,55.0377197265625) (4185,54.98575210571289)* (3043,54.93960952758789) (412,54.92029571533203) (17167,54.88895797729492) (17166,54.87662124633789) (17164,54.82258987426758) (17159,54.75447082519531) (17160,54.69296646118164) (9485,54.49075698852539) (6206,54.36649703979492) (3333,54.34390640258789) (4184,54.325401306152344)* (17163,54.29317855834961) (4820,54.28348922729492)
