userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,65.70140075683594) (3992,65.2854232788086) (1394,65.27658081054688) (157,65.0290756225586) (51,64.99006652832031)* (1098,64.94988250732422) (1073,64.78324127197266) (601,64.76036834716797) (603,64.6366958618164) (1836,64.58091735839844) (1825,64.26693725585938) (5256,64.19303131103516) (1885,64.10499572753906) (3501,63.97771072387695) (1900,63.90345001220703) (1464,63.856544494628906) (1892,63.838035583496094) (1713,63.8099250793457) (1014,63.780303955078125) (4913,63.7158088684082)
111: (56,71.69676971435547) (56,71.69676971435547) (1398,71.37432861328125) (154,71.199462890625) (2158,71.11174011230469) (4387,71.05731201171875) (2702,70.98767852783203) (757,70.83734130859375) (512,70.81599426269531) (8915,70.5506591796875) (441,70.51041412353516)* (768,70.43624114990234) (3707,70.17242431640625) (1986,70.15265655517578) (2167,70.09053039550781) (2720,70.08206176757812) (3767,70.02275085449219) (779,69.84355163574219) (2693,69.72203826904297) (2679,69.61949157714844)
113: (707,67.59839630126953)* (2352,67.00071716308594) (843,66.86640167236328) (198,66.41494750976562)* (2873,66.3784408569336) (188,66.016845703125) (5239,65.88837432861328) (614,65.73693084716797)* (846,65.59856414794922) (8371,65.52442932128906) (966,65.49645233154297) (1406,65.43785095214844) (366,65.3032455444336) (918,65.24833679199219) (706,65.21245574951172) (1672,65.19551849365234) (1974,65.18645477294922) (920,65.1404037475586)* (1681,65.07472229003906) (3719,65.03083801269531)
114: (1412,64.86947631835938)* (1513,64.76057434082031) (1249,64.7265853881836)* (732,64.71231079101562) (951,64.3453140258789)* (1244,64.05257415771484) (234,63.93552780151367) (1415,63.81669998168945) (562,63.72806167602539)* (707,63.7152099609375) (1079,63.58076477050781) (2788,63.576316833496094) (724,63.550926208496094) (857,63.50209426879883)* (2784,63.498687744140625) (917,63.33449935913086) (1369,63.32784652709961)* (718,63.24168014526367) (1416,63.16975784301758) (157,63.14421081542969)
115: (583,63.37757873535156) (7056,61.684024810791016) (12057,61.459781646728516) (11935,61.370277404785156) (3024,61.26970672607422) (8123,61.19636917114258) (227,61.086021423339844) (728,61.056602478027344)* (565,61.04450225830078) (9528,60.888729095458984) (8128,60.735782623291016) (8114,60.689693450927734) (250,60.57719802856445) (8111,60.564918518066406) (582,60.49972152709961) (2864,60.462528228759766)* (1415,60.44269943237305) (572,60.4314079284668) (1207,60.42936706542969) (580,60.37842559814453)
116: (3227,76.59784698486328) (6288,76.59601593017578) (267,76.2709732055664)* (4779,75.61923217773438) (4586,75.08570861816406) (278,75.06108093261719) (271,74.64347076416016) (4344,74.57203674316406) (1613,74.25467681884766)* (6626,74.18351745605469) (5119,73.62995147705078) (15923,73.48372650146484) (8159,73.31503295898438) (7766,73.21723175048828) (1979,73.18252563476562) (1402,73.08622741699219) (16697,73.00887298583984) (1641,72.96717071533203) (331,72.87245178222656) (15919,72.80581665039062)
117: (187,64.70244598388672)* (1000,64.5457763671875) (3920,64.27642059326172) (1464,64.18193054199219) (511,63.33253860473633) (4975,63.17610168457031) (4978,63.13472366333008) (1479,63.062278747558594) (12129,62.98165512084961) (11727,62.814109802246094) (877,62.80838394165039) (1013,62.492042541503906) (599,62.338314056396484) (1079,62.29719543457031) (2444,62.25456237792969) (3302,62.25044631958008) (91,62.18988800048828)* (389,62.173274993896484) (993,62.15525817871094) (192,62.09978485107422)*
118: (1339,62.7902717590332) (1044,62.657283782958984) (500,62.52342224121094) (1145,62.30236053466797)* (6257,62.301231384277344) (1672,62.13075637817383)* (1854,62.00244140625) (497,61.94852828979492) (930,61.86186599731445) (488,61.813499450683594)* (968,61.80584716796875) (198,61.7463493347168) (8,61.718528747558594) (813,61.68036651611328) (785,61.671600341796875) (837,61.65617752075195) (519,61.632606506347656) (953,61.5657844543457) (3563,61.55396270751953) (707,61.51317596435547)
119: (812,66.49946594238281)* (846,66.2329330444336) (824,65.63445281982422)* (815,65.35240173339844) (947,65.1680679321289) (2744,65.044677734375) (1131,64.78904724121094) (6289,64.71668243408203) (1992,64.65684509277344) (2006,64.62712097167969) (25,64.52613830566406) (1128,64.386962890625) (785,64.28153991699219) (1216,64.25123596191406) (15,64.21658325195312) (5667,64.18464660644531) (937,64.08602905273438) (949,64.00703430175781) (936,64.00382232666016)* (2763,63.95701599121094)
120: (466,64.22378540039062) (89,63.9962272644043) (257,62.836483001708984)* (302,62.7028923034668) (544,62.64706039428711) (523,62.622154235839844) (310,62.59654998779297) (679,62.58396911621094) (680,62.581817626953125) (349,62.535945892333984) (325,62.51188278198242) (686,62.40875244140625) (464,62.39259719848633) (306,62.36794662475586) (318,62.334651947021484) (681,62.278873443603516) (293,62.27474594116211)* (691,62.10103988647461) (294,62.08298873901367)* (299,62.057071685791016)
121: (4474,66.70122528076172) (333,65.78640747070312)* (466,65.53872680664062) (1681,65.53166961669922) (646,65.49632263183594)* (498,65.46284484863281) (257,65.4616928100586)* (464,65.39752960205078) (329,65.26515197753906) (1241,65.20101165771484) (679,65.18669891357422) (4850,65.1271743774414) (1045,64.98204803466797) (299,64.88530731201172) (2545,64.884765625) (67,64.88400268554688) (67,64.88400268554688) (291,64.86294555664062) (802,64.85616302490234)* (468,64.77740478515625)
122: (5416,65.65032196044922) (12599,65.28738403320312) (582,65.1214828491211) (1804,64.44802856445312) (5818,64.43025207519531) (8130,64.40492248535156) (15592,64.15543365478516) (15583,64.06416320800781) (5660,63.760536193847656) (15585,63.70660400390625) (576,63.65409851074219) (227,63.47412109375) (15391,63.34929275512695) (15586,63.342384338378906) (11733,63.325355529785156) (10972,63.177490234375) (565,63.146514892578125) (570,63.13615036010742) (733,63.1313591003418) (4791,63.11231994628906)
123: (780,67.79986572265625) (1195,67.10354614257812)* (1541,67.0396728515625) (154,66.6673812866211) (2829,66.54586029052734) (14836,66.5333480834961) (512,66.5040054321289) (779,66.22985076904297)* (56,66.21924591064453)* (56,66.21924591064453)* (1116,66.10509490966797) (3411,66.06684875488281) (3707,66.03271484375) (757,65.93378448486328) (4118,65.8187484741211) (3685,65.7041244506836) (1098,65.65187072753906) (65,65.58718872070312) (65,65.58718872070312) (1239,65.57293701171875)
124: (1786,65.58429718017578) (198,64.89899444580078)* (1797,64.83087921142578) (229,64.38732147216797)* (3827,64.3008041381836) (39,64.29798126220703) (1379,64.0491943359375) (4226,63.77043533325195) (1410,63.50597381591797) (4306,63.472503662109375) (968,63.3953971862793) (1705,63.36700439453125) (529,63.35894775390625) (1789,63.273155212402344) (726,63.17900848388672) (1791,63.14567184448242) (56,63.083221435546875) (56,63.083221435546875) (234,63.05677795410156) (227,63.00912857055664)
125: (227,73.067138671875)* (163,72.22904968261719) (917,71.654296875) (157,71.6329345703125) (3482,71.62425994873047) (533,71.61065673828125) (1415,71.5237045288086) (1556,71.38450622558594) (708,71.37629699707031) (712,71.32707977294922) (253,71.28416442871094) (212,71.04421997070312) (1244,71.0163803100586) (718,70.88070678710938) (3741,70.86265563964844) (1241,70.78750610351562) (717,70.78457641601562) (1122,70.6594467163086) (706,70.63360595703125)* (261,70.59707641601562)
126: (679,63.822792053222656) (291,63.02295684814453) (680,62.90453338623047)* (1470,62.811927795410156) (344,62.702301025390625) (461,62.700382232666016) (1047,62.44321823120117) (65,62.43706512451172) (65,62.43706512451172) (302,62.437015533447266) (701,62.330345153808594) (293,62.27039337158203) (704,62.24760055541992) (190,62.08377456665039) (228,62.048133850097656) (55,62.04719161987305)* (464,62.03720474243164) (470,62.01641845703125) (324,61.97589111328125) (362,61.95392608642578)
127: (497,63.106624603271484)* (707,62.853939056396484) (176,62.84565734863281) (1854,62.55080032348633) (488,62.48423767089844) (982,62.308902740478516) (726,62.307491302490234) (536,62.2501106262207) (6292,62.21534729003906) (405,62.16677474975586) (706,62.11146926879883) (517,62.10065841674805) (209,62.06105422973633) (4165,61.99110412597656) (377,61.987117767333984) (1914,61.96955871582031) (966,61.952571868896484) (724,61.84859085083008) (1810,61.84779357910156)* (930,61.843692779541016)
128: (3158,63.307594299316406) (95,62.56568908691406) (3681,62.29553985595703) (604,62.20839309692383) (81,61.77691650390625) (6708,61.48247146606445) (154,61.30173110961914) (418,61.21434020996094) (1098,61.11521530151367) (1464,61.044166564941406) (1824,60.96952438354492) (13417,60.91889190673828) (511,60.906803131103516) (1718,60.766357421875) (1167,60.724369049072266) (1383,60.6683464050293) (199,60.5092887878418) (3201,60.50309371948242) (3119,60.4900016784668)* (227,60.489017486572266)*
129: (289,64.77398681640625)* (288,64.50170135498047)* (292,64.4517822265625)* (300,64.25098419189453)* (291,63.834007263183594) (679,63.754051208496094) (906,63.58531951904297)* (257,63.383670806884766)* (311,63.36540985107422) (333,63.319278717041016)* (318,63.21070098876953) (461,63.10247039794922)* (701,63.053558349609375) (299,62.92988967895508)* (298,62.77248001098633) (349,62.755470275878906) (680,62.704193115234375) (301,62.64117431640625) (1934,62.52262878417969) (2094,62.39950180053711)
130: (295,65.62007904052734)* (302,65.16166687011719) (523,64.67349243164062)* (310,64.6390380859375) (906,64.61238861083984)* (291,64.58358764648438) (679,64.49856567382812) (306,64.40265655517578) (466,64.39556884765625) (296,64.22040557861328) (2523,64.1608657836914) (294,64.03756713867188)* (792,63.977813720703125) (544,63.883907318115234) (498,63.804203033447266) (318,63.685096740722656) (1243,63.49971389770508) (455,63.44990921020508) (323,63.432029724121094) (786,63.401058197021484)
131: (1770,62.17479705810547) (9585,61.1534538269043) (7015,60.91399002075195) (5352,60.89200210571289) (10548,60.678890228271484) (2796,60.50190353393555) (5353,60.447349548339844) (1112,60.401309967041016) (1963,60.326568603515625) (10616,60.00687789916992) (5355,59.4948616027832) (1136,59.4058952331543) (5351,59.3772087097168) (5328,59.336830139160156) (1123,59.329097747802734) (4232,59.2503776550293) (7148,58.88746643066406) (7119,58.857574462890625) (14361,58.84368896484375) (10370,58.81998825073242)
132: (288,64.63078308105469)* (289,64.24958801269531)* (300,64.07020568847656)* (292,63.71791076660156) (291,62.75978088378906) (257,62.701148986816406)* (679,62.60219955444336) (67,62.56972122192383) (67,62.56972122192383) (349,62.46106719970703)* (458,62.10716247558594) (328,61.85009002685547) (298,61.69733428955078) (1042,61.68356704711914) (293,61.65531539916992) (523,61.53329849243164) (329,61.45977783203125) (543,61.35136413574219)* (290,61.30185317993164) (907,61.3006706237793)*
133: (466,64.1897201538086)* (686,63.452083587646484) (299,63.37064743041992) (318,62.8978385925293) (679,62.80022430419922)* (802,62.77388381958008)* (344,62.75103759765625) (544,62.51042938232422)* (458,62.494625091552734) (646,62.49259948730469)* (306,62.48561477661133)* (321,62.43235397338867) (908,62.400455474853516) (543,62.36763000488281)* (455,62.33633804321289) (1453,62.2719612121582) (681,62.0247917175293)* (790,61.87289810180664) (55,61.84153366088867) (293,61.75501251220703)
134: (295,65.84996795654297) (701,65.18347930908203)* (466,65.16132354736328)* (257,64.77320861816406)* (455,64.63533020019531) (300,64.63532257080078) (523,64.59574127197266) (306,64.55728912353516) (802,64.53955078125) (89,64.46613311767578)* (294,64.31941223144531) (333,64.06938934326172) (686,64.04515075683594)* (161,63.98956298828125) (1456,63.91386795043945) (461,63.86930847167969) (1449,63.84923553466797) (318,63.83708190917969) (10992,63.81813430786133) (332,63.813018798828125)
135: (3367,64.9862289428711) (5079,64.76187133789062) (4980,64.30633544921875) (300,63.929832458496094)* (5459,63.83799362182617) (498,63.766666412353516) (378,63.755088806152344) (2094,63.696712493896484) (374,63.6401481628418) (1379,63.54022216796875) (532,63.53059387207031) (190,63.49436569213867) (704,63.45517349243164) (1114,63.437255859375) (375,63.42441940307617) (377,63.376197814941406) (524,63.37479782104492) (157,63.365966796875) (680,63.2787971496582) (522,63.25095748901367)
136: (288,63.168785095214844)* (295,62.56781005859375)* (300,62.2022705078125) (302,61.854610443115234)* (55,61.67562484741211)* (311,61.40986633300781) (466,61.35431671142578) (294,61.27198791503906)* (461,61.24959945678711) (325,61.116580963134766)* (265,61.05830764770508) (525,61.05242156982422) (523,61.014427185058594)* (290,60.99912643432617)* (913,60.77736282348633)* (161,60.751773834228516) (465,60.491432189941406)* (285,60.367454528808594) (157,60.33159637451172) (786,59.99925231933594)
137: (903,68.4106216430664) (2083,67.98971557617188) (2277,67.63737487792969) (89,67.62604522705078) (439,67.54401397705078) (65,67.39569854736328)* (65,67.39569854736328)* (425,67.26469421386719) (985,67.2031478881836) (5745,67.15167236328125) (437,67.13336944580078) (207,67.02702331542969) (157,66.9925765991211) (1767,66.98353576660156) (889,66.92699432373047) (2521,66.89910125732422) (679,66.88168334960938) (301,66.87908935546875) (97,66.8186264038086) (316,66.77823638916016)*
139: (497,66.559326171875) (504,65.83419799804688) (488,65.61469268798828) (1104,65.44381713867188) (978,65.38276672363281)* (198,65.24727630615234) (1854,65.10394287109375) (517,65.08909606933594) (503,64.76773834228516) (2380,64.57740783691406) (7,64.54360961914062)* (2835,64.52924346923828) (806,64.47994232177734) (808,64.43673706054688) (1672,64.41223907470703)* (514,64.32118225097656) (209,64.1552963256836) (536,64.088623046875)* (7639,64.08240509033203) (3946,64.07067108154297)
140: (632,69.57896423339844) (2572,68.40963745117188) (7665,68.28724670410156) (2542,68.27766418457031) (3685,67.80631256103516) (6229,67.78260803222656) (222,67.61736297607422) (4092,67.61341857910156) (1957,67.5755615234375) (440,67.48629760742188) (210,67.4802017211914) (2582,67.37894439697266) (615,67.28228759765625) (1163,67.26469421386719) (433,67.11967468261719) (3705,67.05846405029297) (2271,67.04647064208984) (441,67.03974914550781) (225,67.03892517089844)* (206,66.97775268554688)
141: (227,69.86688995361328)* (72,69.336669921875)* (72,69.336669921875)* (599,69.33612060546875)* (1081,69.00431823730469) (157,68.99356079101562) (172,68.70299530029297) (1114,68.67562103271484) (936,68.6214599609375) (156,68.40497589111328) (985,68.40370178222656) (1464,68.19093322753906) (3739,68.16175842285156) (707,68.03726959228516) (920,68.00918579101562) (3901,68.00042724609375) (188,67.99108123779297) (3310,67.988525390625) (1131,67.95813751220703) (2014,67.93013763427734)
142: (59,66.6861572265625)* (1707,66.28987884521484) (1888,66.24224853515625) (159,66.00310516357422)* (8672,65.99484252929688) (3411,65.98226928710938) (1073,65.3026351928711) (1098,65.29264068603516) (418,65.26927947998047) (227,65.16481018066406) (1001,65.1524887084961) (3281,65.13269805908203)* (620,65.07696533203125) (154,64.96759796142578) (858,64.95368194580078) (1083,64.83399200439453)* (444,64.78958892822266) (1886,64.7059326171875) (441,64.687744140625)* (961,64.67996215820312)
143: (601,66.65059661865234) (575,65.82231140136719) (69,65.30896759033203) (69,65.30896759033203) (67,65.04916381835938) (67,65.04916381835938) (1844,64.95415496826172) (3063,64.82662200927734) (285,64.79438018798828) (2183,64.6622085571289) (959,64.40876770019531)* (1464,64.34097290039062) (340,64.26133728027344) (192,64.2430648803711)* (889,64.23381042480469) (1850,64.22395324707031) (6959,64.20574188232422) (1820,64.18400573730469) (265,64.1409912109375) (576,64.0218734741211)
144: (288,65.89007568359375)* (306,65.03713989257812)* (349,64.84191131591797)* (701,64.83194732666016)* (314,64.73121643066406)* (468,64.31874084472656) (257,64.31688690185547)* (310,64.22140502929688) (543,64.04241943359375) (1456,64.00824737548828) (329,63.992496490478516) (308,63.70421600341797) (331,63.648033142089844) (485,63.59005355834961) (320,63.56260299682617) (330,63.51803207397461) (301,63.48466491699219)* (4566,63.45377731323242) (312,63.1953239440918)* (1451,63.12531280517578)
145: (307,65.0967025756836) (1470,64.14541625976562) (679,64.14203643798828) (362,64.07908630371094) (288,64.03732299804688)* (297,63.8800048828125) (300,63.87864685058594)* (289,63.83904266357422) (680,63.5927848815918) (67,63.49201202392578) (67,63.49201202392578) (302,63.47956848144531)* (342,63.40896987915039)* (292,63.35612106323242)* (1377,63.351139068603516) (1459,63.320343017578125) (548,63.23919677734375)* (461,63.21577835083008) (3075,63.08326721191406) (689,63.01150131225586)*
146: (299,64.11405944824219) (292,64.0731430053711)* (468,63.33794403076172) (300,63.33639907836914)* (1037,63.24947738647461) (55,63.13474655151367) (67,63.072853088378906)* (67,63.072853088378906)* (461,63.05289840698242)* (1451,63.046958923339844) (1449,62.98490905761719) (328,62.94636154174805) (161,62.89862060546875) (332,62.83626174926758) (317,62.82102966308594) (352,62.68906784057617) (915,62.595272064208984) (310,62.55681228637695) (1456,62.54590606689453) (458,62.447566986083984)
147: (89,67.24073028564453) (461,67.05198669433594) (523,66.9562759399414)* (680,66.87007141113281) (157,66.7115478515625) (300,66.55643463134766) (544,66.530517578125) (466,66.4056396484375) (292,66.05435180664062)* (344,65.98616027832031) (701,65.94928741455078)* (288,65.81211853027344)* (306,65.79409790039062)* (1556,65.76246643066406) (704,65.70169067382812) (1459,65.67864990234375) (378,65.55037689208984)* (455,65.48114013671875) (464,65.47727966308594) (307,65.47264862060547)
148: (11754,63.803794860839844) (3043,63.575782775878906) (13692,63.07011032104492) (5605,62.78371810913086) (4232,62.43183898925781) (605,62.419471740722656) (4504,62.40189743041992) (5040,62.3053092956543) (831,62.00834655761719) (7650,61.96446990966797) (162,61.919891357421875) (1610,61.89234924316406) (4108,61.792694091796875) (1963,61.7335205078125) (10390,61.717220306396484) (750,61.676795959472656) (245,61.61105728149414) (88,61.433170318603516) (2028,61.34587097167969) (1228,61.215003967285156)
149: (190,63.92789077758789) (89,63.715362548828125)* (65,63.51292419433594) (65,63.51292419433594) (229,63.404361724853516) (209,63.22200393676758) (333,63.18964385986328) (377,63.18561553955078) (344,63.07951354980469) (1246,63.075504302978516) (234,62.89185333251953) (228,62.86335372924805) (540,62.7559700012207) (220,62.62449645996094) (227,62.56010055541992) (538,62.471649169921875) (403,62.362586975097656) (324,62.2750358581543) (412,62.267906188964844) (679,62.23767852783203)
150: (300,64.54547882080078) (461,64.4944839477539) (295,64.13903045654297)* (67,64.11566925048828) (67,64.11566925048828) (292,63.825355529785156) (466,63.790733337402344) (349,63.66373062133789)* (679,63.65199661254883) (360,63.63202667236328) (55,63.38589096069336) (291,63.35124206542969)* (299,63.326595306396484)* (458,63.23849868774414) (310,63.183143615722656) (294,63.0400390625)* (523,63.008113861083984) (681,62.94692611694336) (525,62.91919708251953) (318,62.88640594482422)
151: (1241,62.76851272583008) (6123,61.981834411621094) (1553,61.907073974609375) (708,61.840065002441406) (1775,61.34564971923828) (3073,61.342796325683594) (6472,61.16252517700195) (4828,60.9913444519043) (683,60.95761489868164) (8728,60.92365264892578) (5772,60.851593017578125) (8371,60.800907135009766) (3127,60.77298355102539) (8724,60.73683547973633) (283,60.714637756347656)* (8732,60.65639114379883) (3741,60.6225700378418) (498,60.5930061340332)* (3384,60.54667663574219)* (1045,60.54471206665039)
152: (464,63.734779357910156) (89,63.193931579589844)* (288,62.86387252807617) (461,62.495269775390625)* (324,62.43597412109375)* (228,62.419734954833984) (679,62.38155746459961) (230,62.22183609008789) (344,62.15673065185547)* (209,62.08335876464844) (903,62.070472717285156)* (190,62.04203796386719) (227,62.04037094116211)* (470,61.96195602416992) (424,61.95409393310547) (544,61.872291564941406) (681,61.87222671508789) (524,61.855228424072266) (306,61.851505279541016) (689,61.6472282409668)
153: (233,64.69056701660156) (162,64.62969207763672)* (1118,64.03530883789062) (1131,63.932857513427734) (152,63.66459655761719) (81,63.34760284423828) (632,63.04059600830078) (1418,63.01493453979492) (186,62.76517105102539) (5215,62.68821716308594) (188,62.63819885253906)* (173,62.62965774536133) (1170,62.617740631103516) (72,62.48392105102539) (72,62.48392105102539) (418,62.423927307128906) (10740,62.3873176574707) (156,62.31901931762695) (2594,62.27252960205078) (238,62.25607681274414)
154: (377,65.55931091308594) (498,65.44024658203125) (1854,65.2203140258789) (230,64.9018325805664) (2664,64.87755584716797) (488,64.86778259277344) (1044,64.63915252685547) (2352,64.61810302734375) (497,64.5814437866211) (726,64.41213989257812) (190,64.19424438476562) (371,64.03638458251953) (1672,63.958194732666016)* (1859,63.74813461303711) (519,63.41282272338867) (490,63.32278060913086) (1406,63.31435012817383) (1872,63.29134750366211) (978,63.239315032958984) (1180,63.2336540222168)
155: (2375,63.197296142578125) (3431,62.976200103759766)* (599,62.42265701293945)* (1103,62.26405334472656) (875,62.18688201904297)* (631,62.08088684082031) (1083,62.0010871887207)* (857,61.96561050415039) (197,61.83938217163086) (1513,61.835201263427734) (227,61.65407943725586) (863,61.638511657714844) (4278,61.60240173339844) (163,61.554176330566406) (2475,61.55218505859375) (2034,61.54171371459961) (2624,61.47771453857422)* (1806,61.407649993896484) (1504,61.365211486816406) (867,61.30707931518555)
156: (65,64.31975555419922)* (65,64.31975555419922)* (229,63.85362243652344) (599,63.830474853515625) (228,63.80875778198242) (533,63.8017578125)* (217,63.6250114440918) (429,63.37914276123047) (424,63.13990783691406) (316,63.02426528930664) (199,63.00099563598633) (182,62.98040771484375) (1375,62.97797393798828) (1242,62.96117401123047) (1239,62.95606231689453) (618,62.93202590942383) (1090,62.87154006958008) (173,62.7998161315918) (2277,62.77394485473633) (234,62.70071792602539)
157: (1358,63.67283630371094)* (1249,62.586883544921875) (732,62.500831604003906) (707,62.33099365234375) (4180,62.10202407836914) (1803,62.056915283203125) (724,61.8406982421875) (959,61.76859664916992)* (2834,61.74638748168945)* (1366,61.743980407714844)* (956,61.5821647644043) (841,61.52439498901367) (1415,61.452545166015625) (2784,61.35162353515625)* (4460,61.13453674316406) (951,61.01154708862305) (2341,61.00711441040039) (2463,60.75667953491211) (562,60.68229675292969) (735,60.619197845458984)
158: (461,61.44538879394531) (288,61.21329879760742) (289,61.151615142822266) (786,60.96266555786133) (681,60.605003356933594)* (296,60.57755661010742) (89,60.24401092529297) (2094,60.14918518066406) (295,60.0788459777832) (680,60.0766487121582) (701,60.0551643371582) (300,59.992713928222656) (7395,59.990047454833984) (292,59.92070007324219) (2462,59.795501708984375) (344,59.76932907104492) (3193,59.709754943847656) (794,59.67842102050781) (523,59.63805389404297) (906,59.604732513427734)
159: (722,63.745361328125) (289,63.356781005859375) (294,63.283790588378906)* (71,63.20628356933594) (71,63.20628356933594) (349,62.814857482910156) (310,62.5213737487793)* (2523,62.46651840209961) (55,62.40764617919922) (157,62.33007049560547) (175,62.12496566772461) (89,62.123291015625) (180,62.057674407958984) (295,61.95587921142578) (265,61.94184875488281)* (1243,61.938194274902344) (1009,61.86153030395508) (291,61.8008918762207) (525,61.75787353515625) (306,61.659996032714844)
161: (2,67.4715347290039) (811,65.80844116210938) (5670,65.56565856933594) (6546,65.31495666503906) (1292,65.16597747802734) (1303,65.10942840576172) (4162,65.02387237548828) (1914,64.79383087158203) (3244,64.75717163085938)* (4137,64.5311050415039) (5581,64.46221160888672) (6257,64.46015167236328) (2960,64.373291015625) (10,64.33818054199219) (1270,64.32931518554688) (2166,64.2641830444336) (6542,64.17301177978516) (1704,64.08617401123047) (2014,64.0378646850586) (930,64.02549743652344)
162: (288,66.74894714355469) (157,66.48223114013672) (972,65.68937683105469) (466,65.62254333496094) (518,65.6149673461914) (378,65.59455871582031)* (680,65.5129165649414) (300,65.4320068359375) (498,65.42821502685547) (349,65.30829620361328) (292,65.26876068115234) (5459,65.19591522216797) (294,65.19414520263672) (1464,65.0916976928711) (55,64.96672821044922) (701,64.92227935791016) (190,64.87593841552734) (180,64.83707427978516) (523,64.77727508544922) (2014,64.72118377685547)
163: (2467,62.32954788208008)* (364,62.119266510009766) (5267,61.480735778808594) (2442,61.107322692871094)* (5649,61.09088134765625) (1489,60.36427688598633) (3765,60.11818313598633) (3585,60.11481475830078)* (793,59.966880798339844) (2443,59.86131286621094) (9849,59.647796630859375) (5375,59.63028335571289) (5767,59.51449203491211) (8106,59.28901672363281) (8099,59.23063278198242) (3766,59.199527740478516) (1462,59.11542892456055) (8738,59.09606170654297) (3762,59.013832092285156) (8100,58.75200653076172)
164: (632,65.08269500732422) (204,64.04338073730469)* (183,63.692970275878906) (10416,63.56486511230469) (162,63.301570892333984) (65,63.278194427490234) (65,63.278194427490234) (1643,63.201114654541016)* (215,63.167572021484375)* (81,63.0161247253418) (5216,62.98066711425781) (418,62.971309661865234) (190,62.93891143798828)* (683,62.79781723022461)* (1418,62.491390228271484) (2608,62.40666198730469) (6765,62.404808044433594) (223,62.397743225097656) (233,62.336429595947266) (366,62.27497863769531)
166: (572,67.25527954101562) (735,66.40771484375) (511,66.2864761352539) (868,66.14382934570312) (65,66.10458374023438) (65,66.10458374023438) (1639,66.07107543945312) (163,65.92505645751953) (220,65.91957092285156) (959,65.78477478027344) (975,65.77230072021484) (3877,65.605224609375) (1244,65.60294342041016) (986,65.4969711303711) (190,65.4923324584961) (234,65.39965057373047) (562,65.33987426757812) (733,65.31278991699219) (1795,65.30167388916016) (1412,65.2693862915039)
168: (444,61.840370178222656) (454,61.793479919433594) (103,61.77777862548828) (418,61.72993850708008) (12005,61.61933135986328) (6756,61.51498794555664) (616,61.42621612548828) (440,61.256683349609375)* (1745,61.250492095947266) (10517,61.19652557373047) (8027,61.1030158996582) (2402,60.970489501953125) (1098,60.94742202758789) (3411,60.841644287109375) (445,60.805233001708984) (757,60.79928970336914)* (621,60.7910270690918) (1969,60.73943328857422) (2416,60.67330551147461) (2289,60.60130310058594)
170: (3028,66.3034439086914) (785,65.51478576660156) (198,65.41670227050781) (1547,65.27638244628906) (2576,65.04801940917969) (826,65.04207611083984) (707,65.0240478515625)* (1216,64.96530151367188) (978,64.9473876953125) (370,64.8934097290039) (953,64.82554626464844) (2211,64.80828857421875) (806,64.79144287109375) (2381,64.77711486816406) (2835,64.6858901977539) (233,64.5700912475586) (846,64.47599029541016) (9260,64.47399139404297) (14692,64.37399291992188) (808,64.34650421142578)
171: (1400,68.77808380126953)* (430,67.38692474365234) (1155,67.37932586669922) (56,67.23710632324219) (56,67.23710632324219) (154,66.9767837524414)* (3730,66.9688720703125)* (425,66.78427124023438) (432,66.56281280517578) (689,66.50883483886719) (757,66.45445251464844)* (1106,66.44111633300781) (424,66.16722869873047) (227,66.06678771972656) (1090,66.02631378173828) (210,66.01560974121094) (1390,66.00659942626953) (1048,65.95774841308594) (1239,65.8384780883789) (703,65.78953552246094)*
172: (56,66.32111358642578) (56,66.32111358642578) (425,66.27911376953125) (1398,66.0453109741211) (227,66.00480651855469) (229,65.90079498291016) (234,65.88004302978516) (1090,65.74888610839844) (203,65.6438980102539) (72,65.36080932617188) (72,65.36080932617188) (1513,65.32425689697266) (709,65.2231674194336) (533,65.15177154541016) (4025,65.11005401611328) (757,64.97293090820312) (208,64.91129302978516) (88,64.85638427734375) (159,64.81010437011719) (857,64.758056640625)*
173: (227,66.68670654296875)* (439,66.18318176269531)* (226,66.15025329589844) (533,65.98393249511719) (614,65.56939697265625) (982,65.07353210449219) (154,64.92608642578125)* (228,64.87894439697266) (220,64.80552673339844) (230,64.74382781982422) (3747,64.70401000976562)* (421,64.6097412109375) (159,64.34838104248047)* (8710,64.34193420410156) (234,64.28296661376953) (706,64.2451171875) (716,64.23377990722656) (1515,64.19281005859375) (229,64.16387176513672) (65,64.1290283203125)
174: (366,63.90143585205078) (4616,63.15619659423828) (4432,62.55238342285156) (355,62.304588317871094) (16840,62.29063415527344) (190,62.224281311035156) (356,62.097198486328125) (538,62.093544006347656) (966,61.93866729736328) (220,61.927059173583984)* (1105,61.91975402832031) (1772,61.90092849731445) (3670,61.825225830078125) (2544,61.7735595703125) (3057,61.711605072021484) (12573,61.672882080078125) (472,61.62108612060547) (2176,61.618736267089844) (227,61.54106521606445) (316,61.40226745605469)
