userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,66.65106964111328) (187,66.1772689819336) (1836,66.11859130859375) (51,66.06039428710938)* (1098,65.76042175292969) (3501,65.70803833007812) (6150,65.62246704101562) (601,65.55027770996094) (3768,65.30126190185547) (238,65.24138641357422) (1713,65.14341735839844) (1892,65.10147094726562) (1014,65.09841918945312) (157,64.9239501953125) (1156,64.84015655517578) (1073,64.82780456542969) (993,64.76834869384766) (3201,64.73725128173828) (511,64.59938049316406) (1824,64.5904312133789)
110: (386,62.14356994628906) (2107,61.93090057373047) (325,61.914405822753906)* (2098,61.635250091552734)* (375,61.631927490234375) (461,61.60654067993164) (466,61.50599670410156) (2102,61.493507385253906)* (1034,61.23225402832031) (5574,61.21234893798828) (1082,60.73545837402344) (972,60.6546630859375) (374,60.61353302001953) (681,60.58292770385742) (318,60.521949768066406) (1918,60.495506286621094)* (686,60.395782470703125) (498,60.337364196777344) (2088,60.270442962646484) (528,60.17530822753906)
111: (755,61.475807189941406) (154,61.27040481567383) (512,61.0114631652832) (162,60.95307922363281) (757,60.43376159667969) (238,59.99774169921875)* (748,59.995216369628906) (1418,59.96696472167969) (1131,59.91547393798828)* (1700,59.906639099121094) (3411,59.90627670288086) (190,59.596885681152344) (56,59.56793212890625) (56,59.56793212890625) (2582,59.476829528808594) (763,59.448387145996094) (237,59.4285888671875) (418,59.382694244384766) (964,59.29582977294922) (72,59.19995880126953)
113: (707,53.857749938964844)* (198,53.737796783447266)* (1672,53.298675537109375) (918,53.13554382324219) (1406,52.90571594238281) (706,52.77276611328125) (503,52.735713958740234) (489,52.6971321105957) (808,52.666603088378906) (920,52.647918701171875)* (1145,52.473201751708984) (500,52.461952209472656) (9961,52.43741226196289) (2352,52.35688781738281) (412,52.31660461425781) (2379,52.30534362792969) (517,52.26554870605469) (188,52.261085510253906) (1859,52.196983337402344) (1044,52.136863708496094)
114: (1412,62.8597526550293)* (1244,62.325889587402344) (1249,61.97554016113281)* (511,61.90150451660156) (220,61.84541320800781) (562,61.78943634033203)* (234,61.46159362792969) (951,61.25598907470703)* (1415,61.2183837890625) (707,61.15557098388672) (614,61.05581283569336) (982,61.04256057739258) (1414,60.75494384765625) (157,60.73918151855469) (159,60.48417663574219) (917,60.45630645751953) (316,60.385047912597656) (1513,60.33027267456055) (190,60.27942657470703) (724,60.27458953857422)
115: (583,56.15917205810547) (565,55.692161560058594) (11885,55.68682861328125) (8111,55.24399185180664) (2864,55.243377685546875)* (730,54.942108154296875) (11923,54.47629165649414) (7056,54.379764556884766) (8123,54.35307693481445) (572,54.20653533935547) (585,54.15346908569336) (580,54.03821563720703) (11935,53.99601364135742) (8126,53.96080780029297) (567,53.95635986328125) (1415,53.92366027832031) (4780,53.90234375) (3024,53.56418991088867) (728,53.54555892944336)* (8808,53.425235748291016)
116: (2247,60.32240676879883) (278,59.96864318847656) (6629,59.73011779785156) (267,59.712093353271484)* (3227,59.441776275634766) (1979,59.426395416259766) (4586,59.19731903076172) (3708,58.8600959777832) (1636,58.7195930480957) (3357,58.60374450683594) (240,58.56848907470703) (6626,58.515159606933594) (1641,58.04052734375) (1613,58.0156364440918)* (331,57.728004455566406) (8161,57.70866394042969) (1605,57.70459747314453) (271,57.6484260559082) (6636,57.48182678222656) (1621,57.344058990478516)
117: (187,64.22428894042969)* (959,64.11976623535156) (1464,63.90193176269531) (993,63.67842102050781) (192,63.51953887939453)* (1081,63.5086669921875) (511,63.39996337890625) (877,63.37545394897461) (77,63.30686950683594) (77,63.30686950683594) (85,63.24799728393555) (599,63.24503707885742) (389,63.14922332763672) (2783,63.1280517578125) (1013,63.120235443115234) (1000,63.08406066894531) (100,63.07266616821289)* (1810,63.003273010253906) (1079,62.999752044677734) (1244,62.84659194946289)
118: (1339,55.88365936279297) (488,55.70277404785156)* (930,55.59403610229492) (518,55.5330810546875) (3563,55.527259826660156) (1854,55.45933532714844) (497,55.418235778808594) (500,55.25116729736328) (726,55.22472381591797) (490,55.2093505859375) (3833,55.04249954223633) (1672,54.877315521240234)* (198,54.595272064208984) (371,54.57929229736328) (2835,54.49597930908203) (6257,54.48924255371094) (1145,54.432769775390625)* (486,54.36060333251953) (808,54.32114028930664) (396,54.29908752441406)
119: (824,58.008819580078125)* (812,57.82263946533203)* (806,57.314353942871094)* (1992,56.975555419921875) (4971,56.9754753112793) (2143,56.83390426635742) (15,56.66181945800781) (707,56.539215087890625) (2765,56.52959442138672) (2961,56.404541015625) (785,56.37042236328125) (2835,56.2828483581543) (837,56.25541687011719) (2744,56.0672607421875) (10956,55.98914337158203) (25,55.97063446044922) (918,55.93861389160156)* (846,55.89699935913086) (815,55.82584762573242) (4608,55.81957244873047)
120: (89,60.20050048828125) (466,59.615020751953125) (681,59.129581451416016) (302,59.12938690185547) (293,58.92792892456055)* (464,58.757591247558594) (318,58.726043701171875) (679,58.717315673828125) (680,58.620182037353516) (686,58.54448699951172) (306,58.52789306640625) (325,58.43187713623047) (544,58.215301513671875) (324,58.13794708251953) (191,58.04679870605469)* (257,57.859031677246094)* (349,57.80768585205078) (523,57.75602722167969) (55,57.75093078613281) (67,57.74467468261719)
121: (333,57.174049377441406)* (646,56.86674880981445)* (1045,56.43054962158203) (498,56.423065185546875) (257,56.23639678955078)* (802,56.165863037109375)* (464,56.1351318359375) (4474,56.01886749267578) (466,55.9876708984375) (455,55.9691162109375) (1681,55.886009216308594) (344,55.87904357910156) (378,55.82013702392578)* (544,55.80698776245117) (1659,55.803672790527344) (3376,55.76983642578125) (1241,55.697731018066406) (349,55.68212127685547) (299,55.59044647216797) (708,55.557464599609375)
122: (12599,59.36772155761719) (1123,59.18102264404297) (7239,58.93717575073242) (593,58.31543731689453) (1207,58.21475601196289) (9424,58.203758239746094) (5416,58.06686782836914) (10413,58.03506088256836) (9271,57.934364318847656) (3281,57.930118560791016) (5787,57.91926956176758) (8283,57.8332405090332) (1369,57.741153717041016) (10423,57.611572265625) (917,57.57441711425781) (8314,57.47950744628906) (8812,57.452396392822266) (5391,57.446083068847656) (563,57.32786178588867) (1242,57.308998107910156)
123: (632,56.73318099975586) (1100,56.45456314086914) (162,56.35154724121094) (154,56.33501052856445) (1541,56.27508544921875) (2850,56.094970703125) (2847,55.976097106933594) (2425,55.835113525390625) (770,55.81529235839844) (5936,55.709808349609375) (1195,55.691932678222656)* (3335,55.66278076171875) (217,55.62302780151367) (823,55.55390167236328) (2574,55.532325744628906) (412,55.38166809082031) (964,55.34005355834961) (7724,55.31219482421875) (2829,55.10631561279297) (3366,55.07875061035156)
124: (198,57.3382453918457)* (517,57.036407470703125) (726,56.41442108154297) (518,56.385597229003906) (1705,56.34698486328125) (490,56.341217041015625) (234,56.245277404785156) (1786,56.09765625) (1789,56.09254455566406) (959,56.057037353515625) (497,56.008941650390625) (930,55.95176696777344) (1131,55.92302703857422) (1118,55.911888122558594) (4295,55.85095977783203) (56,55.80192565917969) (56,55.80192565917969) (968,55.78863525390625) (463,55.78761291503906) (529,55.78466033935547)
125: (157,64.2738037109375) (227,64.1429443359375)* (1464,63.6508674621582) (1122,63.64728546142578) (163,63.47943115234375) (1415,63.29219055175781) (2176,63.26676940917969) (511,63.22937774658203) (868,63.14867401123047) (533,62.84799575805664) (1639,62.55243682861328) (1244,62.5119514465332) (220,62.4111328125) (190,62.20671844482422) (329,62.1244010925293) (67,62.00362777709961)* (67,62.00362777709961)* (230,61.90348434448242) (366,61.89936828613281) (717,61.815208435058594)
126: (679,61.2370719909668) (344,60.35841369628906) (291,60.08612060546875) (1377,59.99149703979492)* (302,59.86725616455078) (680,59.86604690551758)* (65,59.84608459472656) (65,59.84608459472656) (324,59.67554473876953) (1047,59.639976501464844) (1470,59.58533477783203) (55,59.44343566894531)* (538,59.42998504638672) (461,59.42115783691406) (704,59.38130569458008) (1934,59.333343505859375) (228,59.32512664794922) (542,59.26755905151367) (486,59.25444412231445)* (1375,59.200927734375)
127: (707,58.61498260498047) (488,58.55556869506836) (4180,58.4111213684082) (176,58.16598129272461) (917,57.970436096191406) (4165,57.87370681762695) (706,57.82452392578125) (2014,57.74461364746094) (3427,57.737857818603516) (2350,57.67993927001953) (497,57.653648376464844)* (1650,57.64898681640625) (1914,57.621482849121094) (930,57.6112174987793) (5079,57.482582092285156) (230,57.46912384033203) (1854,57.34105682373047) (982,57.34015655517578) (4460,57.24884033203125) (209,57.190399169921875)
128: (1375,60.51460266113281) (3119,60.18426513671875)* (1883,60.13298034667969) (1383,60.02013397216797) (4073,59.907005310058594) (154,59.794212341308594) (13711,59.7342529296875) (81,59.72614288330078) (511,59.649810791015625) (604,59.62158966064453) (5480,59.56120300292969) (8479,59.467041015625) (961,59.39228057861328) (171,59.359619140625) (715,59.23381042480469) (3057,59.21553421020508) (13154,59.181758880615234) (65,59.10089111328125) (65,59.10089111328125) (1772,59.067359924316406)
129: (288,65.04905700683594)* (292,64.77867889404297)* (300,64.68722534179688)* (333,64.64328002929688)* (679,64.3877944946289) (298,64.11029815673828) (674,64.05723571777344) (291,63.93418884277344) (301,63.83332824707031) (97,63.70270919799805) (289,63.693660736083984)* (2521,63.61592102050781) (701,63.425270080566406) (972,63.38352966308594)* (4704,63.225948333740234) (535,63.16558837890625) (5768,63.147159576416016) (906,63.13884353637695)* (1688,63.127288818359375) (3081,62.96251678466797)
130: (295,64.1333236694336)* (679,63.94355773925781) (302,63.862510681152344) (291,63.445350646972656) (301,63.10200119018555) (294,63.03363037109375)* (466,63.0325813293457) (306,63.00023651123047) (344,62.778076171875)* (544,62.684730529785156) (903,62.541587829589844) (455,62.41812515258789) (318,62.40996551513672) (523,62.327701568603516)* (97,62.223751068115234) (310,62.219932556152344) (352,62.18608474731445) (906,62.144432067871094)* (1934,62.035484313964844) (1243,62.01293182373047)
131: (5353,57.03805923461914) (6046,56.71704864501953) (1943,56.14324951171875) (4779,56.08394241333008) (617,55.697940826416016) (2679,55.63098907470703) (9829,55.57622528076172) (276,55.5515251159668) (1112,55.46704864501953) (1770,55.3908805847168) (1226,55.329139709472656) (1614,55.236061096191406) (7119,55.23430252075195) (3227,55.189247131347656) (750,55.133941650390625) (1631,55.01764678955078) (619,55.016136169433594) (10663,54.98476791381836) (6336,54.89505386352539) (2699,54.79348373413086)
132: (288,57.59394836425781)* (300,57.11378479003906)* (289,56.70927810668945)* (292,56.49696350097656) (328,56.29016876220703) (67,55.704811096191406) (67,55.704811096191406) (291,55.65977478027344) (907,55.61137390136719)* (679,55.55668258666992) (349,55.483116149902344)* (1037,55.37855529785156) (257,55.24208068847656)* (377,55.09959411621094) (298,55.05451965332031) (329,55.0255126953125) (475,54.86206817626953) (680,54.85179138183594) (331,54.81769561767578) (1042,54.7534065246582)
133: (679,63.220943450927734)* (802,63.155975341796875)* (466,62.979042053222656)* (544,62.753021240234375)* (306,62.598514556884766)* (299,62.57017517089844) (344,62.30235290527344) (646,62.278045654296875)* (790,62.171966552734375) (543,62.02958679199219)* (1037,61.94392395019531) (318,61.936004638671875) (55,61.91826629638672) (1428,61.85359191894531) (321,61.770511627197266) (686,61.723052978515625) (680,61.67243194580078) (542,61.67229461669922) (352,61.63211441040039) (1032,61.566062927246094)
134: (1037,64.16032409667969) (89,63.75946044921875)* (295,63.75303268432617) (461,63.66858673095703) (802,63.66286849975586) (1428,63.636566162109375) (300,63.4924430847168) (797,63.36989974975586) (466,63.28779602050781)* (4814,63.207801818847656) (352,63.17494583129883) (1453,62.904571533203125) (701,62.54535675048828)* (257,62.48014831542969)* (333,62.435585021972656) (317,62.42265319824219)* (306,62.346561431884766) (318,62.284446716308594) (475,62.260345458984375) (2548,62.25737762451172)*
135: (1379,61.674713134765625) (5079,61.2862548828125) (522,60.773170471191406) (6525,60.63713073730469) (6523,60.47833251953125) (3367,60.47234344482422) (6521,60.45707702636719) (30,60.404544830322266)* (6548,60.37274932861328) (7,60.36870574951172) (532,60.345123291015625) (2094,60.31336975097656) (3184,60.30466079711914)* (300,60.144554138183594)* (486,60.12086486816406) (1104,60.023193359375) (377,59.931922912597656) (1114,59.85975646972656) (680,59.82671356201172) (378,59.656982421875)
136: (288,60.482948303222656)* (295,60.279029846191406)* (294,60.228363037109375)* (300,59.770965576171875) (302,59.742919921875)* (55,59.70457458496094)* (913,59.60289764404297)* (461,59.42180252075195) (157,59.32365036010742) (265,59.200252532958984) (311,59.16621780395508) (285,59.13954162597656) (161,59.076446533203125) (465,59.01958084106445)* (523,58.99977111816406)* (525,58.94990539550781) (466,58.90361404418945) (325,58.90342712402344)* (544,58.78701400756836) (352,58.49047088623047)
137: (903,64.73418426513672) (65,64.18726348876953)* (65,64.18726348876953)* (89,64.17701721191406) (2521,63.860572814941406) (1941,63.829280853271484) (5150,63.77442169189453) (689,63.741004943847656) (157,63.68903732299805) (3068,63.65625762939453) (526,63.60763168334961) (1400,63.54555130004883) (2083,63.53437805175781) (2277,63.523780822753906) (301,63.42898941040039) (331,63.3233642578125) (1243,63.28076171875)* (437,63.23748779296875) (228,63.190086364746094) (546,63.171268463134766)
139: (503,57.88949966430664) (1104,57.82194519042969) (978,57.7447509765625)* (504,57.675254821777344) (497,57.63722610473633) (1672,57.32839584350586)* (815,57.204322814941406) (488,57.069374084472656) (1263,57.059791564941406) (7,57.03966522216797)* (198,56.99372863769531) (25,56.99256134033203) (517,56.9857177734375) (779,56.753173828125) (2967,56.70013427734375) (2014,56.516624450683594) (1714,56.51430892944336) (1145,56.50057601928711) (768,56.42240905761719) (7639,56.40574645996094)
140: (170,56.11460494995117)* (632,55.532958984375) (225,55.36565399169922)* (604,55.032188415527344) (162,54.79117965698242) (615,54.41178894042969) (3030,54.082855224609375) (977,54.06627655029297) (1163,54.04365539550781) (206,53.976768493652344) (629,53.89955139160156) (207,53.85359191894531)* (441,53.84858322143555) (231,53.832698822021484) (2573,53.77983093261719) (222,53.76205825805664) (2398,53.75801467895508) (210,53.679901123046875) (448,53.66386413574219) (227,53.614044189453125)
141: (187,65.31965637207031) (72,64.98149108886719)* (72,64.98149108886719)* (193,64.39850616455078) (506,64.3539810180664) (599,64.0782241821289)* (1014,63.92346954345703) (712,63.865440368652344) (1412,63.83824920654297) (227,63.73292541503906)* (1001,63.719303131103516) (1109,63.60341262817383) (176,63.52320098876953) (993,63.446807861328125) (99,63.43421936035156) (1079,63.4261474609375) (46,63.41304016113281) (8962,63.399662017822266) (3920,63.228668212890625) (180,63.192352294921875)
142: (59,62.31689453125)* (1878,61.6636848449707) (1888,61.596622467041016) (98,61.52241516113281) (1073,61.44179916381836) (1001,61.0208625793457) (5152,60.84857940673828) (84,60.65876388549805) (159,60.65859603881836)* (1083,60.647743225097656)* (1886,60.53902053833008) (8291,60.513954162597656) (998,60.2585563659668) (1062,60.129005432128906) (5258,60.10031509399414) (1885,60.0733528137207) (985,60.02526092529297) (875,59.95489501953125) (3281,59.910186767578125)* (2083,59.893760681152344)
143: (2044,63.683441162109375) (601,63.28264236450195) (192,63.1448974609375)* (1464,63.07965087890625) (959,63.02802276611328)* (575,62.979713439941406) (8991,62.53156280517578) (728,62.4688720703125) (1415,62.4384880065918) (730,62.35806655883789) (2454,62.33938980102539) (69,62.327877044677734) (69,62.327877044677734) (717,62.28759765625)* (2902,62.22911071777344) (2047,62.18170166015625) (67,62.095577239990234) (67,62.095577239990234) (2031,62.08897399902344) (245,62.07872772216797)
144: (288,64.41366577148438)* (349,63.973392486572266)* (701,63.51933670043945)* (306,63.44779968261719)* (310,63.31898498535156) (330,63.31797409057617) (1596,63.114017486572266)* (279,63.07335662841797) (314,62.92190933227539)* (257,62.902435302734375)* (312,62.782188415527344)* (468,62.658390045166016) (7340,62.63328170776367) (309,62.4737548828125) (4566,62.45394515991211) (329,62.44493103027344) (320,62.37448501586914) (331,62.311546325683594) (2179,62.29526138305664) (484,62.16091537475586)
145: (288,62.86051940917969)* (300,62.63078308105469)* (289,62.52857971191406) (302,62.082244873046875)* (679,62.04300308227539) (298,61.97746276855469) (498,61.96764373779297) (461,61.883968353271484) (292,61.54743194580078)* (691,61.51593780517578) (681,61.50497055053711) (295,61.42143249511719) (306,61.39244079589844) (891,61.38727569580078) (325,61.357513427734375) (523,61.059654235839844) (455,61.05756378173828) (55,61.05647659301758) (1556,61.04507064819336) (464,61.006507873535156)
146: (461,64.2568359375)* (300,64.25098419189453)* (544,63.997615814208984) (292,63.57478332519531)* (468,63.504058837890625) (1037,63.36061096191406) (681,63.311744689941406) (464,63.11859130859375) (299,63.041805267333984) (291,62.988014221191406)* (475,62.976383209228516) (528,62.914306640625)* (327,62.8841552734375) (308,62.881317138671875) (2939,62.694358825683594) (4562,62.663307189941406) (498,62.66291809082031)* (317,62.5637321472168) (310,62.41435241699219) (458,62.37538146972656)
147: (288,61.44219970703125)* (89,60.75569534301758) (344,60.582706451416016) (523,60.57977294921875)* (300,60.57814025878906) (455,60.414451599121094) (461,60.412010192871094) (681,60.38819122314453) (2977,60.28638458251953) (1459,59.95865249633789) (464,59.831607818603516) (157,59.471351623535156) (544,59.441871643066406) (306,59.43708801269531)* (298,59.415924072265625) (292,59.39860534667969)* (325,59.310279846191406)* (701,59.265899658203125)* (466,59.25293731689453) (1246,59.1369514465332)
148: (162,57.00946044921875) (154,56.83415985107422) (3041,56.83390808105469) (2572,56.71269989013672) (3040,56.69294738769531) (977,56.427215576171875) (4779,56.271728515625) (763,56.22013854980469) (2574,56.10200500488281) (964,56.100154876708984) (418,56.06855010986328) (2425,55.92335510253906) (1236,55.84845733642578) (1548,55.753665924072266) (217,55.73150634765625) (7665,55.72657012939453) (770,55.71479797363281) (3169,55.61711883544922) (8459,55.566471099853516) (196,55.5196647644043)
149: (65,57.2733154296875) (65,57.2733154296875) (207,56.51106262207031) (229,56.34950256347656) (190,56.18054962158203) (228,56.114540100097656) (1048,56.1059455871582) (333,55.96827697753906) (683,55.92180633544922) (377,55.79243469238281) (540,55.634361267089844) (89,55.62628173828125)* (182,55.600669860839844) (227,55.41719055175781) (209,55.401954650878906) (355,55.31532287597656) (903,55.31346130371094) (538,55.2293586730957) (220,55.159324645996094) (2622,55.113136291503906)
150: (349,60.349395751953125)* (295,60.131187438964844)* (67,60.12834167480469) (67,60.12834167480469) (300,60.092803955078125) (461,59.756004333496094) (310,59.63560485839844) (292,59.453651428222656) (360,59.312705993652344) (291,59.25392532348633)* (299,59.24125289916992)* (679,59.220157623291016) (951,59.19751739501953) (498,59.04374694824219) (355,58.94530487060547) (294,58.937538146972656)* (55,58.89149856567383) (466,58.841827392578125) (1489,58.77969741821289) (913,58.771080017089844)
151: (1775,55.84131622314453) (3384,54.87293243408203)* (4473,54.73915100097656) (4866,54.60292434692383) (10460,54.575592041015625) (283,54.492218017578125)* (9185,54.47974395751953) (5425,54.39877700805664) (708,54.39830017089844) (1553,54.26872634887695) (5427,54.096927642822266) (4819,54.03834533691406) (246,54.026039123535156) (7252,53.9586296081543) (4474,53.93023681640625) (1809,53.898155212402344) (6480,53.88787841796875) (7094,53.88637161254883) (3741,53.863868713378906) (9187,53.82036590576172)
152: (89,55.90935134887695)* (412,55.87022018432617)* (464,55.514869689941406) (344,55.50096893310547)* (679,55.43307876586914) (230,55.369686126708984) (1186,55.188568115234375) (1043,55.113731384277344) (209,55.10887145996094) (681,54.955162048339844) (687,54.94492721557617) (1047,54.85296630859375) (324,54.85126495361328)* (403,54.714988708496094)* (470,54.66207504272461) (461,54.6519775390625)* (228,54.65068054199219) (691,54.649375915527344) (321,54.584442138671875) (288,54.51520538330078)
153: (162,61.40536117553711)* (72,60.121543884277344) (72,60.121543884277344) (170,59.899654388427734) (152,59.642372131347656) (233,59.29777526855469) (181,59.1158447265625) (10740,59.05460739135742) (6847,58.96055603027344) (81,58.861114501953125) (238,58.68166732788086) (173,58.64325714111328) (2824,58.597320556640625) (1131,58.575523376464844) (156,58.530433654785156) (1700,58.43219757080078) (4734,58.428470611572266) (450,58.378440856933594) (5215,58.315773010253906) (174,58.277923583984375)*
154: (377,60.26910400390625) (497,59.89045715332031) (488,59.09034729003906) (726,58.87785339355469) (1672,58.84508514404297)* (1854,58.83393478393555) (230,58.8262825012207) (498,58.53056335449219) (371,58.4865608215332) (519,58.413185119628906) (808,58.11145782470703) (405,58.00574493408203) (1186,57.87938690185547) (1044,57.78852844238281) (536,57.756587982177734) (978,57.730377197265625) (1179,57.65305709838867) (2941,57.507877349853516) (503,57.419456481933594) (1249,57.32550048828125)
155: (1083,59.347354888916016)* (875,59.02485656738281)* (2938,58.495487213134766) (857,58.32099533081055) (3431,58.23550796508789)* (3280,58.10308074951172) (852,57.84128189086914) (2488,57.787899017333984) (867,57.6962890625) (1369,57.61748123168945) (599,57.56775665283203)* (59,57.54380416870117) (2531,57.43740463256836) (863,57.420589447021484) (1513,57.283390045166016) (3456,57.27753448486328)* (2542,57.18998718261719) (1203,57.110595703125) (5260,57.103153228759766) (429,57.082420349121094)
156: (2277,63.308650970458984) (533,63.1419563293457)* (424,63.11252212524414) (65,63.09669876098633)* (65,63.09669876098633)* (217,63.04035949707031) (366,62.899391174316406) (316,62.83189010620117) (5790,62.744911193847656) (733,62.67282485961914) (229,62.66730499267578) (228,62.66478729248047) (683,62.65010452270508) (554,62.62646484375) (1242,62.59708786010742) (1244,62.5114631652832) (1239,62.39200973510742) (298,62.242740631103516) (903,62.167823791503906) (599,62.094703674316406)
157: (1358,64.87760162353516)* (732,64.1953353881836) (724,64.14019775390625) (1249,63.577598571777344) (707,63.110626220703125) (1366,63.078834533691406)* (959,62.791412353515625)* (1803,62.43084716796875) (5157,62.346656799316406) (951,62.3387451171875) (841,62.27430725097656) (4180,62.270748138427734) (2784,62.217552185058594)* (2834,62.162384033203125)* (2838,62.05321502685547) (2569,62.021976470947266) (2346,62.00743865966797) (4165,61.989776611328125) (2790,61.80146408081055) (954,61.719932556152344)
158: (288,64.70989990234375) (786,63.97727966308594) (89,63.692813873291016) (289,63.64958572387695) (333,63.609371185302734) (1059,63.54801940917969) (5228,63.43403625488281) (2076,63.26641082763672) (461,63.259498596191406) (300,63.153865814208984) (2803,63.109188079833984) (2094,63.06378936767578) (296,63.036468505859375) (681,62.91338348388672)* (292,62.883934020996094) (3081,62.79029846191406)* (344,62.7158317565918) (3324,62.60547637939453) (912,62.56095504760742) (295,62.48944854736328)
159: (157,64.66236877441406) (71,63.9970588684082) (71,63.9970588684082) (1009,63.791439056396484) (289,63.32030487060547) (55,63.03334045410156) (722,63.02196502685547) (306,62.947147369384766) (294,62.92607498168945)* (89,62.80989074707031) (161,62.76658630371094) (2067,62.73359298706055) (1464,62.65235900878906) (310,62.576141357421875)* (63,62.26856231689453) (63,62.26856231689453) (903,62.244049072265625) (187,62.10157012939453) (697,62.0675048828125) (69,62.06707000732422)
161: (3244,58.2572021484375)* (2,57.729042053222656) (2940,57.63180923461914) (835,57.377323150634766) (1295,57.066734313964844) (811,57.027099609375) (930,56.80706024169922) (45,56.41069030761719) (4162,56.406646728515625) (1263,56.395240783691406) (497,56.215667724609375) (488,56.13166046142578) (1797,56.09701156616211) (2961,56.060455322265625) (13,55.935569763183594) (504,55.86911392211914) (1914,55.81523132324219) (1029,55.79359436035156) (500,55.755340576171875) (7078,55.669029235839844)
162: (288,67.47063446044922) (461,67.0439224243164) (157,66.85213470458984) (498,66.74896240234375) (378,66.67291259765625)* (518,66.66338348388672) (300,66.56768035888672) (180,66.45170593261719) (802,66.29584503173828) (349,66.26910400390625) (966,66.11290740966797) (4558,66.08397674560547) (292,65.98391723632812) (523,65.95634460449219) (972,65.93321228027344) (701,65.70370483398438) (306,65.61747741699219) (375,65.57681274414062) (679,65.56328582763672) (4135,65.46476745605469)
163: (2467,58.666019439697266)* (2443,57.45966339111328) (3760,56.704803466796875) (364,56.64844512939453) (2442,56.6355094909668)* (5267,56.42688751220703) (3585,56.33745574951172)* (3762,56.19322967529297) (5649,56.1583137512207) (1489,56.00870132446289) (3766,55.68568420410156) (1462,55.20119094848633) (7704,55.09467697143555) (3761,54.82151794433594) (2437,54.75270080566406) (1683,54.73457336425781) (8738,54.67837905883789) (12573,54.55933380126953) (465,54.492820739746094) (461,54.41162109375)
164: (227,64.30794525146484) (6390,63.13962173461914) (511,63.01066589355469) (190,62.940853118896484)* (220,62.76929473876953) (7260,62.69514846801758) (163,62.59136199951172) (206,62.57080841064453) (234,62.532676696777344) (533,62.40987777709961) (88,62.15217590332031) (868,62.13410949707031) (212,62.07827377319336) (1643,62.072227478027344)* (5217,61.962547302246094) (229,61.88593292236328) (715,61.88429641723633) (65,61.85845184326172) (65,61.85845184326172) (3475,61.836368560791016)
166: (163,62.787322998046875) (157,62.69181823730469) (1244,62.4922981262207) (959,62.46671676635742) (154,62.37040710449219) (903,62.13084030151367) (1412,62.08451843261719) (511,62.04670715332031) (599,61.86457061767578) (220,61.84897232055664) (735,61.84840393066406) (975,61.696388244628906) (190,61.61187744140625) (868,61.56886291503906) (65,61.54993438720703) (65,61.54993438720703) (1122,61.54507827758789) (67,61.42911148071289) (67,61.42911148071289) (159,61.253570556640625)*
168: (7665,62.012046813964844) (757,61.07870101928711)* (1155,60.3365478515625) (440,60.27649688720703)* (444,60.204627990722656) (12759,60.01343536376953) (11783,59.803070068359375) (3707,59.63944625854492) (418,59.4426383972168) (2281,59.43090057373047) (749,59.30643081665039) (12005,59.298187255859375) (10615,59.2851676940918) (12491,59.281822204589844) (619,59.261905670166016) (3411,59.166282653808594) (8474,59.125431060791016) (2268,59.08992385864258) (2132,59.05400848388672) (1396,58.95198059082031)
170: (785,57.48973083496094) (1547,57.045806884765625) (806,56.783668518066406) (489,56.40540313720703) (370,56.22880935668945) (2211,56.15882110595703) (978,55.93616485595703) (1861,55.64906692504883) (2186,55.64431381225586) (1104,55.61613464355469) (25,55.61097717285156) (846,55.50581359863281) (7639,55.49402618408203) (2379,55.473480224609375) (198,55.450435638427734) (2143,55.42958068847656) (813,55.361793518066406) (707,55.328983306884766)* (808,55.226165771484375) (769,55.128700256347656)
171: (56,62.02067947387695) (56,62.02067947387695) (757,61.823486328125)* (430,61.66559600830078) (154,61.60712432861328)* (199,61.42765808105469) (418,61.33849334716797) (689,61.3165283203125) (3200,61.188907623291016) (1400,60.991554260253906)* (703,60.972511291503906)* (424,60.96776580810547) (1239,60.81483459472656) (227,60.731529235839844) (425,60.72162628173828) (230,60.675010681152344) (1106,60.666534423828125) (1155,60.636497497558594) (173,60.49774169921875) (546,60.378082275390625)
172: (56,58.04364776611328) (56,58.04364776611328) (229,57.49339294433594) (234,57.473087310791016) (233,57.414451599121094) (757,57.19104766845703) (1090,57.1592903137207) (159,57.03856658935547) (227,57.007408142089844) (436,56.88895797729492) (203,56.84556579589844) (1098,56.843605041503906) (709,56.7308349609375) (425,56.615196228027344) (220,56.59006118774414) (420,56.5872688293457) (199,56.571556091308594) (1398,56.452754974365234) (72,56.41322708129883) (72,56.41322708129883)
173: (227,60.41093826293945)* (439,60.30201721191406)* (533,59.99740219116211) (228,59.81432342529297) (229,59.47541809082031) (154,59.41035461425781)* (234,59.23460006713867) (1669,59.154510498046875) (716,59.13055419921875) (226,59.07862854003906) (982,59.06031036376953) (220,59.05620574951172) (1515,58.92534637451172) (3747,58.891456604003906)* (1513,58.88893127441406) (230,58.86639404296875) (614,58.803619384765625) (159,58.77024841308594)* (199,58.725929260253906) (1090,58.702674865722656)
