userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,18.99237060546875) (51,17.047077178955078)* (601,16.38421630859375) (157,16.190763473510742) (187,15.915897369384766) (993,15.881421089172363) (193,15.791446685791016) (3768,15.712691307067871) (1836,15.599447250366211) (1014,15.548009872436523) (61,15.430207252502441)* (175,15.201653480529785) (3201,15.095775604248047) (238,15.006688117980957) (1098,14.995369911193848) (1464,14.979047775268555) (1892,14.924192428588867) (3501,14.877582550048828) (70,14.824239730834961)* (1013,14.740090370178223)
192: (4232,15.47850227355957) (1550,15.215337753295898) (1561,15.139766693115234) (3548,15.037834167480469) (3027,14.9482421875) (4940,14.581262588500977) (11393,14.34201431274414) (5968,14.312594413757324) (16414,14.226141929626465) (1717,14.178972244262695) (11482,14.170740127563477) (18533,14.140336990356445) (18538,14.120694160461426) (18531,14.082732200622559) (18529,14.060575485229492) (18540,14.056325912475586) (18541,14.05241584777832) (18014,14.014152526855469) (15054,14.003997802734375) (16415,14.00341510772705)
193: (174,18.000091552734375) (65,17.34646987915039) (65,17.34646987915039) (229,17.299785614013672) (722,17.280988693237305) (757,17.177459716796875) (70,17.020172119140625) (154,16.910236358642578) (1401,16.664663314819336) (88,16.43779754638672) (1410,16.218326568603516) (1099,16.21685218811035) (228,16.054542541503906) (173,16.047521591186523) (1400,15.881647109985352) (210,15.819398880004883) (1376,15.811625480651855) (432,15.779597282409668) (159,15.698705673217773) (1075,15.696756362915039)
194: (1098,17.01035499572754)* (1109,16.582082748413086) (81,16.015361785888672)* (2616,15.465628623962402) (162,14.583375930786133) (1781,14.349855422973633) (757,13.932331085205078) (632,13.869077682495117) (1095,13.841070175170898) (196,13.76110553741455) (6151,13.751325607299805) (237,13.704693794250488) (599,13.681624412536621) (1112,13.608696937561035) (1709,13.600422859191895) (961,13.469780921936035) (423,13.462821960449219) (1424,13.42363166809082)* (186,13.42296028137207) (1504,13.390754699707031)
195: (3217,15.730852127075195) (599,15.294865608215332) (56,15.161267280578613) (56,15.161267280578613) (1412,14.895197868347168)* (1394,14.8648681640625) (88,14.783143043518066) (3011,14.662850379943848) (718,14.648700714111328) (1976,14.566115379333496) (562,14.538748741149902)* (857,14.536455154418945) (4247,14.491191864013672) (1804,14.398805618286133) (441,14.349950790405273) (429,14.347772598266602) (1504,14.209868431091309) (207,14.179145812988281) (2459,14.157563209533691) (436,14.145938873291016)
196: (207,15.744863510131836)* (533,15.615413665771484) (159,15.40174674987793) (228,15.23615837097168) (190,15.187314987182617)* (88,14.884129524230957) (234,14.618102073669434)* (65,14.398469924926758)* (65,14.398469924926758)* (1048,14.272248268127441) (56,14.262173652648926) (56,14.262173652648926) (230,14.198720932006836) (203,14.068766593933105) (429,13.971990585327148) (173,13.696313858032227) (436,13.53406047821045)* (1400,13.491727828979492) (511,13.459820747375488) (1106,13.413385391235352)
198: (805,17.27285385131836) (823,16.75783920288086)* (815,16.66098403930664) (3032,16.390806198120117) (850,15.774662017822266) (1196,15.7163724899292) (1192,15.454215049743652) (3721,15.222238540649414) (1547,15.205621719360352) (818,15.01715087890625) (2204,14.949639320373535) (814,14.928357124328613) (1861,14.872385025024414) (768,14.863252639770508) (832,14.835678100585938) (809,14.782322883605957) (839,14.75422477722168) (810,14.749800682067871) (4170,14.725086212158203) (1974,14.66061782836914)
200: (163,17.617977142333984)* (1244,16.58940887451172) (706,16.544818878173828)* (157,16.034168243408203) (599,15.949104309082031) (1464,15.885869979858398) (1414,15.640947341918945) (707,15.549854278564453) (1249,15.447432518005371) (868,15.370994567871094) (1416,15.348727226257324) (192,15.259859085083008) (733,15.239961624145508) (910,15.200834274291992) (1413,15.04812240600586) (2861,14.849196434020996) (2343,14.792570114135742) (4917,14.751227378845215) (3934,14.62220573425293) (735,14.602178573608398)
201: (955,15.190181732177734) (930,14.718557357788086) (518,14.4425687789917)* (166,14.330689430236816) (961,14.043694496154785) (183,13.988896369934082) (173,13.89194107055664) (65,13.660094261169434) (65,13.660094261169434) (156,13.648331642150879) (189,13.349393844604492) (186,13.338075637817383)* (378,13.297630310058594)* (1098,13.135690689086914) (396,13.052677154541016) (1781,12.92795181274414) (154,12.823457717895508)* (362,12.625534057617188) (3940,12.564656257629395) (3901,12.495128631591797)*
202: (917,16.327592849731445)* (707,16.010805130004883)* (953,14.579015731811523) (918,14.478829383850098)* (841,14.436736106872559) (2963,14.305261611938477) (6,14.035809516906738) (835,13.875667572021484) (1358,13.861841201782227) (4271,13.849275588989258) (25,13.627340316772461) (15,13.582268714904785) (949,13.560159683227539) (370,13.458635330200195) (1206,13.450371742248535) (1412,13.448127746582031) (957,13.384964942932129) (198,13.366342544555664) (1360,13.352209091186523) (1249,13.301290512084961)*
203: (1044,16.90458869934082) (779,16.628826141357422) (823,16.5505428314209) (3032,16.2650203704834) (1196,16.072843551635742) (810,15.867990493774414)* (826,15.830660820007324) (2576,15.646296501159668) (1672,15.549439430236816) (830,15.421833038330078) (1192,15.418642044067383) (839,15.41489028930664) (1541,15.076324462890625)* (3027,14.944221496582031) (808,14.9342041015625) (3817,14.909762382507324) (377,14.874857902526855) (2204,14.761032104492188) (1547,14.560860633850098) (1540,14.510885238647461)
204: (3616,16.66468048095703) (10565,16.457929611206055) (13260,16.436466217041016) (383,16.36920738220215) (1645,15.919816970825195) (8945,15.80820369720459) (4092,15.72642707824707) (16135,15.549073219299316) (6294,15.524076461791992) (16136,15.48950481414795) (4184,15.475183486938477)* (6452,15.411312103271484) (3341,15.389369010925293) (6773,15.360426902770996) (15840,15.337615013122559) (11985,15.330507278442383) (16137,15.316478729248047) (15837,15.316122055053711) (13629,15.256196975708008) (4262,15.203789710998535)
205: (377,14.695233345031738) (460,14.232095718383789)* (489,14.080179214477539) (779,13.914262771606445)* (2747,13.687844276428223) (2835,13.62197494506836) (4947,13.611024856567383) (808,13.599981307983398) (1099,13.557424545288086) (198,13.50393295288086) (755,13.45689582824707) (1179,13.440932273864746) (512,13.390220642089844) (517,13.17332649230957) (968,13.171417236328125) (162,12.934425354003906) (475,12.93293285369873) (1863,12.810322761535645) (845,12.8050537109375) (1104,12.732335090637207)
206: (203,18.415233612060547) (159,17.54825210571289) (234,17.261394500732422) (154,17.181608200073242)* (190,16.870027542114258) (715,16.745685577392578) (429,16.723888397216797) (716,16.640140533447266) (228,16.392406463623047) (1090,16.386150360107422) (72,16.36679458618164) (72,16.36679458618164) (851,16.310863494873047) (88,16.303077697753906) (56,16.187490463256836) (56,16.187490463256836) (511,15.954437255859375) (599,15.837053298950195) (220,15.78718376159668) (735,15.671760559082031)*
207: (680,16.371551513671875) (71,16.158361434936523) (71,16.158361434936523) (1590,15.866165161132812) (293,15.158273696899414) (548,15.08340835571289) (471,14.917274475097656) (3077,14.904302597045898) (523,14.81102180480957) (4704,14.742515563964844) (362,14.716508865356445) (1243,14.690180778503418) (498,14.674238204956055) (7448,14.643820762634277) (298,14.566905975341797) (1684,14.486010551452637) (2546,14.475021362304688) (307,14.397603988647461) (344,14.301020622253418) (1389,14.227482795715332)
208: (949,20.2071590423584) (23,18.609920501708984) (1261,18.581087112426758) (10771,18.337636947631836) (3,18.2130184173584) (2970,18.18097496032715) (1214,18.070022583007812) (7924,18.041486740112305) (4273,18.036895751953125)* (1358,17.978727340698242)* (11840,17.89706039428711) (11837,17.870500564575195) (11839,17.71967315673828) (7921,17.479703903198242) (7920,17.474178314208984) (20,17.46691131591797) (7926,17.462890625) (1531,17.456518173217773) (3509,17.422500610351562) (7919,17.38176155090332)
209: (333,13.85418701171875)* (291,13.431341171264648)* (89,13.39719009399414) (701,13.218427658081055) (292,13.188440322875977)* (466,13.009363174438477) (293,12.804741859436035) (320,12.749594688415527)* (344,12.733463287353516) (679,12.534144401550293) (314,12.374918937683105) (455,12.128620147705078) (498,11.941583633422852)* (646,11.591024398803711)* (458,11.554464340209961) (913,11.415803909301758) (301,11.410104751586914) (686,11.36850643157959) (528,11.214195251464844) (298,11.199544906616211)
210: (6439,15.124826431274414) (70,14.549137115478516) (153,14.39834976196289) (75,14.396099090576172) (75,14.396099090576172) (486,14.280099868774414) (1793,13.885893821716309) (2747,13.88306999206543) (3047,13.811620712280273) (377,13.725174903869629) (1104,13.537973403930664) (89,13.509346961975098)* (51,13.486396789550781) (969,13.41717529296875) (3827,13.39334487915039) (238,13.323959350585938) (3988,13.181526184082031) (7187,13.180219650268555) (1789,13.107039451599121) (7,12.846820831298828)
211: (1075,17.28195571899414) (190,16.19157600402832)* (70,15.895797729492188) (1394,15.555564880371094) (1072,15.17662239074707)* (159,15.083422660827637) (1099,15.048897743225098) (1104,14.827686309814453) (75,14.671939849853516) (75,14.671939849853516) (1379,14.618505477905273) (1376,14.276287078857422) (3988,14.273555755615234) (6439,14.05242919921875) (187,14.051136016845703) (1001,14.028703689575195) (1786,13.920096397399902) (56,13.802752494812012) (56,13.802752494812012) (66,13.78828239440918)
212: (7099,15.758609771728516) (5585,15.492400169372559) (918,15.32957935333252) (2013,15.194263458251953) (1355,15.135087966918945) (955,14.86965274810791) (5671,14.647140502929688) (5669,14.576422691345215) (16427,14.574995994567871) (5673,14.472643852233887) (1917,14.462690353393555) (7101,14.309403419494629) (10125,14.251163482666016) (17177,14.247314453125) (6961,14.19396686553955) (17176,14.136377334594727) (17178,14.125091552734375) (4671,14.118865013122559) (3429,14.048271179199219) (12928,14.030468940734863)
213: (220,16.873088836669922)* (808,16.860431671142578) (377,15.95960521697998)* (517,15.685918807983398)* (1873,15.512885093688965) (1406,15.362434387207031) (230,14.984092712402344) (768,14.916362762451172) (605,14.555356979370117) (383,14.498258590698242) (226,14.365745544433594) (614,14.299674987792969) (831,14.283576965332031) (1104,14.279183387756348) (816,14.273967742919922) (1196,14.226710319519043) (830,14.174315452575684) (2595,14.172073364257812) (500,14.085675239562988) (1131,14.044089317321777)
214: (289,15.962403297424316)* (283,15.85116958618164) (538,15.444168090820312) (256,15.437997817993164) (227,15.19479751586914)* (55,15.116185188293457)* (333,15.084810256958008) (475,14.710721015930176) (328,14.682052612304688) (725,14.674551010131836) (714,14.622740745544434) (1241,14.556761741638184) (378,14.521547317504883) (220,14.451177597045898) (1464,14.37643814086914) (310,14.347270965576172) (3332,14.294025421142578) (1244,14.29317855834961)* (355,14.281805038452148) (679,14.230415344238281)
215: (1639,16.13172721862793) (220,16.08604621887207) (1660,15.982399940490723) (1122,15.840498924255371) (511,15.77379035949707) (1778,15.728679656982422) (234,15.719917297363281) (366,15.483528137207031) (227,15.481415748596191) (18458,15.429156303405762) (2347,15.133610725402832) (1412,15.053192138671875) (706,14.965673446655273) (715,14.947652816772461) (1805,14.859352111816406) (735,14.739441871643066) (2853,14.616788864135742) (1369,14.489479064941406) (355,14.488057136535645) (203,14.435596466064453)
216: (757,17.486116409301758) (72,16.947174072265625)* (72,16.947174072265625)* (84,16.301422119140625) (7324,16.205894470214844) (526,15.99715805053711) (1394,15.95274543762207) (64,15.570137023925781) (64,15.570137023925781) (432,15.520182609558105) (159,15.463693618774414) (1409,15.462035179138184) (173,15.363479614257812) (59,15.300145149230957) (190,15.083857536315918) (154,15.035585403442383) (238,14.998331069946289) (70,14.932631492614746) (441,14.746451377868652) (53,14.745826721191406)
217: (4520,12.944195747375488) (3444,11.828659057617188) (383,11.621906280517578) (3364,11.482819557189941) (986,11.276745796203613) (1202,11.244277954101562) (13611,11.177095413208008) (875,10.98917007446289) (3438,10.924482345581055) (4542,10.86215877532959) (5299,10.773107528686523) (17184,10.756621360778809) (17180,10.7428617477417) (17182,10.685219764709473) (17181,10.680721282958984) (3280,10.658167839050293) (15918,10.647150993347168) (17191,10.639930725097656) (17188,10.617118835449219) (3481,10.594635009765625)
218: (1099,19.056163787841797) (190,18.156763076782227) (234,17.905576705932617) (233,17.58761978149414) (159,17.37310028076172) (220,17.347633361816406) (7,17.166664123535156) (173,17.079504013061523) (512,16.658815383911133) (959,16.59071922302246) (475,16.586978912353516) (230,16.37432098388672) (154,16.348560333251953) (377,16.23557472229004) (614,16.116703033447266) (56,15.858569145202637) (56,15.858569145202637) (486,15.794180870056152) (1122,15.60010814666748) (65,15.372861862182617)*
219: (498,16.580596923828125)* (1470,15.71957778930664) (2840,15.414542198181152) (403,15.36626148223877) (1377,15.346776008605957) (488,15.314634323120117) (472,15.256644248962402) (499,15.22227668762207)* (4177,15.178243637084961) (1852,15.075823783874512) (1375,15.038881301879883) (2661,15.0076322555542) (536,14.962319374084473) (371,14.958588600158691) (537,14.947696685791016) (209,14.923254013061523) (497,14.706964492797852) (190,14.702445983886719)* (540,14.647848129272461) (481,14.62664794921875)
220: (429,15.715879440307617)* (2608,15.63253116607666) (618,14.978216171264648) (604,14.954939842224121) (199,14.88886547088623) (4079,14.867733001708984) (223,14.67434310913086) (898,14.418216705322266) (445,14.24696159362793) (1976,14.18152904510498) (7147,14.169842720031738) (3258,14.154000282287598) (622,14.092708587646484) (12787,13.970747947692871) (454,13.894915580749512) (683,13.833744049072266) (1094,13.779447555541992) (65,13.748950958251953) (65,13.748950958251953) (215,13.744621276855469)
223: (291,14.694214820861816)* (344,13.752805709838867)* (1459,13.452810287475586) (333,13.231786727905273)* (311,13.15113639831543)* (786,13.09426498413086) (289,12.887904167175293)* (2977,12.884513854980469) (257,12.654754638671875) (680,12.613167762756348) (302,12.575927734375)* (318,12.463831901550293) (265,12.407964706420898) (307,12.368951797485352) (466,12.349552154541016) (89,12.309669494628906) (5032,12.296821594238281) (1684,12.08010196685791) (686,11.966873168945312) (1470,11.909420013427734)*
224: (1001,16.57597541809082) (2938,16.328086853027344) (3768,16.009231567382812) (874,15.937703132629395) (2531,15.73083209991455) (985,15.71623706817627)* (2029,15.644598007202148) (857,15.567401885986328)* (959,15.443185806274414) (1014,15.373950958251953) (187,15.30508041381836)* (511,15.268760681152344) (1878,15.188175201416016) (1464,15.111166000366211) (3281,14.996488571166992) (2488,14.896474838256836) (1889,14.825172424316406) (1073,14.732246398925781) (554,14.729681015014648) (1013,14.608301162719727)*
225: (815,14.383162498474121) (834,13.95201301574707) (770,13.657142639160156) (785,13.421324729919434)* (813,13.368285179138184)* (808,13.192313194274902) (953,12.845993995666504) (5100,12.81763744354248) (2379,12.680381774902344) (978,12.631458282470703) (818,12.615909576416016) (850,12.349529266357422) (3806,12.337911605834961) (805,12.334839820861816) (806,12.304190635681152) (3032,12.300459861755371) (2143,12.298527717590332) (830,12.28248119354248) (823,12.163086891174316) (2384,12.110292434692383)
226: (466,15.150957107543945)* (300,15.06212043762207)* (461,14.75246810913086)* (288,14.708409309387207)* (306,14.455490112304688)* (292,14.295166969299316)* (293,14.194363594055176) (686,14.031061172485352)* (908,13.712331771850586) (299,13.59810733795166) (528,13.582847595214844) (55,13.17729377746582) (680,13.12890625) (704,13.079240798950195) (797,13.061246871948242) (525,12.728496551513672) (314,12.461175918579102) (2020,12.376057624816895) (464,12.372261047363281) (2025,12.312458038330078)
227: (89,14.323620796203613)* (288,14.03750228881836)* (318,13.841460227966309) (302,13.728277206420898)* (374,13.704499244689941) (375,13.606867790222168) (349,13.378662109375)* (344,13.306241989135742)* (325,13.265144348144531) (306,13.226482391357422) (528,13.20244026184082) (2102,13.124393463134766) (3324,12.726247787475586) (523,12.572379112243652) (1904,12.524932861328125)* (701,12.513843536376953)* (686,12.360865592956543) (4923,12.142295837402344) (908,12.05578327178955) (1459,11.956792831420898)*
228: (619,16.57375717163086) (567,15.862625122070312) (212,15.658113479614258)* (1901,15.594260215759277) (3347,15.422760009765625) (2633,15.364543914794922) (1426,15.294134140014648) (2637,15.256357192993164) (1639,15.143203735351562) (2415,14.954606056213379) (2629,14.90869140625) (1948,14.864612579345703) (429,14.827118873596191) (3335,14.656025886535645) (554,14.583069801330566) (2475,14.517085075378418) (4129,14.320152282714844) (1958,14.267038345336914) (6901,14.24242877960205) (1963,14.191720962524414)
229: (89,17.612411499023438)* (295,17.22775650024414) (302,17.02149200439453) (475,16.958269119262695) (310,16.821687698364258) (314,16.787681579589844) (306,16.647640228271484)* (289,16.55176544189453)* (1613,16.52667999267578) (257,16.458791732788086) (288,16.4092960357666)* (300,16.36935043334961) (333,16.180227279663086) (292,16.07772445678711) (67,16.02922821044922) (67,16.02922821044922) (701,15.986675262451172) (913,15.897780418395996)* (331,15.807753562927246) (320,15.581048965454102)
230: (2094,15.28135871887207) (295,15.175050735473633) (466,15.118698120117188)* (325,14.974164962768555) (523,14.802576065063477) (679,14.766101837158203) (293,14.664698600769043) (701,13.944148063659668)* (681,13.83407974243164) (1459,13.780445098876953) (528,13.753410339355469) (680,13.751814842224121) (374,13.715425491333008)* (686,13.651189804077148) (326,13.601396560668945) (498,13.486568450927734) (525,13.447874069213867) (310,13.445413589477539) (455,13.369775772094727) (544,13.331659317016602)*
231: (328,16.927125930786133)* (531,16.22832489013672) (308,16.118892669677734) (314,15.984363555908203) (475,15.54835319519043) (544,15.49260425567627) (317,15.39560317993164)* (290,15.312440872192383) (461,15.177769660949707)* (294,15.16816520690918) (302,15.003988265991211) (1051,14.9896240234375) (257,14.708325386047363)* (4814,14.54324722290039) (333,14.512613296508789) (301,14.38698959350586) (1456,14.379802703857422) (325,14.313478469848633) (55,14.272933006286621) (644,14.076322555541992)*
232: (302,14.137923240661621) (299,14.099075317382812)* (288,13.905619621276855)* (1601,13.83865737915039) (67,13.559772491455078)* (67,13.559772491455078)* (257,13.547496795654297)* (525,13.358871459960938) (475,13.350638389587402) (913,13.105399131774902) (300,13.100994110107422) (485,13.069864273071289) (333,12.995298385620117) (16502,12.95919132232666) (291,12.767643928527832) (701,12.761837005615234) (523,12.728659629821777) (466,12.707849502563477) (325,12.49075698852539) (11042,12.274955749511719)
233: (524,17.10184669494629) (333,16.83348846435547) (466,16.185497283935547)* (302,16.045061111450195)* (306,16.005836486816406)* (704,15.923084259033203) (1047,15.755230903625488)* (1807,15.302970886230469) (295,15.239018440246582) (293,14.947254180908203) (318,14.924681663513184) (324,14.908308982849121) (1673,14.804655075073242) (464,14.631319046020508) (701,14.613245964050293) (542,14.547649383544922) (523,14.500629425048828) (3200,14.454031944274902) (2081,14.430120468139648) (344,14.42215347290039)
234: (527,19.121591567993164) (1613,18.318119049072266) (278,17.390430450439453) (331,16.995595932006836)* (2226,16.399890899658203) (2179,16.169300079345703) (1963,15.851912498474121) (3357,15.82811450958252) (3708,15.74791431427002) (1402,15.533349990844727) (11685,14.996536254882812) (4585,14.941372871398926)* (2923,14.914178848266602) (3355,14.825868606567383) (5048,14.805619239807129) (3317,14.802700996398926) (1941,14.583351135253906) (6901,14.553555488586426) (475,14.238636016845703) (547,14.221433639526367)
235: (920,17.886680603027344)* (843,17.366498947143555) (370,16.82798957824707) (821,16.70201873779297)* (25,16.66765594482422) (949,16.49565887451172) (846,16.463834762573242) (923,16.385419845581055) (841,16.18248176574707) (2654,16.177650451660156) (2379,16.077293395996094) (506,16.07187843322754) (917,16.052730560302734)* (15,15.919075965881348)* (2006,15.86742877960205) (947,15.4947509765625) (2966,15.393827438354492) (5667,15.337676048278809) (6289,15.270088195800781) (2744,15.244729042053223)
236: (328,15.737499237060547) (306,15.6903076171875) (538,15.514158248901367) (475,15.281977653503418)* (157,15.119850158691406) (295,14.95964241027832)* (355,14.657499313354492) (466,14.651801109313965) (291,14.602602005004883) (498,14.502424240112305) (544,14.495796203613281) (301,14.359323501586914)* (67,14.35163688659668) (67,14.35163688659668) (302,14.320059776306152) (486,14.310062408447266) (377,14.14075756072998) (3171,14.016843795776367)* (184,14.011428833007812) (190,13.980810165405273)*
237: (154,17.724756240844727)* (599,17.11518096923828)* (159,17.068199157714844) (441,16.89362907409668)* (715,16.558040618896484) (868,16.08035659790039) (858,15.967617988586426) (863,15.80631160736084) (735,15.380549430847168) (212,15.363032341003418) (1412,15.18193244934082) (199,15.148438453674316) (857,15.115522384643555) (228,15.009185791015625) (618,15.008111953735352) (226,14.87809944152832) (207,14.86851692199707)* (215,14.773881912231445) (1639,14.75898265838623) (225,14.691767692565918)*
238: (5670,15.237722396850586) (1914,14.699760437011719) (17233,14.068897247314453) (17227,14.054927825927734) (17232,14.038118362426758) (17225,14.001391410827637) (17226,13.988378524780273) (6870,13.959274291992188) (17230,13.944133758544922) (17228,13.928058624267578) (17231,13.898077011108398) (6546,13.759658813476562) (1069,13.72882080078125) (18444,13.693838119506836) (3551,13.450460433959961) (1295,13.201708793640137) (515,13.196004867553711) (3431,13.12712574005127) (36,12.881324768066406) (13819,12.843477249145508)
240: (377,16.157527923583984) (328,15.918689727783203)* (161,15.552240371704102) (300,15.537939071655273)* (466,15.472476959228516)* (972,15.45417594909668) (1009,15.133981704711914) (907,14.997686386108398) (704,14.59710693359375) (292,14.572376251220703)* (518,14.554229736328125) (191,14.547379493713379) (644,14.317808151245117) (157,14.017223358154297) (1443,14.003738403320312) (1379,13.859979629516602) (544,13.827401161193848)* (461,13.752317428588867) (230,13.707988739013672) (329,13.651840209960938)
241: (917,19.38870620727539) (707,19.23397445678711)* (918,17.983007431030273) (957,17.88068389892578) (843,17.08477783203125) (1249,16.8111515045166) (923,16.3278751373291) (724,15.923883438110352) (234,15.788534164428711) (163,15.542943000793457) (1358,15.5405855178833) (930,15.466024398803711) (924,15.393485069274902) (1044,15.294583320617676) (1672,15.26778793334961) (506,15.230335235595703)* (726,15.129173278808594) (1513,15.095571517944336) (1145,15.08495044708252) (928,15.067526817321777)
242: (314,13.580270767211914) (299,13.431489944458008)* (701,13.331075668334961)* (257,13.108453750610352)* (306,12.969904899597168)* (333,12.736634254455566) (349,12.549972534179688)* (466,12.549942016601562)* (523,12.488039016723633) (4260,12.277532577514648) (461,12.132089614868164) (528,12.110133171081543) (325,12.082199096679688) (525,12.041367530822754) (1450,11.896137237548828) (317,11.800653457641602)* (55,11.797225952148438) (679,11.75160026550293) (1451,11.715566635131836) (293,11.707414627075195)
243: (58,18.884559631347656)* (58,18.884559631347656)* (1098,17.785234451293945)* (535,16.689983367919922) (961,16.67292022705078) (1463,16.290706634521484) (1243,15.687372207641602) (526,15.530542373657227) (903,15.207761764526367) (3890,15.199603080749512) (532,15.151239395141602)* (1062,15.13098430633545) (1934,14.93651294708252) (690,14.876513481140137) (1505,14.772031784057617) (1167,14.67885684967041) (886,14.637840270996094) (3501,14.605955123901367) (1409,14.486611366271973) (972,14.484716415405273)
244: (228,14.851637840270996)* (227,14.641329765319824) (546,14.249404907226562) (333,14.211057662963867) (230,14.0869140625) (355,14.034835815429688) (331,13.997797966003418) (714,13.962638854980469) (289,13.858993530273438) (229,13.754692077636719) (67,13.703128814697266) (67,13.703128814697266) (97,13.573348999023438) (679,13.499428749084473) (701,13.430681228637695) (1243,13.354164123535156) (302,13.330692291259766) (689,13.300352096557617) (329,13.24002456665039) (184,13.237384796142578)
247: (3859,11.764387130737305) (191,11.659273147583008) (472,11.632753372192383) (3078,11.251315116882324) (1470,11.102027893066406)* (4177,11.054190635681152) (11223,10.980473518371582) (7756,10.906980514526367) (2665,10.666010856628418) (14039,10.539523124694824) (297,10.511024475097656) (14038,10.483163833618164) (497,10.47122573852539) (6249,10.410480499267578) (14041,10.40097427368164) (14042,10.376710891723633) (3750,10.31885051727295) (14043,10.251327514648438) (65,10.179006576538086) (65,10.179006576538086)
248: (325,16.40691375732422)* (318,16.285280227661133) (289,16.264387130737305)* (333,16.00918197631836)* (528,15.959285736083984) (299,15.851901054382324) (352,15.814155578613281) (475,15.81367301940918) (544,15.763946533203125)* (302,15.639752388000488) (531,15.614978790283203) (344,15.377385139465332) (679,15.117030143737793) (328,14.958329200744629) (681,14.888675689697266) (1037,14.649669647216797) (294,14.605380058288574) (291,14.55782413482666) (314,14.504781723022461) (290,14.50452995300293)
249: (488,15.405313491821289) (209,14.977622985839844)* (378,14.657547950744629) (1091,14.519426345825195) (680,14.261957168579102)* (1863,14.106261253356934) (89,14.013102531433105) (230,13.980720520019531) (972,13.95284366607666) (518,13.94686508178711) (540,13.769235610961914) (1191,13.756790161132812) (190,13.702568054199219) (1179,13.65715217590332) (779,13.644205093383789)* (687,13.547905921936035) (471,13.489988327026367) (768,13.485513687133789) (481,13.462906837463379) (466,13.424962043762207)
250: (718,17.450119018554688) (163,17.10839080810547)* (227,16.762266159057617) (197,16.48309326171875) (599,15.822117805480957) (562,15.749930381774902) (1206,15.638713836669922) (383,15.153083801269531) (592,14.988131523132324) (868,14.733512878417969) (159,14.634007453918457) (436,14.578001976013184) (707,14.449350357055664) (630,14.430150985717773) (917,14.376263618469238) (154,14.31134033203125) (910,14.304193496704102) (1216,14.269208908081055) (2637,14.25507640838623) (1413,14.108087539672852)
251: (1513,16.392118453979492)* (1206,15.138321876525879) (10664,14.99975872039795) (4218,13.941322326660156) (383,13.826237678527832) (4821,13.768463134765625) (2637,13.694323539733887) (1645,13.664159774780273) (3744,13.628559112548828) (709,13.54761791229248) (234,13.50887680053711) (3737,13.462751388549805) (3333,13.3709077835083) (5638,13.33004093170166) (5639,13.301508903503418) (8713,13.258832931518555) (3444,13.182695388793945) (1974,13.147765159606934) (1412,13.087058067321777) (857,13.037845611572266)
252: (466,15.233797073364258)* (680,14.564964294433594) (288,14.472919464111328)* (544,14.436279296875) (291,14.38204574584961) (704,14.301932334899902) (528,13.901082992553711)* (681,13.859777450561523)* (352,13.819766998291016) (324,13.750324249267578) (313,13.658561706542969) (191,13.551408767700195) (323,13.490163803100586)* (318,13.4155912399292) (386,13.345008850097656)* (306,13.226999282836914) (2020,13.181798934936523) (1243,13.142162322998047) (2977,13.097784042358398) (674,13.022769927978516)
253: (300,14.510035514831543) (302,14.300362586975098)* (679,14.26755428314209) (295,14.225364685058594)* (291,14.110783576965332)* (378,13.646202087402344) (903,13.294002532958984)* (257,13.248573303222656) (714,13.2186918258667) (4716,13.213810920715332)* (2988,13.126190185546875) (466,13.101602554321289) (265,13.057607650756836) (461,12.873226165771484) (299,12.822795867919922) (972,12.788816452026367) (889,12.748106002807617)* (3173,12.714556694030762) (4350,12.692005157470703) (344,12.577313423156738)
254: (2637,14.869985580444336) (412,14.761314392089844)* (5630,14.628910064697266) (6121,14.410473823547363) (4822,14.277284622192383)* (6536,14.263053894042969) (3333,13.932143211364746) (7330,13.926961898803711) (3737,13.78216552734375) (4346,13.424884796142578) (383,13.414981842041016) (6132,13.142756462097168) (4189,12.960598945617676) (3744,12.956663131713867) (6120,12.951239585876465) (3382,12.938030242919922) (1681,12.920568466186523) (4201,12.83442497253418) (1185,12.786988258361816) (1192,12.783527374267578)
255: (603,16.171831130981445)* (748,15.845317840576172) (744,15.64990520477295) (2149,15.596364974975586) (2716,15.019437789916992) (3164,14.757181167602539) (1099,14.734403610229492) (2164,14.701545715332031)* (2605,14.64414119720459) (2691,14.510126113891602) (755,14.326787948608398) (6277,14.29848575592041) (1787,14.073341369628906) (1745,13.973644256591797)* (1790,13.972562789916992) (2681,13.900548934936523) (5503,13.893589973449707) (162,13.893037796020508) (749,13.890706062316895) (4994,13.876416206359863)
256: (295,16.029678344726562)* (261,15.930978775024414)* (288,15.610624313354492)* (714,15.545896530151367) (306,15.396154403686523)* (542,15.187503814697266) (257,15.056754112243652)* (903,14.990489959716797) (157,14.650737762451172) (349,14.591249465942383)* (4716,14.555423736572266) (646,14.501853942871094) (340,14.495755195617676) (1775,14.483719825744629) (1556,14.393939018249512) (265,14.393753051757812) (310,14.386101722717285) (3332,14.332752227783203) (3173,14.321806907653809)* (4350,14.31412410736084)
