userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,52.11122512817383) (187,51.821678161621094) (51,51.41986083984375)* (4308,51.07745361328125) (1014,50.92869186401367) (3768,50.915035247802734) (993,50.868438720703125) (59,50.8302001953125)* (3201,50.75776290893555) (1073,50.625492095947266) (1892,50.50539016723633) (1713,50.48345184326172) (1098,50.47909164428711) (1394,50.4178352355957) (7885,50.338233947753906) (1013,50.29681396484375) (3501,50.20347213745117) (1062,50.1833610534668) (998,50.125022888183594) (157,50.082603454589844)
127: (377,52.156070709228516) (2941,51.97066879272461) (706,51.894832611083984) (230,51.81342697143555) (707,51.75004959106445) (1044,51.6938591003418) (1854,51.60146713256836) (198,51.57555389404297) (966,51.45073318481445) (724,51.445011138916016) (488,51.43083190917969) (176,51.36280059814453) (220,51.29161834716797) (498,51.259281158447266) (982,51.071929931640625) (472,51.071434020996094) (500,50.962867736816406) (497,50.93164825439453)* (209,50.87376403808594) (917,50.81661605834961)
128: (227,55.0317497253418)* (2277,54.54779815673828) (511,54.4176139831543) (618,54.177303314208984) (154,54.17646026611328) (65,54.122039794921875) (65,54.122039794921875) (429,54.09253692626953) (229,54.05843734741211) (903,54.02608871459961) (900,53.96455764770508) (599,53.964317321777344) (58,53.88551330566406) (58,53.88551330566406) (3469,53.853233337402344) (228,53.851688385009766) (3110,53.849971771240234)* (1098,53.81953048706055) (533,53.78542709350586) (962,53.718814849853516)*
129: (289,59.22880172729492)* (288,58.68060302734375)* (300,58.653995513916016)* (292,58.5699462890625)* (701,58.38860321044922) (333,58.28962707519531)* (679,58.21125793457031) (291,58.14312744140625) (306,57.82994842529297) (298,57.59503936767578) (1934,57.50685501098633) (310,57.48533630371094) (461,57.35954666137695)* (257,57.27632522583008)* (1243,57.19967269897461) (349,57.07575988769531) (680,56.97065353393555) (903,56.961822509765625) (972,56.95994567871094)* (157,56.938846588134766)
130: (295,58.971107482910156)* (302,58.668739318847656) (291,58.50465774536133) (679,58.254661560058594) (310,58.23611068725586) (306,58.04621887207031) (2523,57.97017288208008) (466,57.969482421875) (301,57.56171798706055) (294,57.513851165771484)* (2018,57.27448272705078) (340,57.24371337890625) (97,57.22367477416992) (1243,57.216400146484375) (1934,57.21499252319336) (523,57.189308166503906)* (544,57.157875061035156) (903,57.11899948120117) (906,57.10779571533203)* (328,57.07542419433594)
131: (1620,57.16774368286133) (2698,57.0263671875) (271,56.938785552978516) (617,56.80827331542969) (6764,56.75636672973633) (2668,56.71472930908203) (10663,56.538516998291016) (4597,56.4895133972168) (1943,56.39553451538086) (266,56.3376350402832) (7015,56.168033599853516) (748,55.74348449707031) (5191,55.69541549682617) (278,55.66246032714844) (6581,55.636009216308594) (276,55.62747573852539) (6004,55.53716278076172) (619,55.532684326171875) (2605,55.434913635253906) (1970,55.36375427246094)
132: (289,57.54621505737305)* (300,57.52667999267578)* (288,57.4803581237793)* (292,57.18610763549805) (291,56.645938873291016) (679,56.61374282836914) (67,56.23211669921875) (67,56.23211669921875) (257,55.99472427368164)* (349,55.86675262451172)* (680,55.8128776550293) (293,55.72801208496094) (523,55.70555114746094) (328,55.666961669921875) (298,55.48075866699219) (704,55.46930694580078) (543,55.374046325683594)* (458,55.36228942871094) (1042,55.25716781616211) (321,55.23395538330078)
133: (466,54.47998809814453)* (306,54.10971450805664)* (679,54.07460021972656)* (544,53.99761962890625)* (344,53.74329376220703) (55,53.70502853393555) (299,53.68208312988281) (318,53.48735809326172) (802,53.39693832397461)* (321,53.36395263671875) (458,53.34283447265625) (646,53.284576416015625)* (686,53.28118896484375) (790,53.21744918823242) (543,53.06940841674805)* (293,52.99082565307617) (680,52.9723014831543) (2020,52.92151641845703) (1032,52.91054153442383) (681,52.870765686035156)*
134: (461,56.09013748168945) (295,56.0869140625) (466,55.723968505859375)* (300,55.679710388183594) (89,55.569435119628906)* (306,55.538082122802734) (458,55.458675384521484) (257,55.35346603393555)* (333,55.2415657043457) (701,55.1826057434082)* (302,55.09763717651367) (686,55.0943603515625)* (2548,55.0678825378418)* (318,55.040470123291016) (327,55.033966064453125) (1453,54.99910354614258) (1037,54.96704864501953) (4814,54.950706481933594) (802,54.90728759765625) (314,54.897010803222656)
135: (1379,46.35188674926758) (3367,46.17945861816406) (157,46.0927734375) (1104,45.839332580566406) (377,45.7635498046875) (6548,45.70711898803711) (5079,45.674686431884766) (1114,45.5208740234375) (7,45.487300872802734) (486,45.405670166015625) (5000,45.38943099975586) (378,45.375492095947266) (300,45.34733963012695)* (333,45.297000885009766) (1001,45.2519645690918) (375,45.24026870727539) (295,45.158203125) (187,45.15557861328125) (4558,45.153228759765625) (498,45.14110565185547)
136: (295,57.03471374511719)* (288,56.733577728271484)* (302,56.25907516479492)* (300,56.25419998168945) (55,56.20588684082031)* (466,55.61103439331055) (461,55.364776611328125) (913,55.35399627685547)* (285,55.29753875732422) (294,55.25572204589844)* (157,55.1131591796875) (543,55.10547637939453) (525,55.09457015991211) (523,55.05280303955078)* (544,55.026092529296875) (161,54.97576904296875) (352,54.96942138671875) (325,54.84492111206055)* (290,54.820823669433594)* (332,54.719322204589844)
137: (689,53.37305450439453) (903,53.24970245361328) (65,52.70026779174805)* (65,52.70026779174805)* (89,52.64030456542969) (526,52.45017623901367) (1243,52.356910705566406)* (229,52.305118560791016) (2521,52.19651794433594) (97,52.01875686645508) (182,52.00775909423828) (423,51.92820358276367) (962,51.87393569946289) (228,51.81420135498047) (1400,51.802757263183594) (690,51.78080749511719) (2544,51.75383377075195) (703,51.744022369384766) (546,51.735496520996094) (425,51.71141052246094)
139: (1854,55.936038970947266) (497,55.90788650512695) (198,55.75645446777344) (978,55.64755630493164)* (488,55.56232452392578) (1104,55.433990478515625) (1672,55.416748046875)* (517,55.35282516479492) (504,55.34534454345703) (7,55.14297866821289)* (3240,54.8856315612793)* (2941,54.880069732666016) (3946,54.79926681518555) (2956,54.78693771362305) (514,54.66438674926758) (1145,54.630428314208984) (1179,54.598167419433594) (2380,54.59100341796875) (494,54.5302734375) (1714,54.48899841308594)
140: (629,56.12466812133789) (615,55.78093338012695) (440,55.599605560302734) (225,55.4609489440918)* (703,55.32644271850586) (1390,55.31296920776367) (222,55.255699157714844) (207,55.25124740600586)* (419,55.168235778808594) (2139,55.1549072265625) (1400,55.14385223388672) (425,55.1322135925293) (430,55.1146354675293) (2572,55.046451568603516) (228,54.99966812133789) (448,54.973697662353516) (231,54.92165756225586) (2582,54.917633056640625) (7505,54.9078483581543) (210,54.899879455566406)
141: (72,52.41646957397461)* (72,52.41646957397461)* (1079,52.02283477783203) (77,51.876014709472656) (77,51.876014709472656) (187,51.86655807495117) (1412,51.64189529418945) (157,51.54728698730469) (1001,51.45063400268555) (601,51.446571350097656) (227,51.38868713378906)* (868,51.269126892089844) (193,51.267005920410156) (599,51.253543853759766)* (1892,50.97452163696289) (1014,50.97438049316406) (712,50.94746780395508) (85,50.90946578979492) (1810,50.907718658447266) (99,50.880882263183594)
142: (59,55.58463668823242)* (1883,54.26158905029297) (1073,54.236175537109375) (874,54.103885650634766) (1013,53.85805892944336) (159,53.77458190917969)* (998,53.65302658081055) (1001,53.63794708251953) (98,53.591087341308594) (1878,53.5884895324707) (1890,53.569515228271484) (1083,53.56110763549805)* (3281,53.49811553955078)* (9256,53.481685638427734) (1019,53.421993255615234) (3451,53.38816833496094) (1886,53.384239196777344) (3768,53.344600677490234) (4308,53.233158111572266) (8291,53.170005798339844)
143: (959,67.73037719726562)* (1464,67.58323669433594) (601,67.01570892333984) (575,66.9717025756836) (192,66.6902084350586)* (889,66.46673583984375) (253,66.45590209960938) (1834,66.44235229492188) (69,66.37846374511719) (69,66.37846374511719) (728,66.32891082763672) (2183,66.30657196044922) (1844,66.29949951171875) (1468,66.2470474243164) (3313,66.10037231445312) (67,66.07158660888672) (67,66.07158660888672) (1740,66.04102325439453) (7054,65.92720794677734) (8152,65.90363311767578)
144: (314,54.37527084350586)* (306,54.02243423461914)* (349,53.9613037109375)* (468,53.88015365600586) (484,53.867759704589844) (288,53.843055725097656)* (257,53.82402420043945)* (331,53.805660247802734) (4566,53.60757827758789) (279,53.5302619934082) (312,53.426944732666016)* (301,53.42053985595703)* (701,53.249759674072266)* (310,53.21459197998047) (1444,53.010616302490234)* (543,53.00650405883789) (309,52.88737487792969) (320,52.859886169433594) (329,52.84280776977539) (545,52.74828338623047)
145: (300,64.58715057373047)* (679,64.57084655761719) (289,64.55707550048828) (288,63.83802795410156)* (302,63.77824783325195)* (67,63.74638748168945) (67,63.74638748168945) (295,63.633235931396484) (292,63.609928131103516)* (298,63.537879943847656) (55,63.346397399902344) (461,63.32920455932617) (498,62.988067626953125) (680,62.95903396606445) (324,62.95350646972656)* (342,62.934898376464844)* (544,62.79848098754883) (306,62.784183502197266) (1243,62.60517120361328) (362,62.572452545166016)
146: (292,57.48851776123047)* (300,57.37145233154297)* (299,56.72697448730469) (55,56.725929260253906) (328,56.686744689941406) (291,56.46696853637695)* (352,56.466957092285156) (461,56.37470626831055)* (544,56.3138542175293) (1037,56.26854705810547) (317,56.18368148803711) (531,56.171749114990234) (4814,56.073143005371094) (67,55.94409942626953)* (67,55.94409942626953)* (679,55.81331253051758) (293,55.79221725463867) (2094,55.77186965942383)* (528,55.67967224121094)* (915,55.65459060668945)
147: (89,58.90704345703125) (300,58.55301284790039) (288,58.324798583984375)* (344,58.11555862426758) (292,58.034446716308594)* (466,57.78874206542969) (461,57.64736557006836) (701,57.642433166503906)* (455,57.33713150024414) (306,57.267677307128906)* (544,57.07421112060547) (157,57.068626403808594) (321,56.890132904052734) (318,56.86640167236328)* (2801,56.80851745605469) (298,56.79820251464844) (680,56.77279281616211) (325,56.70174789428711)* (681,56.700347900390625) (523,56.65874481201172)*
148: (1963,59.06993865966797) (3227,58.243446350097656) (107,58.13661575317383) (605,58.05818557739258) (1236,57.95203399658203) (2923,57.73215866088867) (278,57.562564849853516) (1950,57.51279067993164) (276,57.463871002197266) (617,57.36981964111328) (8474,57.35540771484375) (2716,57.340538024902344) (1943,57.31785202026367)* (11204,57.27619934082031) (3707,57.26215362548828) (1979,57.242950439453125) (2921,57.02892303466797) (527,56.992713928222656) (1970,56.95929718017578) (10554,56.93107223510742)
149: (65,61.12411117553711) (65,61.12411117553711) (190,60.6622314453125) (229,60.65892028808594) (89,60.358734130859375)* (377,60.32481384277344) (1377,60.30946350097656) (220,60.19679641723633) (316,60.125038146972656) (184,60.07870101928711) (333,60.03651809692383) (1375,60.0284538269043) (538,59.9864501953125) (533,59.94560241699219) (228,59.8678092956543) (903,59.815914154052734) (966,59.81492233276367)* (182,59.81446838378906) (207,59.798152923583984) (227,59.78669738769531)
150: (67,62.15801239013672) (67,62.15801239013672) (295,61.99445724487305)* (292,61.7259635925293) (300,61.67863845825195) (291,61.227840423583984)* (55,61.15299987792969) (679,61.047428131103516) (349,60.922821044921875)* (461,60.775001525878906) (299,60.742313385009766)* (310,60.68293380737305) (466,60.63988494873047) (360,60.32685089111328) (544,60.30766296386719) (913,60.21506881713867) (2523,60.20112991333008) (951,60.065582275390625) (523,60.05916213989258) (294,60.00120544433594)*
151: (708,64.53596496582031) (6480,64.33252716064453) (1775,64.29496765136719) (2082,64.09791564941406) (4466,64.01205444335938) (1241,63.98756790161133) (6123,63.97366714477539) (3384,63.899147033691406)* (4463,63.84833526611328) (3074,63.838191986083984) (4709,63.75579071044922) (6483,63.68208312988281) (2858,63.49435043334961) (5427,63.41495895385742) (283,63.37467575073242)* (4828,63.363136291503906) (4818,63.353824615478516) (1045,63.32754135131836) (1011,63.30001449584961) (4087,63.26683044433594)
152: (89,53.13468933105469)* (679,52.58470916748047) (344,52.264366149902344)* (464,52.224395751953125) (1047,52.100032806396484) (324,52.029327392578125)* (461,52.00453567504883)* (230,51.987918853759766) (65,51.9593620300293) (65,51.9593620300293) (229,51.94069290161133) (302,51.9329948425293) (288,51.908084869384766) (544,51.8906364440918) (538,51.85385513305664) (228,51.765655517578125) (67,51.751869201660156) (67,51.751869201660156) (295,51.68000411987305) (903,51.630245208740234)*
153: (174,53.402889251708984)* (152,53.00811767578125) (233,52.8931884765625) (186,52.88358688354492) (162,52.74558639526367)* (9766,52.70671463012695) (2193,52.59589767456055) (1099,52.56141662597656) (1098,52.511966705322266) (65,52.43897247314453) (65,52.43897247314453) (10836,52.410457611083984) (1131,52.37348937988281) (5180,52.320098876953125) (238,52.28403091430664) (806,52.22136306762695) (418,52.209590911865234) (9343,52.170291900634766) (173,52.15215301513672) (1104,52.06571960449219)
154: (377,59.32572937011719) (1044,58.917396545410156) (1854,58.76694869995117) (488,58.58662033081055) (2941,58.48859786987305) (497,58.307945251464844) (1672,58.037227630615234)* (726,57.98634719848633) (230,57.913822174072266) (7,57.897796630859375) (1249,57.68896484375) (504,57.68623733520508) (405,57.5885009765625) (978,57.436641693115234) (498,57.37519454956055) (2664,57.303855895996094) (519,57.16850280761719) (536,57.1524658203125) (489,57.03263854980469) (490,57.02650833129883)
155: (3431,62.81528854370117)* (8555,62.253482818603516) (1083,61.81929397583008)* (718,61.42888641357422) (875,61.397010803222656)* (631,61.34661102294922) (2491,61.32021713256836) (1804,61.31568908691406) (599,61.3121452331543)* (2459,61.304935455322266) (2490,61.15348815917969) (8668,61.15116882324219) (2624,61.13993453979492)* (1227,61.139400482177734)* (1412,61.12248229980469) (9286,61.11943054199219) (910,61.11830520629883) (4278,61.10050964355469) (163,61.07072448730469) (9125,61.05533981323242)
156: (424,54.25566101074219) (533,54.25461196899414)* (228,53.98119354248047) (229,53.740997314453125) (65,53.69685363769531)* (65,53.69685363769531)* (1090,53.47933578491211) (903,53.446189880371094) (203,53.10976791381836) (429,53.0631103515625) (1244,52.97349548339844) (1414,52.937400817871094) (733,52.899658203125) (199,52.85832214355469) (599,52.83197784423828) (554,52.7336540222168) (959,52.69501876831055) (298,52.67902374267578) (439,52.67436981201172) (217,52.646724700927734)
157: (732,55.87223815917969) (1803,55.78649139404297) (1358,55.64413833618164)* (724,55.52061080932617) (1249,54.954627990722656) (1366,54.90674591064453)* (959,54.758750915527344)* (951,54.68156814575195) (2784,54.59650802612305)* (2797,54.525943756103516) (2346,54.46124267578125) (4180,54.43622589111328) (4165,54.34835433959961) (707,54.250770568847656) (2834,54.152774810791016)* (4286,54.13520431518555) (2973,54.03800964355469)* (2569,53.85063934326172) (7792,53.80306625366211) (2838,53.70940399169922)
158: (89,65.4316177368164) (289,65.4124984741211) (288,64.90990447998047) (300,64.60835266113281) (333,64.39786529541016) (292,64.34904479980469) (67,64.23607635498047) (67,64.23607635498047) (295,64.2116470336914) (2094,64.06896209716797) (701,64.05792236328125) (344,64.03282165527344) (302,64.00897979736328) (461,63.960548400878906) (375,63.94062042236328) (679,63.92573928833008)* (55,63.652626037597656) (680,63.471920013427734) (681,63.42525100708008)* (306,63.233978271484375)
159: (89,59.409027099609375) (157,59.05704879760742) (55,58.973968505859375) (289,58.93952178955078) (295,58.79802703857422) (300,58.201107025146484) (972,58.1955680847168) (306,58.05287551879883) (333,58.01654815673828) (378,57.99271011352539) (310,57.92288589477539)* (328,57.60238265991211) (291,57.503257751464844) (349,57.48530578613281) (903,57.46725845336914) (257,57.41832733154297)* (329,57.252906799316406) (71,57.10643768310547) (71,57.10643768310547) (265,57.1063117980957)*
161: (1263,54.76087951660156) (968,54.081974029541016) (6546,54.05180740356445) (5670,54.021087646484375) (1919,53.95698928833008) (6548,53.739219665527344) (811,53.715030670166016) (930,53.697505950927734) (4162,53.68722915649414) (2944,53.526607513427734) (377,53.43205642700195) (6542,53.428382873535156) (779,53.374324798583984) (25,53.30453109741211) (6812,53.28776550292969) (2100,53.249107360839844) (10978,53.22404098510742) (13,53.21805953979492) (2963,53.20637512207031) (10980,53.140567779541016)
162: (157,58.80853271484375) (288,58.745849609375) (292,58.688533782958984) (378,58.67560958862305)* (300,58.61704635620117) (701,58.54789352416992) (972,58.53516387939453) (518,58.44792556762695) (55,58.27888488769531) (291,58.06619644165039) (3557,57.94989013671875) (466,57.86825180053711) (349,57.78811264038086) (306,57.75094985961914) (161,57.603511810302734) (461,57.601966857910156) (679,57.60114669799805) (966,57.59263610839844) (680,57.5204963684082) (498,57.49673843383789)
163: (2467,68.84810638427734)* (3585,67.61691284179688)* (5267,67.55255126953125) (1462,67.33688354492188) (2443,67.2755126953125) (12681,67.22408294677734) (12684,67.18794250488281) (2437,67.08871459960938) (2466,67.06489562988281) (1489,66.9327163696289) (2442,66.912353515625)* (4542,66.89861297607422) (5375,66.8261947631836) (9820,66.74502563476562) (3073,66.73975372314453) (3765,66.720947265625) (12690,66.67543029785156) (12688,66.67118835449219) (12683,66.65972137451172) (11769,66.64495849609375)
164: (227,67.77790069580078) (220,66.87999725341797) (234,66.73954010009766) (65,66.69902038574219) (65,66.69902038574219) (207,66.64832305908203) (229,66.44441986083984) (533,66.42996215820312) (418,66.404052734375) (190,66.35126495361328)* (424,66.21363830566406) (228,66.18104553222656) (225,66.04856872558594) (199,66.01988983154297) (366,65.93846130371094) (163,65.92475128173828) (226,65.83069610595703)* (1090,65.79890441894531) (982,65.75003051757812) (436,65.73974609375)
166: (159,62.145816802978516)* (718,62.12788391113281) (599,61.945838928222656) (511,61.810970306396484) (1686,61.679954528808594) (1244,61.6766471862793) (157,61.661956787109375) (230,61.63948440551758) (234,61.636531829833984) (959,61.56263732910156) (220,61.54432678222656) (986,61.49077606201172) (735,61.430137634277344) (2634,61.22106170654297) (857,61.16252517700195) (190,61.14533996582031) (67,61.09953689575195) (67,61.09953689575195) (868,61.074642181396484) (1122,61.06462097167969)
168: (7665,55.45000457763672) (1155,55.17198944091797) (1961,54.6684684753418) (10615,54.503944396972656) (6409,54.44781494140625) (8587,54.42409133911133) (757,54.42253112792969)* (1101,54.29054641723633) (619,54.21509552001953) (11463,54.15909957885742) (1745,54.08021926879883) (8705,54.010902404785156) (1405,53.981971740722656) (1969,53.98064041137695) (11783,53.966270446777344) (1396,53.889610290527344) (2139,53.88838577270508) (440,53.88772201538086)* (1954,53.86052322387695) (418,53.83917236328125)
170: (370,58.48237609863281) (953,58.330963134765625) (846,58.32568359375) (813,58.22543716430664) (806,58.17695999145508) (2172,57.916255950927734) (785,57.90612030029297) (779,57.84099578857422) (25,57.71650695800781) (832,57.575775146484375) (2381,57.4710578918457) (1216,57.44526290893555) (769,57.389068603515625) (2211,57.368106842041016) (188,57.3538932800293) (707,57.35305404663086)* (2379,57.350059509277344) (821,57.33733367919922) (812,57.334205627441406) (826,57.33101272583008)
171: (154,53.521278381347656)* (1400,53.438316345214844)* (217,53.248558044433594) (424,53.1664924621582) (210,53.12425994873047) (432,53.117713928222656) (56,53.06709289550781) (56,53.06709289550781) (1090,52.97096633911133) (425,52.93153381347656) (199,52.8788948059082) (225,52.87499237060547) (757,52.77365493774414)* (703,52.547088623046875)* (1239,52.53289031982422) (1390,52.44557571411133) (689,52.42921829223633) (227,52.407814025878906) (1106,52.368797302246094) (430,52.338680267333984)
172: (229,49.6584587097168) (65,49.313419342041016) (65,49.313419342041016) (159,49.27871322631836) (227,49.200286865234375) (220,49.1379508972168) (234,49.12018585205078) (1090,49.0930061340332) (533,49.0472297668457) (56,48.94654083251953) (56,48.94654083251953) (72,48.67171096801758) (72,48.67171096801758) (230,48.64698028564453)* (203,48.61579895019531) (88,48.54559326171875) (709,48.49534225463867) (233,48.45990753173828) (982,48.271827697753906) (436,48.209346771240234)
173: (220,58.92388916015625) (533,58.891300201416016) (982,58.552528381347656) (439,58.21254348754883)* (234,58.118324279785156) (230,57.89866638183594) (227,57.83393478393555)* (65,57.74876022338867) (65,57.74876022338867) (1669,57.59625244140625) (1090,57.446922302246094) (228,57.29328536987305) (706,57.24656295776367) (1249,57.22700500488281) (229,57.085121154785156) (154,56.942359924316406)* (614,56.934383392333984) (1515,56.72115707397461) (1520,56.71621322631836) (1048,56.70749282836914)
174: (227,68.60299682617188) (366,68.5807113647461) (2176,68.21554565429688) (355,68.07240295410156) (230,67.81848907470703) (1244,67.7629623413086) (316,67.68299102783203) (10677,67.42119598388672) (3464,67.40618133544922) (3749,67.327392578125)* (220,67.3191909790039)* (356,67.11139678955078) (412,67.1089096069336) (498,67.04605102539062) (718,67.01164245605469) (1470,66.98577880859375) (4432,66.95066833496094) (538,66.95051574707031) (5249,66.88724517822266) (89,66.87735748291016)
175: (1462,68.28968811035156) (2437,68.22535705566406)* (5267,68.16241455078125) (3073,67.80197143554688) (3583,67.73789978027344)* (9820,67.72932434082031) (5375,67.70231628417969) (3609,67.68302917480469) (8743,67.6753921508789) (1447,67.49646759033203)* (12681,67.34383392333984) (1459,67.28507232666016)* (1694,67.27140808105469) (12684,67.23046112060547) (681,67.20433807373047) (2395,67.18597412109375) (1438,67.02803039550781) (945,67.0006332397461) (2462,66.9709701538086) (2450,66.92559814453125)
176: (159,50.08100128173828) (229,49.75505065917969) (56,49.234649658203125) (56,49.234649658203125) (190,49.189697265625) (599,49.01356506347656) (511,48.95735549926758) (65,48.88615417480469) (65,48.88615417480469) (533,48.62112808227539) (199,48.61144256591797) (172,48.59292221069336) (88,48.531768798828125) (2531,48.47215270996094) (1098,48.45943069458008) (203,48.44591522216797) (1400,48.401268005371094) (207,48.37147903442383) (851,48.354103088378906) (424,48.25303268432617)*
177: (163,63.65300750732422)* (1412,63.14118194580078)* (707,62.69382095336914) (607,62.65654754638672)* (152,62.450233459472656)* (4675,62.44191360473633) (920,62.340476989746094) (1358,62.31099319458008) (868,62.08917999267578) (1372,62.055301666259766) (1119,61.843231201171875) (706,61.81643295288086) (1703,61.79005813598633) (3481,61.76213073730469) (841,61.7613525390625) (1639,61.611839294433594)* (1132,61.41086959838867) (1343,61.39595413208008) (918,61.36705017089844) (1131,61.36647033691406)
178: (4271,67.71680450439453) (841,67.35480499267578) (3417,67.22406005859375) (920,66.74884033203125) (370,66.65399169921875) (152,66.6216812133789) (1411,66.59990692138672) (843,66.55035400390625) (9716,66.4032211303711) (163,66.16741943359375) (4675,66.13452911376953) (2771,66.08352661132812) (1274,66.0391616821289) (846,66.02481842041016) (6286,66.00768280029297) (2375,66.00054168701172) (4611,65.9376220703125) (949,65.83905029296875)* (162,65.83867645263672) (1131,65.80233764648438)
179: (89,48.16763687133789)* (333,47.817020416259766)* (209,47.61605453491211) (230,47.55396270751953)* (1246,47.42134094238281) (190,47.34520721435547) (65,47.16358947753906) (65,47.16358947753906) (1854,47.10600662231445) (229,46.9532356262207) (966,46.8936653137207) (540,46.868896484375) (488,46.85127258300781) (295,46.81003952026367) (298,46.762725830078125) (302,46.71333312988281) (306,46.70075225830078) (1672,46.684295654296875) (67,46.62663269042969)* (67,46.62663269042969)*
180: (845,63.418434143066406) (815,62.81793975830078) (5807,62.72793960571289) (842,62.64769744873047) (370,62.4830322265625) (45,62.333038330078125) (3720,62.271759033203125) (512,62.203670501708984) (831,62.20219039916992) (5061,62.12245178222656) (503,62.0925407409668) (1561,61.922794342041016) (779,61.904693603515625) (785,61.84053421020508) (1131,61.765037536621094) (10831,61.726234436035156) (832,61.609458923339844) (2151,61.599239349365234) (11852,61.566837310791016) (1401,61.4761962890625)
181: (2644,61.71424102783203) (1789,61.565433502197266) (6267,61.435829162597656) (726,61.29776382446289) (727,61.234317779541016) (11170,61.14384460449219) (6242,61.124759674072266) (1109,61.025699615478516) (7261,61.02198028564453) (3056,61.01895523071289) (3046,60.98984909057617) (7720,60.959739685058594) (1104,60.93501663208008)* (63,60.90944290161133) (63,60.90944290161133) (15457,60.80775833129883) (4306,60.75589370727539) (6263,60.73141098022461) (7717,60.70912170410156) (7715,60.668601989746094)
182: (727,68.46928405761719) (4616,67.98589324951172) (390,67.8907470703125) (71,67.7846908569336) (71,67.7846908569336) (184,67.78302001953125) (1463,67.58572387695312) (697,67.58197784423828) (316,67.51419830322266) (7137,67.45580291748047) (7157,67.41444396972656) (406,67.3974380493164) (2051,67.34982299804688) (7175,67.31513977050781) (1109,67.22128295898438) (3466,67.10631561279297) (722,67.09622955322266) (3750,67.09619903564453) (10918,67.0937271118164) (63,67.08800506591797)
183: (59,45.3134651184082)* (51,45.01835250854492) (599,44.63593292236328) (187,44.464813232421875) (1001,44.33119583129883) (1014,44.24506759643555) (1892,43.82799530029297) (993,43.80146026611328) (1073,43.60545349121094) (997,43.54377365112305) (851,43.48550033569336) (3768,43.46721649169922) (998,43.422325134277344) (441,43.411277770996094) (1013,43.388038635253906) (959,43.37141418457031) (1019,43.27263641357422) (1089,43.270084381103516) (227,43.26280975341797) (98,43.197200775146484)
184: (65,50.90285110473633) (65,50.90285110473633) (238,50.63921356201172)* (1713,50.579708099365234) (1394,50.57365417480469) (229,50.56620407104492) (1075,50.564151763916016) (159,50.47506332397461) (187,50.43391418457031) (81,50.32774353027344)* (1062,50.30484390258789) (58,50.25643539428711) (58,50.25643539428711) (1379,50.24401092529297) (56,50.07676696777344) (56,50.07676696777344) (1001,49.9467887878418) (227,49.883541107177734) (3501,49.85343551635742) (172,49.73417663574219)
185: (187,34.58843231201172)* (157,33.97010040283203) (1892,33.81330490112305) (75,33.65855407714844) (75,33.65855407714844) (999,33.60512161254883) (1079,33.5330810546875) (180,33.50448989868164) (99,33.481605529785156) (67,33.464115142822266) (67,33.464115142822266) (77,33.405006408691406) (77,33.405006408691406) (91,33.313995361328125) (3768,33.29079055786133) (1000,33.212825775146484) (1076,33.18245315551758) (5000,33.149818420410156) (1013,33.0987663269043)* (85,33.09831619262695)
186: (1246,54.7666015625) (486,54.724544525146484) (488,54.30599594116211) (89,54.244510650634766)* (300,54.07689666748047)* (209,54.0726203918457) (1673,53.96165466308594) (461,53.82939147949219) (544,53.76072311401367) (1854,53.558982849121094) (540,53.53510284423828) (403,53.528621673583984) (536,53.49875259399414) (1041,53.49671936035156) (472,53.40505599975586) (497,53.393653869628906) (1180,53.38138961791992) (475,53.36363220214844) (537,53.26889419555664) (371,53.25349807739258)
187: (72,49.21781539916992)* (72,49.21781539916992)* (1001,49.0624885559082) (1014,48.561546325683594) (1079,48.4931755065918) (1892,48.4811897277832) (77,48.452091217041016) (77,48.452091217041016) (99,48.418697357177734) (59,48.39674377441406) (193,48.27351379394531)* (85,48.11597442626953) (999,48.08179473876953) (1013,48.07770919799805)* (2552,48.01405334472656) (511,47.971107482910156) (95,47.877052307128906) (163,47.8366813659668)* (997,47.827903747558594)* (1073,47.80272674560547)
189: (1974,56.198089599609375) (234,55.704864501953125)* (1406,55.44173812866211) (1672,55.340179443359375) (1091,55.269283294677734) (220,55.23570251464844) (1104,55.220970153808594) (497,55.205482482910156) (1116,55.04490280151367)* (982,54.782962799072266)* (504,54.75371170043945) (209,54.59822082519531) (488,54.55804443359375) (1650,54.5543327331543) (614,54.40168762207031)* (1179,54.40000534057617) (486,54.33305358886719)* (412,54.32312774658203) (510,54.32303237915039) (3946,54.28890609741211)*
190: (361,61.79957580566406) (365,61.79470443725586) (335,61.69601821899414) (13265,61.670772552490234) (341,61.61029815673828) (339,61.582725524902344) (345,61.49087142944336) (2183,61.482391357421875) (6697,61.46966552734375) (16775,61.46493148803711) (3311,61.39329147338867) (16774,61.3055419921875) (4341,60.96577453613281) (14309,60.94748306274414) (253,60.94578170776367) (2046,60.9381217956543) (8308,60.85226821899414) (3482,60.829349517822266) (16770,60.78300857543945) (4333,60.78240203857422)
