userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,52.79021453857422)* (1001,52.75762939453125) (187,52.40057373046875) (1073,51.84886932373047) (59,51.71406555175781)* (997,51.6760368347168) (3201,51.58904266357422) (1014,51.57904052734375) (1013,51.575965881347656) (1098,51.54730224609375) (998,51.487403869628906) (1892,51.487274169921875) (157,51.4640998840332) (3768,51.35833740234375) (193,51.30999755859375) (3303,51.30072021484375) (993,51.288414001464844) (601,51.25959014892578) (1062,51.16664505004883) (877,51.15925598144531)
156: (533,47.68336868286133)* (228,47.40139389038086) (65,47.36720657348633)* (65,47.36720657348633)* (424,47.31525802612305) (903,47.083614349365234) (229,47.01993179321289) (599,46.91279220581055) (429,46.79712677001953) (439,46.646663665771484) (718,46.58983612060547) (1090,46.57676315307617) (316,46.55396270751953) (857,46.546142578125) (1244,46.50202560424805) (959,46.45991134643555) (203,46.459774017333984) (715,46.45219039916992) (868,46.442222595214844) (234,46.373565673828125)
157: (1358,55.402427673339844)* (1803,55.26231002807617) (724,54.839073181152344) (732,54.726524353027344) (959,54.40373611450195)* (1366,54.30424499511719)* (4460,54.24485778808594) (4180,54.186344146728516) (707,54.135162353515625) (1249,53.9706916809082) (2784,53.770572662353516)* (2834,53.68425750732422)* (4165,53.644256591796875) (2790,53.560848236083984) (951,53.48586654663086) (956,53.47426223754883) (2346,53.38162612915039) (922,53.28483963012695) (841,53.267669677734375) (4124,53.24121856689453)
158: (288,62.499149322509766) (289,62.41938018798828) (161,62.023006439208984) (89,62.004615783691406) (295,61.91041564941406) (292,61.821144104003906) (2094,61.77839660644531) (349,61.55619812011719) (300,61.53120422363281) (701,61.425804138183594) (375,61.397708892822266) (257,61.36637878417969) (306,61.196048736572266) (913,61.09892272949219) (333,61.04457473754883) (1059,61.011348724365234) (67,61.008056640625) (67,61.008056640625) (55,60.997596740722656) (302,60.99406051635742)
159: (89,55.213165283203125) (289,54.87933349609375) (157,54.57207107543945) (55,54.55888748168945) (972,54.134029388427734) (300,54.05571746826172) (295,54.0196647644043) (378,53.974178314208984) (71,53.84040451049805) (71,53.84040451049805) (306,53.781707763671875) (333,53.773948669433594) (310,53.756221771240234)* (328,53.721126556396484) (291,53.63508605957031) (161,53.509239196777344) (535,53.466941833496094) (1379,53.464778900146484)* (903,53.45738220214844) (349,53.425453186035156)
161: (1263,64.67656707763672) (930,63.92060470581055) (3244,63.764652252197266)* (6542,63.618995666503906) (377,63.534912109375) (5670,63.519283294677734) (25,63.44589614868164) (6819,63.218955993652344) (811,63.201969146728516) (4162,63.16228485107422) (500,63.15797424316406) (7,63.15385437011719) (11,63.14435577392578) (497,63.100257873535156) (6812,63.059261322021484) (1270,63.02360534667969) (4137,63.018611907958984) (2963,63.008544921875) (1797,63.004974365234375) (2,62.98866271972656)
162: (378,57.6305046081543)* (518,56.914573669433594) (300,56.74493408203125) (157,56.60624694824219) (972,56.59976577758789) (292,56.53691101074219) (288,56.39387893676758) (161,56.335994720458984) (701,56.31898498535156) (55,56.263153076171875) (377,56.19981384277344) (966,56.181190490722656) (498,56.17341232299805) (306,56.04193115234375) (466,56.03594970703125) (1673,56.003231048583984) (291,55.98233413696289) (486,55.821807861328125) (3557,55.80421447753906) (461,55.783878326416016)
163: (2467,46.97747039794922)* (5267,46.05834197998047) (2443,45.90502166748047) (5119,45.88825225830078) (1543,45.8228874206543) (3766,45.68951416015625) (4361,45.643043518066406) (3761,45.63993453979492) (2244,45.55663299560547) (2442,45.553428649902344)* (3585,45.52734375)* (2445,45.50230407714844) (819,45.501399993896484) (480,45.47091293334961) (2440,45.46541213989258) (5810,45.4539909362793) (10320,45.44900131225586) (12684,45.429561614990234) (3078,45.407962799072266) (1489,45.3900032043457)
164: (227,55.78897476196289) (234,55.40532684326172) (190,55.37167739868164)* (220,55.159332275390625) (65,54.818641662597656) (65,54.818641662597656) (533,54.7161865234375) (226,54.6973762512207)* (88,54.669071197509766) (229,54.622314453125) (207,54.548763275146484) (436,54.51890563964844) (228,54.48184585571289) (173,54.41526412963867) (982,54.39365768432617) (230,54.372989654541016) (163,54.238372802734375) (418,54.195289611816406) (233,54.14426040649414) (1239,54.123985290527344)
166: (250,46.80876159667969) (868,46.806671142578125) (163,46.79552459716797) (220,46.529327392578125) (190,46.48469161987305) (154,46.474098205566406) (735,46.415584564208984) (959,46.4028205871582) (234,46.39042282104492) (65,46.36928939819336) (65,46.36928939819336) (511,46.33817672729492) (599,46.19310760498047) (718,46.14558792114258) (614,46.0999641418457) (562,46.01187515258789) (159,45.98821258544922)* (1244,45.986576080322266) (1122,45.97344207763672) (857,45.932491302490234)
168: (757,55.77544021606445)* (1155,55.42705535888672) (3411,55.085243225097656) (2139,55.00802230834961) (440,54.991790771484375)* (444,54.988136291503906) (1961,54.92596435546875) (603,54.851009368896484) (3707,54.78416442871094) (10014,54.77507781982422) (621,54.71988296508789) (418,54.70512390136719) (1954,54.58135223388672) (7665,54.56035232543945) (6409,54.550819396972656) (2289,54.51716613769531) (56,54.500606536865234) (56,54.500606536865234) (2281,54.44470977783203) (703,54.38899230957031)*
170: (953,62.07733154296875) (707,61.81187438964844)* (785,61.73755645751953) (198,61.58597946166992) (806,61.54215621948242) (2970,61.48946762084961) (25,61.46697235107422) (12,61.42915725708008) (846,61.427284240722656) (813,61.37827682495117) (808,61.318363189697266) (370,61.248409271240234) (2172,61.08187484741211) (188,61.056915283203125) (45,61.03825378417969) (1547,61.024566650390625) (1861,61.01612854003906) (2186,61.00450897216797) (1206,60.979827880859375) (5667,60.93538284301758)
171: (56,50.729026794433594) (56,50.729026794433594) (757,50.66781997680664)* (154,50.586647033691406)* (1400,50.46610641479492)* (199,50.389015197753906) (227,50.313533782958984) (425,50.10519790649414) (217,50.084407806396484) (703,50.029563903808594)* (1390,49.9395637512207) (210,49.82109451293945) (430,49.81251907348633) (1106,49.7546501159668) (418,49.72664260864258) (1398,49.69937515258789) (432,49.65452575683594) (223,49.61955261230469) (1090,49.595489501953125) (298,49.55610656738281)
172: (227,50.98416519165039) (234,50.87603759765625) (159,50.82892990112305) (203,50.62546920776367) (709,50.58943557739258) (56,50.55453109741211) (56,50.55453109741211) (533,50.52458953857422) (1090,50.519893646240234) (233,50.46691131591797) (229,50.46626663208008) (429,50.4581413269043) (220,50.40040969848633) (436,50.384220123291016) (65,50.24198913574219) (65,50.24198913574219) (88,50.196136474609375) (199,49.87738037109375) (614,49.8707389831543) (72,49.86669921875)
173: (533,50.15793991088867) (227,50.149078369140625)* (439,49.98192596435547)* (982,49.89923095703125) (220,49.46186447143555) (228,49.4380989074707) (230,49.3476448059082) (234,49.32771682739258) (1513,49.15958786010742) (65,49.066619873046875) (65,49.066619873046875) (229,49.045719146728516) (716,48.88429641723633) (706,48.8812141418457) (1090,48.87069320678711) (226,48.82545852661133) (1239,48.80741500854492) (1515,48.718406677246094) (1669,48.70354080200195) (1246,48.691532135009766)
174: (230,49.24567794799805) (366,49.1702880859375) (227,49.01156234741211) (355,48.49546813964844) (966,48.47968673706055) (316,48.440425872802734) (2176,48.402427673339844) (190,48.36393356323242) (220,48.17557907104492)* (498,48.12671661376953) (538,48.039920806884766) (533,47.98125076293945) (1470,47.93570327758789) (378,47.903072357177734) (903,47.875221252441406) (228,47.827659606933594) (1406,47.825138092041016) (899,47.78750991821289) (356,47.76165008544922) (3462,47.72259521484375)
175: (3584,48.26683044433594) (2440,48.192081451416016) (480,48.09450149536133) (2445,48.014400482177734) (5267,48.00960159301758) (1433,47.95217514038086) (2456,47.8928337097168) (2437,47.877593994140625)* (2179,47.81571960449219) (11139,47.757423400878906) (475,47.63651657104492) (4815,47.57814025878906) (5119,47.564903259277344) (477,47.56071090698242) (2466,47.545875549316406) (6529,47.42985153198242) (3611,47.41954040527344) (3583,47.33617401123047)* (1447,47.309349060058594)* (89,47.299251556396484)
176: (203,49.77231979370117) (159,49.65889358520508) (599,49.35422134399414) (199,49.10843276977539) (190,49.09385299682617) (709,49.06890106201172) (2531,48.97968292236328) (533,48.95193862915039) (56,48.9512939453125) (56,48.9512939453125) (207,48.94422912597656) (425,48.871856689453125) (225,48.863468170166016)* (229,48.859344482421875) (436,48.820919036865234) (1098,48.788875579833984) (65,48.77350616455078) (65,48.77350616455078) (88,48.68338394165039) (424,48.6158447265625)*
177: (163,53.99054718017578)* (1412,53.90430450439453)* (707,53.6751823425293) (841,53.00847625732422) (1358,53.002079010009766) (1372,52.88859176635742) (868,52.8428840637207) (607,52.82411193847656)* (706,52.63883972167969) (920,52.60681915283203) (4675,52.511436462402344) (1119,52.47624206542969) (152,52.4730339050293)* (1639,52.41530227661133)* (732,52.348262786865234) (234,52.347782135009766) (918,52.29348373413086) (614,52.270572662353516) (2347,52.22108459472656) (1131,52.2137565612793)
178: (841,57.95359420776367) (4271,57.66209411621094) (3417,57.473026275634766) (1206,57.34162521362305) (1119,57.20476150512695) (5299,57.17036819458008) (1369,57.133201599121094) (3445,57.12928771972656) (1411,57.12621307373047) (707,57.124332427978516) (920,57.11949157714844) (152,57.085628509521484) (163,57.08057403564453) (7804,57.037357330322266) (4675,57.018280029296875) (1412,57.01417922973633) (370,56.90575408935547) (1202,56.88677215576172) (3434,56.87424850463867) (864,56.8441047668457)
179: (89,53.32638168334961)* (333,53.15529251098633)* (230,52.83436584472656)* (190,52.67223358154297) (1246,52.5701789855957) (306,52.5258903503418) (209,52.48638153076172) (302,52.1927375793457) (298,52.13322067260742) (538,52.10927963256836) (65,52.03194046020508) (65,52.03194046020508) (344,52.02085876464844) (67,51.98455810546875)* (67,51.98455810546875)* (295,51.98309326171875) (679,51.96973419189453) (328,51.91022872924805) (540,51.896358489990234) (903,51.87608337402344)
180: (845,63.30569076538086) (8910,62.96390151977539) (2151,62.683597564697266) (1203,62.658634185791016) (751,62.612525939941406) (512,62.486473083496094) (1131,62.28414535522461) (768,62.27863311767578) (45,62.2509765625) (5061,62.18037796020508) (1204,62.09920120239258) (2186,62.07940673828125) (2479,62.05818557739258) (7389,62.013729095458984) (2172,61.95384216308594) (815,61.89618682861328) (2771,61.785648345947266) (3810,61.75708770751953)* (3720,61.737876892089844) (2429,61.68999099731445)
181: (2028,50.00740432739258) (2251,49.897361755371094) (6242,49.40306854248047) (483,49.355403900146484) (1285,49.339324951171875) (1978,49.20408248901367) (4887,49.19760513305664) (1104,49.04488754272461)* (3640,49.02118682861328) (174,49.018123626708984) (1789,48.957191467285156) (3650,48.90127182006836) (4892,48.8587532043457) (2383,48.83892059326172) (4600,48.77739715576172) (2731,48.722999572753906) (4893,48.70185470581055) (13026,48.6953239440918) (4344,48.68275833129883) (1975,48.67624282836914)
182: (2051,51.59683609008789) (727,51.36012268066406) (356,51.24187469482422) (390,51.00655746459961) (1433,50.92323684692383) (3466,50.747154235839844) (6397,50.69908142089844) (4616,50.62199401855469) (63,50.491703033447266) (63,50.491703033447266) (4920,50.48220443725586) (2044,50.44096374511719) (184,50.33453369140625) (2440,50.32117462158203) (12138,50.317527770996094) (71,50.302215576171875) (71,50.302215576171875) (3462,50.17715072631836) (389,50.16762161254883) (8372,50.1518669128418)
183: (59,51.34230422973633)* (599,51.191932678222656) (227,50.921592712402344) (51,50.87931442260742) (441,50.679508209228516) (203,50.52543258666992) (187,50.521507263183594) (851,50.410255432128906) (2938,50.293643951416016) (190,50.23670959472656) (163,50.22273635864258)* (1534,50.199466705322266) (173,50.152435302734375) (1001,50.110496520996094) (959,50.06207275390625) (436,49.961971282958984) (5237,49.86978530883789) (715,49.78546142578125) (997,49.704505920410156) (65,49.702789306640625)
184: (65,53.58061981201172) (65,53.58061981201172) (172,53.46183776855469) (159,53.381568908691406) (187,53.30580520629883) (229,53.23751449584961) (81,53.118438720703125)* (511,53.112735748291016) (1062,53.0966911315918) (1075,52.958404541015625) (1375,52.92160415649414) (59,52.87123489379883) (227,52.776817321777344) (1001,52.77401351928711) (51,52.763694763183594) (238,52.59904861450195)* (533,52.41627502441406) (228,52.3952522277832) (1713,52.24917984008789) (450,52.23685073852539)
185: (187,54.580570220947266)* (6527,53.81852722167969) (3910,53.36151885986328)* (3912,53.3593635559082)* (99,53.33353805541992) (180,53.263179779052734) (511,53.19894027709961) (16603,53.00242614746094) (16604,52.993019104003906) (16600,52.99017333984375) (16602,52.953086853027344) (8847,52.90657424926758) (16605,52.903419494628906) (993,52.9021110534668) (1892,52.84087371826172) (16601,52.80335235595703) (172,52.68648910522461) (1000,52.62437438964844) (253,52.591583251953125) (6521,52.58405685424805)
186: (1246,55.90192413330078) (209,55.89671325683594) (486,55.667510986328125) (300,55.605472564697266)* (540,55.57622528076172) (344,55.42406463623047)* (472,55.398582458496094) (89,55.373069763183594)* (536,55.27723693847656) (488,55.08884048461914) (1186,55.06861877441406)* (1673,54.933292388916016) (538,54.900482177734375) (537,54.892093658447266) (461,54.891963958740234) (403,54.81354904174805) (679,54.733821868896484) (324,54.600738525390625) (475,54.52203369140625) (1180,54.47856521606445)
187: (72,53.06108093261719)* (72,53.06108093261719)* (193,52.50927734375)* (1079,52.36673355102539) (1892,52.17829132080078) (1001,52.166629791259766) (1014,52.1402473449707) (511,52.05323028564453) (99,51.993614196777344) (997,51.87495803833008)* (1013,51.83627700805664)* (59,51.79489517211914) (1083,51.75794982910156) (77,51.6891975402832) (77,51.6891975402832) (163,51.58094787597656)* (159,51.52215576171875)* (1534,51.37547302246094) (1019,51.3749885559082) (1810,51.29062271118164)
189: (1104,56.57744216918945) (234,55.90753173828125)* (1406,55.83797836303711) (497,55.749412536621094) (1116,55.659088134765625)* (1179,55.498111724853516) (220,55.275203704833984) (504,55.273983001708984) (486,55.26707077026367)* (854,55.26176452636719) (488,55.231563568115234) (533,55.163604736328125) (475,55.14325714111328) (614,55.051246643066406)* (229,55.02680969238281) (209,54.99581527709961) (1091,54.92155075073242) (227,54.89898681640625) (1672,54.893096923828125) (537,54.83820343017578)
190: (2952,53.21954345703125) (15685,52.95500946044922) (2046,52.941959381103516) (657,52.71665954589844) (401,52.70749282836914) (8847,52.67555236816406) (669,52.53632354736328) (6860,52.46651077270508) (638,52.448760986328125) (15665,52.373382568359375) (6697,52.1999626159668) (3864,52.10019302368164) (2044,51.99197006225586) (5999,51.8548469543457) (9101,51.799110412597656) (637,51.78512191772461) (9115,51.751869201660156) (2076,51.72765350341797) (2096,51.707847595214844) (9107,51.6850700378418)
191: (70,52.66630554199219) (174,52.658992767333984) (190,52.62281036376953)* (1713,52.5121955871582)* (1394,52.323875427246094) (1707,52.16293716430664) (159,52.084869384765625) (1099,52.04144287109375) (163,52.014183044433594) (173,51.997947692871094) (407,51.87407302856445) (233,51.872982025146484) (1790,51.86434555053711) (511,51.803218841552734) (3827,51.75324630737305) (959,51.715999603271484) (63,51.59575653076172) (63,51.59575653076172) (156,51.59410095214844) (4316,51.54207992553711)
192: (3028,64.62628936767578) (3809,64.53981018066406) (11612,64.0000228881836) (4182,63.93817138671875) (3826,63.897518157958984) (5135,63.59865188598633) (7472,63.49073028564453) (11614,63.371978759765625) (2771,63.350616455078125) (11613,63.32453155517578) (11606,63.176361083984375) (2573,63.17402648925781) (4086,63.13471984863281) (2429,63.12556838989258) (16799,63.08730697631836) (11607,63.06034851074219) (16801,63.03837585449219) (9540,62.961395263671875) (16789,62.91059494018555) (16802,62.89381408691406)
193: (757,57.01258087158203) (70,56.72549819946289) (1098,56.57450866699219) (331,56.384456634521484)* (238,56.36678695678711) (7324,56.300331115722656) (1075,56.2375373840332) (1409,56.1463508605957) (154,56.09584426879883) (1099,56.084625244140625) (88,56.05611038208008) (58,55.7711296081543) (58,55.7711296081543) (53,55.7398567199707) (53,55.7398567199707) (1405,55.71021270751953) (1379,55.708988189697266) (1394,55.69965362548828) (2083,55.693084716796875) (80,55.62700271606445)
194: (81,55.222923278808594)* (603,54.88432312011719) (632,54.5311164855957) (1098,54.41332244873047)* (748,54.220096588134766) (2605,54.078155517578125) (429,54.05153274536133) (441,53.986534118652344) (159,53.951961517333984) (196,53.92192840576172) (237,53.851165771484375) (206,53.815574645996094) (757,53.807350158691406) (1790,53.77119445800781) (2616,53.76911163330078) (52,53.744422912597656) (52,53.744422912597656) (162,53.695037841796875) (72,53.65985107421875) (72,53.65985107421875)
195: (863,47.247657775878906)* (599,46.968441009521484) (429,46.7406005859375) (857,46.64732360839844) (1639,46.516204833984375) (562,46.34822463989258)* (203,46.22186279296875) (1414,46.14756774902344) (1412,46.07392501831055)* (859,46.01636505126953)* (2265,45.99141311645508) (1804,45.9310417175293) (1504,45.91800308227539) (630,45.89238357543945) (1426,45.7766227722168)* (206,45.776023864746094) (718,45.72907257080078) (199,45.716068267822266) (159,45.696983337402344) (2531,45.597999572753906)
196: (533,47.02066421508789) (203,46.812503814697266) (190,46.743568420410156)* (207,46.62530517578125)* (159,46.576297760009766) (228,46.54734420776367) (429,46.53101348876953) (234,46.46026611328125)* (436,46.37196731567383)* (441,46.282806396484375) (65,46.23815155029297)* (65,46.23815155029297)* (716,45.922142028808594)* (173,45.918331146240234) (225,45.91472244262695) (614,45.825218200683594) (511,45.7870979309082) (199,45.765869140625) (163,45.73066329956055) (1400,45.61473846435547)
198: (815,61.057106018066406) (768,60.90041732788086) (2196,60.79463577270508) (1196,60.65924835205078) (412,60.602108001708984) (500,60.593284606933594) (805,60.589664459228516) (45,60.4921760559082) (814,60.451900482177734) (4346,60.37376403808594) (818,60.33978271484375) (198,60.330440521240234) (1192,60.3303337097168) (823,60.29126739501953)* (1197,60.206443786621094) (507,60.149105072021484) (5966,60.09099578857422) (1179,60.0864143371582) (492,60.043087005615234)* (1191,60.015289306640625)
200: (163,48.854469299316406)* (1369,48.2393913269043) (2347,48.21136474609375)* (868,48.1714973449707) (735,48.14598083496094) (1639,48.02189636230469) (732,47.98044204711914) (1415,47.94976806640625)* (1244,47.84076690673828) (2343,47.81818771362305) (1372,47.796165466308594) (706,47.7945671081543)* (2901,47.73514175415039) (1413,47.67155838012695) (599,47.55143737792969) (157,47.468048095703125) (2444,47.42914581298828) (728,47.42806625366211) (601,47.31651306152344) (1249,47.30479049682617)
201: (930,58.49470901489258) (518,58.283203125)* (378,58.13072967529297)* (1375,58.10763931274414) (72,58.023963928222656)* (72,58.023963928222656)* (182,57.99897384643555) (166,57.97237014770508) (65,57.89052963256836) (65,57.89052963256836) (172,57.838897705078125) (187,57.80459976196289) (173,57.768733978271484) (511,57.52669143676758) (3919,57.50322723388672) (486,57.441810607910156) (189,57.3759765625) (229,57.3094482421875) (316,57.25615310668945) (533,57.20275115966797)
202: (917,60.80842590332031)* (707,60.40153884887695)* (841,60.124271392822266) (1358,59.885475158691406) (918,59.73609924316406)* (957,59.41227340698242) (1338,59.10135269165039) (928,59.038082122802734)* (1369,59.01235580444336) (1360,58.93206024169922) (1339,58.91398239135742) (956,58.8664436340332) (724,58.853633880615234) (953,58.837459564208984) (176,58.8223991394043) (25,58.81244659423828) (15,58.81082534790039) (198,58.809364318847656) (920,58.77778625488281) (1274,58.644229888916016)
203: (779,63.73259353637695) (1541,63.05168151855469)* (808,62.65446472167969) (1853,62.46954345703125) (1196,62.40092468261719) (1195,62.40056610107422) (2196,62.379981994628906) (1185,62.256351470947266) (818,62.213890075683594) (1678,62.1783447265625) (830,62.11688232421875) (4166,62.01569747924805)* (1868,61.99690628051758) (5969,61.9730339050293) (1672,61.96744155883789) (823,61.958229064941406) (2210,61.95738220214844) (768,61.82524490356445) (1044,61.79629898071289) (45,61.78498458862305)
204: (13260,55.404701232910156) (6228,55.06012725830078) (5628,54.58473587036133) (13515,54.328651428222656) (11553,54.146820068359375) (7329,54.083587646484375) (6294,54.029296875) (1645,53.88373947143555) (8469,53.81720733642578) (8264,53.740299224853516) (3737,53.7326774597168)* (3341,53.67314910888672) (4185,53.66741180419922)* (13526,53.64906311035156) (10804,53.62554168701172) (2425,53.58919906616211) (6997,53.561676025390625) (10955,53.39556121826172) (6554,53.382816314697266) (3043,53.38239669799805)
205: (1401,58.058349609375) (1099,57.97236633300781) (3812,57.860877990722656) (377,57.81265640258789) (968,57.744346618652344) (1191,57.6902961730957) (4181,57.66242218017578) (779,57.583168029785156)* (475,57.52998352050781) (1179,57.48634719848633) (174,57.461273193359375) (8782,57.3965950012207) (2193,57.379119873046875) (56,57.28953552246094) (56,57.28953552246094) (45,57.255130767822266) (512,57.23867416381836) (7,57.208553314208984) (1104,57.1357536315918) (2196,57.12687301635742)
206: (190,48.12067413330078) (154,47.78260803222656)* (88,47.63536834716797) (65,47.437679290771484) (65,47.437679290771484) (234,47.32868957519531) (1090,47.25822448730469) (159,47.20710372924805) (228,47.066871643066406) (220,47.03920364379883) (56,46.91801071166992) (56,46.91801071166992) (1978,46.872798919677734) (203,46.755035400390625) (70,46.6424446105957) (1400,46.5898551940918) (429,46.561729431152344) (614,46.54873275756836) (424,46.50959777832031) (3053,46.48970413208008)
207: (691,56.6981201171875) (548,56.06989669799805) (498,55.93880081176758) (300,55.85995864868164) (471,55.79214096069336) (191,55.72942352294922) (289,55.659183502197266) (288,55.63423156738281) (324,55.5432014465332) (344,55.52893829345703) (683,55.5053825378418) (680,55.44989776611328) (298,55.44451904296875) (1934,55.308570861816406) (1470,55.307621002197266) (65,55.26162338256836) (65,55.26162338256836) (689,55.233211517333984) (1383,55.22098159790039) (4923,55.198463439941406)
208: (1214,62.20194625854492) (954,60.85489273071289) (918,60.084476470947266) (4971,60.05906295776367) (923,60.056480407714844) (2970,60.029056549072266) (503,59.938148498535156) (2765,59.852230072021484) (820,59.728763580322266) (710,59.67375946044922) (6289,59.61529541015625) (956,59.605201721191406) (1254,59.48457336425781)* (1338,59.451393127441406) (1992,59.43345260620117) (3806,59.413639068603516) (821,59.4036750793457) (1261,59.35835266113281) (2966,59.28580856323242) (1369,59.28121566772461)*
209: (333,55.127559661865234)* (89,54.97259521484375) (466,54.9224967956543) (344,54.82658386230469) (701,54.761959075927734) (292,54.74583053588867)* (679,54.6790771484375) (544,54.15052795410156) (291,54.075801849365234)* (464,53.85395812988281) (686,53.81169128417969) (681,53.7471809387207) (458,53.6959342956543) (298,53.62079620361328) (293,53.61730194091797) (528,53.57194519042969) (646,53.55597686767578)* (498,53.54204177856445)* (680,53.42539978027344) (320,53.42251968383789)*
210: (70,53.71309280395508) (529,53.57590866088867) (1104,53.46968460083008) (1306,53.461570739746094) (377,53.36944580078125) (153,53.33573532104492) (75,53.2940788269043) (75,53.2940788269043) (9869,53.2790412902832) (89,53.244049072265625)* (486,53.12700271606445) (30,53.020023345947266) (7,52.95158004760742) (51,52.870941162109375) (6246,52.865692138671875) (475,52.81499481201172) (518,52.73781967163086) (1029,52.733577728271484) (7874,52.69102478027344) (968,52.687217712402344)
211: (190,52.94196319580078)* (70,52.588104248046875) (1072,52.54035568237305)* (1075,52.16073226928711) (159,51.98783874511719) (1104,51.87870788574219) (450,51.68080520629883) (172,51.62681198120117) (7,51.542442321777344) (187,51.521671295166016) (182,51.51888656616211) (1379,51.22925567626953) (377,51.19455337524414) (64,51.18777084350586) (64,51.18777084350586) (1151,51.08065414428711) (5079,51.00857162475586) (1099,50.99513626098633) (59,50.96718978881836) (56,50.95254135131836)
212: (10460,57.14207458496094) (1347,57.126609802246094) (710,57.06962966918945) (1358,56.9708137512207) (956,56.917701721191406) (176,56.752037048339844) (954,56.63125991821289) (707,56.606719970703125) (925,56.4623908996582) (918,56.37596130371094) (841,56.35224914550781) (1350,56.3347053527832)* (952,56.25847244262695) (396,56.21811294555664) (7100,56.148231506347656) (2664,56.130191802978516) (922,56.10736083984375) (7101,56.09477615356445) (837,56.01822280883789) (724,56.00339126586914)
213: (230,53.874481201171875) (808,53.75578308105469) (917,53.45460891723633) (377,53.36745834350586)* (1406,53.14331817626953) (220,53.106712341308594)* (517,52.997711181640625)* (6133,52.94526290893555) (1131,52.93175506591797) (841,52.92531204223633) (1206,52.8811149597168) (227,52.876914978027344) (3360,52.866634368896484) (614,52.803253173828125) (1104,52.76370620727539) (278,52.75442123413086)* (7639,52.7271842956543) (1348,52.67607116699219) (1547,52.67341995239258) (1274,52.660728454589844)
214: (289,50.36967468261719)* (55,50.048667907714844)* (349,49.738983154296875)* (257,49.58161163330078) (299,49.5015869140625) (333,49.47635269165039) (466,49.33803176879883)* (959,49.30056381225586)* (544,49.17315673828125)* (461,49.12941360473633)* (310,49.06560134887695) (679,49.003204345703125) (475,48.97075271606445) (227,48.93885803222656)* (523,48.91602325439453) (525,48.88987731933594) (328,48.848358154296875) (161,48.78775405883789) (2523,48.6964225769043) (543,48.69554138183594)
215: (227,50.92475128173828) (163,50.62525177001953) (245,50.32905578613281) (234,50.16621398925781) (3019,50.16156768798828) (1412,50.10176086425781) (220,50.02780532836914) (718,49.881492614746094) (1979,49.813690185546875) (447,49.79184341430664) (562,49.748992919921875) (959,49.653236389160156) (735,49.619117736816406) (1639,49.588775634765625) (585,49.56770706176758) (1351,49.52857971191406) (857,49.5014533996582) (1975,49.33864974975586) (1686,49.278568267822266) (5119,49.15462112426758)
216: (757,53.896018981933594) (72,53.46525192260742)* (72,53.46525192260742)* (4028,53.35097122192383) (84,53.214569091796875) (1409,53.146644592285156) (190,52.990394592285156) (5154,52.9618034362793) (532,52.94634246826172) (3186,52.872718811035156) (154,52.80796813964844) (1405,52.79692077636719) (11031,52.79468536376953) (4725,52.792091369628906) (59,52.779449462890625) (526,52.73453903198242) (703,52.702850341796875) (1098,52.66984939575195) (450,52.619529724121094) (70,52.54978561401367)
217: (8555,51.62939453125) (863,51.27621841430664) (3011,51.16648483276367) (4675,50.988704681396484) (1639,50.9883918762207) (3436,50.94186782836914) (554,50.929134368896484) (3531,50.90140151977539) (1412,50.81988525390625) (1426,50.73849105834961) (163,50.73460388183594) (3481,50.719017028808594) (11963,50.69200897216797) (3511,50.676578521728516) (735,50.65789794921875) (212,50.59934616088867) (1804,50.593017578125) (1411,50.5593147277832) (3354,50.53245162963867) (3443,50.47613525390625)
218: (190,55.827476501464844) (234,55.52323913574219) (56,55.48945236206055) (56,55.48945236206055) (7,55.44144821166992) (233,55.306297302246094) (512,55.19757843017578) (226,55.18280029296875) (475,55.02951431274414) (377,55.022613525390625) (159,54.894832611083984) (220,54.810577392578125) (154,54.78761672973633) (614,54.74397277832031) (917,54.699729919433594) (1131,54.62735366821289) (1099,54.60775375366211) (959,54.57529067993164) (854,54.538230895996094) (230,54.51203536987305)
219: (498,61.72241973876953)* (209,61.26557922363281) (540,61.17738723754883) (472,61.06361770629883) (536,61.012786865234375) (230,60.844783782958984) (499,60.6920280456543)* (403,60.69167709350586) (1186,60.675682067871094) (1470,60.63705062866211) (488,60.48667907714844) (378,60.470096588134766) (1672,60.42799758911133) (1866,60.2318000793457) (537,60.22984313964844) (481,60.15911865234375) (1377,60.12199783325195) (4177,60.108673095703125) (2661,59.91331481933594) (1905,59.853633880615234)
220: (196,47.7901496887207) (199,47.432003021240234) (1239,47.26652908325195) (618,47.161094665527344) (429,47.146183013916016)* (425,47.145973205566406) (1515,47.14162826538086) (1390,47.138919830322266) (1090,47.09710693359375) (195,47.09232711791992) (1048,47.06755447387695) (604,47.005489349365234) (1424,46.98759460449219) (439,46.94560623168945) (229,46.8674430847168) (11915,46.85858917236328) (533,46.83262252807617) (428,46.830406188964844) (5414,46.79075241088867) (65,46.731842041015625)
223: (289,55.20884323120117)* (89,55.042606353759766) (333,54.98925018310547)* (344,54.872867584228516)* (291,54.61029052734375)* (680,54.46925735473633) (701,54.45561981201172) (466,54.289772033691406) (302,54.1252326965332)* (498,54.09543228149414) (1470,54.05324172973633)* (298,54.0486946105957) (55,53.83870315551758) (324,53.82674026489258) (683,53.713623046875) (1934,53.6651496887207) (306,53.661067962646484) (903,53.641273498535156) (257,53.57659912109375) (67,53.566654205322266)
