userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,15.361922264099121)* (1394,15.346834182739258) (70,15.246964454650879)* (1001,15.058014869689941) (1073,15.03543472290039) (157,14.58851146697998) (155,14.258397102355957) (4308,14.117077827453613) (238,14.063812255859375) (1836,14.017176628112793) (1062,13.817917823791504) (159,13.4962739944458) (59,13.381601333618164)* (187,13.324319839477539) (1098,13.281108856201172) (1156,13.082818984985352) (1014,13.037276268005371) (3768,12.998406410217285) (511,12.923308372497559) (3201,12.896687507629395)
127: (706,13.311906814575195) (1180,13.213354110717773) (230,13.201767921447754) (2352,13.127367973327637) (176,13.077790260314941) (6292,13.007378578186035) (707,12.88182544708252) (2350,12.820638656616211) (2787,12.656576156616211) (209,12.43220043182373) (4460,12.254228591918945) (488,12.207487106323242) (498,12.140281677246094) (724,12.120070457458496) (497,12.018728256225586)* (1248,11.930335998535156) (959,11.905027389526367) (966,11.889638900756836) (982,11.883270263671875) (3427,11.880317687988281)
128: (4442,16.014467239379883) (3681,15.895559310913086) (9470,15.611130714416504) (1383,15.457575798034668) (1824,15.020183563232422) (900,14.672607421875) (3119,14.567878723144531)* (16068,14.359954833984375) (715,14.212990760803223) (3460,14.088048934936523) (12312,14.062117576599121) (4134,13.970293998718262) (4117,13.934931755065918) (12313,13.903353691101074) (3464,13.898926734924316) (8047,13.883404731750488) (1652,13.717782020568848) (905,13.685302734375) (12726,13.626948356628418) (3466,13.394511222839355)
129: (292,11.787842750549316)* (291,11.692289352416992) (680,11.548128128051758) (333,11.479781150817871)* (289,11.456883430480957)* (288,11.414397239685059)* (298,11.35405158996582) (300,11.29420280456543)* (701,11.271369934082031) (906,11.25786304473877)* (679,11.114583969116211) (972,11.066606521606445)* (257,10.824216842651367)* (318,10.815436363220215) (311,10.805612564086914) (461,10.727972030639648)* (1934,10.66545295715332) (349,10.635940551757812) (97,10.598053932189941) (535,10.472138404846191)
130: (302,12.166043281555176) (291,11.98582935333252) (295,11.924835205078125)* (906,11.68834400177002)* (523,11.562037467956543)* (679,11.458178520202637) (318,11.216347694396973) (466,11.163125038146973) (323,10.961307525634766) (325,10.874871253967285) (294,10.828824996948242)* (296,10.752381324768066) (310,10.722573280334473) (344,10.71658706665039)* (306,10.68121337890625) (97,10.639594078063965) (301,10.587592124938965) (1934,10.44001579284668) (544,10.432458877563477) (326,10.404897689819336)*
131: (10663,14.441998481750488) (286,14.17935848236084) (4316,13.796000480651855) (9829,13.748708724975586) (2605,13.737095832824707) (1548,13.61806869506836) (3227,12.927820205688477) (57,12.759775161743164) (9843,12.699233055114746) (4853,12.554655075073242) (10389,12.521276473999023) (2164,12.453166007995605) (3992,12.44038200378418) (12868,12.383125305175781) (605,12.367682456970215) (2174,12.341565132141113) (6004,12.145118713378906) (1620,12.079257011413574) (81,12.02942180633545) (617,12.027217864990234)
132: (288,11.724159240722656)* (300,11.567493438720703)* (292,11.075916290283203) (289,10.79000473022461)* (458,10.573967933654785) (1042,10.346735954284668) (679,10.19864273071289) (328,10.110406875610352) (291,10.067049980163574) (1032,9.945494651794434) (257,9.89722728729248)* (349,9.774578094482422)* (2020,9.724388122558594) (161,9.60003662109375) (320,9.546884536743164)* (67,9.377806663513184) (67,9.377806663513184) (321,9.36664867401123) (543,9.355931282043457)* (290,9.204368591308594)
133: (466,11.62847900390625)* (344,11.158418655395508) (646,10.95054817199707)* (686,10.9380464553833) (679,10.894658088684082)* (318,10.739578247070312) (306,10.713438987731934)* (544,10.635453224182129)* (299,10.368502616882324) (2020,10.300918579101562) (802,10.289989471435547)* (790,10.272578239440918) (458,10.262285232543945) (681,10.234034538269043)* (908,10.219346046447754) (680,9.997215270996094) (1032,9.960431098937988) (55,9.926775932312012) (293,9.896774291992188) (543,9.873449325561523)*
134: (295,11.188718795776367) (314,11.051505088806152) (701,10.842233657836914)* (2548,10.832923889160156)* (257,10.802906036376953)* (318,10.715048789978027) (3397,10.693826675415039) (466,10.692560195922852)* (523,10.679343223571777) (802,10.646819114685059) (461,10.544504165649414) (1037,10.494526863098145) (352,10.491311073303223) (9519,10.439041137695312) (9518,10.413103103637695) (302,10.364945411682129) (525,10.334600448608398) (686,10.326276779174805)* (1580,10.317596435546875) (306,10.316553115844727)
135: (378,13.781368255615234) (6548,13.533864974975586) (1114,13.485360145568848) (7,13.457514762878418) (1104,13.355766296386719) (5079,13.331122398376465) (522,13.32213020324707) (1298,13.26816463470459) (3367,13.147738456726074) (3184,12.946707725524902)* (5670,12.856767654418945) (5459,12.808670997619629) (39,12.71506118774414) (1914,12.605043411254883) (1359,12.4528169631958) (11,12.002341270446777) (172,11.974586486816406) (71,11.943111419677734) (71,11.943111419677734) (7681,11.825843811035156)
136: (295,12.064800262451172)* (288,11.889299392700195)* (302,11.811835289001465)* (294,11.64536190032959)* (525,11.27519702911377) (55,11.193873405456543)* (300,11.087870597839355) (466,10.956128120422363) (461,10.933631896972656) (913,10.811738014221191)* (325,10.756837844848633)* (523,10.718725204467773)* (290,10.630450248718262)* (311,10.609220504760742) (285,10.475238800048828) (465,10.367708206176758)* (544,10.327327728271484) (161,10.165942192077637) (786,10.11662483215332) (906,10.108564376831055)
137: (903,15.893051147460938) (97,14.656686782836914) (316,14.379587173461914)* (2083,14.217634201049805) (2521,14.110406875610352) (423,14.103828430175781) (697,14.037075996398926) (3902,13.92519474029541) (689,13.713764190673828) (2277,13.700846672058105) (89,13.687222480773926) (1609,13.474936485290527) (1243,13.349203109741211)* (4260,13.078826904296875) (172,12.816756248474121) (1767,12.804126739501953) (526,12.723331451416016) (886,12.69500732421875) (889,12.58401107788086) (157,12.475473403930664)
139: (497,15.30950927734375) (198,14.917860984802246) (517,14.60719108581543) (488,14.566184997558594) (1145,14.51057243347168) (978,14.463375091552734)* (504,14.403186798095703) (1672,14.402823448181152)* (1104,14.273046493530273) (378,14.1947603225708)* (1179,14.0941801071167) (503,13.752527236938477) (7,13.41133975982666)* (811,13.376620292663574) (830,13.358112335205078) (808,13.114291191101074) (209,13.058152198791504) (498,12.932315826416016)* (371,12.899349212646484)* (2014,12.751052856445312)
140: (2425,14.65528678894043) (170,14.519866943359375)* (222,14.324132919311523) (6229,14.080578804016113) (3616,13.922455787658691) (2398,13.882512092590332) (632,13.839483261108398) (454,13.737927436828613) (162,13.684281349182129) (210,13.533370971679688) (1389,13.48408317565918) (2572,13.469482421875) (615,13.398494720458984) (3411,13.39561653137207) (440,13.329171180725098) (205,13.246800422668457) (10610,13.242018699645996) (4079,13.20157241821289) (6906,13.173487663269043) (604,13.15623664855957)
141: (72,13.355335235595703)* (72,13.355335235595703)* (190,13.0442476272583)* (1394,12.786093711853027) (227,12.759405136108398)* (172,12.451567649841309) (1412,12.185211181640625) (7054,11.91242790222168) (599,11.872201919555664)* (707,11.8323974609375) (868,11.714713096618652) (70,11.703736305236816) (56,11.676199913024902) (56,11.676199913024902) (154,11.667390823364258) (1104,11.642035484313965) (234,11.600830078125) (65,11.583704948425293) (65,11.583704948425293) (715,11.563247680664062)*
142: (1886,17.10465431213379) (59,16.901552200317383)* (1083,16.889781951904297)* (1073,16.617847442626953) (1062,16.33094596862793) (874,16.089982986450195) (441,15.989213943481445)* (159,15.90203857421875)* (3281,15.860291481018066)* (3451,15.460099220275879) (985,15.3599271774292) (1878,15.1184720993042) (3430,14.827478408813477) (1534,14.806670188903809) (6780,14.789989471435547) (5255,14.767807960510254) (875,14.751760482788086) (9256,14.731761932373047) (3941,14.686042785644531) (3289,14.657853126525879)*
143: (1464,12.749178886413574) (1469,12.620426177978516) (601,12.606120109558105) (180,12.335497856140137) (253,12.132513999938965) (67,11.799229621887207) (67,11.799229621887207) (2031,11.754597663879395) (575,11.526613235473633) (3067,11.474367141723633) (3674,11.434834480285645) (69,11.342096328735352) (69,11.342096328735352) (77,11.338812828063965) (77,11.338812828063965) (2176,11.316795349121094) (730,11.281000137329102) (2044,11.222865104675293) (1820,11.065945625305176) (5249,11.044163703918457)
144: (314,12.175678253173828)* (306,12.115920066833496)* (288,12.029582977294922)* (331,11.930947303771973) (301,11.658096313476562)* (310,11.572677612304688) (701,11.550732612609863)* (349,11.527233123779297)* (330,11.468658447265625) (468,11.381704330444336) (485,11.283943176269531) (257,11.199068069458008)* (329,11.10406494140625) (320,10.951217651367188) (352,10.85784912109375) (308,10.788432121276855) (312,10.763330459594727)* (545,10.762882232666016) (484,10.72280216217041) (543,10.59423828125)
145: (342,12.220518112182617)* (300,12.0287504196167)* (461,11.783060073852539) (302,11.710210800170898)* (288,11.635037422180176)* (289,11.426484107971191) (292,11.353827476501465)* (1447,11.327577590942383)* (679,11.258855819702148) (680,11.257041931152344) (1459,11.03039836883545) (301,10.989495277404785)* (295,10.947901725769043) (498,10.929708480834961) (298,10.858896255493164) (681,10.848576545715332) (325,10.83716869354248) (318,10.759564399719238) (691,10.623204231262207) (320,10.618127822875977)
146: (300,11.613110542297363)* (292,11.475614547729492)* (461,11.450308799743652)* (291,10.899457931518555)* (299,10.792930603027344) (544,10.746261596679688) (328,10.64763069152832) (525,10.644515991210938) (352,10.611530303955078) (317,10.517878532409668) (293,10.482094764709473) (686,10.431341171264648) (528,10.411219596862793)* (310,10.278306007385254) (55,10.141613960266113) (523,9.995833396911621) (2094,9.98294734954834)* (531,9.981775283813477) (681,9.977299690246582) (475,9.909210205078125)
147: (523,13.69600772857666)* (325,12.668713569641113)* (318,12.643318176269531)* (680,12.533263206481934) (344,12.441131591796875) (292,12.418758392333984)* (908,12.322868347167969) (300,12.279168128967285) (311,12.25900650024414) (461,12.192370414733887) (1459,12.066871643066406) (298,11.951169967651367) (288,11.863493919372559)* (466,11.841534614562988) (701,11.83382511138916)* (89,11.827872276306152) (326,11.716530799865723)* (2546,11.713419914245605) (525,11.68411636352539)* (2801,11.608009338378906)
148: (2573,13.562911987304688) (3685,13.538662910461426) (4779,13.269773483276367) (6046,13.205060958862305) (56,13.017736434936523) (56,13.017736434936523) (8474,12.830095291137695) (8466,12.756219863891602) (8472,12.685086250305176) (2542,12.616374015808105) (3707,12.581809997558594) (84,12.558259010314941) (11004,12.512224197387695) (605,12.445062637329102) (757,12.375312805175781) (606,12.311494827270508) (2572,12.302042961120605) (755,12.296854972839355) (3686,12.249585151672363) (11754,12.247200965881348)
149: (190,14.872977256774902) (65,14.364906311035156) (65,14.364906311035156) (89,14.286436080932617)* (209,13.922727584838867) (499,13.869648933410645) (1246,13.84476089477539) (333,13.801863670349121) (538,13.681126594543457) (903,13.394813537597656) (229,13.360546112060547) (298,13.307625770568848) (316,13.240520477294922) (704,13.233223915100098) (289,13.036455154418945) (377,13.034708976745605) (228,13.011303901672363) (680,12.931105613708496)* (540,12.889130592346191) (533,12.883018493652344)
150: (295,12.633365631103516)* (292,12.375577926635742) (300,12.28147029876709) (349,12.111052513122559)* (67,12.05778980255127) (67,12.05778980255127) (291,11.990464210510254)* (461,11.80272388458252) (456,11.754636764526367) (310,11.599851608276367) (299,11.452973365783691)* (466,11.44469165802002) (538,11.29224681854248) (55,11.22939682006836) (913,11.139037132263184) (525,11.103851318359375) (2523,11.032163619995117) (326,10.991714477539062) (360,10.99072265625) (679,10.883217811584473)
151: (1241,14.405421257019043) (1775,14.252484321594238) (283,13.926504135131836)* (708,13.51501178741455) (2545,13.443873405456543)* (6792,13.434051513671875) (5772,13.267356872558594) (4818,12.915352821350098) (378,12.691929817199707)* (542,12.367652893066406)* (10459,12.346749305725098) (6120,12.144648551940918) (3741,11.937030792236328) (10827,11.790536880493164) (4466,11.708671569824219) (498,11.685744285583496)* (3074,11.650696754455566) (16040,11.613879203796387) (4716,11.609981536865234) (256,11.606260299682617)
152: (464,12.473821640014648) (89,12.454915046691895)* (209,12.389752388000488) (324,12.37926197052002)* (424,12.278101921081543) (679,12.18544864654541) (230,12.122932434082031) (903,11.946227073669434)* (3200,11.859207153320312) (344,11.755000114440918)* (461,11.642316818237305)* (190,11.537843704223633) (412,11.535027503967285)* (229,11.413661003112793) (470,11.384832382202148) (538,11.313490867614746) (227,11.217561721801758)* (687,11.203400611877441) (288,11.201924324035645) (486,10.985989570617676)
153: (162,14.470243453979492)* (81,12.902195930480957) (1131,12.731410026550293) (152,12.657907485961914) (233,12.25015640258789) (238,12.041797637939453) (1118,11.903603553771973) (188,11.782855987548828)* (2469,11.738683700561523) (418,11.715202331542969) (174,11.646466255187988)* (173,11.56031322479248) (170,11.4236478805542) (920,11.343401908874512) (10472,11.332687377929688) (70,11.264501571655273) (3940,11.103607177734375) (3901,11.009845733642578) (851,10.989886283874512) (1418,10.947319030761719)
154: (377,15.323639869689941) (497,15.09581470489502) (1672,14.87094497680664)* (488,14.848140716552734) (726,14.772951126098633) (498,14.712559700012207) (1044,14.646486282348633) (230,14.350403785705566) (504,14.055988311767578) (1249,13.692052841186523) (7,13.563692092895508) (499,13.481561660766602) (978,13.464977264404297) (190,13.215327262878418) (2352,13.112802505493164) (405,13.07010555267334) (1114,12.9874267578125)* (1406,12.983255386352539) (1145,12.870149612426758) (1854,12.838693618774414)
155: (875,14.596671104431152)* (1083,14.514673233032227)* (9872,13.715147018432617) (3431,13.521986961364746)* (867,13.511906623840332) (1811,13.333727836608887) (2471,13.29775333404541) (857,13.265270233154297) (2488,13.259242057800293) (852,13.04808235168457) (874,12.963240623474121) (5658,12.718311309814453) (631,12.662281036376953) (1513,12.625714302062988) (2493,12.521910667419434) (1264,12.509586334228516) (3809,12.493666648864746) (1202,12.468406677246094) (5260,12.454455375671387) (599,12.442171096801758)*
156: (65,15.633045196533203)* (65,15.633045196533203)* (228,14.663911819458008) (533,14.4371337890625)* (182,14.05189037322998) (715,13.901083946228027) (1375,13.862970352172852) (366,13.773214340209961) (203,13.623420715332031) (204,13.550172805786133) (716,13.459663391113281) (1772,13.454014778137207) (683,13.269980430603027) (229,13.150338172912598) (217,13.067106246948242) (1122,13.049369812011719) (1244,12.875659942626953) (2612,12.793643951416016) (1242,12.786226272583008) (1556,12.710356712341309)
157: (1249,14.478271484375) (732,13.856772422790527) (1358,13.818819046020508)* (707,13.661155700683594) (724,13.580178260803223) (959,13.55717945098877)* (2346,13.345575332641602) (1366,12.872550010681152)* (951,12.652546882629395) (1803,12.558655738830566) (841,12.012652397155762) (2797,11.765856742858887) (2789,11.545475959777832) (5157,11.510798454284668) (4165,11.359089851379395) (2834,11.293166160583496)* (4460,11.111054420471191) (2838,11.100090980529785) (843,11.069428443908691) (2784,11.067378044128418)*
158: (375,13.552053451538086) (3324,13.12964153289795) (2094,13.046936988830566) (293,12.706006050109863) (906,12.546545028686523) (307,12.10068416595459) (296,12.081127166748047) (333,11.75509262084961) (302,11.698328971862793) (344,11.588232040405273) (786,11.412932395935059) (289,11.340048789978027) (1459,11.335809707641602) (2546,11.31114387512207) (89,11.30118179321289) (257,11.267074584960938) (326,11.232819557189941) (680,11.22901725769043) (523,11.192112922668457) (300,11.185906410217285)
159: (157,15.117677688598633) (89,14.35839557647705) (71,14.35524845123291) (71,14.35524845123291) (294,14.344552040100098)* (310,14.010761260986328)* (295,13.803352355957031) (55,13.795458793640137) (722,13.602373123168945) (265,13.561869621276855)* (285,13.496485710144043) (289,13.423826217651367) (349,13.383419036865234) (378,13.217047691345215) (257,13.1423921585083)* (291,13.100711822509766) (329,12.96145248413086) (1795,12.956058502197266) (972,12.914278984069824) (328,12.889991760253906)
161: (504,13.065208435058594) (233,12.442415237426758) (45,12.43853759765625) (1131,12.369461059570312) (517,12.251961708068848) (7078,12.205984115600586) (978,12.19123649597168)* (512,11.91297721862793) (2,11.892068862915039) (1118,11.758816719055176) (6547,11.372004508972168) (1701,11.294342041015625) (173,11.209444999694824) (516,11.174887657165527) (3084,11.1560697555542) (181,11.151971817016602) (1191,11.132126808166504) (1116,11.090055465698242) (2794,11.080211639404297) (1706,11.02843952178955)
162: (378,13.135313034057617)* (292,12.604482650756836) (701,12.447246551513672) (55,12.258038520812988) (972,12.21019172668457) (300,12.196057319641113) (257,12.056612014770508) (349,12.025867462158203) (288,11.995410919189453) (291,11.994884490966797) (679,11.879443168640137) (157,11.769912719726562) (523,11.608675003051758) (525,11.52450180053711) (1601,11.4765625) (318,11.430668830871582) (350,11.404095649719238) (3763,11.391194343566895) (466,11.373590469360352) (786,11.293375968933105)
163: (2467,17.21879768371582)* (2442,16.915645599365234)* (2464,16.301712036132812) (2466,16.223697662353516) (2443,16.121782302856445) (2461,16.097469329833984) (2445,16.069917678833008) (364,16.055593490600586) (2438,16.01479721069336) (2448,15.770322799682617) (5267,15.766840934753418) (2450,15.723418235778809) (2447,15.714588165283203)* (1489,15.343779563903809) (3585,15.239465713500977)* (2437,14.861108779907227) (2444,14.199847221374512) (3766,13.975841522216797) (3761,13.94771671295166) (4542,13.61151123046875)
164: (223,14.471766471862793) (366,14.3917875289917) (204,13.684892654418945)* (632,13.569392204284668) (227,13.500576972961426) (683,13.48084831237793)* (65,13.302148818969727) (65,13.302148818969727) (162,13.229559898376465) (418,13.171463012695312) (222,13.054647445678711) (190,12.956307411193848)* (195,12.87548542022705) (2608,12.82795238494873) (1643,12.798221588134766)* (205,12.740139961242676) (621,12.500147819519043) (212,12.48939323425293) (7147,12.44491195678711) (215,12.416299819946289)*
166: (1244,15.290804862976074) (157,14.716697692871094) (511,14.254756927490234) (65,14.118209838867188) (65,14.118209838867188) (1122,14.112983703613281) (206,13.83998966217041) (562,13.818681716918945) (220,13.739838600158691) (163,13.616923332214355) (190,13.479992866516113) (599,13.443272590637207) (234,13.41247272491455) (154,13.343392372131348) (735,13.262165069580078) (366,13.210603713989258)* (245,13.136218070983887) (159,13.029911041259766)* (718,12.864667892456055) (868,12.807488441467285)
168: (7665,14.348762512207031) (757,14.213752746582031)* (11999,14.06226634979248) (1745,13.98365306854248) (3707,13.980936050415039) (12005,13.844253540039062) (4053,13.75932788848877) (231,13.637787818908691) (440,13.61004638671875)* (7683,13.502974510192871) (2289,13.37231731414795) (1700,13.274789810180664) (6217,13.269734382629395) (603,13.247628211975098) (1961,13.205711364746094) (11204,13.19836711883545) (1222,13.076929092407227) (2281,13.065422058105469) (11463,13.003070831298828) (10615,12.938553810119629)
170: (1547,15.84344482421875) (846,15.134687423706055) (2143,15.08193302154541) (826,14.92473030090332) (779,14.829093933105469) (2379,14.75384521484375) (2211,14.548415184020996) (831,14.546646118164062) (805,14.434579849243164) (1861,14.398056030273438) (1557,14.353208541870117) (809,14.35055923461914) (813,14.2196683883667) (1541,14.216238975524902) (1196,14.19581413269043) (832,14.043159484863281) (7639,13.978887557983398) (1119,13.842782974243164)* (825,13.729207992553711) (1701,13.726991653442383)
171: (210,13.809713363647461) (154,13.066083908081055)* (1048,13.04414176940918) (1090,13.009730339050293) (1400,12.92684268951416)* (217,12.857828140258789) (424,12.74251937866211) (432,12.670770645141602) (757,12.504060745239258)* (1116,12.417953491210938) (225,12.406579971313477) (1390,12.38721752166748) (716,12.360607147216797) (703,12.3173246383667)* (533,12.18263053894043) (220,12.176523208618164)* (182,12.133753776550293) (425,12.046552658081055) (1106,11.93478775024414) (56,11.845355987548828)
172: (159,15.356576919555664) (56,14.446316719055176) (56,14.446316719055176) (234,13.81047534942627) (857,13.794519424438477)* (1090,13.621582984924316) (229,13.537246704101562) (203,13.361364364624023) (533,13.247329711914062) (72,13.15735912322998) (72,13.15735912322998) (227,13.122101783752441) (59,12.939422607421875) (210,12.839618682861328) (429,12.693636894226074) (65,12.685791969299316) (65,12.685791969299316) (4025,12.621935844421387) (233,12.495330810546875) (436,12.405118942260742)
173: (533,13.649011611938477) (439,12.846256256103516)* (166,12.141703605651855) (227,12.112524032592773)* (226,11.866122245788574) (234,11.85503101348877) (220,11.794486045837402) (421,11.68625545501709) (3747,11.683692932128906)* (154,11.658782005310059)* (159,11.64716911315918)* (1768,11.640238761901855) (982,11.55446720123291) (1090,11.403294563293457) (203,11.364468574523926) (228,11.34152889251709) (1763,11.3228120803833) (11460,11.318899154663086) (1116,11.137048721313477) (2364,11.127859115600586)
174: (355,16.677839279174805) (366,15.993390083312988) (2176,15.863479614257812) (3749,15.397826194763184)* (1470,14.441463470458984) (1511,14.173357009887695) (4616,14.139521598815918) (966,13.973885536193848) (182,13.961553573608398) (538,13.805264472961426) (8155,13.673981666564941) (1772,13.501737594604492) (1447,13.485075950622559) (4177,13.385673522949219) (1378,13.326215744018555) (13737,13.319812774658203) (12565,13.30794620513916) (3078,13.231168746948242) (4432,13.160682678222656) (472,13.129223823547363)
175: (5267,15.454338073730469) (3609,14.976827621459961) (2445,14.4423246383667) (1459,14.397254943847656)* (2437,14.232339859008789)* (3584,14.175987243652344) (3583,14.136075019836426)* (3602,14.082748413085938) (2456,13.894688606262207) (2466,13.881229400634766) (3589,13.847146987915039) (2447,13.550664901733398) (4542,13.541166305541992) (2801,13.47358512878418) (2450,13.452631950378418) (2448,13.404160499572754) (455,13.357743263244629) (908,13.265812873840332) (2464,13.104337692260742) (892,12.97840404510498)
176: (159,16.50758934020996) (1062,15.11070442199707) (2531,14.73076343536377) (450,14.605239868164062)* (56,14.424928665161133) (56,14.424928665161133) (199,13.679491996765137) (190,13.565230369567871) (210,13.49726676940918) (715,13.439865112304688) (436,13.43368148803711) (203,13.350622177124023) (599,13.281854629516602) (1073,13.271230697631836) (172,13.09920883178711) (859,13.035447120666504) (1083,13.015042304992676) (1097,12.886039733886719) (757,12.878873825073242) (225,12.868095397949219)*
177: (163,16.22580337524414)* (1412,15.31360149383545)* (707,14.813141822814941) (868,14.74434757232666) (607,14.568614959716797)* (920,14.314871788024902) (562,13.820652961730957) (1131,13.407419204711914) (1249,13.351810455322266) (1639,13.317000389099121)* (152,13.288373947143555)* (706,13.268087387084961) (234,13.246543884277344) (1358,13.0933256149292) (4675,13.04697036743164) (3481,12.977062225341797) (1372,12.87539005279541) (198,12.80029296875) (735,12.750882148742676) (1119,12.737833976745605)
178: (841,14.94461727142334) (920,14.571219444274902) (707,14.55950927734375) (1206,14.145064353942871) (1369,14.083043098449707) (9260,14.058252334594727) (949,13.936102867126465)* (163,13.902255058288574) (1513,13.50886058807373) (1412,13.444032669067383) (1358,13.322077751159668) (923,13.257240295410156) (2375,13.111501693725586) (15,13.087746620178223) (7047,13.050362586975098) (918,13.005200386047363) (5689,12.969792366027832) (370,12.903557777404785) (718,12.834975242614746) (1274,12.765201568603516)
179: (333,14.553764343261719)* (89,14.137423515319824)* (209,14.120887756347656) (230,13.443046569824219)* (1246,13.371965408325195) (679,12.778857231140137) (298,12.714295387268066) (972,12.539113998413086) (302,12.491512298583984) (190,12.357136726379395) (344,12.118836402893066) (295,11.880175590515137) (324,11.827417373657227) (701,11.755134582519531) (903,11.690169334411621) (198,11.663482666015625) (1044,11.643940925598145) (55,11.601287841796875) (3200,11.574660301208496) (538,11.475305557250977)
180: (1131,12.786245346069336) (512,12.769936561584473) (1561,12.732036590576172) (1099,12.7232666015625) (3411,12.513779640197754) (407,12.435929298400879) (2824,12.39072322845459) (1204,12.319918632507324) (826,12.289770126342773) (1104,12.166830062866211) (1401,12.090025901794434) (45,11.982242584228516) (9125,11.847267150878906) (2369,11.84005069732666) (968,11.753877639770508) (768,11.725454330444336) (4781,11.605767250061035) (815,11.528883934020996) (1858,11.427483558654785) (370,11.304574012756348)
181: (3053,16.651859283447266) (4226,15.399548530578613) (3056,15.287457466125488) (3049,15.011506080627441) (6242,14.808300971984863) (1789,14.568474769592285) (3054,14.535253524780273) (3046,14.414753913879395) (2154,14.404000282287598) (2506,14.214001655578613) (2738,14.129303932189941) (3045,14.125035285949707) (6239,14.118005752563477) (3048,14.114304542541504) (6234,14.10229778289795) (6236,14.046333312988281) (6240,14.040997505187988) (4887,14.03731918334961) (6238,13.99187183380127) (4892,13.965677261352539)
182: (1705,14.14006519317627) (63,13.952502250671387) (63,13.952502250671387) (4928,13.93942642211914) (1800,13.619595527648926) (389,13.58338737487793) (4920,13.534065246582031) (7256,13.5255126953125) (592,13.257101058959961) (910,13.237215042114258) (727,13.212718963623047) (4437,13.1915864944458) (12736,13.003713607788086) (355,12.990703582763672) (8670,12.900075912475586) (175,12.783024787902832) (2055,12.776994705200195) (1470,12.601118087768555) (7142,12.350260734558105) (2044,12.311376571655273)
183: (59,16.0472412109375)* (715,15.143099784851074) (599,14.802799224853516) (1001,14.746206283569336) (51,14.531454086303711) (203,14.254511833190918) (187,14.15827465057373) (5237,14.074772834777832) (1089,13.993431091308594) (166,13.857595443725586) (851,13.770232200622559) (441,13.591443061828613) (1073,13.321608543395996) (1014,13.181780815124512) (436,13.127264022827148) (1534,13.106881141662598) (867,13.03100872039795) (627,13.020877838134766) (620,12.989184379577637) (1062,12.966039657592773)
184: (1781,16.55539321899414) (81,16.46954917907715)* (3902,16.09855079650879)* (7261,15.310364723205566) (1463,15.18747615814209) (183,15.034378051757812) (4143,14.818914413452148) (418,14.727190017700195)* (238,14.625465393066406)* (172,14.532855033874512) (506,14.52045726776123)* (4151,14.512781143188477) (697,14.484573364257812) (237,13.989960670471191) (14645,13.939957618713379) (171,13.926949501037598) (972,13.797389030456543) (5914,13.589822769165039) (71,13.57437515258789) (71,13.57437515258789)
185: (187,14.836775779724121)* (6064,13.624683380126953) (993,13.618681907653809) (1013,13.573086738586426)* (1892,13.309417724609375) (1008,13.148065567016602) (994,13.08763313293457) (1713,12.82374095916748) (1073,12.645030975341797) (155,12.63869857788086) (157,12.610015869140625) (1027,12.487824440002441) (1891,12.470320701599121) (3768,12.265809059143066) (85,12.230567932128906) (1072,12.059282302856445) (10625,12.02741527557373) (13154,11.998984336853027) (852,11.95672607421875) (1795,11.952370643615723)
186: (209,14.138734817504883) (1246,13.422640800476074) (486,13.321218490600586) (300,12.79103946685791)* (89,12.57360553741455)* (540,12.247452735900879) (344,12.185897827148438)* (537,12.007244110107422) (679,11.973846435546875) (1673,11.957134246826172) (1249,11.7013578414917) (461,11.69415283203125) (536,11.598006248474121) (972,11.576925277709961) (302,11.51697063446045)* (544,11.503447532653809) (488,11.448780059814453) (324,11.373774528503418) (538,11.36478328704834) (497,11.30548095703125)
187: (1013,14.25784969329834)* (193,13.81035327911377)* (1122,13.693473815917969) (1001,13.682647705078125) (1892,13.680713653564453) (1014,13.616181373596191) (72,13.404603958129883)* (72,13.404603958129883)* (159,13.3579683303833)* (96,13.237449645996094) (2444,13.219091415405273) (1899,13.12212085723877) (61,13.029451370239258) (511,13.000524520874023) (997,12.885546684265137)* (59,12.825756072998047) (1073,12.802077293395996) (1244,12.80019760131836) (851,12.787200927734375) (994,12.753276824951172)
189: (1116,14.376701354980469)* (1179,13.628347396850586) (497,13.448908805847168) (504,13.305976867675781) (1091,13.129261016845703) (1104,13.117685317993164) (1974,12.90239143371582) (486,12.804393768310547)* (45,12.79934024810791) (234,12.757057189941406)* (488,12.575529098510742) (1099,12.572005271911621) (7639,12.526649475097656) (519,12.517541885375977) (1672,12.498639106750488) (537,12.436631202697754) (492,12.39710521697998)* (209,12.311973571777344) (510,12.266353607177734) (2206,12.148187637329102)*
190: (5099,12.229362487792969) (265,11.91096019744873) (253,11.636855125427246) (351,11.628133773803711) (304,11.175607681274414) (3393,11.142121315002441) (189,10.927644729614258) (3074,10.908610343933105) (1470,10.784210205078125) (9282,10.781514167785645) (2031,10.664894104003906) (479,10.662460327148438) (3332,10.641386985778809) (9190,10.605148315429688) (180,10.599221229553223) (12356,10.561405181884766) (12037,10.50270938873291) (5774,10.394060134887695) (9279,10.342950820922852) (1704,10.315389633178711)
