userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,59.14292907714844) (51,58.929534912109375)* (1073,58.370018005371094) (3501,57.9581413269043) (1098,57.845367431640625) (1892,57.84344482421875) (238,57.78467559814453) (187,57.74797821044922) (1014,57.695648193359375) (6930,57.506004333496094) (157,57.48530197143555) (3201,57.45361328125) (70,57.34080505371094)* (155,57.183284759521484) (3768,57.1724967956543) (3992,57.14705276489258) (993,57.117950439453125) (1072,57.10118103027344) (1399,57.06779098510742) (59,57.059383392333984)*
107: (707,58.816951751708984)* (1104,58.53941345214844) (1914,57.539615631103516) (1206,57.376468658447266) (1351,57.302005767822266) (2835,57.27751541137695) (7,57.25764465332031) (930,57.167335510253906) (181,57.1163330078125) (843,57.00468063354492)* (1132,56.92810821533203) (978,56.89814376831055) (936,56.87129211425781) (1412,56.87050247192383) (1974,56.857078552246094) (1358,56.855445861816406) (504,56.84147644042969) (503,56.83381271362305) (1249,56.82757568359375) (163,56.81513977050781)
108: (4271,56.16828536987305) (6286,55.15767288208008) (12,54.95880889892578)* (370,54.21536636352539) (4971,53.98161697387695) (4273,53.89354705810547) (2966,53.841739654541016) (2962,53.802791595458984) (2970,53.77316665649414) (3417,53.54431915283203) (4615,53.48514938354492) (4669,53.449981689453125) (3,53.40561294555664) (4290,53.39288330078125) (2969,53.16453552246094) (1521,53.08806610107422)* (2172,53.04535675048828) (3806,52.97167205810547) (506,52.95986557006836) (944,52.956878662109375)
109: (952,56.56064987182617)* (1415,56.304969787597656) (706,56.1613883972168) (4460,56.00791931152344) (4180,55.9243049621582) (2347,55.70098876953125) (4165,55.627628326416016) (707,55.59603500366211) (1513,55.59105682373047) (2834,55.572322845458984) (1810,55.56478500366211)* (2346,55.50538635253906)* (3427,55.45849609375) (728,55.188812255859375) (5165,55.17781448364258) (511,55.124725341796875) (2973,55.07695388793945) (3915,55.02070236206055) (2444,54.96299743652344) (10851,54.94168472290039)
110: (388,47.64018249511719)* (1918,47.04149627685547)* (4562,46.98405075073242) (5574,46.740684509277344) (374,46.716609954833984) (375,46.6136589050293) (386,46.495304107666016) (5575,46.48482131958008) (2102,46.475765228271484)* (461,46.46001052856445) (4558,46.19283676147461) (3324,46.16196060180664) (2086,46.08775329589844) (9199,46.08304977416992) (2515,46.02582931518555) (468,45.904170989990234) (399,45.8795166015625) (10809,45.81768798828125) (1059,45.78578567504883) (466,45.757240295410156)
111: (154,55.430206298828125) (757,55.00790023803711) (755,54.90873336791992) (162,54.610958099365234) (238,54.529335021972656)* (418,54.49381637573242) (748,54.39326095581055) (512,54.3067626953125) (81,54.11513900756836) (3707,54.036197662353516) (190,53.92701721191406) (2542,53.86973190307617) (56,53.76084899902344) (56,53.76084899902344) (1398,53.74584197998047) (441,53.731689453125)* (605,53.65409469604492) (1131,53.56760025024414)* (199,53.567466735839844) (159,53.52131271362305)
113: (198,57.47266387939453)* (707,57.22480773925781)* (1274,56.86701583862305) (841,56.69944381713867) (843,56.67401885986328) (1044,56.59601593017578) (706,56.49927520751953) (1672,56.34425354003906) (920,56.34346389770508)* (1406,56.226985931396484) (953,56.15411376953125) (918,56.117244720458984) (924,55.975341796875) (978,55.90932083129883) (1974,55.88554000854492) (3719,55.77174377441406) (188,55.72579574584961) (2595,55.61124801635742) (503,55.584476470947266) (846,55.55138397216797)
114: (1412,58.335784912109375)* (1244,58.20487976074219) (511,58.16269302368164) (1249,58.11321258544922)* (562,58.045448303222656)* (1415,57.998165130615234) (2786,57.722503662109375) (234,57.67631149291992) (1369,57.64437484741211)* (1416,57.400394439697266) (951,57.28042221069336)* (2834,57.1997184753418) (707,57.16682052612305) (157,57.14815139770508) (220,57.11306381225586) (712,57.10734939575195) (1513,57.066444396972656) (2444,56.98493576049805) (1414,56.954132080078125) (614,56.94966125488281)
115: (583,59.160274505615234) (565,57.38121795654297) (4520,56.928524017333984) (570,56.88147735595703) (7056,56.75243377685547) (580,56.664215087890625) (730,56.60713195800781) (12060,56.588897705078125) (12049,56.38446044921875) (4183,56.32255172729492) (582,56.32130432128906) (12056,56.200138092041016) (8114,56.137516021728516) (12055,56.08671569824219) (2834,56.07163619995117) (12054,56.05755615234375) (5810,56.0568962097168) (12059,56.03420639038086) (1415,56.02931213378906) (5433,56.010231018066406)
116: (278,53.560142517089844) (3227,53.23381423950195) (11818,52.84152603149414) (1613,52.68370056152344)* (5239,52.67427062988281) (2247,52.57227325439453) (240,52.452354431152344) (267,52.42830276489258)* (331,52.31433868408203) (4344,52.11802291870117) (1979,52.108455657958984) (3317,51.872398376464844) (617,51.804439544677734) (2242,51.79638671875) (1621,51.67266845703125) (1636,51.6348876953125) (9384,51.60716247558594) (547,51.60040283203125) (1537,51.46567153930664) (1641,51.452796936035156)
117: (187,59.98494338989258)* (1000,59.04485321044922) (511,59.02316665649414) (993,58.79563903808594) (77,58.73432922363281) (77,58.73432922363281) (1079,58.656036376953125) (877,58.6528205871582) (959,58.620384216308594) (1081,58.5592155456543) (85,58.36711883544922) (100,58.32909393310547)* (1464,58.231754302978516) (3921,58.212806701660156) (3302,58.1456298828125) (599,58.09312057495117) (1013,58.07502746582031) (999,58.04547882080078)* (2783,57.990238189697266) (155,57.98478698730469)
118: (930,53.263912200927734) (953,53.06418228149414) (198,53.02268600463867) (1339,52.989749908447266) (489,52.90363693237305) (1044,52.88422393798828) (726,52.87743377685547) (500,52.77035140991211) (4502,52.54023742675781) (1104,52.49715805053711) (1854,52.35116958618164) (497,52.34200668334961) (475,52.33091354370117) (7639,52.25973129272461) (1672,52.19841003417969)* (518,52.13706970214844) (5041,52.08940887451172) (6618,52.078392028808594) (9821,51.995479583740234) (7,51.98665237426758)
119: (1281,54.751129150390625) (812,54.63025665283203)* (25,54.47396469116211) (12,54.382110595703125) (15,54.261783599853516) (815,54.23944091796875) (846,54.023963928222656) (824,54.00859451293945)* (4271,53.8997802734375) (506,53.6734619140625) (707,53.61839294433594) (3806,53.561710357666016) (949,53.499717712402344) (4268,53.2487907409668) (944,53.23574447631836) (918,53.183753967285156)* (1274,52.995277404785156) (2765,52.954917907714844) (4612,52.88934326171875) (1214,52.87411880493164)
120: (89,53.25523376464844) (466,52.993003845214844) (302,52.235939025878906) (306,52.030147552490234) (679,51.93858337402344) (318,51.879093170166016) (464,51.751426696777344) (681,51.746028900146484) (544,51.741050720214844) (680,51.731075286865234) (293,51.7248649597168)* (325,51.646663665771484) (686,51.64039611816406) (67,51.54184341430664) (67,51.54184341430664) (349,51.52396774291992) (455,51.5062370300293) (55,51.318904876708984) (328,51.28036880493164) (528,51.2284049987793)
121: (646,54.4803466796875)* (333,54.41281509399414)* (802,54.383426666259766)* (466,54.30525588989258) (1659,54.21367263793945) (161,54.12960433959961)* (455,53.941123962402344) (344,53.90071105957031) (498,53.893775939941406) (544,53.850154876708984) (1453,53.628421783447266) (257,53.6043586730957)* (679,53.55902099609375) (464,53.53515625) (299,53.53228759765625) (475,53.5213508605957)* (325,53.35524368286133) (481,53.34364700317383) (304,53.30958938598633) (2082,53.28043746948242)
122: (593,58.27442169189453) (7623,56.83938980102539) (565,56.746681213378906) (8824,56.72975540161133) (8837,56.383888244628906) (4789,56.325286865234375) (5645,56.128517150878906) (11900,55.86377716064453) (4786,55.79029083251953) (3711,55.746238708496094) (2642,55.69883728027344) (1123,55.62181854248047) (9595,55.5044059753418) (9590,55.46993637084961) (1411,55.40789794921875) (4271,55.235633850097656) (613,55.19160842895508)* (2864,55.18034362792969) (4787,55.161537170410156) (4788,55.13030242919922)
123: (154,52.762577056884766) (190,52.755889892578125) (757,52.534820556640625) (1191,52.4193229675293) (779,52.393856048583984)* (5966,52.30070877075195) (3616,52.15126419067383) (207,52.032630920410156) (229,51.99222183227539) (65,51.95512771606445) (65,51.95512771606445) (4387,51.94359588623047) (217,51.94186019897461) (412,51.91611099243164) (512,51.907615661621094) (199,51.857994079589844) (2829,51.831886291503906) (173,51.77373123168945) (418,51.770565032958984) (1116,51.700645446777344)
124: (198,58.400474548339844)* (930,58.321815490722656) (517,57.959983825683594) (2014,57.931427001953125) (39,57.87400436401367) (234,57.85002517700195) (1797,57.759220123291016) (518,57.616207122802734) (159,57.56025314331055) (516,57.505943298339844) (1705,57.40932846069336) (1714,57.40229797363281) (233,57.287715911865234) (722,57.25128173828125) (487,57.236854553222656) (475,57.214569091796875) (181,57.20744323730469) (726,57.19736862182617) (5079,57.19194412231445) (959,57.166587829589844)
125: (227,62.069549560546875)* (157,61.82218933105469) (1244,61.461769104003906) (1464,61.256507873535156) (67,61.052040100097656)* (67,61.052040100097656)* (903,61.02192306518555) (163,60.83720016479492) (316,60.52980041503906) (1122,60.52839660644531) (511,60.52811813354492) (1249,60.43698501586914)* (889,60.3724250793457) (89,60.35394287109375)* (289,60.10879135131836) (192,60.06108093261719) (735,60.04469299316406) (65,60.044273376464844)* (65,60.044273376464844)* (917,60.0067138671875)
126: (679,55.516693115234375) (344,55.48835372924805) (302,55.2463264465332) (291,55.201927185058594) (461,55.04533767700195) (324,54.60270690917969) (65,54.589534759521484) (65,54.589534759521484) (704,54.562171936035156) (1377,54.555397033691406)* (306,54.55251693725586) (55,54.49273681640625)* (1470,54.489376068115234) (680,54.488685607910156)* (701,54.451107025146484) (1047,54.41737365722656) (293,54.40803527832031) (681,54.387664794921875) (486,54.330257415771484)* (538,54.28339385986328)
127: (3427,55.952308654785156) (488,55.89012908935547) (230,55.802040100097656) (707,55.67257308959961) (966,55.628719329833984) (1513,55.22917175292969) (472,55.12177658081055) (1914,55.013240814208984) (497,55.01231384277344)* (377,54.90742874145508) (4439,54.88062286376953) (198,54.8538818359375) (176,54.84403991699219) (706,54.81303405761719) (2352,54.7874870300293) (1406,54.75638961791992) (190,54.7376823425293) (982,54.70735549926758) (1104,54.66160583496094) (2664,54.634368896484375)
128: (12194,61.62214660644531) (3281,61.44971466064453) (2938,61.363922119140625) (9470,61.30305862426758) (905,61.23797607421875) (599,61.216575622558594) (5559,61.01585388183594) (13709,60.95463180541992) (5088,60.749305725097656) (59,60.71796417236328) (3110,60.604549407958984)* (10969,60.59058380126953) (715,60.581661224365234) (11910,60.552547454833984) (5538,60.51404571533203) (511,60.45152282714844) (4073,60.40556335449219) (3466,60.345767974853516) (3119,60.220191955566406)* (11915,60.20929718017578)
129: (288,54.93988037109375)* (289,54.798213958740234)* (292,54.75712585449219)* (300,54.504886627197266)* (333,54.20901107788086)* (701,54.06135940551758) (291,53.96760940551758) (349,53.633182525634766) (461,53.589683532714844)* (257,53.55876159667969)* (306,53.53273010253906) (679,53.48518753051758) (298,53.437137603759766) (1934,53.387752532958984) (157,53.30952072143555) (310,53.28175354003906) (906,53.24009704589844)* (318,53.23857498168945) (532,53.215538024902344) (972,53.19738006591797)*
130: (295,55.442752838134766)* (302,54.84577560424805) (466,54.79850769042969) (306,54.480796813964844) (291,54.269935607910156) (310,54.175941467285156) (679,54.019309997558594) (329,53.91510009765625) (523,53.81319808959961)* (301,53.722496032714844) (328,53.71822738647461) (352,53.64675521850586) (1934,53.58679962158203) (294,53.490787506103516)* (544,53.43068313598633) (903,53.395362854003906) (318,53.26152038574219) (2523,53.22053527832031) (906,53.11650848388672)* (344,53.09346389770508)*
131: (1285,52.70981216430664) (748,52.46916961669922) (10616,52.34419250488281) (4597,52.334659576416016) (3227,52.227928161621094) (5358,52.192874908447266) (5348,52.18022918701172) (1226,52.154396057128906) (2668,52.05180740356445) (4586,51.98068618774414) (8383,51.97639465332031) (276,51.92444610595703) (5346,51.86589431762695) (5353,51.856300354003906) (782,51.85097122192383) (9843,51.78660202026367) (1943,51.777488708496094) (605,51.76986312866211) (278,51.63768768310547) (2605,51.63066101074219)
132: (288,53.59553909301758)* (289,52.294189453125)* (300,52.17905044555664)* (292,52.13290023803711) (161,51.324764251708984) (458,51.160072326660156) (291,51.1458854675293) (349,51.1015739440918)* (1037,50.9431266784668) (257,50.942359924316406)* (523,50.810237884521484) (679,50.772090911865234) (455,50.735755920410156) (680,50.733543395996094) (67,50.70077896118164) (67,50.70077896118164) (328,50.67472839355469) (293,50.66261291503906) (386,50.44194030761719) (290,50.42545700073242)
133: (466,53.682655334472656)* (299,52.905155181884766) (802,52.74650573730469)* (306,52.606754302978516)* (161,52.542118072509766) (55,52.49289321899414) (686,52.47292709350586) (679,52.3958740234375)* (544,52.35832214355469)* (646,52.34156799316406)* (318,52.22335433959961) (344,52.1695556640625) (790,52.16642379760742) (458,51.94731521606445) (543,51.8807487487793)* (352,51.86865234375) (525,51.857200622558594) (680,51.71601104736328) (293,51.712806701660156) (328,51.70265579223633)
134: (295,49.39830780029297) (461,49.1757926940918) (161,49.166072845458984) (466,48.929012298583984)* (257,48.62147521972656)* (327,48.572723388671875) (300,48.56342697143555) (701,48.554534912109375)* (686,48.510467529296875)* (802,48.21269226074219) (333,48.154823303222656) (306,48.14627456665039) (89,48.14175796508789)* (318,48.119110107421875) (2548,48.10908889770508)* (352,48.02853012084961) (290,47.993492126464844) (1444,47.82894515991211) (1453,47.794471740722656) (458,47.77897644042969)
135: (189,54.71272659301758) (486,54.46995544433594) (377,54.43635940551758) (3367,54.29956817626953) (378,54.23194122314453) (3422,53.969085693359375) (1114,53.933101654052734) (1379,53.90252685546875) (190,53.839759826660156) (1104,53.65462875366211) (157,53.621524810791016) (1797,53.4429931640625) (7,53.32600021362305) (300,53.2902717590332)* (333,53.27775573730469) (295,53.24305725097656) (5459,53.053287506103516) (5079,53.04814147949219) (328,52.86329650878906) (955,52.84146499633789)
136: (288,52.175987243652344)* (295,51.49768829345703)* (300,50.969398498535156) (55,50.77117156982422)* (302,50.71363067626953)* (461,50.71316909790039) (466,50.65578079223633) (161,50.622100830078125) (523,50.262821197509766)* (325,50.041683197021484)* (294,50.021522521972656)* (157,50.014774322509766) (352,49.99365234375) (544,49.92446517944336) (290,49.92110824584961)* (525,49.880489349365234) (465,49.72251510620117)* (311,49.68296432495117) (686,49.64213180541992) (908,49.532257080078125)
137: (89,60.49532699584961) (903,60.47709274291992) (65,60.44217300415039)* (65,60.44217300415039)* (689,60.02854537963867) (190,59.71821594238281) (316,59.588905334472656)* (1243,59.557456970214844)* (157,59.47652816772461) (229,59.37435531616211) (228,59.36288070678711) (97,59.34751510620117) (2083,59.226043701171875) (207,59.176326751708984) (2277,59.10722351074219) (679,59.07649612426758) (302,59.067108154296875) (288,58.982818603515625) (1400,58.93197250366211) (182,58.88976287841797)
139: (198,53.9647331237793) (503,53.740081787109375) (978,53.68562316894531)* (1104,53.608070373535156) (7,53.52195358276367)* (497,53.4508056640625) (504,53.327884674072266) (1854,53.31501007080078) (517,53.31172561645508) (1145,53.05414581298828) (1672,53.05402374267578)* (830,52.874637603759766) (815,52.725154876708984) (3240,52.72396469116211)* (2014,52.66831970214844) (488,52.66480255126953) (514,52.637977600097656) (490,52.60576629638672) (378,52.588008880615234)* (811,52.57625198364258)
140: (632,61.24021530151367) (2542,60.56062698364258) (621,60.44777297973633) (615,60.207271575927734) (222,60.15073013305664) (3411,60.091983795166016) (1747,59.94148635864258) (454,59.82306671142578) (444,59.75553512573242) (6756,59.69499969482422) (6187,59.617164611816406) (757,59.48747634887695) (2573,59.41761016845703) (162,59.35083770751953) (227,59.339839935302734) (7382,59.32145309448242) (1504,59.31568908691406) (81,59.27011489868164) (429,59.19642639160156) (604,59.1346549987793)
141: (72,60.83818054199219)* (72,60.83818054199219)* (599,59.87331771850586)* (1412,59.760719299316406) (227,59.533775329589844)* (868,59.518367767333984) (152,59.41143035888672) (506,59.319095611572266) (707,59.3026123046875) (1104,59.286231994628906) (154,59.23286437988281) (234,59.13376998901367) (190,59.041648864746094)* (187,58.932029724121094) (233,58.909095764160156) (1131,58.82672119140625) (99,58.58424377441406) (193,58.548587799072266) (607,58.54222106933594) (238,58.47909927368164)
142: (59,65.02626037597656)* (4732,63.930850982666016) (64,63.897377014160156) (64,63.897377014160156) (159,63.8098030090332)* (1707,63.67387390136719) (1738,63.606048583984375) (238,63.58296585083008) (1073,63.58041000366211) (4734,63.578277587890625) (4025,63.571044921875) (441,63.48967361450195)* (81,63.45991134643555) (715,63.30870819091797) (1883,63.21578598022461) (1075,63.185733795166016) (603,63.16653823852539) (84,63.1584587097168) (1824,63.12551498413086) (154,63.05360794067383)
143: (1464,56.61214828491211) (69,56.378238677978516) (69,56.378238677978516) (67,56.20522689819336) (67,56.20522689819336) (959,55.96955490112305)* (2044,55.80601501464844) (601,55.66536331176758) (3313,55.6303596496582) (1825,55.50742721557617) (2183,55.22494125366211) (717,55.10573196411133)* (180,55.068458557128906) (285,55.059879302978516) (1694,55.04270553588867) (910,54.951351165771484) (13126,54.78123092651367) (1802,54.763038635253906) (192,54.740379333496094)* (511,54.6308479309082)*
144: (288,49.35154724121094)* (701,48.48041534423828)* (306,48.329471588134766)* (257,48.1436653137207)* (349,48.10338592529297)* (310,48.03066635131836) (468,47.972904205322266) (301,47.94927978515625)* (329,47.730010986328125) (314,47.6558952331543)* (279,47.64089584350586) (484,47.52222442626953) (352,47.48582458496094) (312,47.42400360107422)* (543,47.341983795166016) (1449,47.21650695800781) (1596,47.165443420410156)* (308,47.164119720458984) (331,47.148014068603516) (330,47.137351989746094)
145: (289,55.005062103271484) (300,54.682411193847656)* (288,54.59971237182617)* (461,54.27963638305664) (325,54.267303466796875) (679,54.21164321899414) (292,54.03033447265625)* (307,54.01604461669922) (67,53.964561462402344) (67,53.964561462402344) (302,53.93648910522461)* (681,53.9361572265625) (1684,53.919742584228516) (295,53.89468002319336) (342,53.69712448120117)* (55,53.64915084838867) (523,53.642425537109375) (298,53.564056396484375) (349,53.51770782470703) (908,53.49772262573242)
146: (461,51.72525405883789)* (292,51.26961898803711)* (161,51.1821403503418) (1037,51.141021728515625) (300,51.121646881103516)* (544,50.95003890991211) (468,50.85322952270508) (458,50.65300369262695) (317,50.64149475097656) (915,50.559349060058594) (686,50.50639724731445) (299,50.48626708984375) (352,50.43559646606445) (308,50.3462028503418) (2094,50.32142639160156)* (4814,50.22677230834961) (310,50.1720085144043) (1451,50.14765167236328) (291,50.10840606689453)* (681,50.09095001220703)
147: (89,57.079368591308594) (300,56.88292694091797) (466,56.30253601074219) (292,56.239017486572266)* (344,56.22495651245117) (298,55.907474517822266) (461,55.88423156738281) (288,55.82185745239258)* (342,55.63365173339844) (1470,55.62433624267578) (1047,55.57323455810547) (1377,55.42961120605469) (362,55.309513092041016) (378,55.30934143066406)* (523,55.30145263671875)* (701,55.268287658691406)* (316,55.19074249267578)* (157,55.16925048828125) (972,55.16266632080078)* (307,55.132442474365234)
148: (1963,50.55344772338867) (3227,49.61180877685547) (1614,49.569183349609375) (1979,49.411376953125) (605,49.35956954956055) (4108,49.13494110107422) (1946,49.00642776489258) (276,48.928653717041016) (2698,48.9266471862793) (2923,48.54145812988281) (267,48.3991813659668) (278,48.344200134277344) (1952,48.30110549926758) (1640,48.24362564086914) (617,48.17298889160156) (3707,48.11057662963867) (2699,47.994056701660156) (1622,47.96991729736328) (7900,47.9525146484375) (11754,47.92387390136719)
149: (89,60.073997497558594)* (190,59.7680549621582) (65,59.62484359741211) (65,59.62484359741211) (333,59.23174285888672) (289,59.1323356628418) (67,58.96352767944336) (67,58.96352767944336) (227,58.85906982421875) (229,58.83255386352539) (377,58.83021545410156) (288,58.790435791015625) (538,58.75381088256836) (157,58.650760650634766) (679,58.64794921875) (298,58.63650894165039) (228,58.504676818847656) (207,58.425750732421875) (475,58.376365661621094) (903,58.3761100769043)
150: (67,57.3635139465332) (67,57.3635139465332) (295,57.2614631652832)* (300,57.132240295410156) (292,57.1107063293457) (951,56.603065490722656) (461,56.47682571411133) (291,56.447940826416016)* (679,56.43548583984375) (466,56.33506774902344) (55,56.32490921020508) (299,56.15013122558594)* (349,56.14994812011719)* (360,56.139739990234375) (459,55.87202835083008) (544,55.8658561706543) (498,55.842193603515625) (310,55.66986846923828) (523,55.608821868896484) (342,55.59465026855469)
151: (8371,53.154518127441406) (3127,52.640079498291016) (4828,52.3516845703125) (6480,52.22294998168945) (1241,52.025211334228516) (4471,51.83928680419922) (3073,51.80145263671875) (6123,51.78356170654297) (4708,51.69719314575195) (4850,51.684776306152344) (4087,51.634761810302734) (4474,51.606040954589844) (8732,51.59443664550781) (708,51.58136749267578) (1775,51.542362213134766) (1659,51.54166793823242) (3377,51.53078079223633)* (7094,51.46025466918945) (4840,51.39878845214844) (4463,51.38868713378906)
152: (89,57.381385803222656)* (679,57.0197639465332) (344,57.01865005493164)* (464,56.932621002197266) (230,56.8475341796875) (65,56.767738342285156) (65,56.767738342285156) (1047,56.728721618652344) (190,56.643951416015625) (228,56.582523345947266) (683,56.56825256347656) (324,56.55166244506836)* (461,56.419559478759766)* (412,56.41542434692383)* (691,56.35643768310547) (355,56.29339599609375) (3200,56.293033599853516) (424,56.2926025390625) (288,56.2714729309082) (229,56.262611389160156)
153: (162,57.79689407348633)* (1418,57.63044357299805) (1131,57.60184097290039) (233,57.41032791137695) (1118,57.130859375) (152,57.038822174072266) (418,56.97415542602539) (10836,56.91109085083008) (4383,56.86705017089844) (72,56.57417297363281) (72,56.57417297363281) (186,56.51128387451172) (9415,56.10074234008789) (4143,56.008358001708984) (1104,56.00425720214844) (10740,55.99101638793945) (9414,55.90256881713867) (2369,55.876792907714844) (8722,55.86840057373047) (9416,55.83570861816406)
154: (377,57.755062103271484) (488,56.856441497802734) (230,56.80770492553711) (7,56.39310836791992) (1044,56.36178207397461) (497,56.28666305541992) (475,56.19507598876953) (498,56.16158676147461) (1854,56.091915130615234) (1114,55.996482849121094)* (190,55.89623260498047) (1672,55.728275299072266)* (489,55.7080192565918) (1249,55.6291618347168) (405,55.62038803100586) (503,55.586944580078125) (978,55.58684539794922) (1406,55.43975830078125) (726,55.348121643066406) (490,55.28248596191406)
155: (853,61.922176361083984) (4278,60.70582962036133) (875,60.489990234375)* (867,60.45793151855469) (13753,60.26860809326172) (857,60.18418884277344) (13881,59.96312713623047) (10532,59.907752990722656) (9332,59.88825607299805) (10538,59.876277923583984) (9344,59.86674118041992) (872,59.781742095947266) (13892,59.780296325683594) (13886,59.77732467651367) (10541,59.756893157958984) (631,59.72486877441406) (9916,59.71057891845703) (868,59.71009826660156) (12583,59.70451736450195) (13889,59.68497085571289)
156: (65,63.241844177246094)* (65,63.241844177246094)* (228,62.758155822753906) (1242,62.58454895019531) (533,62.55607223510742)* (229,62.52208709716797) (316,62.483551025390625) (1090,62.41793441772461) (199,62.356163024902344) (683,62.27579116821289) (903,62.25934600830078) (424,62.25507354736328) (217,62.247371673583984) (1239,62.191749572753906) (298,62.168331146240234) (2277,62.111141204833984) (182,62.0858268737793) (429,62.07884216308594) (1375,62.002384185791016) (225,61.8244514465332)
157: (707,58.45796203613281) (959,58.22874069213867)* (1249,58.12077713012695) (724,58.01115798950195) (956,57.833194732666016) (1803,57.75962829589844) (1358,57.42327117919922)* (1415,57.41687774658203) (841,57.16511917114258) (4180,57.067203521728516) (951,56.841896057128906) (732,56.76816177368164) (2569,56.72011947631836) (2346,56.68584442138672) (4460,56.67133331298828) (2834,56.667625427246094)* (2973,56.49174499511719)* (1244,56.42646026611328) (227,56.42342758178711) (920,56.392147064208984)
158: (288,51.50160598754883) (2094,51.46476745605469) (375,51.34069061279297) (289,51.07408142089844) (1059,50.94076919555664) (3320,50.93667221069336) (89,50.76713180541992) (2803,50.64811325073242) (1918,50.55506134033203) (4515,50.43545913696289) (461,50.42290115356445) (300,50.41518020629883) (3324,50.40147399902344) (676,50.333553314208984) (349,50.27223205566406) (295,50.2691535949707) (292,50.20655822753906) (786,50.12480545043945) (333,50.093589782714844) (296,50.07529067993164)
159: (89,57.44289016723633) (55,57.197044372558594) (157,57.084014892578125) (295,56.91364288330078) (289,56.71196365356445) (972,56.4014892578125) (535,56.28324890136719) (906,56.18413543701172)* (310,56.17963409423828)* (300,56.16261291503906) (294,55.953948974609375)* (306,55.90476608276367) (161,55.85725784301758) (333,55.80442810058594) (525,55.79189682006836) (257,55.779579162597656)* (349,55.757164001464844) (291,55.72734451293945) (466,55.65442657470703) (722,55.63455581665039)
161: (1797,52.312835693359375) (811,52.28561019897461) (5115,52.19308853149414) (930,52.11497497558594) (377,51.85219192504883) (497,51.77183151245117) (1854,51.610504150390625) (2940,51.57123947143555) (6257,51.54020309448242) (504,51.489654541015625) (6750,51.476863861083984) (518,51.47130584716797) (6542,51.469486236572266) (759,51.46549606323242) (8258,51.46510696411133) (1263,51.4296989440918) (3244,51.39844512939453)* (2014,51.392234802246094) (45,51.36054992675781) (7,51.3275032043457)
162: (288,56.995361328125) (966,56.93927001953125) (161,56.505645751953125) (378,56.403480529785156)* (157,56.366764068603516) (300,56.19145965576172) (292,55.99626922607422) (461,55.84265899658203) (377,55.81144714355469) (349,55.720542907714844) (291,55.71514892578125) (466,55.68159103393555) (306,55.6811637878418) (498,55.654109954833984) (3859,55.63390350341797) (230,55.496803283691406) (972,55.457557678222656) (701,55.44758224487305) (951,55.42469024658203) (344,55.368526458740234)
163: (2442,45.18339538574219)* (5267,44.87226486206055) (4324,44.77674865722656) (2467,44.565101623535156)* (3585,44.494781494140625)* (2443,44.34528732299805) (3761,44.34341049194336) (3178,44.31154251098633) (1489,44.238834381103516) (3762,44.16427993774414) (3766,44.0397834777832) (7249,43.84865188598633) (3127,43.60496520996094) (9279,43.54887771606445) (2445,43.44596481323242) (1462,43.35808563232422) (11217,43.3344841003418) (2466,43.300724029541016) (12684,43.29884338378906) (2655,43.200592041015625)
164: (227,61.033912658691406) (190,60.334938049316406)* (234,60.115413665771484) (163,60.028480529785156) (418,60.017066955566406) (199,59.968048095703125) (436,59.63428497314453) (533,59.559852600097656) (65,59.533809661865234) (65,59.533809661865234) (429,59.34007263183594) (225,59.2130241394043) (1412,59.211814880371094) (207,59.19889450073242) (233,59.174644470214844) (226,59.16431427001953)* (220,59.16190719604492) (707,59.07335662841797) (228,59.056270599365234) (229,59.04091262817383)
166: (163,57.931182861328125) (56,57.73945617675781) (56,57.73945617675781) (1412,57.732357025146484) (154,57.506103515625) (424,57.42211151123047) (220,57.369964599609375) (511,57.307621002197266) (709,57.277809143066406) (157,57.2371940612793) (207,57.23080062866211) (718,57.224666595458984) (65,57.164588928222656) (65,57.164588928222656) (599,57.16088104248047) (190,57.07212448120117) (69,57.06911849975586) (69,57.06911849975586) (903,57.03977584838867) (159,57.00400924682617)*
168: (3707,53.53996276855469) (1155,53.220699310302734) (1950,52.37228012084961) (603,52.319427490234375) (7665,52.3125114440918) (9727,52.29182052612305) (757,52.216705322265625)* (1961,52.18436050415039) (619,52.077545166015625) (11204,52.005916595458984) (8587,51.939537048339844) (1963,51.93362045288086) (6835,51.83309555053711) (3132,51.80538558959961) (440,51.791831970214844)* (6409,51.74024963378906) (444,51.69268035888672) (418,51.65569305419922) (1106,51.6014518737793) (703,51.58060836791992)*
170: (370,52.34214401245117) (846,51.21311569213867) (785,51.18370056152344) (198,51.116031646728516) (188,51.11544418334961) (953,51.06254577636719) (813,50.979225158691406) (806,50.95018768310547) (812,50.9317741394043) (1118,50.7429313659668) (707,50.7154541015625)* (1547,50.68285369873047) (842,50.6191520690918)* (2172,50.61565399169922) (3028,50.60813903808594) (25,50.5983772277832) (2370,50.390380859375) (779,50.381988525390625) (1104,50.36344909667969) (978,50.35061264038086)
